leaf_index,r0,r1,r2,r3,r4,r5,r6,r7
81,-1.62609,-1.70941,-3.19778,-0.93603,-0.34607,-0.94465,-3.85286,-8.21433
82,-1.57996,-3.22502,-1.75318,-3.62134,-1.35534,-0.44303,-2.56268,-7.89396
83,-1.56541,-1.89239,-2.03194,-6.06416,-2.35528,-0.20923,-6.84431,-0.79358
84,-1.52794,-2.86829,-3.54322,-1.15343,-1.14764,-1.31581,-7.41931,-4.17838
85,-1.49528,-1.68376,-4.84821,-2.94613,-1.38247,-2.03397,-7.125,-2.43525
86,-1.46686,-5.58431,-0.60756,-0.07354,-3.58287,-5.68828,-3.62751,-2.81727
87,-1.42332,-4.69973,-6.69815,-0.76632,-3.22776,-1.73909,-3.85678,-1.45483
88,-1.38947,-0.83682,-1.40814,-1.32851,-9.48389,-0.29881,-1.55732,-1.07821
89,-1.37839,-0.74276,-1.49784,-2.2693,-5.97405,-5.23139,-2.84954,-4.35643
90,-1.35253,-4.0192,-0.02755,-4.75279,-4.62181,-6.16143,-0.22491,-0.22795
91,-1.34651,-6.79545,-1.41516,-0.87351,-4.7531,-2.59237,-2.35942,-3.78997
92,-1.31916,-7.13643,-2.25926,-2.31641,-1.79568,-5.75755,-0.58504,-0.38084
93,-1.29496,-1.89978,-2.5713,-3.00645,-0.10587,-7.19546,-3.85293,-3.52599
94,-1.26339,-1.87042,-0.09407,-3.48947,-2.29044,-4.51239,-5.58305,-5.09332
95,-1.24846,-2.03277,-5.79421,-4.58108,-1.46329,-3.63773,-3.69693,-3.27239
96,-1.18982,-4.38912,-0.5106,-2.8469,-5.10514,-0.05229,-5.0937,-4.35239
97,-1.10373,-4.91368,-0.19564,-0.07928,-4.12046,-2.70766,-5.96155,-3.8397
98,-1.10189,-4.73306,-4.91902,-1.53447,-1.81531,-4.18048,-1.24382,-5.24536
99,-1.04805,-4.32312,-2.28585,-6.80182,-0.69903,-2.46151,-2.06694,-4.23113
100,-1.04648,-3.13687,-3.09605,-1.91999,-7.37135,-3.34514,-1.30981,-2.92416
101,-1.03815,-6.22079,-0.75391,-6.0532,-0.75643,-4.17693,-0.84606,-2.06872
102,-1.02116,-1.57063,-4.60651,-2.55323,-5.07309,-4.00909,-3.50213,-3.83113
103,-0.90887,-2.7504,-0.33531,-3.5543,-2.48152,-3.96527,-0.02466,-7.54863
104,-0.8701,-2.03483,-1.02671,-3.31118,-7.18802,-1.10902,-5.33894,-1.29709
105,-0.83789,-1.97857,-2.56167,-2.02363,-4.12012,-5.50634,-3.83786,-4.76462
106,-0.83508,-3.4196,-1.26506,-0.27055,-2.04339,-4.01396,-3.8129,-7.14911
107,-0.73398,-1.56875,-3.07621,-1.21258,-7.83835,-0.28052,-3.06938,-3.88939
108,-0.71183,-0.16942,-7.31746,-1.7086,-3.34355,-4.42762,-0.64476,-3.4353
109,-0.7054,-4.32673,-6.23611,-0.85572,-5.8548,-1.43256,-0.91151,-1.99967
110,-0.59802,-1.25892,-6.2266,-0.00087,-1.4017,-4.11979,-1.3015,-6.21736
111,-0.57733,-5.41842,-0.15357,-4.00606,-5.21651,-0.23259,-4.74521,-2.11004
112,-0.53344,-1.2311,-0.92598,-8.09859,-0.9018,-1.1208,-4.13545,-3.54737
113,-0.52674,-2.26742,-0.07475,-2.11525,-6.96253,-3.01616,-4.62677,-3.33473
114,-0.51016,-5.34325,-1.13137,-5.3438,-1.94523,-2.49687,-0.10238,-5.59683
115,-0.47925,-1.53878,-3.53679,-4.54179,-1.43103,-6.35247,-0.4973,-4.64937
116,-0.43841,-3.47468,-4.9165,-2.08078,-1.20745,-5.65356,-4.97852,-1.01311
117,-0.36291,-4.70402,-1.93838,-4.53337,-0.53239,-5.06721,-4.69707,-2.32575
118,-0.34318,-1.43305,-2.80116,-7.03885,-3.01902,-0.15061,-5.58697,-0.29207
119,-0.31802,-0.59288,-0.67312,-5.33433,-6.02027,-2.00205,-5.11478,-2.05581
120,-0.21146,-1.55686,-4.16241,-1.36914,-0.04334,-1.46714,-6.88882,-5.3592
121,-0.19749,-6.80089,-0.13988,-0.27414,-4.49079,-4.57099,-3.12751,-1.66483
122,-0.16019,-7.03697,-2.35087,-3.48013,-3.71223,-1.94731,-2.8465,-2.6725
123,-0.14742,-2.85625,-3.60086,-0.90648,-8.68585,-0.08344,-0.92351,-1.31467
124,-0.11323,-1.17968,-1.11691,-3.73122,-8.98695,-0.38958,-0.21294,-1.56962
125,-0.10549,-3.98837,-5.17997,-2.02482,-3.44066,-5.20011,-3.75677,-0.39644
126,-0.04898,-7.94281,-1.36069,-3.2536,-0.85543,-1.49142,-3.078,-3.47013
127,-0.017,-7.67654,-1.7095,-2.39732,-3.1036,-4.43059,-1.45508,-1.0105
