leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,is_dominated,ground_truth_pareto
17,6.15643,5.67199,0.36293,1.00419,3.10134,0.18379,0.32289,2.64863,0.3831,3.44505,0,1
18,6.1293,0.63836,1.3626,5.19685,3.93662,3.18162,2.28765,1.4032,0.01821,0.5812,0,1
19,6.11825,0.49581,3.79287,0.41521,0.13475,5.16418,0.96807,2.80845,3.49777,0.13097,0,1
20,6.10468,2.19789,5.16771,0.96138,2.76293,3.61092,1.37579,0.57066,2.00561,1.8328,0,1
21,6.10408,0.44777,3.24182,2.13,4.5396,2.78723,2.31165,1.06241,2.36542,2.65502,0,1
22,6.04441,2.20601,3.50366,1.84846,2.52263,1.9323,2.46782,4.47036,2.5125,0.64942,0,1
23,5.97096,1.0906,4.62554,0.9652,0.40959,0.31709,4.551,1.45027,1.41319,3.96871,0,1
24,5.94494,3.85741,4.94704,3.30613,1.86848,2.76708,0.49061,1.52409,0.09398,0.80869,0,1
25,5.88828,0.9463,1.43763,2.09526,2.18688,1.15186,0.8579,1.84997,4.93222,4.83543,0,1
26,5.79046,0.81246,0.86872,6.2981,2.47488,1.09647,1.15799,0.93997,2.75629,2.8707,0,1
27,5.78501,3.18331,0.23016,1.37573,1.59005,1.01721,2.53623,6.39956,1.15532,1.47307,0,1
28,5.77064,0.54393,5.20871,3.44691,1.83397,0.99747,2.71398,0.554,3.78662,1.01118,0,1
29,5.74164,2.755,0.69993,2.55436,1.70205,4.75856,2.80328,1.99526,0.56096,3.83848,0,1
30,5.70599,2.63748,2.11817,1.33075,5.00999,2.28803,2.65303,2.80932,2.94618,0.53093,0,1
31,5.65022,3.86081,2.02493,4.62517,2.40782,2.41049,2.02683,0.93356,0.53237,3.28718,0,1
32,5.63782,2.12657,2.84201,1.71048,0.49019,3.17536,1.99336,4.2946,4.28229,1.26953,0,1
33,5.63759,1.07382,0.35927,0.31096,2.85609,1.24473,2.41374,2.48614,3.24257,5.8831,0,1
34,5.6088,6.67611,1.05765,1.47172,1.19782,0.67007,3.73874,0.12534,2.05705,0.75974,0,1
35,5.59637,4.97167,4.03359,2.18102,0.62481,3.02912,1.87434,0.69551,2.74443,1.35709,0,1
36,5.57767,3.76528,3.73133,0.37548,0.88901,3.51036,3.6023,1.01284,3.64787,0.47538,0,1
37,5.53281,0.94466,2.33102,2.26021,2.4594,0.00649,4.59409,2.59848,3.7534,3.15579,0,1
38,5.51707,4.33715,0.81436,4.30973,0.03846,0.64711,3.48917,1.26676,0.19269,4.15665,0,1
39,5.44907,4.19682,0.0811,0.97328,0.43821,0.75355,5.30771,1.40142,2.4084,3.87873,0,1
40,5.43597,0.72209,0.1709,0.98193,3.83438,4.89493,1.40236,1.4019,3.75225,3.50161,0,1
41,5.37359,3.47805,3.25638,2.57535,0.04329,5.60106,1.28673,1.48681,2.4944,0.57374,0,1
42,5.36295,2.26244,2.48032,3.59741,0.11633,4.31725,2.3817,1.10724,4.0999,2.16033,0,1
43,5.33611,5.03191,1.30175,1.29518,2.16505,0.08109,2.08224,5.62464,1.26271,0.75696,0,1
44,5.29005,0.63283,4.42874,1.19251,1.59682,4.52606,3.17678,1.13491,2.92457,2.7588,0,1
45,5.20993,2.85172,1.39248,5.52126,0.08357,1.2538,1.9126,0.60968,1.00168,5.06842,0,1
46,5.20036,0.57475,4.56621,2.4575,4.26715,0.0425,0.29863,1.14843,4.93014,1.34593,0,1
47,5.19352,0.49143,2.71402,2.73442,0.59938,3.15193,4.49416,1.1323,1.33463,4.93844,0,1
48,5.15715,2.27332,1.64796,3.85839,2.19024,2.98464,4.01919,3.1744,1.20123,3.04203,0,1
49,5.14709,0.50173,4.09866,2.30309,0.25525,0.59488,4.30612,3.41005,3.34911,3.05711,0,1
50,5.0835,0.48034,3.59077,1.98644,0.81052,1.5073,1.95842,2.10992,3.58746,5.74472,0,1
51,4.96749,2.87082,0.3013,4.12403,0.40452,3.69772,4.54736,0.72115,3.57966,1.46109,0,1
52,4.93062,1.12132,0.0,0.91365,0.0,0.0,1.72001,0.0,0.0,2.78491,1,0
53,4.92949,0.88517,2.94222,2.47967,2.14931,1.19979,0.80294,6.60504,3.12741,0.01485,0,1
54,4.91782,0.23086,0.88987,3.05535,0.64471,4.94055,4.53767,4.23802,0.85754,1.23428,0,1
55,4.89641,4.34794,2.44864,0.93125,0.17383,2.98458,0.94806,3.68515,1.65161,4.91047,0,1
56,4.88495,1.1468,2.45272,3.67548,3.83627,4.55838,0.09461,3.30161,1.92446,2.27778,0,1
57,4.88229,4.2691,1.03694,0.32595,3.89126,1.60061,1.98136,0.3047,0.86418,5.85554,0,1
58,4.88071,3.93674,0.24154,1.39505,5.33708,3.64041,1.88924,0.55551,1.5,3.28808,0,1
59,4.86888,0.54311,2.1848,2.96486,3.1318,2.05685,4.73971,3.90567,3.22289,0.53876,0,1
60,4.86097,1.2742,1.34686,3.27859,2.00846,3.86557,1.36519,6.32609,0.00541,1.15085,0,1
61,4.79637,2.36858,1.73384,1.12783,5.33919,1.95238,0.02176,2.67527,2.21765,4.76573,0,1
62,4.73989,3.29097,1.63299,6.71661,1.98639,0.55844,1.87821,1.27569,0.09355,3.08254,0,1
63,4.72515,4.80534,0.59246,2.48648,1.28817,1.5423,1.09349,0.81318,5.37721,3.63848,0,1
64,4.72402,0.71255,3.93388,1.10596,0.25619,2.87775,5.34763,1.46414,0.04273,4.62468,0,1
65,4.63224,3.54675,1.07956,1.07417,2.01785,1.40156,3.5098,5.61474,3.62851,0.77297,0,1
66,4.61711,2.05609,5.66694,2.10583,4.26816,2.47045,0.69002,2.75384,0.66503,2.2547,0,1
67,4.59996,4.58714,1.84204,4.64772,0.77919,1.05064,3.92964,3.53815,0.32513,1.73978,0,1
68,4.57872,2.14228,6.28924,0.52687,1.03353,0.43509,1.88509,5.30262,0.50368,1.19635,0,1
69,4.56678,4.67394,1.80293,1.58716,0.83512,2.80436,3.46913,3.64225,2.15538,3.60844,0,1
70,4.55772,1.80181,1.50114,1.8214,0.0,0.0,0.0,0.0,0.43761,0.0,1,0
71,4.53967,3.3175,4.06482,1.418,0.7127,1.33571,5.32254,1.36568,4.14669,0.41276,0,1
72,4.53432,1.66638,2.64062,4.66098,0.28772,5.51637,3.25202,1.32126,2.0446,0.97499,0,1
73,4.53337,0.99819,4.19875,0.23199,4.27353,3.97531,3.70899,2.2751,0.90237,2.63736,0,1
74,4.52864,2.59172,2.11372,0.65132,0.99344,4.48404,1.12988,1.58645,6.53678,0.51558,0,1
75,4.52544,3.56591,1.05268,0.90127,5.37816,0.15602,3.7457,4.02879,0.86393,2.21981,0,1
76,4.50465,4.82006,0.2615,1.87446,0.79329,4.27728,4.12032,1.13801,3.95907,0.14955,0,1
77,4.46395,0.87587,3.16466,1.59005,3.78162,1.76427,6.17465,0.64367,3.28724,0.05314,0,1
78,4.43603,3.02106,0.5307,0.06196,1.02937,3.9438,6.41916,3.54126,0.03012,0.74105,0,1
79,4.41747,5.41188,1.44893,2.74768,0.61432,0.04772,2.65228,4.89647,3.03158,0.98399,0,1
80,4.40243,1.77701,0.94943,3.62753,2.19328,1.96785,6.45963,0.48934,3.19603,1.5927,0,1
81,4.39785,3.74559,1.36511,6.37967,1.36208,1.33846,2.65059,0.82854,1.30867,3.31576,0,1
82,4.39291,5.64448,0.2921,0.96544,1.50761,1.17209,3.91382,1.0584,1.07801,5.15537,0,1
83,4.39205,4.57952,0.53919,4.14608,2.45078,2.69953,1.53622,4.61208,2.30846,0.05625,0,1
84,4.38515,4.11381,3.97861,0.33365,1.9867,5.01249,1.94494,2.08946,2.9584,1.39054,0,1
85,4.37998,0.56271,6.08317,0.55831,2.40316,2.87112,0.52214,2.048,4.44679,2.21879,0,1
86,4.35513,0.08133,4.00909,0.21329,0.29961,0.83551,7.26714,1.94611,1.61687,2.21521,0,1
87,4.354,5.87597,5.07025,1.37594,0.0368,1.74815,1.19841,0.97336,2.58141,2.60966,0,1
88,4.35237,2.63827,3.59806,5.27078,4.6027,2.2449,0.7651,0.84657,0.29479,2.39916,0,1
89,4.34841,2.05328,0.9266,0.55106,0.6626,3.95981,3.27703,6.14218,2.32687,2.39048,0,1
90,4.27537,6.00859,2.22737,0.03447,5.37647,0.53858,0.09495,2.23245,1.96721,1.61138,0,1
91,4.26278,1.56709,1.35446,0.33004,2.09688,2.17311,2.29599,2.83481,7.3541,0.95893,0,1
92,4.24758,1.60162,2.03742,2.06412,2.51383,0.56087,7.62866,0.06105,2.40493,0.60285,0,1
93,4.17744,0.04336,2.22808,0.84524,0.20144,4.21124,3.98905,1.19022,1.29059,6.33233,0,1
94,4.16286,2.13973,3.20068,4.31293,0.28974,0.18298,3.10715,0.54001,5.29979,3.33095,0,1
95,4.14909,6.56599,1.0438,4.98847,0.79967,0.73719,0.48916,2.86761,1.4927,1.35091,0,1
96,4.14271,4.04613,0.36348,1.42036,1.92366,4.15627,0.34575,5.89432,1.29331,2.60902,0,1
97,4.12791,0.24696,4.80632,5.33458,0.73789,1.71245,2.64564,0.18151,1.78073,4.20246,0,1
98,4.12177,4.20424,3.01567,0.44001,3.2909,3.70914,2.32105,2.34235,4.12537,1.88871,0,1
99,4.11341,1.40658,6.75012,1.81298,4.1721,0.14947,0.33321,3.27016,0.49954,1.94089,0,1
100,4.08072,2.79856,0.0,0.0,2.88416,0.0,0.0,0.0,0.19021,2.73297,1,0
101,4.06604,0.26209,1.05005,5.04899,0.94207,0.92028,5.08333,2.03305,3.47493,3.60841,0,1
102,4.05459,3.05544,1.39423,0.28427,4.19652,2.42796,5.5123,0.80383,4.0226,1.21708,0,1
103,4.05159,1.51094,6.00104,1.51062,2.84919,1.02053,0.22899,2.3999,3.40525,4.05465,0,1
104,4.04804,4.72825,1.64157,5.42583,3.42592,3.34725,0.17104,0.89775,1.10422,2.03154,0,1
105,4.03291,3.13339,0.28347,1.34935,3.73622,0.07194,2.97921,6.24863,1.60677,2.74756,0,1
106,4.02394,2.55796,0.90286,1.23111,6.48932,3.79353,2.86904,0.99391,2.26366,2.02199,0,1
107,4.02347,6.33473,1.84118,2.03438,0.77333,0.53691,2.95674,3.60407,0.18768,3.67438,0,1
108,4.01969,1.18258,3.08308,6.21112,0.74144,5.79188,0.27738,0.16735,0.39916,0.01707,0,1
109,3.98339,5.04506,1.40292,5.69593,1.56861,0.24204,2.25209,2.3771,2.82317,1.74824,0,1
110,3.97114,2.83945,1.32078,4.13249,1.49063,0.78444,4.51051,1.76599,0.25603,5.56591,0,1
111,3.94459,0.15352,4.82244,3.3157,1.27109,1.17373,2.22204,5.64314,3.00832,1.15804,0,1
112,3.93786,0.08637,0.74199,0.0,0.42947,1.48267,1.90176,0.0,0.0,1.16632,1,0
113,3.88013,2.54386,4.39868,2.97499,1.55378,1.95847,4.9936,2.35016,0.17266,3.67907,0,1
114,3.86495,2.50087,3.54701,0.14278,2.82118,6.39658,3.13452,0.64326,2.27751,1.38015,0,1
115,3.84062,5.64074,0.22844,0.32844,2.71226,3.25011,5.24916,1.59153,2.28741,0.1822,0,1
116,3.83672,6.917,2.17343,1.26328,1.1178,4.61,1.94535,1.85256,0.3552,1.12735,0,1
117,3.80522,4.07733,4.03503,4.13977,2.05085,0.44709,2.30473,0.95906,4.97401,0.31349,0,1
118,3.79883,0.63813,1.19528,3.21791,1.24714,4.46712,0.53298,3.56167,3.97963,4.80213,0,1
119,3.79828,2.064,2.01106,1.74659,3.68817,2.35514,4.55692,2.67066,4.38131,2.824,0,1
120,3.77043,3.33479,0.28311,4.83306,2.00445,3.68423,1.58102,4.11122,3.76637,0.21406,0,1
121,3.76807,1.91581,2.23134,1.92044,1.02758,5.37806,0.25214,1.67707,3.85906,5.07113,0,1
122,3.76089,0.0813,0.90218,2.18191,0.08395,4.74138,4.17819,2.01993,6.01996,0.09624,0,1
123,3.75976,1.42651,2.74792,4.28405,2.1176,5.32678,3.66073,0.32005,1.1425,3.20276,0,1
124,3.73837,6.20717,0.38021,3.24602,0.27602,5.20548,2.47871,0.48349,1.19128,1.35804,0,1
125,3.70286,2.52475,2.11852,1.26761,1.77442,5.7621,0.63683,1.18003,4.66013,3.73554,0,1
126,3.6914,1.68402,0.46504,6.49526,3.29319,2.14628,1.89405,3.79502,2.32111,1.51797,0,1
127,3.68655,2.42479,0.61769,1.80533,4.65408,4.71832,2.95544,2.2299,3.57377,2.54698,0,1
128,3.67903,0.19075,0.11002,2.09003,0.4263,1.138,2.80657,0.44749,2.18332,8.22966,0,1
129,3.62137,2.39686,4.4525,2.17869,3.14393,2.27846,0.53444,4.35474,0.5911,4.67919,0,1
130,3.60303,6.46677,4.38403,2.81734,0.07056,1.99651,0.91376,3.23894,0.61314,1.53274,0,1
131,3.58375,2.04945,0.24867,2.5192,3.61544,1.72475,1.38397,1.13646,7.08939,2.65249,0,1
132,3.58342,5.18944,0.11984,1.89429,1.282,3.92324,2.10535,5.2325,0.6045,2.72284,0,1
133,3.57847,0.58808,0.31598,7.04633,3.96912,4.24203,0.43181,1.18491,0.34105,1.28161,0,1
134,3.57699,2.80475,4.71595,1.48734,2.92683,0.19044,1.15449,5.0636,0.48057,4.36804,0,1
135,3.54779,1.18593,7.1504,2.60674,1.5069,0.91548,0.86835,4.26297,1.46105,1.97813,0,1
136,3.53305,1.6861,3.80213,1.40611,6.23087,0.81606,3.70945,2.00299,1.61781,2.89176,0,1
137,3.52508,0.03811,3.15322,0.79037,1.30861,1.03594,1.99046,6.49921,2.77101,4.50989,0,1
138,3.50705,0.79776,4.82748,1.51335,2.73495,4.34905,2.42036,0.81935,2.08182,4.92054,0,1
139,3.48554,0.61053,0.7492,4.62874,2.84399,1.21533,4.98331,4.04836,2.17869,3.15548,0,1
140,3.46693,1.78791,0.39868,2.81225,2.80831,5.13281,4.15087,0.33339,3.65878,3.42872,0,1
141,3.44036,1.48253,1.83516,7.1671,2.54418,2.94548,1.19503,3.58249,0.1513,1.34051,0,1
142,3.43998,6.16088,1.20995,3.35816,5.68905,0.62083,0.8046,1.65641,0.56301,1.00502,0,1
143,3.43797,0.667,1.50837,2.30101,0.02047,0.25944,4.11054,4.29428,3.71381,5.5649,0,1
144,3.39095,0.0,0.04613,0.0,1.23386,1.78105,3.47077,0.0,2.94719,0.41139,1,0
145,3.37331,4.50182,2.1345,6.19363,3.63111,0.31437,3.02936,1.70474,0.23601,0.12086,0,1
146,3.37318,0.73073,0.35176,4.88177,1.08704,7.47553,1.54596,2.14228,0.13065,0.26572,0,1
147,3.3729,0.43387,1.55997,1.99339,0.33844,4.59573,6.64685,2.673,2.79273,1.29154,0,1
148,3.35648,2.24721,1.64549,0.15545,1.25609,4.22802,2.72382,3.47447,1.92949,6.18743,0,1
149,3.32973,0.59849,2.68902,1.86387,4.01216,0.38127,4.74391,0.64758,3.47551,5.1579,0,1
150,3.31921,0.67623,4.94552,4.48516,3.47859,1.15025,1.4136,2.20652,0.6562,4.8197,0,1
151,3.31239,1.82375,5.21414,4.10483,0.70373,1.2266,5.23417,2.81197,0.71709,1.96149,0,1
152,3.29583,1.93765,3.21196,4.45733,4.65547,2.96449,1.13248,4.51566,0.85483,1.52724,0,1
153,3.27676,0.55399,6.87302,0.47411,0.80655,0.01149,0.71319,1.21025,5.77443,2.35047,0,1
154,3.27119,5.12945,2.69497,1.0212,2.45311,2.12539,2.61917,0.13033,5.8831,1.6308,0,1
155,3.26635,7.23651,0.60036,2.61571,4.83155,0.95142,1.95191,0.46606,1.07587,0.57254,0,1
156,3.26011,1.42607,0.40874,6.72099,0.6845,5.49995,1.31057,0.75092,2.96232,0.47387,0,1
157,3.25672,4.17647,1.32807,1.46171,4.96125,4.23922,0.5096,4.79505,1.22981,0.83719,0,1
158,3.2531,3.05432,5.71512,3.35795,0.16389,3.54653,1.73436,3.02552,2.57641,2.17846,0,1
159,3.23069,1.73532,2.44586,2.04604,4.76506,2.95831,3.46635,1.71295,5.25309,1.54291,0,1
160,3.2158,5.17129,2.38311,3.1361,1.74848,1.80031,2.70717,0.7794,5.56555,1.48058,0,1
161,3.20498,0.24623,4.79212,1.77825,2.48183,0.37727,0.94178,1.10957,6.34021,3.86299,0,1
162,3.18572,0.3484,1.30061,0.0,1.13622,2.546,2.01468,0.0,0.0,0.35147,1,0
163,3.18484,2.43739,4.88083,2.03279,1.69778,1.86816,3.08356,5.84259,1.78915,1.65631,0,1
164,3.17792,2.38801,7.0086,2.70465,2.76097,2.97315,3.06747,1.26756,0.51578,0.13422,0,1
165,3.16438,0.20811,3.72265,6.18902,0.07603,1.00969,1.0496,0.96572,1.91142,5.57389,0,1
166,3.16142,1.03631,0.53204,3.54379,6.3333,1.72474,2.67286,2.56445,3.57926,2.54421,0,1
167,3.14334,4.7706,2.26758,1.79902,2.19764,4.3563,3.12437,2.30319,1.13786,4.33754,0,1
168,3.10675,0.19756,0.66513,4.15764,0.19322,5.24446,0.21117,6.15515,1.94656,1.82192,0,1
169,3.1026,1.04783,0.81832,1.29779,0.88243,2.67452,5.23559,0.95943,5.6913,4.27405,0,1
170,3.08014,0.25115,2.00615,7.07579,3.07183,3.51358,0.9865,0.733,3.22278,1.63704,0,1
171,3.0748,6.66768,0.56773,0.45681,1.02928,2.61617,2.90629,0.41317,5.17641,1.49684,0,1
172,3.05539,0.92173,0.50142,1.06567,5.41553,3.19817,2.71535,5.96119,2.16505,1.12932,0,1
173,3.05172,0.22704,2.93991,5.22029,0.90903,4.31645,1.80084,2.1766,2.08589,4.79076,0,1
174,3.04713,0.93247,0.65356,3.8692,2.52883,2.20972,6.30804,4.62495,1.05693,0.93329,0,1
175,3.03928,2.24459,0.0,3.11101,0.0,0.0,1.31897,0.0,0.0,0.0,1,0
176,3.0237,1.80195,0.76342,0.51169,1.33595,8.23237,1.73697,1.44917,1.45447,3.15851,0,1
177,3.01321,2.75712,4.14885,0.5943,4.36017,1.37448,4.51927,0.40839,0.80204,4.8599,0,1
178,3.00722,7.03232,0.77861,0.40386,4.29755,0.23101,3.06296,2.66514,0.82512,2.24633,0,1
179,2.98513,3.32285,4.40879,1.18,0.06544,1.028,2.4104,0.60016,6.27403,3.5529,0,1
180,2.98222,1.97159,1.59755,2.68038,2.66702,0.36583,3.08495,2.13518,2.32693,7.12357,0,1
181,2.96931,1.94894,1.56641,3.27115,6.45418,1.18326,5.26957,0.9468,1.21826,1.01254,0,1
182,2.95951,2.26237,3.28423,6.2281,0.76959,1.68005,4.48043,1.30863,1.29983,3.10748,0,1
183,2.95911,3.35808,4.58346,1.635,3.4232,0.40448,4.62966,1.39482,0.98021,4.47924,0,1
184,2.90352,0.0,4.37105,2.01603,0.0,0.0,0.0,0.0,1.06261,0.0,1,0
185,2.88789,1.04111,1.34746,3.02551,2.13878,3.11473,0.75918,4.69839,1.77078,6.2884,0,1
186,2.86594,5.21177,4.83597,1.91085,0.14519,0.60134,3.18475,0.05579,4.81054,1.97895,0,1
187,2.86507,3.39699,2.91906,5.31927,0.28325,2.66227,5.14126,1.47665,1.06314,2.55442,0,1
188,2.86322,0.96748,4.74237,0.19381,1.71889,1.26922,0.99881,1.40312,7.74138,0.93683,0,1
189,2.86252,2.04779,5.94583,2.36859,4.27885,3.08495,2.04904,1.54482,0.31725,3.48401,0,1
190,2.8539,0.59231,0.0,3.03661,0.11216,0.0,1.05796,0.74324,0.0,1.97107,1,0
191,2.85016,4.84308,5.87468,4.30462,0.35926,1.15479,2.51054,0.39673,0.42812,2.69693,0,1
192,2.84915,2.33434,1.63668,2.84946,3.62824,2.39453,0.80455,4.65593,5.79612,0.90396,0,1
193,2.8296,0.87902,4.98888,2.52571,2.65031,3.52156,3.13813,1.0849,5.29249,1.22136,0,1
194,2.82416,3.6214,3.88617,0.14315,0.67291,7.22011,0.7013,0.05473,0.83682,3.16368,0,1
195,2.81823,3.27734,5.42487,2.44921,1.45489,3.70623,3.17209,4.15232,1.47576,0.74437,0,1
196,2.80681,4.64341,6.04721,4.38434,1.24105,0.67314,0.8949,2.90488,1.58737,1.00852,0,1
197,2.79931,2.12531,2.72903,5.82997,3.346,3.80738,3.4331,1.54208,0.54735,2.4607,0,1
198,2.77688,2.0475,0.08123,5.70662,0.83532,3.53255,1.0696,5.80161,0.45207,2.7094,0,1
199,2.77546,2.08849,2.46072,1.32497,2.84923,0.11603,3.70767,3.92056,4.11332,5.09468,0,1
200,2.77293,5.35665,3.01476,0.65015,3.0956,5.8047,0.16185,0.73663,2.34924,2.17734,0,1
201,2.75322,1.58175,1.82515,2.31686,0.03128,2.3232,6.34758,3.38491,3.26773,3.65967,0,1
202,2.75264,1.77644,0.69322,5.92122,5.0083,2.39597,1.25015,0.26781,0.43388,4.59122,0,1
203,2.66184,3.78072,0.83215,0.45609,4.42343,4.86981,4.3519,2.51752,2.57611,1.5891,0,1
204,2.64953,2.86583,1.32626,0.26437,2.22112,6.92928,1.24002,0.67927,2.03569,4.88331,0,1
205,2.6327,1.41156,1.4485,1.73796,3.40651,7.62159,1.07846,2.41626,3.02221,0.36014,0,1
206,2.61242,3.32088,6.09682,1.32863,3.27432,1.73429,0.4195,0.71948,1.43916,5.16883,0,1
207,2.61209,4.16668,3.63603,5.99353,3.25986,0.88886,0.74404,1.44114,2.04415,2.90635,0,1
208,2.60142,4.26106,2.3363,0.45543,0.6136,4.61947,0.94337,4.78279,0.84941,4.81744,0,1
209,2.5723,5.21704,1.37299,4.95249,1.92345,1.53729,2.1509,1.43688,4.57757,2.45875,0,1
210,2.54593,1.73441,1.76906,4.76538,4.96885,0.67105,6.13979,0.62208,0.46129,1.11134,0,1
211,2.53666,3.67595,2.01619,2.11995,6.64099,2.70436,2.60679,0.06939,2.66979,2.47977,0,1
212,2.52427,3.12849,4.12525,5.67941,2.76707,0.04439,0.03602,0.31322,2.07355,4.74443,0,1
213,2.50889,0.87068,2.28202,4.20947,2.6718,1.11676,7.6164,1.3432,1.23936,0.53361,0,1
214,2.49966,4.18895,1.71275,1.31086,5.98603,0.41103,3.33591,3.54873,3.43688,0.13037,0,1
215,2.49603,0.60364,4.56496,2.23933,3.68319,2.4906,0.02596,5.01316,3.65757,3.04514,0,1
216,2.44249,0.78452,4.27153,1.29057,1.87434,7.84627,1.97598,0.85096,1.82956,0.67403,0,1
217,2.4408,0.0,3.5005,1.09664,0.0,0.0,4.61923,0.0,0.0,1.28675,1,0
218,2.43894,0.34119,5.09573,0.39681,3.17951,1.50751,3.56055,1.60814,1.93658,6.03452,0,1
219,2.43629,4.19278,0.70421,0.09075,1.32748,0.22864,7.47388,2.25376,2.83433,2.27918,0,1
220,2.41449,3.13227,2.35299,3.34098,0.59394,0.49634,1.12754,8.05998,0.85136,0.31928,0,1
221,2.40856,0.58694,3.60583,2.31164,5.60508,2.24978,4.83972,0.20612,3.60817,1.59559,0,1
222,2.40074,0.08837,2.42508,4.17477,1.37749,4.30054,1.25744,4.48011,2.77348,4.6024,0,1
223,2.37946,6.49408,2.91487,5.01195,1.66218,1.41861,2.08013,0.27998,0.05861,3.06021,0,1
224,2.37303,2.36795,5.32928,0.73303,1.9136,0.53777,4.69045,5.08262,2.83143,0.1471,0,1
225,2.35741,2.35633,2.71185,2.30826,3.41155,2.5683,4.75448,4.112,2.98014,3.0949,0,1
226,2.34934,5.86653,3.37152,3.53808,0.17018,1.95591,3.99814,3.56213,1.90839,0.09441,0,1
227,2.30523,2.7354,2.07056,1.65606,6.6205,3.07939,4.25801,2.50617,1.24426,0.94888,0,1
228,2.30388,3.34778,0.0826,0.0,0.0,0.0,1.90405,1.89929,0.0,0.0,1,0
229,2.29861,0.36308,4.02268,0.54405,4.42373,5.36952,2.2974,3.81223,1.57123,2.72499,0,1
230,2.28988,1.27359,4.72088,3.74917,1.6658,3.82129,0.29303,2.83459,4.98513,2.53811,0,1
231,2.28058,0.15261,0.0,0.0,0.0,0.47785,2.27598,3.70006,0.86679,0.0,1,0
232,2.27304,4.72321,1.52744,1.59591,0.78815,1.20216,5.15015,1.67308,5.8331,1.49328,0,1
233,2.26017,2.89176,0.77773,0.6172,4.85575,3.85418,0.72212,2.99169,5.06928,3.45561,0,1
234,2.25965,0.0,0.67222,1.89711,0.0,0.0,1.85401,0.20186,0.6647,2.91235,1,0
235,2.23934,0.0,0.54102,2.75264,0.0,0.0,2.74517,0.0,0.0,1.39877,1,0
236,2.2201,0.12312,0.95312,4.83964,2.80945,4.78654,1.17427,4.03991,4.70153,0.34235,0,1
237,2.21942,1.17217,1.64026,1.83684,2.91513,3.41733,4.24042,1.563,4.02528,5.55272,0,1
238,2.20846,4.33283,1.39179,0.30909,6.11759,0.81268,3.24042,0.60824,4.75662,1.65396,0,1
239,2.19715,5.40168,1.46805,5.75718,3.77342,0.69876,0.02402,2.41061,3.04719,0.93289,0,1
240,2.19321,1.75269,1.85867,1.60174,3.11262,1.78059,4.84211,6.42137,2.91872,0.19941,0,1
241,2.1909,1.41165,1.5483,3.00107,2.67469,4.5942,1.83384,4.54525,3.58141,4.08585,0,1
242,2.18154,0.3229,1.38783,0.26136,5.53211,4.74452,4.33661,3.26958,1.3107,2.96871,0,1
243,2.18119,0.95672,0.29409,6.3274,4.75607,1.16637,2.30663,3.36269,3.60069,0.79426,0,1
244,2.14415,5.38096,3.90697,2.05481,1.56436,0.15755,4.37129,0.07666,4.58755,2.08075,0,1
245,2.14112,2.14516,0.16603,1.99756,1.68654,3.60344,4.05461,3.41367,1.72154,6.31746,0,1
246,2.13256,0.25152,6.42086,2.59171,1.81254,3.19645,2.92312,4.19561,0.79472,2.6763,0,1
247,2.12299,0.253,5.72976,3.90786,3.79114,2.33403,2.06656,0.48956,3.13875,3.62557,0,1
248,2.11823,3.70424,4.00304,3.38845,2.60941,3.1896,1.75137,1.48596,1.4487,5.47075,0,1
