leaf_index,r0,r1,r2,r3,r4,r5,r6,r7
35,-8.41816,-0.51908,-0.30798,-2.49453,-0.94342,-0.35464,-2.75165,-3.73635
36,-8.39406,-1.497,-1.60401,-2.44233,-2.61915,-3.17512,-0.92561,-0.98126
37,-8.35988,-0.24038,-1.79997,-1.99937,-3.59587,-1.51528,-2.48086,-1.19843
38,-8.3555,-2.58821,-1.99737,-0.8277,-3.10099,-1.15545,-2.79906,-0.1622
39,-8.34904,-2.1465,-1.90865,-0.58557,-3.41191,-0.55922,-0.21059,-3.11481
40,-8.33553,-3.71309,-0.59927,-0.70818,-0.27391,-1.22436,-3.6708,-0.90681
41,-8.33188,-1.3985,-1.0114,-3.67397,-2.16191,-0.8428,-2.88038,-0.6498
42,-8.32415,-4.65219,-1.57496,-1.14418,-0.47808,-1.59536,-0.995,-1.2297
43,-8.31859,-1.544,-0.46548,-3.12114,-4.13563,-0.37375,-1.01146,-0.43898
44,-8.31541,-0.89536,-0.02143,-2.3115,-0.40155,-4.19237,-2.0721,-1.63648
45,-8.31344,-3.71868,-2.1874,-1.67248,-0.93541,-2.39431,-1.34371,-1.031
46,-8.30551,-2.94093,-1.34995,-3.22557,-1.34695,-2.64716,-0.60531,-0.97702
47,-8.28002,-1.27429,-1.73212,-1.52882,-2.11472,-2.44729,-2.55152,-2.74013
48,-8.27817,-3.3412,-0.21834,-1.79121,-2.57367,-1.30208,-0.49163,-2.91399
49,-8.26113,-0.55626,-1.36052,-1.5132,-0.48467,-0.14487,-1.85787,-4.85756
50,-8.24436,-1.95281,-0.03784,-2.44479,-0.51564,-3.57478,-0.51165,-2.98862
51,-8.23616,-0.06136,-1.48407,-1.09475,-3.27777,-0.68141,-0.57355,-4.15017
52,-8.22031,-2.18484,-3.2579,-2.31789,-0.15939,-2.22983,-2.08728,-1.52059
53,-8.21834,-1.77963,-2.9437,-0.78555,-0.12987,-0.27068,-0.29934,-4.45305
54,-8.20055,-1.43246,-0.2012,-2.72659,-3.0025,-2.26414,-2.59497,-1.53265
55,-8.19244,-0.2075,-2.17917,-2.56567,-0.34602,-3.09031,-1.32625,-3.17502
56,-8.1701,-0.15933,-0.53223,-2.13798,-3.00111,-4.03745,-1.7474,-0.09311
57,-8.16459,-2.13698,-2.82202,-2.05118,-2.14239,-0.22119,-2.8874,-1.90416
58,-8.15541,-4.45803,-2.90597,-0.18058,-2.0379,-0.9228,-0.22128,-0.29079
59,-8.1544,-1.55541,-0.20268,-1.54324,-4.68217,-0.3398,-2.56941,-0.15391
60,-8.15061,-1.3053,-1.05177,-2.62069,-1.71876,-2.56363,-0.04139,-3.78965
61,-8.14859,-4.03879,-1.11299,-0.30637,-0.31312,-1.93256,-3.35661,-0.92545
62,-8.14472,-2.11722,-0.39188,-0.40501,-2.82873,-1.67245,-4.23573,-0.35091
63,-8.12812,-1.18796,-2.10368,-1.42686,-1.61982,-3.08378,-2.7532,-2.5194
64,-8.10785,-2.28352,-0.06943,-2.18844,-1.2371,-1.69254,-1.65807,-4.13641
65,-8.10686,-2.73075,-2.52078,-1.46957,-3.40849,-0.80882,-1.92627,-1.52493
66,-8.08482,-0.80927,-2.88237,-0.09368,-2.29353,-0.92721,-4.05945,-1.75066
67,-8.0829,-1.83293,-1.88813,-0.26995,-3.04851,-2.35585,-3.47337,-0.87262
68,-8.06607,-2.74112,-3.19462,-3.77935,-0.88063,-1.28541,-0.69855,-0.14113
69,-8.06315,-0.89218,-1.68268,-0.18197,-2.45204,-1.98034,-4.27657,-1.76118
70,-8.0588,-0.2157,-2.3034,-3.83262,-1.30453,-1.10947,-1.45154,-3.15831
71,-8.05349,-2.64111,-2.43156,-0.21884,-1.83131,-1.04719,-0.24878,-4.20633
72,-8.04976,-2.16174,-0.31726,-3.55196,-1.57822,-1.20352,-3.71151,-0.31082
73,-8.04178,-3.93542,-0.54373,-1.72451,-2.32386,-1.67776,-2.6401,-1.17784
74,-8.03017,-1.64791,-0.42336,-0.42378,-2.04249,-4.24183,-2.87091,-1.4265
75,-8.01771,-2.40542,-2.24907,-2.28222,-2.80761,-2.66304,-2.02489,-0.76732
76,-7.99155,-0.0994,-0.68011,-1.99168,-0.36765,-2.82092,-4.80622,-0.70954
77,-7.99046,-1.35933,-1.91256,-0.94151,-4.33398,-2.02774,-2.49857,-0.78895
78,-7.98036,-1.02406,-3.28869,-1.80042,-2.29196,-1.77655,-3.35578,-1.23999
79,-7.97976,-0.96783,-2.56335,-3.56158,-0.18184,-1.83687,-2.89191,-2.08828
80,-7.97238,-0.9019,-1.5617,-2.62992,-2.10534,-3.79867,-0.96557,-2.54513
81,-7.97021,-1.23204,-0.33028,-4.82298,-0.65927,-2.22024,-2.49016,-0.1507
82,-7.95926,-0.89006,-0.91649,-1.22948,-0.37199,-0.44989,-2.17032,-5.33436
83,-7.95155,-2.0725,-2.76091,-0.02445,-2.03959,-1.19302,-4.25138,-1.09401
84,-7.95052,-2.21967,-0.89423,-2.23706,-3.75129,-0.14608,-3.35088,-0.85808
85,-7.94402,-3.84688,-2.04167,-2.46313,-1.45467,-0.13091,-0.97179,-2.96328
86,-7.93403,-1.73601,-2.99881,-1.74389,-2.8572,-0.66558,-0.05808,-3.65972
87,-7.91798,-1.44822,-2.15077,-0.33285,-2.17004,-0.62463,-4.11229,-2.90887
88,-7.91505,-1.95024,-0.80389,-0.05101,-0.41525,-4.99467,-1.206,-2.51518
89,-7.90598,-2.68087,-0.28109,-1.4978,-1.54547,-4.02915,-2.06726,-2.25608
90,-7.87723,-4.55848,-3.16591,-1.10597,-0.51275,-2.3318,-0.39085,-0.26509
91,-7.87277,-2.48693,-0.56083,-3.18899,-3.11111,-2.02413,-1.87034,-2.01895
92,-7.86635,-2.67569,-2.12763,-2.7516,-2.51591,-0.05272,-0.16889,-3.53581
93,-7.86097,-2.74287,-0.00132,-2.7808,-0.25649,-2.43822,-2.51677,-3.25639
94,-7.8532,-1.4592,-1.36574,-3.26008,-4.18325,-1.79553,-0.82182,-1.51847
95,-7.85084,-2.32774,-1.25611,-2.49478,-1.70769,-1.35739,-2.23623,-3.92234
96,-7.84762,-0.5063,-1.3323,-2.35299,-0.06197,-4.93985,-2.31333,-1.0438
97,-7.84121,-0.37211,-2.67441,-1.8259,-3.66874,-1.8872,-3.20253,-0.78308
98,-7.83917,-1.13215,-4.16278,-1.32922,-0.50837,-1.40086,-1.66575,-3.62967
99,-7.82089,-2.91053,-1.19208,-3.24568,-0.79886,-3.8586,-1.53054,-0.73317
100,-7.81273,-0.38668,-2.57234,-1.2018,-2.32009,-1.65685,-4.64125,-1.03983
101,-7.81105,-1.70946,-1.25927,-0.15311,-3.23347,-0.55832,-1.37662,-4.6684
102,-7.80833,-2.28499,-1.60866,-3.65389,-3.18544,-2.17972,-0.5999,-1.61616
103,-7.80391,-2.15636,-1.77818,-0.94748,-3.54557,-1.70011,-2.05426,-3.27231
104,-7.8011,-4.07159,-0.80153,-2.85901,-3.20486,-1.59445,-0.6973,-0.66999
105,-7.78707,-4.83188,-2.43658,-2.60836,-0.37915,-0.79604,-0.24493,-1.56095
106,-7.78621,-1.53498,-4.19225,-3.46872,-1.18107,-0.40715,-2.24446,-0.90198
107,-7.78306,-1.86389,-4.61422,-3.16924,-2.05011,-0.59349,-0.05873,-0.23693
108,-7.78194,-4.61039,-3.74668,-0.03119,-1.08846,-0.12331,-1.65448,-0.45807
109,-7.78015,-1.21737,-2.42818,-0.0459,-1.45726,-3.02072,-3.82309,-2.49494
110,-7.77997,-3.0537,-0.58763,-1.5108,-1.90892,-1.04247,-3.62081,-3.11097
111,-7.77478,-0.52359,-2.08588,-0.29428,-3.64174,-0.28558,-4.61918,-0.40078
112,-7.77422,-0.95201,-0.15397,-0.41069,-4.24392,-2.94477,-1.42744,-3.12134
113,-7.77341,-0.88466,-2.14816,-1.53694,-0.54812,-0.56303,-4.91756,-2.64856
114,-7.77093,-0.12319,-1.85479,-1.40649,-3.23458,-4.33339,-1.97649,-1.01572
115,-7.76803,-1.8397,-1.44973,-2.19292,-3.79694,-2.44391,-2.85674,-0.90121
116,-7.76071,-0.48722,-1.24811,-1.20426,-0.19343,-0.41017,-2.74307,-5.36618
117,-7.74437,-0.40844,-2.44541,-0.53025,-1.42731,-3.27696,-3.65427,-2.73264
118,-7.74176,-2.06339,-0.17601,-5.31367,-1.09339,-0.69162,-2.14278,-1.12968
119,-7.73894,-2.7177,-0.50436,-0.47411,-2.8523,-0.16555,-0.20826,-4.90279
120,-7.73055,-1.06579,-3.70447,-1.59613,-0.9576,-0.11729,-2.34426,-4.05039
121,-7.71872,-1.58977,-0.46486,-4.29959,-1.16988,-1.59883,-1.37319,-3.65799
122,-7.71738,-2.04632,-2.9645,-1.46487,-0.26361,-4.36651,-2.2345,-1.09163
123,-7.70704,-0.73135,-1.02197,-0.35809,-5.28032,-2.8742,-1.14412,-1.20086
124,-7.70593,-1.02867,-1.36972,-0.82153,-2.24194,-4.97569,-2.68344,-0.15745
125,-7.7054,-3.42208,-3.61349,-1.01386,-0.15735,-0.37068,-0.53914,-3.79186
126,-7.70373,-1.70998,-2.81334,-1.83204,-4.05463,-0.14553,-0.22372,-3.15374
127,-7.69409,-2.05739,-1.30754,-2.58532,-3.63665,-1.18488,-3.31578,-1.59721
128,-7.68039,-1.84731,-2.78181,-1.93797,-1.09778,-0.32339,-4.81412,-1.27257
129,-7.67954,-0.78044,-4.24156,-0.4039,-0.35388,-2.56688,-0.1893,-3.9385
130,-7.67351,-3.30938,-3.64763,-1.67731,-2.15406,-1.89868,-1.44344,-1.92826
131,-7.67106,-3.9188,-1.65668,-0.92529,-0.64191,-3.23293,-1.51796,-3.00483
132,-7.65483,-2.59523,-0.15678,-2.685,-1.72697,-0.4719,-0.16943,-4.91942
133,-7.65415,-0.32326,-3.4121,-2.73276,-0.2026,-0.20462,-4.58789,-1.03316
134,-7.64522,-2.33044,-1.52723,-0.63468,-0.49002,-3.57289,-1.79186,-4.14344
135,-7.63651,-1.74012,-0.69819,-2.97891,-1.52709,-4.18565,-2.92394,-0.94507
136,-7.62994,-2.74319,-2.29935,-1.51111,-1.48128,-1.04249,-2.40586,-4.19754
137,-7.62242,-0.88065,-3.84673,-1.30645,-2.82997,-1.54681,-3.72033,-0.61382
138,-7.60989,-0.79959,-1.4588,-4.76751,-2.03445,-0.32386,-0.75316,-3.43248
139,-7.60042,-0.5615,-2.98883,-3.52445,-1.69948,-0.46025,-2.39796,-3.42246
140,-7.59963,-2.30644,-2.52294,-2.25931,-4.15706,-0.43702,-0.80106,-2.70968
141,-7.59753,-0.10192,-2.19364,-3.55081,-0.80605,-4.43964,-2.10549,-0.23183
142,-7.59739,-3.10808,-1.06288,-3.69207,-0.62317,-2.88968,-1.66929,-2.51659
143,-7.59074,-0.91679,-1.25641,-2.26178,-5.71133,-1.01432,-1.06652,-0.24566
144,-7.58746,-3.91822,-1.27264,-0.12042,-0.32178,-0.61392,-4.90575,-0.94715
145,-7.5861,-2.74133,-0.93226,-0.37062,-5.0753,-1.7841,-0.86332,-2.05979
146,-7.58404,-0.74,-2.50097,-4.84031,-1.77672,-2.71278,-1.10106,-0.72325
147,-7.57573,-3.10035,-2.88431,-2.14191,-1.19165,-3.53992,-2.05296,-1.38686
148,-7.5711,-0.27625,-0.72007,-2.98861,-2.6478,-1.37497,-4.46698,-2.07279
149,-7.56289,-2.48746,-0.02665,-5.22449,-1.41843,-1.37703,-0.73412,-2.20729
150,-7.5587,-0.41791,-4.05719,-1.52178,-2.01537,-3.00956,-3.26801,-0.34021
151,-7.55719,-2.44677,-2.01511,-1.65598,-3.33497,-2.05501,-3.83537,-0.20982
152,-7.54805,-1.18968,-5.19112,-0.26538,-1.49881,-2.0014,-2.39546,-1.61345
153,-7.54484,-2.43854,-1.50128,-0.24251,-4.07294,-2.30434,-3.57382,-0.3811
154,-7.53955,-3.5985,-1.46189,-1.26469,-1.36485,-3.85025,-3.12186,-0.19026
155,-7.53436,-3.98747,-1.99707,-0.19111,-3.86237,-0.13327,-2.55062,-1.36649
156,-7.53085,-2.67074,-2.4174,-1.25722,-4.17109,-0.02758,-3.20466,-1.0298
157,-7.52385,-4.79965,-1.10629,-3.01759,-0.87586,-0.8058,-1.52936,-2.504
158,-7.51855,-2.94286,-0.4036,-3.62371,-2.96534,-3.06625,-1.72705,-0.58224
159,-7.51644,-3.70401,-1.02787,-0.11724,-1.90439,-3.65913,-2.4339,-2.40278
160,-7.51385,-1.00843,-5.781,-0.30405,-2.09063,-2.11218,-0.05505,-0.42144
161,-7.51183,-0.45209,-3.14956,-0.60475,-2.56976,-0.56028,-5.07686,-0.62483
162,-7.51144,-1.26967,-2.08137,-1.76649,-3.49116,-3.81226,-2.16001,-1.76819
163,-7.50921,-1.88589,-1.67301,-3.74899,-2.25735,-1.77596,-3.65933,-1.24935
164,-7.50763,-1.80002,-3.79,-3.63589,-1.90078,-1.39975,-2.63418,-0.54822
165,-7.50753,-1.24581,-4.07299,-1.61978,-0.17538,-0.00167,-0.04772,-4.77901
166,-7.5029,-3.77772,-1.31129,-1.65543,-1.13321,-1.76278,-4.52383,-0.34459
167,-7.49602,-2.06559,-4.28548,-0.10318,-3.25927,-0.36305,-1.51276,-2.85025
168,-7.49308,-1.74603,-3.82345,-1.77157,-0.71426,-0.35987,-3.49763,-3.18981
169,-7.49214,-4.31652,-3.10536,-2.79521,-0.08216,-1.495,-2.00973,-1.22403
170,-7.4903,-1.74547,-3.30117,-2.64871,-2.35632,-1.03391,-2.00036,-3.50895
171,-7.48852,-0.64709,-2.1701,-0.24187,-5.22393,-1.18093,-1.1455,-2.95624
172,-7.48149,-1.38204,-5.24807,-1.75981,-2.76154,-0.76818,-1.65506,-0.72293
173,-7.47769,-0.2095,-4.9781,-0.39445,-0.81212,-3.83927,-0.44053,-1.8734
174,-7.47694,-4.92427,-3.04399,-1.56535,-1.84153,-0.37093,-1.4614,-1.57042
175,-7.47031,-0.02691,-3.16955,-1.29215,-2.05334,-4.54872,-1.93139,-1.95975
176,-7.46689,-1.23897,-2.54061,-1.46934,-1.25148,-4.92641,-1.37726,-2.52275
177,-7.45821,-3.92134,-1.09824,-0.38654,-2.44945,-0.96316,-1.99799,-4.0894
178,-7.45714,-1.33534,-4.34829,-1.1578,-0.29097,-4.11703,-2.29092,-0.27718
179,-7.4513,-0.36629,-2.99121,-3.56728,-0.51922,-1.66603,-2.57348,-3.60599
180,-7.44146,-0.67376,-2.94024,-1.75924,-2.06424,-4.9064,-0.62675,-1.92462
181,-7.43596,-1.64793,-1.90941,-2.06094,-0.80355,-0.0301,-4.94591,-2.99815
182,-7.43076,-2.94036,-4.40758,-1.37557,-0.27994,-2.19308,-1.50524,-2.76866
183,-7.42994,-2.4758,-1.5889,-2.01466,-0.86741,-4.50164,-2.32672,-2.37741
184,-7.42512,-0.89735,-0.38543,-4.17234,-1.42579,-1.78929,-0.3091,-4.60168
185,-7.41869,-4.77947,-0.43386,-3.0289,-2.16654,-0.36885,-2.5303,-1.23487
186,-7.41568,-1.16527,-1.53609,-5.08953,-3.13989,-0.80385,-1.43934,-1.67635
187,-7.41222,-1.85661,-2.44339,-0.1741,-0.6012,-2.7224,-3.41826,-4.01922
188,-7.40455,-1.95939,-0.81704,-2.0343,-0.12253,-2.23477,-5.38714,-1.58018
189,-7.40377,-5.57352,-2.0152,-0.12463,-0.96149,-1.63417,-2.23476,-1.20598
190,-7.40049,-0.85189,-1.66772,-0.02554,-4.78257,-2.50036,-2.70126,-2.30292
191,-7.38919,-2.7688,-0.92755,-4.86331,-0.49887,-2.18179,-2.25401,-1.76969
192,-7.38653,-0.70141,-5.16029,-1.27907,-1.81661,-0.57795,-1.38087,-3.33793
193,-7.38549,-0.69867,-1.28849,-1.27077,-6.24151,-0.83713,-1.38983,-0.32007
194,-7.37424,-4.51412,-2.05223,-2.59093,-1.40516,-0.12624,-2.29041,-2.66126
195,-7.37348,-0.06113,-1.12106,-0.9434,-1.8488,-4.13716,-4.70798,-0.88435
196,-7.37136,-2.67733,-2.48075,-2.99923,-3.78587,-2.74736,-0.33748,-1.16221
197,-7.36525,-1.94136,-3.10752,-1.83978,-1.3411,-2.29468,-1.15156,-4.5335
198,-7.36371,-2.53441,-1.76581,-0.50676,-2.10543,-2.21878,-2.53575,-4.49353
199,-7.33496,-0.18685,-1.12259,-3.03959,-2.32993,-1.44105,-4.58749,-2.66718
200,-7.33386,-2.72606,-2.05821,-3.1223,-1.59642,-4.23367,-1.91942,-0.80094
201,-7.33098,-1.50223,-1.5694,-4.20005,-1.93036,-1.87134,-4.0239,-0.69034
202,-7.33085,-2.77956,-1.86442,-1.362,-3.59669,-3.18777,-2.86319,-1.38045
203,-7.32873,-1.60007,-0.9926,-1.35201,-4.02327,-0.31372,-4.32488,-2.43445
204,-7.32739,-1.28609,-2.68839,-0.62075,-5.41351,-1.22412,-0.01386,-2.49758
205,-7.32639,-0.5955,-0.00549,-4.60405,-2.56082,-2.31618,-2.10749,-2.89965
206,-7.32425,-2.93628,-1.25502,-3.35887,-0.82187,-0.08004,-1.59048,-4.65458
207,-7.31727,-0.21323,-3.38608,-0.6263,-3.79141,-0.39109,-1.13026,-4.33003
208,-7.31154,-0.66243,-2.8083,-0.77563,-3.82265,-4.07446,-2.52015,-0.22237
209,-7.31148,-1.04613,-1.04791,-1.03122,-3.13655,-4.00403,-1.05488,-4.03775
210,-7.30988,-1.07458,-1.97681,-2.66427,-2.90976,-0.7115,-3.29417,-3.81841
211,-7.30692,-0.36418,-5.36581,-0.63979,-1.02565,-4.02017,-0.10805,-0.22301
212,-7.30085,-2.73006,-0.52753,-1.30456,-2.25266,-1.56034,-5.24686,-1.49182
213,-7.30056,-0.90311,-0.85463,-3.29339,-3.29047,-4.1518,-2.02046,-1.47058
214,-7.3003,-1.69094,-2.05547,-3.15695,-0.56548,-1.91878,-1.05503,-4.95383
215,-7.29338,-3.36462,-1.30566,-0.23741,-0.88866,-3.13912,-2.16631,-4.28813
216,-7.29113,-0.32339,-3.81684,-0.46969,-0.26347,-5.29392,-1.13742,-1.59916
217,-7.28951,-3.87311,-1.41928,-4.72945,-2.47222,-0.68625,-0.62954,-0.7077
218,-7.2818,-2.5636,-0.99395,-2.28742,-0.00907,-5.24853,-0.21147,-2.56733
219,-7.28,-3.71843,-1.92376,-4.5573,-1.93079,-0.03188,-1.62704,-1.52603
220,-7.27926,-1.74518,-5.73532,-1.21323,-2.59859,-1.34488,-0.40108,-0.93743
221,-7.27687,-0.09655,-4.23759,-1.27818,-0.6807,-1.13173,-4.83519,-1.52438
222,-7.25831,-1.73572,-1.08965,-4.17388,-4.18232,-1.75045,-1.74741,-1.44439
223,-7.25004,-0.7151,-2.68859,-1.25494,-4.05753,-2.86947,-0.98766,-3.52835
224,-7.24556,-3.90315,-3.33796,-2.1427,-1.739,-2.09345,-3.01914,-0.11109
225,-7.24076,-0.90961,-1.11129,-2.72645,-0.10838,-3.13863,-3.26901,-4.18645
226,-7.23762,-3.79782,-4.29385,-3.59583,-1.17207,-0.50781,-0.35042,-0.26834
227,-7.23012,-3.4594,-2.30393,-2.88172,-1.19844,-3.60387,-0.17698,-2.77309
228,-7.22801,-0.18702,-3.77823,-4.20059,-0.04549,-1.95793,-0.56215,-3.41312
229,-7.22694,-1.928,-1.06626,-4.73692,-3.85559,-1.69921,-0.22356,-1.63586
230,-7.22436,-4.83269,-0.10288,-0.71603,-3.18483,-0.34368,-1.7299,-3.26752
231,-7.22239,-2.15725,-3.34471,-0.23047,-3.04854,-2.49671,-1.79003,-3.6348
232,-7.20215,-2.29825,-2.15393,-2.82868,-1.37628,-3.29555,-1.36491,-3.94823
233,-7.20177,-2.82218,-0.28645,-4.28666,-3.86381,-1.30841,-2.21259,-0.41927
234,-7.18491,-4.31844,-3.78052,-0.07248,-3.87979,-0.23257,-0.20093,-0.53225
235,-7.18428,-4.65219,-2.71872,-0.7814,-1.4535,-2.78731,-2.87094,-0.78566
236,-7.17977,-2.59053,-2.56332,-4.38708,-2.22157,-2.446,-0.25492,-2.22254
237,-7.17948,-1.28045,-0.45743,-4.035,-3.83161,-2.873,-2.70108,-0.30636
238,-7.17219,-3.3055,-2.75366,-3.49736,-0.91351,-3.01503,-0.09928,-2.80792
239,-7.17145,-0.76853,-2.94316,-0.25665,-4.02692,-3.2721,-3.06188,-1.71866
240,-7.1633,-2.5914,-3.98832,-1.49607,-2.78964,-1.28116,-0.87129,-3.69381
241,-7.16253,-0.59344,-2.29739,-0.80582,-1.0632,-5.73593,-2.89467,-0.09087
242,-7.15863,-4.33124,-2.02002,-3.63935,-1.60389,-2.92609,-1.14064,-0.48313
243,-7.15512,-0.25177,-3.4444,-4.46712,-1.55997,-2.82012,-1.70004,-1.9092
244,-7.15413,-3.15506,-2.13236,-1.36283,-1.67225,-5.22624,-0.03291,-1.53257
245,-7.15263,-1.10352,-4.32636,-0.30487,-3.1159,-1.19126,-3.54742,-2.25826
246,-7.15068,-3.79276,-0.79655,-5.62139,-1.00307,-0.29552,-1.02733,-0.31515
247,-7.14463,-3.11958,-3.61042,-4.05881,-1.02263,-2.53229,-1.00063,-1.11977
248,-7.13761,-2.29677,-3.88177,-2.75437,-0.25335,-2.76326,-3.36237,-1.45578
249,-7.13646,-1.15899,-0.65048,-1.59317,-2.34537,-1.13903,-5.97546,-1.50404
250,-7.13237,-2.42209,-0.8695,-1.94611,-4.12079,-2.09689,-3.92088,-1.40295
251,-7.12538,-0.48517,-2.3544,-2.67108,-2.62757,-0.48963,-0.06128,-5.40075
252,-7.11835,-0.89952,-2.19524,-4.93891,-2.76663,-1.71197,-0.74491,-2.85799
253,-7.11547,-4.02233,-1.14561,-2.66375,-1.90062,-4.39466,-1.34954,-0.19026
254,-7.11436,-0.53111,-3.87368,-0.85249,-3.2131,-1.32348,-4.26067,-1.77281
255,-7.10599,-0.01962,-3.58013,-2.57549,-0.72064,-1.77528,-4.74902,-1.95703
256,-7.09943,-6.65613,-0.63014,-0.16946,-1.03812,-1.59597,-1.09897,-0.18888
257,-7.0891,-4.85729,-0.13999,-0.13906,-0.07799,-1.67459,-2.97407,-3.80224
258,-7.08583,-4.87697,-0.49645,-1.21342,-2.69855,-1.33264,-3.74568,-1.09501
259,-7.08539,-3.46306,-1.3519,-4.13468,-2.18642,-1.35061,-1.76178,-3.02866
260,-7.08434,-2.08437,-0.00334,-1.45459,-1.20898,-1.02128,-2.75194,-5.76835
261,-7.08369,-0.61705,-3.26173,-3.13733,-3.74713,-2.686,-0.89289,-2.62793
262,-7.07656,-0.77519,-2.87998,-3.4119,-4.84866,-0.7825,-0.34296,-2.26864
263,-7.07547,-1.55403,-1.52373,-1.23009,-2.65876,-1.04766,-5.42807,-2.46117
264,-7.07302,-0.17792,-5.81225,-0.04354,-1.8321,-3.01399,-1.71273,-0.88457
265,-7.07191,-1.39405,-3.02383,-0.79603,-3.72733,-0.42319,-3.86298,-3.04514
266,-7.06555,-1.88387,-2.92211,-1.01229,-0.27621,-6.06688,-0.14209,-0.24904
267,-7.06313,-1.68769,-2.00974,-1.46165,-4.81715,-3.78258,-1.8494,-0.39392
268,-7.06114,-1.78789,-2.29874,-0.01593,-3.84649,-0.10313,-3.86165,-3.45555
269,-7.05873,-5.51727,-0.31364,-1.03518,-0.12098,-0.37504,-3.44296,-2.56024
270,-7.05749,-3.51935,-2.65286,-1.36361,-2.33236,-0.08784,-0.88795,-4.76161
271,-7.05565,-5.59948,-0.19742,-1.68821,-2.85793,-0.82659,-2.03555,-1.72628
272,-7.05256,-4.55113,-1.19697,-3.14895,-0.71197,-2.05094,-0.59042,-3.62466
273,-7.05256,-0.23425,-0.07186,-2.41071,-5.21954,-0.2174,-2.69877,-3.13299
274,-7.05027,-1.62122,-3.19845,-3.49749,-2.5284,-0.30329,-1.16788,-4.16582
275,-7.04818,-0.46409,-3.74278,-0.80481,-2.36749,-4.0003,-2.18007,-3.01521
276,-7.048,-2.21946,-4.01295,-0.90575,-3.9486,-2.64454,-0.44648,-2.38561
277,-7.04758,-2.42477,-5.02847,-2.26637,-1.52785,-1.97139,-1.21139,-2.51833
278,-7.04321,-2.49027,-0.68951,-4.29312,-0.06655,-0.70277,-0.89344,-4.89785
