leaf_index,r0,r1,r2,r3,r4,r5,r6,r7
53,-7.23012,-3.4594,-2.30393,-2.88172,-1.19844,-3.60387,-0.17698,-2.77309
54,-7.22436,-4.83269,-0.10288,-0.71603,-3.18483,-0.34368,-1.7299,-3.26752
55,-7.17977,-2.59053,-2.56332,-4.38708,-2.22157,-2.446,-0.25492,-2.22254
56,-7.1633,-2.5914,-3.98832,-1.49607,-2.78964,-1.28116,-0.87129,-3.69381
57,-7.15263,-1.10352,-4.32636,-0.30487,-3.1159,-1.19126,-3.54742,-2.25826
58,-7.13761,-2.29677,-3.88177,-2.75437,-0.25335,-2.76326,-3.36237,-1.45578
59,-7.11547,-4.02233,-1.14561,-2.66375,-1.90062,-4.39466,-1.34954,-0.19026
60,-7.0891,-4.85729,-0.13999,-0.13906,-0.07799,-1.67459,-2.97407,-3.80224
61,-7.08583,-4.87697,-0.49645,-1.21342,-2.69855,-1.33264,-3.74568,-1.09501
62,-7.07547,-1.55403,-1.52373,-1.23009,-2.65876,-1.04766,-5.42807,-2.46117
63,-7.07302,-0.17792,-5.81225,-0.04354,-1.8321,-3.01399,-1.71273,-0.88457
64,-7.05873,-5.51727,-0.31364,-1.03518,-0.12098,-0.37504,-3.44296,-2.56024
65,-7.05749,-3.51935,-2.65286,-1.36361,-2.33236,-0.08784,-0.88795,-4.76161
66,-7.048,-2.21946,-4.01295,-0.90575,-3.9486,-2.64454,-0.44648,-2.38561
67,-7.04321,-2.49027,-0.68951,-4.29312,-0.06655,-0.70277,-0.89344,-4.89785
68,-7.02081,-1.23431,-0.58178,-2.71798,-2.65218,-5.54176,-1.63665,-1.01732
69,-7.0196,-2.60309,-2.17592,-2.04366,-3.55408,-3.57417,-2.22828,-2.16023
70,-7.00852,-0.54119,-1.36349,-0.20404,-0.47841,-3.44227,-5.48643,-2.55107
71,-6.97464,-0.39037,-0.80972,-3.57015,-4.71304,-1.76949,-3.52553,-0.1646
72,-6.96105,-1.39264,-3.71374,-2.07239,-2.81717,-4.85505,-0.09203,-0.03523
73,-6.93576,-2.96548,-3.14512,-0.96121,-3.43869,-0.92115,-4.14394,-1.56209
74,-6.9183,-3.85119,-0.40609,-5.32535,-0.55393,-0.53822,-0.20059,-2.85385
75,-6.91368,-0.38739,-3.86236,-3.11135,-2.98786,-0.408,-1.44458,-4.03385
76,-6.90003,-0.61408,-0.13585,-1.9056,-1.75661,-0.45839,-0.98553,-6.64046
77,-6.89979,-2.31485,-0.16832,-2.37465,-3.45535,-0.29699,-2.25627,-4.9243
78,-6.89689,-4.18832,-1.53004,-1.1723,-0.99241,-5.44348,-0.2805,-0.69317
79,-6.8926,-0.6966,-0.76703,-2.65913,-2.31836,-0.1935,-4.36396,-4.45996
80,-6.8875,-2.98744,-1.94536,-0.14743,-5.74081,-1.77819,-0.18578,-1.91784
81,-6.88614,-2.11895,-4.62705,-1.81507,-1.22503,-3.18974,-2.72503,-2.07033
82,-6.85898,-0.97461,-0.16219,-2.06812,-3.00647,-3.6759,-4.9134,-1.00429
83,-6.85875,-4.63964,-0.49317,-3.31858,-3.0077,-1.90789,-0.41303,-2.7052
84,-6.82622,-2.88321,-1.32722,-1.86267,-4.28807,-0.87308,-4.50556,-0.63948
85,-6.81745,-0.02025,-3.38747,-1.29554,-2.1906,-3.18141,-3.72704,-3.39965
86,-6.81517,-1.8155,-4.48097,-1.62046,-1.21189,-2.07879,-3.59708,-2.97043
87,-6.80386,-0.52828,-3.01259,-0.92746,-1.39495,-5.35875,-3.12868,-1.74404
88,-6.79877,-2.17979,-4.73739,-4.23814,-1.33053,-0.48943,-2.54501,-0.36559
89,-6.7803,-1.61784,-4.18506,-0.49347,-0.93231,-3.95059,-3.58447,-2.08018
90,-6.77893,-0.21328,-1.7061,-2.0644,-1.7444,-5.87813,-0.80548,-2.92984
91,-6.77085,-3.78038,-2.55357,-1.16747,-2.55567,-2.29436,-4.30473,-1.28624
92,-6.77077,-1.11611,-2.38819,-0.34564,-0.03164,-2.4143,-6.38266,-0.72097
93,-6.74445,-0.9068,-0.26937,-3.81463,-5.83808,-1.79526,-0.32624,-1.2859
94,-6.73673,-1.44871,-1.00642,-4.83785,-2.5183,-0.39104,-0.77627,-4.58287
95,-6.73581,-0.78622,-1.4394,-2.06991,-0.19218,-1.97426,-2.86657,-5.95839
96,-6.72498,-1.26421,-1.57471,-2.06655,-0.3049,-2.41429,-1.68143,-6.13816
97,-6.69008,-2.32987,-2.06495,-1.47783,-2.63663,-1.83417,-2.2042,-5.30962
98,-6.68432,-1.90537,-2.18076,-3.27846,-1.39227,-4.1728,-3.98517,-0.97627
99,-6.68104,-2.6895,-1.68122,-2.13225,-3.69663,-0.8716,-4.16173,-3.00209
100,-6.67158,-0.04656,-1.07491,-3.87662,-4.54956,-2.16467,-3.72027,-0.28196
101,-6.66894,-3.44304,-1.71626,-1.59104,-1.02838,-0.43826,-2.2052,-5.66403
102,-6.61714,-0.83709,-1.54762,-2.41242,-4.6808,-4.53034,-1.63527,-1.47982
103,-6.61346,-0.14267,-1.65297,-4.58065,-3.55023,-4.44314,-0.36984,-0.21155
104,-6.60769,-5.76441,-1.26444,-3.4402,-1.97963,-0.20381,-1.42865,-1.91697
105,-6.58925,-6.27185,-0.63396,-2.88508,-0.97047,-2.31014,-0.50314,-1.41009
106,-6.58673,-4.58933,-0.42461,-1.02571,-0.51904,-0.52798,-5.14526,-2.70164
107,-6.58315,-4.65957,-2.12134,-2.44548,-1.89302,-4.28978,-1.23246,-0.98253
108,-6.58123,-0.84,-0.41694,-4.58751,-3.7783,-1.79576,-3.24271,-2.59755
109,-6.57876,-1.06616,-4.13705,-4.73244,-0.68092,-3.69596,-0.63619,-1.24241
110,-6.55635,-4.4718,-1.52473,-0.83705,-3.54327,-2.29731,-0.0587,-4.01946
111,-6.54604,-4.99197,-2.58415,-1.65195,-2.73418,-1.43382,-2.63806,-2.51633
112,-6.53694,-1.82952,-3.95523,-3.0833,-1.93638,-4.2971,-0.25013,-2.54823
113,-6.5361,-4.81943,-1.93342,-1.33728,-0.04085,-2.02259,-4.70212,-1.52433
114,-6.53603,-5.44635,-0.35265,-3.4171,-1.79981,-1.43509,-3.23267,-0.26021
115,-6.53571,-4.45308,-3.18329,-2.54552,-2.92879,-2.19516,-1.0812,-2.50521
116,-6.5236,-4.03465,-2.1273,-1.39858,-2.61733,-4.992,-0.10797,-1.70312
117,-6.50776,-2.99046,-1.77932,-6.46736,-0.86752,-1.28861,-0.63708,-0.94575
118,-6.48904,-0.48538,-1.72322,-2.52334,-3.50951,-5.79968,-0.04516,-1.53786
119,-6.47492,-0.09575,-1.88945,-0.87129,-3.66566,-2.52704,-2.32191,-5.34068
120,-6.46218,-1.46217,-3.50843,-3.80224,-1.39648,-4.92638,-0.01703,-1.76536
121,-6.44522,-3.32963,-5.0281,-0.07634,-2.24545,-2.37715,-3.29774,-0.71912
122,-6.43596,-1.11879,-0.86342,-4.4286,-0.26758,-1.19868,-2.89855,-5.20179
123,-6.43287,-0.9345,-1.35868,-2.72582,-0.71024,-3.2319,-5.03713,-3.48518
124,-6.43119,-0.26412,-0.76451,-0.91426,-3.21824,-1.74943,-4.56391,-4.78568
125,-6.42445,-2.6528,-2.18203,-1.0443,-3.73918,-5.47008,-1.3706,-0.23577
126,-6.41207,-0.26019,-4.94311,-2.4703,-1.76243,-2.39256,-3.18346,-3.05222
127,-6.37052,-4.36172,-1.54955,-3.59802,-3.02938,-0.9623,-0.58305,-3.82125
128,-6.36138,-3.0258,-5.7112,-2.45217,-0.59898,-3.10009,-1.33176,-0.05943
129,-6.34788,-0.81699,-0.3272,-1.69089,-3.85034,-1.60377,-1.27276,-6.08717
130,-6.3455,-6.47184,-1.27914,-0.62035,-1.75316,-3.26776,-1.02846,-1.00963
131,-6.33739,-1.7262,-2.15184,-7.07787,-0.04022,-0.44151,-1.36018,-0.29052
132,-6.33152,-0.52796,-2.96133,-1.87754,-1.61935,-3.35865,-5.36574,-2.15511
133,-6.29769,-0.2986,-2.07873,-0.39536,-6.47839,-1.72316,-2.9146,-1.52931
134,-6.29406,-4.95844,-0.13255,-0.54485,-5.58577,-0.52261,-0.15254,-1.99677
135,-6.28764,-2.37016,-4.92669,-2.76893,-1.03685,-2.10745,-0.03575,-4.17026
136,-6.28458,-0.33274,-6.13152,-1.9857,-0.26499,-3.98865,-0.2695,-1.67409
137,-6.26592,-1.74032,-3.81533,-2.59376,-3.06342,-1.3717,-4.50481,-2.20585
138,-6.25355,-1.30414,-0.63601,-1.3421,-4.35947,-3.31258,-4.34794,-2.84672
139,-6.23294,-3.31516,-2.25921,-2.09834,-3.19915,-0.52354,-4.67197,-2.88395
140,-6.22629,-3.69684,-0.57503,-4.48453,-4.4029,-0.62244,-0.49396,-2.66609
141,-6.20491,-0.10956,-1.37823,-2.22369,-2.82364,-1.0356,-6.73148,-0.53336
142,-6.18633,-1.57866,-2.67214,-1.7933,-0.36738,-0.67376,-6.08369,-3.35869
143,-6.18556,-0.45995,-4.41728,-1.32458,-0.77674,-3.96784,-4.20594,-2.49468
144,-6.17554,-0.03459,-2.23906,-5.5409,-3.68646,-2.73343,-0.91682,-2.06019
145,-6.16389,-4.75237,-2.55479,-4.26979,-1.77128,-2.70898,-0.00106,-2.04633
146,-6.15457,-0.7754,-2.08208,-4.67522,-0.16429,-0.02522,-3.78109,-4.5829
147,-6.14527,-5.0034,-2.28302,-0.58449,-3.93291,-3.22404,-2.36699,-0.42769
148,-6.13967,-1.40474,-2.73929,-0.03604,-0.5055,-4.29114,-5.75842,-0.99865
149,-6.08872,-4.4374,-4.09682,-1.47685,-0.48312,-1.60679,-0.25658,-4.62503
150,-6.0837,-0.14054,-0.46617,-4.71522,-0.17596,-5.11928,-3.70595,-0.73901
151,-6.08279,-2.29344,-2.89506,-0.34266,-1.8673,-2.21891,-2.28523,-5.96727
152,-6.07268,-4.68487,-3.01854,-0.58888,-2.93628,-0.91334,-2.6933,-3.87381
153,-6.06918,-2.13103,-3.37059,-3.24614,-3.36731,-3.96376,-2.81851,-1.3158
154,-6.05911,-1.91622,-0.50466,-1.17366,-0.1589,-0.40183,-3.11766,-6.93373
155,-6.05479,-0.63529,-5.39617,-2.88164,-3.62107,-1.29843,-2.59153,-1.99983
156,-6.05255,-1.43795,-3.00649,-1.37487,-1.73318,-1.96426,-5.81814,-3.10753
157,-6.04324,-2.23778,-3.2064,-0.30491,-4.54622,-4.94898,-0.23771,-1.69724
158,-6.03524,-4.23193,-0.44098,-3.35483,-4.36992,-0.2869,-3.30148,-2.03446
159,-6.01894,-2.09275,-5.57302,-2.01911,-1.65359,-3.59565,-2.1299,-2.01443
160,-6.0135,-0.87391,-2.47203,-6.14454,-1.67518,-3.46229,-0.07072,-2.0998
161,-6.00647,-3.94035,-1.14171,-0.97785,-2.77003,-1.56412,-2.82392,-5.29549
162,-5.9884,-0.39625,-1.74009,-2.15809,-0.07238,-4.68958,-4.52955,-3.7125
163,-5.98745,-3.48467,-0.20956,-1.0667,-4.44903,-4.0657,-3.73742,-0.7305
164,-5.9855,-0.25843,-2.25544,-1.31665,-2.84812,-2.64029,-4.29614,-4.87306
165,-5.96899,-2.12678,-4.33127,-5.01831,-0.74174,-2.46338,-3.03811,-0.23667
166,-5.94514,-5.18076,-1.37886,-0.11885,-2.87434,-0.99026,-5.10601,-0.76545
167,-5.93079,-5.22119,-1.87294,-0.89908,-0.21487,-4.86457,-2.75123,-1.40328
168,-5.9293,-2.93904,-1.4235,-0.3673,-4.08029,-0.15192,-2.41374,-5.6166
169,-5.91614,-5.80473,-2.18544,-3.5911,-2.07994,-0.93766,-1.27325,-2.60877
170,-5.91326,-4.3605,-3.9694,-0.18345,-1.91724,-0.79905,-0.00115,-5.09071
171,-5.88434,-1.0156,-4.95545,-2.02622,-3.97181,-3.77877,-2.34129,-0.38078
172,-5.88222,-1.2241,-4.29565,-1.91069,-3.82222,-1.18305,-4.87087,-1.43645
173,-5.87655,-2.06692,-1.9369,-2.76229,-5.99192,-3.70218,-0.19692,-0.40524
174,-5.87649,-2.30373,-3.04451,-5.93976,-0.10391,-3.94536,-0.17741,-0.04262
175,-5.8682,-0.9076,-1.94669,-0.20092,-2.93639,-2.68203,-5.09692,-4.37221
176,-5.86748,-1.14135,-1.0669,-6.76662,-3.59611,-0.45645,-1.80634,-0.97023
177,-5.86004,-4.77137,-2.46456,-0.98388,-0.34918,-2.19381,-2.05269,-5.16756
178,-5.85817,-4.15389,-1.45995,-3.87389,-2.73659,-2.08225,-2.29586,-3.76733
179,-5.84808,-3.47987,-3.07658,-3.72536,-1.89643,-4.71264,-0.45085,-2.08279
180,-5.83608,-3.91882,-2.53979,-0.16626,-1.0115,-3.89762,-0.73246,-5.23009
181,-5.81753,-1.26245,-1.45498,-0.91784,-6.20787,-0.88129,-4.1572,-2.23753
182,-5.81725,-2.7293,-0.27241,-2.1779,-1.12448,-0.61136,-5.7796,-4.34177
183,-5.8151,-5.22019,-1.70686,-4.55853,-2.25261,-2.74801,-0.66453,-1.4742
184,-5.8089,-0.23846,-0.99997,-3.22011,-5.9053,-1.66629,-3.23833,-2.58744
185,-5.80374,-1.42554,-4.21377,-1.33632,-3.9107,-2.50142,-4.70054,-1.04743
186,-5.79441,-1.52795,-2.96086,-1.85296,-0.92061,-7.05921,-0.65065,-0.88701
187,-5.78768,-1.97025,-2.82018,-2.34663,-2.14558,-5.46537,-0.19682,-3.8273
188,-5.77565,-2.71154,-2.92857,-4.93935,-2.08623,-3.12002,-3.05765,-1.69693
189,-5.77283,-0.58149,-5.96677,-1.44813,-2.23201,-2.62725,-3.07987,-2.69573
190,-5.76926,-0.02913,-3.82128,-3.57065,-0.55938,-2.92812,-5.5128,-0.29217
191,-5.76889,-4.01325,-0.39842,-0.71589,-3.96562,-3.07506,-2.56969,-4.26111
192,-5.76726,-5.44868,-0.65352,-4.1606,-1.06667,-3.32806,-2.00415,-1.75572
193,-5.76351,-2.22429,-0.27756,-7.00836,-1.33002,-0.90339,-0.64566,-3.10457
194,-5.74945,-2.19539,-2.97948,-5.05553,-1.65731,-1.90362,-3.16296,-3.36357
195,-5.74788,-4.72183,-2.62617,-1.7443,-0.40819,-3.78045,-4.48052,-0.43969
196,-5.74511,-1.92272,-5.09602,-4.24257,-2.08437,-0.30958,-2.32959,-3.0758
197,-5.73905,-1.71837,-5.80182,-2.98677,-0.00902,-2.31824,-0.78077,-3.94268
198,-5.73446,-1.60289,-2.21831,-6.36052,-0.61972,-0.44001,-3.90691,-1.82429
199,-5.7344,-0.47754,-4.05103,-0.65729,-2.39676,-5.05838,-3.44277,-2.61942
200,-5.72956,-3.06345,-4.18643,-1.61395,-3.64231,-2.00619,-2.94493,-3.41944
201,-5.72564,-3.2533,-3.77674,-1.25048,-3.14833,-2.01272,-2.94103,-4.26532
202,-5.72379,-0.97104,-1.0836,-5.769,-1.49035,-2.69933,-4.39077,-1.74738
203,-5.7203,-2.92086,-3.57869,-0.33119,-0.25604,-5.12955,-1.56378,-4.12393
204,-5.71173,-4.31636,-2.87284,-1.89288,-4.70886,-2.68933,-1.981,-1.89174
205,-5.71132,-5.82598,-0.976,-3.46203,-1.59282,-1.96143,-2.00911,-3.17487
206,-5.68525,-5.79717,-3.03829,-0.16848,-1.27732,-0.1523,-2.13386,-4.31312
207,-5.67269,-2.3598,-2.05589,-7.15358,-1.49142,-1.344,-0.94049,-1.39153
208,-5.65403,-1.63058,-1.97863,-4.97393,-2.48674,-4.05957,-0.92094,-3.63402
209,-5.64405,-1.6174,-0.24767,-0.80284,-3.13968,-0.8061,-6.48513,-3.50123
210,-5.6436,-3.64439,-1.00489,-2.27073,-0.23993,-1.23269,-0.11837,-6.86375
211,-5.6319,-3.66472,-0.52463,-5.58294,-1.20748,-4.38653,-1.56711,-0.50159
212,-5.63122,-3.2707,-0.54535,-0.27662,-5.56518,-4.37546,-1.52076,-2.18846
213,-5.62868,-0.80629,-5.46753,-3.16991,-0.37059,-1.46003,-1.34982,-4.86155
214,-5.62786,-1.65587,-3.79547,-3.29669,-3.2623,-4.55077,-2.92444,-0.63795
215,-5.6239,-1.32259,-3.20318,-2.45964,-1.52962,-0.82398,-5.92062,-3.49854
216,-5.59003,-3.05038,-2.95666,-0.91523,-6.38248,-0.66646,-0.50569,-2.90366
217,-5.58909,-0.26985,-4.87016,-0.2918,-3.11329,-0.19161,-5.78177,-1.31436
218,-5.57742,-2.37096,-0.01188,-0.73319,-2.86935,-0.59733,-6.79865,-2.81454
219,-5.55282,-1.5548,-2.93036,-6.72609,-3.24254,-0.12972,-1.13721,-1.04755
220,-5.54868,-6.41669,-0.69749,-0.5421,-0.18854,-1.07628,-0.53862,-5.07679
221,-5.54151,-3.772,-4.0668,-5.86094,-0.34717,-1.98778,-0.11063,-0.30029
222,-5.53962,-4.5779,-3.24499,-2.09538,-2.57163,-0.36048,-0.52539,-5.13961
223,-5.53789,-0.9423,-5.66982,-1.78804,-1.82617,-3.76092,-3.84198,-0.92716
224,-5.53595,-0.26023,-4.93152,-3.84677,-1.70589,-3.47948,-3.50161,-1.7
225,-5.53242,-0.37723,-5.4981,-0.89895,-5.03787,-1.97709,-1.34061,-2.66957
226,-5.51028,-1.06439,-4.6075,-3.28827,-0.86391,-3.34932,-1.07091,-4.83229
227,-5.50842,-1.7466,-5.86788,-3.6923,-1.07036,-3.63527,-1.22134,-1.63988
228,-5.50803,-3.05625,-3.67814,-0.75938,-0.09087,-0.44555,-3.87116,-5.56981
229,-5.50073,-1.99912,-5.8963,-1.68259,-2.37379,-1.67253,-2.65847,-3.55645
230,-5.49107,-1.77924,-2.50157,-2.54545,-5.64796,-1.85603,-2.74002,-3.33066
231,-5.4816,-0.60131,-4.13246,-5.50028,-2.34764,-1.60336,-3.32262,-1.7715
232,-5.48103,-2.54373,-2.30487,-3.46955,-2.56707,-5.57627,-1.95835,-2.14891
233,-5.48052,-3.2987,-2.26932,-3.46803,-2.6421,-1.81147,-1.15079,-5.50627
234,-5.47753,-1.16371,-5.1406,-3.04398,-0.00781,-2.56347,-0.34554,-5.12445
235,-5.46026,-0.76087,-6.56033,-1.73149,-0.66134,-3.90063,-2.60737,-1.05825
236,-5.43422,-3.39383,-0.22404,-2.53489,-0.85643,-2.75223,-5.97202,-2.91583
237,-5.43082,-1.40735,-0.3134,-4.15112,-3.08567,-4.76183,-3.64832,-2.38515
238,-5.42839,-4.51804,-5.66896,-0.76095,-0.8746,-0.36026,-1.27215,-3.85885
239,-5.42298,-3.774,-3.98002,-3.74424,-4.61725,-1.39565,-1.09612,-1.42127
240,-5.4226,-1.21033,-5.17255,-4.13888,-1.08795,-0.92808,-4.7693,-0.67357
241,-5.41957,-3.94395,-3.48122,-2.33915,-3.68205,-2.94375,-3.39091,-1.93949
242,-5.41734,-0.87151,-4.45082,-0.20649,-2.19048,-1.75003,-6.46208,-0.64892
243,-5.41364,-1.43273,-2.75372,-5.13837,-2.92572,-0.79844,-4.62586,-2.01446
244,-5.4113,-5.27696,-0.44822,-3.67809,-0.87433,-1.48773,-4.17236,-2.95904
245,-5.4067,-4.89971,-0.03401,-2.64351,-4.45756,-2.29308,-3.22061,-2.06656
246,-5.40003,-0.37503,-2.94924,-2.48001,-2.57883,-0.76111,-0.60518,-6.94656
247,-5.39664,-5.75111,-4.0851,-3.03708,-1.58348,-1.57458,-1.9177,-1.79579
248,-5.38284,-5.78633,-0.0479,-4.28413,-0.8324,-3.48999,-0.59453,-2.44151
249,-5.38115,-0.02164,-0.74459,-1.59841,-8.0784,-0.90688,-0.46953,-1.27673
250,-5.36675,-2.62983,-1.26996,-5.7524,-4.68648,-1.89088,-1.69093,-1.08683
251,-5.36627,-6.76917,-1.52556,-1.59365,-1.88034,-0.08698,-3.88551,-1.36894
252,-5.36239,-3.57985,-2.35451,-5.64172,-2.77614,-0.86073,-3.20215,-1.53465
253,-5.36186,-4.27762,-2.48896,-4.84559,-0.91607,-3.60187,-0.16881,-3.07193
254,-5.35401,-1.33917,-2.34284,-4.01166,-3.25529,-3.61246,-0.16086,-4.9281
255,-5.35368,-1.43222,-1.66172,-4.26136,-1.14927,-0.19587,-0.87405,-6.80024
256,-5.31922,-4.34271,-4.62668,-1.24243,-2.30178,-2.54928,-3.23999,-2.75723
257,-5.31563,-1.58222,-1.31429,-5.01147,-0.98466,-2.66606,-1.20959,-5.73218
258,-5.30945,-2.31561,-3.66481,-1.36749,-1.17865,-0.06329,-2.95986,-6.40256
259,-5.30283,-1.65538,-0.58235,-0.04044,-0.76446,-2.87919,-7.30679,-2.55647
260,-5.28044,-1.39161,-1.82112,-3.75588,-1.61014,-4.18885,-2.4351,-5.16609
261,-5.27114,-3.68254,-0.14511,-6.6027,-1.39119,-2.65888,-0.07825,-2.45482
262,-5.26698,-0.04212,-6.1246,-4.37444,-0.96074,-0.8634,-3.03846,-2.17024
263,-5.25654,-3.44571,-4.88263,-3.23929,-1.04475,-2.2051,-3.02952,-3.32126
264,-5.25193,-4.08825,-3.14064,-0.28699,-2.03059,-1.66889,-4.36459,-4.44963
265,-5.24855,-2.57946,-0.98014,-1.0846,-5.89259,-2.08913,-3.5861,-3.4227
266,-5.24107,-3.31417,-0.00341,-0.1008,-3.40352,-3.39119,-5.6018,-2.65952
267,-5.24086,-4.89254,-0.04168,-4.87642,-2.38888,-2.8429,-2.55969,-2.11527
268,-5.23215,-4.87785,-4.31238,-2.06462,-4.04591,-1.1302,-0.61221,-2.81964
269,-5.22261,-0.45453,-2.33463,-2.4404,-5.92666,-1.03005,-1.48359,-4.76701
270,-5.21644,-4.38467,-2.03002,-4.8631,-0.74858,-0.42885,-3.55677,-3.52106
271,-5.21523,-1.36309,-3.66171,-5.13253,-3.84754,-3.03217,-2.29056,-1.39573
272,-5.21312,-2.25154,-2.00015,-5.185,-4.67827,-2.91419,-1.18776,-2.25382
273,-5.21127,-1.73064,-6.37769,-4.82943,-1.76295,-0.57951,-1.54594,-0.12453
274,-5.20979,-1.59159,-2.6957,-3.48094,-1.28641,-3.02982,-0.71741,-6.29221
275,-5.20335,-3.25342,-0.31927,-3.37305,-0.47654,-1.30099,-6.0183,-3.56671
276,-5.20179,-0.22846,-4.81667,-0.32637,-3.25592,-5.51621,-2.27605,-1.83636
277,-5.19344,-2.36729,-2.12902,-3.76476,-1.91037,-1.0969,-0.17095,-6.62087
278,-5.19136,-6.43209,-1.25642,-4.00045,-1.57298,-2.459,-1.31928,-1.95815
