leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13
16,-5.48959,-0.57323,-0.43494,-2.49745,-1.70219,-1.26002,-0.85808,-3.09928,-1.56736,-1.31626,-2.44378,-0.47836,-1.68171,-5.9215
17,-5.44565,-0.67116,-3.30623,-0.83631,-0.59485,-1.97307,-1.0523,-5.17961,-1.14927,-2.18339,-3.60355,-2.62447,-0.34641,-0.00052
18,-5.38455,-6.16243,-3.1072,-2.36954,-1.22662,-0.78413,-1.29783,-0.68059,-1.25221,-1.19442,-0.01907,-0.22772,-3.15138,-0.71865
19,-5.33912,-1.33001,-3.57391,-1.65171,-3.41293,-2.9682,-3.6018,-3.51095,-0.23735,-1.42771,-1.10133,-1.77692,-1.29095,-0.57811
20,-5.28486,-1.17121,-1.35705,-1.46475,-0.5711,-0.02139,-3.51514,-2.13083,-2.9012,-3.09475,-0.50328,-4.60798,-1.6109,-2.72249
21,-5.23884,-0.12103,-0.40143,-4.06041,-0.15152,-4.40836,-3.1913,-0.63638,-0.98248,-0.27049,-1.17151,-2.37128,-4.19227,-0.48672
22,-5.1825,-2.3201,-0.47641,-2.05259,-2.48352,-1.62637,-0.73516,-5.90728,-2.00444,-2.68994,-0.13664,-1.84392,-1.46663,-1.49869
23,-5.17926,-0.75239,-1.09391,-2.19462,-0.57183,-2.60208,-4.05552,-2.806,-1.33243,-3.95976,-0.06634,-2.86439,-2.8501,-1.17906
24,-5.15289,-3.32751,-0.91751,-2.07329,-0.21907,-1.12551,-0.10808,-6.26695,-3.10316,-0.66732,-0.46359,-2.22847,-1.16001,-0.18013
25,-5.13151,-2.86509,-1.9353,-0.88481,-1.9369,-1.73886,-3.26248,-0.97482,-0.34353,-2.42855,-1.20949,-2.73456,-3.09105,-4.24855
26,-5.11812,-2.08846,-1.19412,-1.66508,-4.19926,-1.24665,-1.79906,-0.57351,-1.12013,-2.32323,-0.92656,-4.62194,-3.68762,-0.14093
27,-5.11413,-0.33241,-0.835,-1.18825,-2.79752,-4.94489,-0.65495,-1.79285,-0.75895,-3.47884,-2.20821,-0.43268,-0.70354,-4.17946
28,-5.00266,-1.8737,-0.96466,-4.03874,-0.19459,-5.51262,-1.48267,-0.33925,-0.95288,-2.53066,-3.15387,-0.83583,-0.66099,-1.75663
29,-4.96843,-1.32355,-3.26674,-1.18136,-0.8835,-1.51549,-2.62237,-2.16552,-2.04812,-4.45355,-0.39857,-2.58989,-0.07139,-3.99395
30,-4.91821,-1.09497,-1.62573,-2.3869,-3.95318,-0.75141,-2.72636,-0.30723,-0.48748,-3.01005,-3.28252,-0.14357,-4.67449,-0.77959
31,-4.90973,-3.34871,-1.1418,-0.62682,-2.65338,-1.72034,-0.04396,-3.00998,-0.47254,-1.84627,-5.74215,-2.39286,-0.5712,-1.12508
32,-4.90743,-1.64559,-5.76498,-2.6718,-2.00803,-0.365,-1.97963,-4.47064,-0.03059,-0.43742,-1.315,-0.26676,-0.39784,-1.6167
33,-4.90684,-1.84966,-3.84476,-2.16086,-0.80915,-1.64464,-0.0279,-3.25444,-2.02767,-0.26887,-0.8757,-3.25867,-4.83431,-0.39788
34,-4.89323,-2.30428,-3.28924,-1.97978,-1.36198,-2.08141,-1.58571,-1.08719,-0.69067,-3.30469,-1.25129,-3.71835,-0.02549,-4.39702
35,-4.88244,-2.78118,-1.7764,-2.52221,-1.38512,-0.59861,-1.52926,-3.15365,-1.97885,-0.45443,-4.56335,-0.8041,-4.0435,-1.551
36,-4.85539,-0.61684,-1.32554,-3.73004,-1.19671,-4.20757,-2.42683,-1.06259,-3.10471,-1.14364,-2.11547,-1.49787,-0.97263,-3.95071
37,-4.85181,-3.14226,-0.34556,-2.42585,-1.39906,-0.58902,-3.39302,-2.08343,-2.54712,-1.10767,-2.83604,-4.63671,-1.72152,-1.48454
38,-4.85173,-3.82501,-0.60333,-4.25018,-1.92465,-1.91986,-2.90678,-2.11704,-1.13088,-3.25377,-0.83148,-2.77509,-1.45366,-0.84206
39,-4.84251,-5.7402,-2.43523,-1.91818,-1.93172,-0.95974,-1.45136,-4.07682,-0.27433,-1.02054,-2.05794,-2.28832,-0.0961,-0.11583
40,-4.80876,-1.21283,-1.9416,-3.96527,-4.46832,-0.60477,-1.13601,-2.67771,-2.11273,-1.67672,-3.12521,-0.32791,-2.78526,-1.48737
41,-4.79188,-2.54148,-0.147,-0.66447,-0.01226,-3.99887,-1.66763,-3.40693,-3.0519,-0.19028,-0.31736,-1.94195,-3.70687,-3.57397
42,-4.78769,-1.10395,-1.12968,-4.28081,-2.13384,-2.80623,-1.66082,-4.88972,-1.1745,-0.04448,-3.09879,-1.35389,-2.05953,-0.32138
43,-4.7845,-1.09468,-2.13467,-0.02808,-0.39392,-3.34399,-4.4874,-0.77823,-3.00525,-0.92876,-0.28625,-1.95512,-3.07191,-4.0047
44,-4.77978,-0.03581,-1.50665,-2.47859,-1.40848,-0.72744,-2.00221,-3.15365,-2.25762,-1.60222,-1.93277,-0.60061,-2.52588,-5.8422
45,-4.77591,-1.94394,-1.46743,-4.34813,-3.62732,-2.36032,-0.3379,-3.59579,-0.7777,-2.82522,-1.00932,-0.32306,-2.48885,-2.1623
46,-4.74996,-1.44128,-3.3578,-2.20407,-3.82875,-1.33737,-3.92402,-0.4356,-1.18981,-1.83874,-3.82442,-2.06324,-0.64569,-1.75943
47,-4.72755,-3.20888,-0.92309,-3.87199,-0.51459,-2.50056,-0.77172,-0.43856,-2.32876,-1.71412,-0.44147,-1.4932,-5.71287,-0.88358
48,-4.72664,-2.13389,-1.053,-2.29983,-2.43223,-0.04954,-5.23339,-0.1324,-2.48853,-4.24752,-0.34296,-2.42378,-1.48003,-0.98298
49,-4.72345,-5.53087,-0.20599,-1.26713,-3.72549,-0.5009,-0.14879,-2.10712,-3.22483,-0.99167,-0.18021,-0.71031,-3.69442,-1.13558
50,-4.71642,-0.51701,-1.02479,-0.37669,-2.19526,-0.97197,-0.73734,-4.21576,-3.71802,-3.3377,-0.08987,-4.73021,-0.24153,-2.19329
51,-4.71613,-3.92906,-2.09081,-0.03526,-3.93318,-0.18489,-3.50375,-2.73305,-1.212,-2.4721,-2.48782,-1.20781,-1.49694,-2.28664
52,-4.7129,-2.57332,-0.80689,-3.50215,-4.13231,-2.51862,-0.76219,-0.78116,-2.41302,-0.90694,-2.38367,-2.32554,-0.00626,-3.98806
53,-4.71184,-3.42892,-3.02662,-2.03369,-3.20122,-2.55933,-2.9481,-1.68622,-2.26104,-2.10332,-0.57137,-1.94656,-1.64846,-2.83601
54,-4.65214,-1.9084,-0.28469,-2.24999,-1.04482,-1.49116,-2.4517,-3.3417,-5.79789,-2.32088,-1.48809,-2.23523,-0.19975,-1.68122
55,-4.63037,-3.50219,-1.35532,-0.13866,-2.66551,-3.32696,-2.7821,-1.77032,-2.25663,-0.86976,-4.31302,-2.72428,-1.75951,-0.6496
56,-4.62797,-1.96844,-0.03228,-3.86025,-3.32812,-1.69214,-0.4954,-0.15291,-2.8676,-0.34082,-1.09241,-0.03268,-3.69156,-4.73654
57,-4.60565,-0.44976,-1.65354,-2.53328,-3.82257,-3.21305,-1.48759,-3.56364,-0.54855,-0.31426,-2.60638,-2.58021,-2.02146,-3.41308
58,-4.57609,-0.23063,-0.24119,-1.52715,-0.56973,-4.5412,-1.20828,-3.27719,-1.12174,-0.81322,-5.78902,-2.5692,-0.10207,-1.19382
59,-4.56425,-1.30104,-1.48909,-2.23863,-0.95069,-2.84931,-2.72119,-0.66663,-2.48587,-1.27315,-3.75104,-5.58741,-0.16525,-0.50713
60,-4.56329,-1.41871,-2.91886,-2.09758,-0.60958,-2.22678,-1.51058,-4.13972,-3.90791,-2.13628,-0.76319,-3.93246,-0.64716,-1.78712
61,-4.5576,-4.5996,-3.36733,-1.69612,-4.72096,-0.71418,-0.37716,-2.55892,-2.57671,-2.24059,-0.41498,-0.72232,-1.06408,-0.93942
62,-4.51231,-0.50896,-0.82396,-3.24617,-1.76894,-0.71376,-3.90896,-1.74301,-5.12295,-2.65147,-1.02094,-2.40838,-0.68577,-2.37046
63,-4.4532,-1.76739,-0.75234,-1.52669,-0.1838,-3.36496,-0.82557,-1.02238,-3.71088,-2.01962,-4.07712,-1.1606,-3.01972,-4.01583
64,-4.43881,-1.06914,-2.14958,-0.74242,-5.46303,-2.62731,-1.15976,-1.25611,-4.79646,-2.30817,-0.62405,-2.27886,-0.18823,-0.5999
65,-4.41521,-1.01649,-0.10619,-0.6655,-1.61202,-3.36871,-2.86129,-0.89775,-0.16363,-0.51812,-0.38822,-3.20277,-6.28592,-2.4212
66,-4.4139,-1.8323,-2.34719,-2.48005,-2.65725,-0.29033,-3.04901,-1.09148,-0.75119,-2.99236,-4.77104,-0.3928,-1.7739,-3.50496
67,-4.40336,-1.14109,-0.25411,-3.36577,-2.50189,-3.86094,-2.95809,-1.9339,-4.02121,-2.93062,-2.70569,-0.97537,-0.31907,-1.06118
68,-4.39497,-1.79508,-1.33562,-2.71187,-2.59454,-0.13089,-1.59319,-0.60377,-2.04809,-0.05799,-1.35412,-2.96633,-3.69151,-5.49675
69,-4.39413,-0.62367,-0.00578,-4.76884,-4.08499,-1.8633,-1.41267,-0.31868,-1.31039,-4.13157,-3.20393,-0.96131,-1.11977,-2.01852
70,-4.38053,-2.2979,-0.56725,-0.71709,-0.17471,-3.20546,-3.69138,-0.64897,-3.39049,-2.77032,-2.27708,-0.0359,-4.21268,-2.87029
71,-4.37884,-4.87847,-4.25799,-2.66888,-0.82282,-2.85194,-0.79352,-2.81773,-3.06661,-1.81057,-0.67211,-0.94361,-0.31251,-0.52061
72,-4.36932,-2.63727,-4.3123,-4.86342,-0.75496,-2.77941,-1.65107,-1.2605,-0.72446,-3.14548,-2.05053,-1.25365,-1.51067,-0.78597
73,-4.3693,-0.32687,-0.02526,-0.37256,-2.61589,-0.88097,-1.71334,-3.40675,-0.35705,-0.29352,-1.17085,-2.18643,-7.16402,-0.90239
74,-4.35966,-2.08726,-4.09027,-1.14259,-0.61892,-2.85056,-1.31897,-1.9619,-2.18985,-4.08473,-1.6034,-0.57582,-4.30201,-1.27011
75,-4.34161,-0.39971,-0.07847,-1.0557,-3.25783,-1.0842,-1.82656,-0.55387,-0.40872,-2.92417,-1.25534,-0.0103,-5.70398,-4.64851
76,-4.33817,-2.88318,-2.62145,-1.65582,-0.65862,-3.61512,-0.20637,-2.64376,-0.1237,-2.33832,-0.76278,-2.1848,-2.40293,-5.10946
77,-4.32519,-0.8817,-0.70881,-4.24484,-0.05172,-0.70514,-3.22397,-1.17032,-4.97018,-3.24335,-0.02553,-3.21274,-0.29309,-2.02494
78,-4.30141,-0.59866,-0.03694,-1.36265,-0.80926,-0.95366,-1.75119,-0.13207,-3.54135,-1.41445,-1.24009,-0.1981,-4.71636,-6.02244
79,-4.28817,-2.74936,-2.09378,-2.85001,-1.74836,-0.92905,-3.57059,-0.14095,-0.23978,-4.0754,-2.24216,-1.71127,-3.55199,-2.76014
80,-4.27951,-5.05814,-1.03752,-0.80573,-1.36178,-0.23204,-2.97104,-0.26078,-1.66813,-4.94279,-0.05131,-1.186,-3.83562,-0.48675
81,-4.26495,-2.59,-0.94616,-0.72493,-0.6137,-3.36618,-0.17345,-0.42865,-5.09388,-1.38029,-0.59719,-3.14347,-4.48836,-1.87709
82,-4.25428,-2.93581,-1.02843,-0.36241,-0.87038,-1.76832,-2.68641,-3.12816,-0.23291,-0.34577,-0.58578,-1.49952,-6.69065,-1.91732
83,-4.22244,-0.64282,-0.77482,-2.80038,-2.53174,-2.29744,-0.30164,-5.97818,-2.39875,-2.23389,-1.28312,-2.26025,-2.51674,-1.40155
84,-4.20686,-4.25488,-2.37037,-0.87812,-1.88509,-1.45247,-3.17735,-1.33407,-0.34591,-1.91808,-2.78012,-3.13225,-0.45797,-4.32686
85,-4.19623,-3.07975,-2.01496,-2.78912,-0.08355,-2.30364,-1.4179,-0.16777,-3.35781,-5.03307,-3.85364,-0.65463,-0.89971,-1.00993
86,-4.1881,-3.57957,-1.44888,-4.97613,-0.22586,-0.93792,-0.24029,-2.26426,-2.42344,-3.32014,-0.01664,-0.08341,-4.03984,-1.85639
87,-4.1342,-0.86156,-3.31668,-3.59449,-2.52761,-1.65997,-2.83987,-4.49383,-4.04207,-1.58654,-0.3053,-0.78493,-0.99178,-0.54161
88,-4.12525,-3.85108,-0.03281,-3.83839,-1.88036,-2.23774,-2.01481,-1.665,-0.45098,-0.14312,-5.28657,-2.82689,-1.21429,-0.63611
89,-4.10645,-0.95884,-1.87635,-2.48472,-0.36183,-1.92784,-3.51151,-1.10323,-2.52297,-4.36277,-5.05152,-0.32063,-1.98377,-0.41561
90,-4.09335,-2.63946,-0.43421,-1.60055,-1.60522,-2.60419,-3.73333,-2.64773,-1.37375,-0.64197,-4.55905,-2.77962,-3.47326,-0.58871
91,-4.09305,-1.3435,-1.40575,-1.98138,-5.36661,-3.22583,-4.13543,-0.64588,-0.19791,-2.15638,-2.85544,-1.14713,-0.90588,-1.95838
92,-4.0527,-1.6872,-0.8752,-3.86644,-5.59091,-2.47579,-0.85158,-0.17228,-2.0764,-3.78967,-2.68341,-0.35321,-0.81926,-0.44863
93,-4.04729,-2.28791,-0.65163,-1.51515,-1.08107,-2.49969,-0.76762,-0.10822,-3.02969,-0.99177,-4.78484,-5.71791,-0.09797,-1.37299
94,-4.04504,-2.18303,-1.67304,-2.01954,-0.65117,-1.51317,-3.59579,-2.93535,-2.60189,-3.1807,-4.5599,-0.05159,-2.85329,-1.38255
95,-4.03574,-0.0014,-0.36186,-2.42593,-2.58426,-0.25042,-2.05214,-4.36648,-2.84789,-1.37194,-0.10967,-2.29381,-3.88733,-4.1594
96,-4.02894,-1.64738,-3.22921,-3.07226,-1.90354,-0.30959,-5.28731,-0.29593,-0.61383,-2.70645,-3.57285,-1.34141,-2.67262,-0.12478
97,-4.02748,-2.10029,-0.40628,-2.18386,-4.49738,-2.66797,-0.21099,-1.47257,-0.74611,-1.40132,-0.46345,-5.79163,-1.40638,-2.57302
98,-4.01769,-1.34448,-2.60435,-4.06201,-1.19311,-2.18574,-0.37042,-3.20239,-3.07398,-1.14785,-4.2917,-0.54453,-3.36789,-1.16176
99,-3.98734,-2.62604,-1.62332,-0.83478,-0.98206,-0.19781,-0.77934,-0.83748,-1.30711,-1.19997,-6.41193,-3.91861,-1.12592,-3.26743
100,-3.97653,-6.03688,-0.69818,-4.84977,-0.52314,-1.58139,-1.15095,-0.89532,-0.34761,-1.51652,-0.01198,-3.41279,-0.00885,-2.1833
101,-3.97572,-5.48888,-1.49401,-2.57298,-1.77087,-1.40612,-3.41545,-0.00469,-0.37184,-4.11971,-0.43982,-1.88632,-2.31947,-1.48099
102,-3.97054,-2.67356,-4.02024,-2.92048,-2.66131,-3.09522,-0.01649,-1.89159,-4.22366,-1.7837,-2.68639,-1.06301,-1.59344,-0.4973
103,-3.95276,-1.93553,-0.67083,-3.17695,-4.29141,-1.60782,-0.04627,-2.08845,-3.63475,-1.91358,-0.09273,-3.56785,-3.38519,-1.91063
104,-3.95196,-1.43165,-3.26725,-3.27766,-0.84447,-0.49024,-1.95538,-1.45431,-3.70795,-1.14206,-2.4235,-1.47299,-5.50645,-0.77794
105,-3.93814,-1.74975,-1.57741,-6.27502,-2.94276,-1.57621,-3.57641,-0.23664,-1.29569,-0.67059,-2.31228,-2.2676,-1.49868,-0.8433
106,-3.93359,-1.98132,-1.34413,-0.70116,-1.2944,-4.70262,-4.48531,-3.18613,-0.68389,-1.7657,-1.2737,-4.3432,-0.41497,-0.00253
107,-3.92491,-2.51443,-0.10142,-6.2434,-0.12743,-0.39466,-2.18299,-1.8975,-1.02754,-0.33421,-3.22932,-4.22821,-0.78423,-0.80966
108,-3.9095,-1.41647,-2.97141,-0.26612,-2.87158,-1.64335,-0.06025,-0.12934,-4.16085,-4.38269,-3.12587,-0.28687,-3.9356,-0.98967
109,-3.90884,-5.06771,-1.02267,-3.15579,-3.60223,-1.11204,-1.3472,-3.70108,-1.72381,-1.65305,-3.21795,-0.55597,-1.32941,-0.41609
110,-3.90378,-3.11913,-4.74963,-1.13331,-2.93165,-0.34568,-0.65309,-2.76741,-2.51094,-1.45718,-2.09177,-3.23051,-2.69694,-1.96867
111,-3.89563,-0.44004,-0.45355,-0.78997,-2.79338,-3.70326,-2.68949,-0.46351,-2.36613,-1.73853,-2.06649,-6.20717,-1.4138,-1.18998
112,-3.89245,-3.02998,-2.32767,-0.2127,-1.50496,-1.23689,-3.2348,-3.29783,-2.95671,-3.31695,-0.29443,-1.57359,-3.19342,-3.54475
113,-3.8904,-1.5401,-0.16116,-0.19216,-3.04361,-3.11871,-3.77864,-5.19146,-1.32982,-4.17292,-0.66517,-0.11277,-0.26765,-1.58185
114,-3.8765,-1.29989,-2.03982,-0.56742,-1.22252,-0.534,-2.36826,-4.23564,-3.41872,-3.41654,-2.58655,-0.61846,-4.73561,-0.78233
115,-3.87606,-1.31751,-2.0732,-1.08694,-4.16575,-1.74672,-0.37193,-0.19701,-0.67391,-1.70573,-1.30803,-3.46039,-1.33706,-6.19214
116,-3.87505,-2.11992,-1.98103,-6.06165,-0.37748,-1.06726,-2.29352,-4.06439,-0.54827,-0.80776,-1.31556,-0.57848,-3.63877,-0.70837
117,-3.87504,-1.86978,-3.05783,-4.25317,-2.87113,-3.70038,-0.96529,-0.7702,-1.39573,-4.12373,-2.13182,-1.36483,-2.2737,-0.23792
118,-3.8566,-2.87042,-1.70186,-3.44246,-1.46536,-4.24957,-0.77231,-0.66463,-4.56134,-0.00022,-0.50546,-1.50387,-3.2524,-2.64481
119,-3.84431,-0.90083,-5.01859,-3.19235,-3.06167,-5.12455,-2.63984,-0.73763,-0.38284,-0.92262,-0.63494,-0.96013,-1.77507,-0.64119
120,-3.84357,-1.7216,-1.0227,-1.52901,-1.07155,-1.97309,-2.31523,-1.55119,-2.03296,-0.2018,-4.03002,-1.02237,-2.18681,-6.31105
121,-3.83595,-1.27008,-3.19769,-2.04427,-2.98714,-4.33219,-1.6308,-0.71599,-3.26907,-2.88354,-1.90757,-3.46455,-1.89685,-0.40426
122,-3.80266,-0.38142,-1.77495,-0.58246,-2.62809,-3.22176,-5.01037,-2.6649,-1.81607,-1.68675,-2.57165,-0.42085,-3.75557,-2.31827
123,-3.80089,-2.69809,-2.17471,-1.48059,-2.42993,-3.23179,-0.36865,-4.93657,-4.96902,-1.2917,-0.23908,-0.24709,-1.72578,-1.02035
124,-3.7902,-2.52723,-0.48041,-1.07252,-6.05376,-2.63919,-1.19571,-3.82733,-0.6296,-2.33168,-1.32187,-0.27832,-2.8096,-1.61958
125,-3.78419,-2.98117,-0.07969,-0.32758,-3.35834,-0.31421,-0.09171,-1.20052,-1.30267,-3.61374,-4.26772,-1.72803,-2.15242,-4.82323
126,-3.78362,-0.60216,-2.09121,-3.61463,-1.0108,-0.0432,-0.96845,-1.13213,-4.46673,-4.46334,-0.40768,-3.97682,-2.95737,-0.19821
127,-3.77363,-5.0307,-0.18364,-0.18612,-1.76627,-1.45317,-0.7891,-1.46798,-0.97515,-4.0029,-2.87743,-2.0387,-3.64651,-3.10923
128,-3.76803,-3.33202,-3.10533,-1.17182,-0.07674,-1.63357,-0.74453,-0.14768,-6.70528,-1.18744,-0.26623,-2.38951,-2.7119,-0.9628
129,-3.75886,-4.69978,-1.38978,-2.48403,-0.10967,-0.92987,-2.95153,-0.2708,-1.86126,-1.54843,-0.92499,-2.2948,-5.8339,-0.03969
130,-3.75664,-2.23069,-0.41529,-0.12919,-1.69628,-1.9411,-7.26049,-0.28894,-0.62566,-1.19109,-1.80946,-0.54005,-3.10824,-2.4984
131,-3.75172,-1.01981,-2.95991,-1.71917,-0.28665,-0.1454,-2.9252,-2.29985,-0.79935,-1.15031,-3.09365,-5.72857,-0.68769,-3.79425
132,-3.74117,-0.5297,-5.08534,-1.13547,-1.00325,-0.98993,-3.99864,-1.19021,-0.98866,-3.76984,-0.74071,-2.00552,-0.9099,-4.31198
133,-3.73824,-3.54712,-1.047,-2.6629,-0.2065,-0.44491,-0.39951,-5.1741,-3.1594,-0.5937,-1.92702,-1.25533,-4.73645,-0.16509
134,-3.7168,-5.7291,-3.43531,-1.18971,-0.44637,-2.53939,-4.44186,-1.52862,-0.94017,-0.83012,-0.03253,-1.33119,-0.09324,-2.84194
135,-3.71433,-0.40444,-0.93787,-2.13122,-2.26059,-2.64145,-4.4739,-1.97296,-2.55976,-1.23412,-2.2148,-1.04631,-5.05306,-2.23912
136,-3.70941,-2.49011,-1.34711,-4.71428,-1.29728,-3.91305,-1.63747,-2.104,-2.00896,-3.83728,-1.89655,-0.208,-2.94165,-0.91829
137,-3.70886,-1.49629,-2.89882,-0.03529,-0.97032,-0.85578,-5.24419,-0.17693,-3.06841,-4.1437,-2.60764,-2.72485,-1.64162,-1.69985
138,-3.70409,-0.89991,-2.45241,-2.27525,-0.76658,-2.70971,-1.04415,-4.48194,-0.33274,-1.34846,-2.34506,-0.58567,-4.9327,-3.61492
139,-3.69638,-4.09418,-3.81757,-1.15311,-0.12862,-0.18944,-2.11529,-4.24761,-3.20223,-3.6182,-1.04305,-1.07488,-0.49212,-2.29581
140,-3.69337,-0.82411,-4.03114,-1.67693,-1.46096,-5.0835,-1.05984,-0.95508,-0.66834,-0.98885,-4.40441,-3.83812,-1.02152,-0.08805
141,-3.686,-0.69352,-1.77559,-0.42701,-1.3391,-2.04733,-1.1227,-1.5617,-1.92053,-2.27944,-1.15696,-7.11277,-3.11836,-1.54104
142,-3.6842,-0.30561,-1.35326,-1.34743,-3.06474,-5.17728,-3.95738,-0.77495,-5.14292,-0.63751,-1.3964,-0.66329,-0.97403,-0.18283
143,-3.68299,-0.06994,-2.34395,-0.07341,-3.60934,-5.2294,-1.65808,-4.48806,-2.16977,-1.28961,-1.54079,-1.08025,-0.96579,-2.61163
144,-3.67836,-4.1348,-3.76704,-1.79486,-3.79175,-2.58097,-2.78269,-4.01032,-0.23755,-1.36013,-0.0757,-0.20547,-1.64903,-1.55646
145,-3.67616,-3.59073,-0.64088,-2.1657,-1.35376,-0.15347,-3.23541,-2.03988,-0.14564,-3.3835,-0.33356,-4.48007,-4.50912,-0.1501
146,-3.67609,-0.13411,-0.39197,-1.77649,-1.71255,-2.23937,-5.42336,-1.13101,-0.55158,-1.16392,-3.78072,-2.87282,-3.77072,-2.4688
147,-3.67574,-1.91803,-5.64968,-2.55993,-0.5822,-4.8488,-1.49577,-2.36269,-1.61663,-1.08971,-2.64424,-0.09001,-0.22648,-1.34767
148,-3.67156,-4.70916,-1.76148,-1.5617,-1.62031,-0.77977,-1.02409,-0.50793,-1.62578,-2.46205,-2.66086,-6.03099,-1.41782,-0.30579
149,-3.66235,-5.64104,-0.1472,-1.53216,-0.21389,-0.36509,-0.27842,-1.5881,-0.44699,-0.19946,-2.55568,-4.19884,-3.76806,-3.31939
150,-3.65882,-2.66694,-2.14718,-1.37558,-2.9965,-4.38075,-0.11962,-0.43449,-2.70504,-4.16744,-3.63616,-1.00056,-2.14591,-1.05465
151,-3.65758,-0.92256,-4.77272,-2.49088,-3.44746,-1.88832,-0.98855,-4.08931,-2.92512,-0.0744,-0.7372,-1.98496,-2.42418,-2.17146
152,-3.65466,-1.20142,-1.43112,-5.39576,-2.93334,-3.40936,-0.21031,-3.04824,-2.84844,-2.33654,-2.38929,-0.56777,-1.68175,-1.42867
153,-3.64156,-3.30629,-1.96642,-5.49641,-1.52546,-1.68379,-0.00585,-0.59764,-2.66238,-3.70558,-2.8461,-0.41956,-1.75667,-2.00724
154,-3.62049,-4.56664,-0.17714,-2.39088,-0.42167,-4.59765,-1.44567,-0.40862,-3.00245,-2.84639,-0.18376,-3.8929,-1.31622,-1.63692
155,-3.6152,-1.39331,-0.02138,-0.74123,-3.51361,-3.26545,-4.41205,-3.59985,-1.1712,-1.72794,-1.55466,-4.03866,-1.83492,-1.59788
156,-3.5827,-2.35881,-0.5292,-1.69926,-2.74569,-2.64758,-2.57556,-4.7263,-2.0222,-1.67986,-3.52652,-1.96582,-2.89111,-1.82818
157,-3.57525,-1.67199,-3.42419,-3.77634,-2.4256,-1.36125,-5.23295,-3.198,-1.3208,-0.33361,-1.53989,-2.52697,-0.41486,-1.5179
158,-3.5685,-1.37573,-3.1047,-1.71007,-2.51025,-2.91473,-3.51319,-1.31924,-0.24833,-2.98178,-3.82223,-0.24931,-3.25527,-3.11588
159,-3.5292,-1.72606,-4.35942,-3.48568,-2.20957,-2.65793,-1.30446,-0.63939,-1.92197,-3.39428,-2.40327,-0.15563,-3.69764,-2.16012
160,-3.51924,-2.01146,-0.14246,-2.22041,-2.34418,-3.47181,-3.30795,-1.94303,-1.45118,-3.45118,-2.28086,-3.29424,-0.34273,-4.02039
