leaf_index,r0,r1,r2,r3,r4
150,-6.63501,-6.0927,-4.19343,-0.42687,-1.04335
151,-6.62558,-2.58241,-0.53703,-6.56364,-2.46233
152,-6.61182,-1.42521,-5.93169,-2.32369,-3.69703
153,-6.59047,-0.28353,-6.40498,-2.67442,-2.88253
154,-6.57783,-2.72325,-5.03957,-4.10278,-2.66195
155,-6.56958,-3.12579,-5.37208,-0.40714,-4.24795
156,-6.5571,-3.80847,-0.63502,-0.32211,-6.4802
157,-6.54967,-3.43906,-1.16779,-6.31751,-2.00001
158,-6.54142,-5.2319,-3.9392,-3.46115,-1.52977
159,-6.53954,-6.97473,-1.13262,-0.91272,-2.54396
160,-6.52499,-6.40623,-0.90565,-0.71871,-3.87917
161,-6.51803,-4.22724,-4.07643,-4.57331,-1.45373
162,-6.51358,-3.04897,-2.84301,-5.5451,-3.07348
163,-6.4758,-0.6828,-0.0911,-5.00916,-5.70068
164,-6.4612,-2.41278,-6.6808,-2.47598,-1.29147
165,-6.45151,-2.18822,-6.71522,-1.76974,-2.31594
166,-6.45061,-0.28284,-1.11583,-6.69984,-3.48952
167,-6.44128,-3.58897,-3.35436,-5.2609,-2.58851
168,-6.43129,-0.20054,-2.97583,-6.09974,-3.54061
169,-6.43053,-4.8479,-5.47765,-1.57908,-1.62728
170,-6.42784,-2.77101,-5.45759,-3.58342,-2.89451
171,-6.42769,-3.73586,-3.20183,-1.71738,-5.61489
172,-6.37754,-1.96115,-0.35639,-1.40472,-7.30621
173,-6.37578,-2.67671,-3.724,-0.65873,-6.15488
174,-6.36295,-7.13211,-1.96286,-0.57224,-2.11321
175,-6.35355,-1.09,-2.80826,-1.44354,-6.96234
176,-6.34906,-5.75005,-1.59983,-4.73643,-1.27791
177,-6.34572,-0.00872,-0.69085,-7.6542,-0.81716
178,-6.34061,-2.3776,-6.37886,-1.68206,-3.25951
179,-6.33708,-5.0103,-1.60038,-3.97855,-4.0433
180,-6.33596,-3.08474,-1.11568,-3.89326,-5.82561
181,-6.31629,-5.24362,-0.68957,-2.2215,-5.21521
182,-6.31117,-6.68165,-1.80281,-2.28947,-2.65197
183,-6.29038,-7.1082,-1.02981,-2.37664,-1.78762
184,-6.28381,-6.31431,-0.35381,-3.52751,-2.84161
185,-6.27756,-2.14561,-7.39941,-0.74782,-0.82344
186,-6.26596,-7.45403,-0.15377,-2.26925,-0.04518
187,-6.24991,-7.24452,-2.7354,-0.89269,-0.41992
188,-6.23806,-7.3239,-1.26375,-1.798,-1.6178
189,-6.23371,-4.98882,-4.31955,-0.8241,-4.11276
190,-6.22907,-2.53057,-2.1892,-2.36259,-6.66487
191,-6.22645,-1.78903,-5.19177,-2.24232,-5.10375
192,-6.19928,-5.43436,-3.08782,-4.5454,-1.35701
193,-6.17365,-0.03093,-1.90913,-7.47136,-1.55537
194,-6.16305,-0.5317,-5.39979,-4.61988,-3.35157
195,-6.15886,-1.80277,-0.66652,-1.81937,-7.42052
196,-6.13698,-1.28572,-1.70599,-7.5949,-0.30239
197,-6.13665,-2.68116,-4.07857,-0.63644,-6.17359
198,-6.13533,-5.50766,-1.80085,-4.80956,-2.37666
199,-6.12515,-1.68129,-5.03971,-4.97413,-3.08466
200,-6.12391,-6.68874,-3.48282,-0.86589,-2.20878
201,-6.09472,-1.52692,-5.11649,-5.64288,-1.58186
202,-6.09146,-5.6047,-3.97416,-1.39678,-3.70628
203,-6.08882,-6.3599,-0.54961,-3.69359,-2.92118
204,-6.07816,-6.01654,-1.90305,-4.31955,-2.13942
205,-6.07074,-4.15123,-4.68181,-4.63741,-1.57751
206,-6.06518,-2.91829,-0.30931,-6.41931,-3.65978
207,-6.05482,-1.46977,-5.35977,-0.35648,-5.68548
208,-6.05085,-0.01659,-6.21314,-4.96478,-0.36712
209,-6.04823,-1.0314,-2.13142,-3.52357,-6.7377
210,-6.04463,-6.67819,-3.52004,-1.23249,-2.22588
211,-6.04409,-5.34544,-3.30838,-1.26348,-4.72794
212,-6.03485,-3.7056,-4.53032,-1.97011,-5.0442
213,-6.03078,-4.56891,-0.17294,-1.39739,-6.38531
214,-6.00403,-0.35559,-1.4849,-2.90251,-7.29353
215,-5.99607,-1.95081,-2.87814,-2.58951,-6.72697
216,-5.98516,-5.63718,-0.00923,-3.92316,-4.12418
217,-5.97812,-1.73387,-3.52396,-2.93228,-6.34344
218,-5.96346,-1.02774,-5.24646,-3.85488,-4.58208
219,-5.93743,-3.12321,-1.95467,-3.37336,-6.30811
220,-5.91763,-5.86951,-3.2531,-3.46421,-2.81906
221,-5.91297,-5.36712,-4.85136,-1.68333,-3.14031
222,-5.90886,-0.0832,-2.45936,-6.93351,-3.31005
223,-5.90827,-5.20282,-1.05875,-2.94581,-5.31265
224,-5.87903,-2.85991,-5.3722,-1.76712,-5.02739
225,-5.87781,-4.83226,-4.02188,-5.04641,-0.67739
226,-5.87112,-3.38095,-1.47708,-2.97694,-6.56165
227,-5.8684,-1.53802,-2.7801,-7.43811,-0.37675
228,-5.85792,-1.29838,-4.24459,-2.33471,-6.36644
229,-5.85302,-4.67535,-4.38405,-3.85509,-3.13075
230,-5.83293,-0.70648,-3.78342,-0.63963,-7.12422
231,-5.83065,-2.8252,-0.65037,-2.17062,-7.27236
232,-5.82484,-3.47904,-5.96983,-2.24054,-3.64811
233,-5.8171,-3.1342,-6.95072,-2.62191,-1.07297
234,-5.81234,-0.85114,-7.91961,-0.108,-1.66141
235,-5.80267,-4.23943,-2.12314,-6.62174,-0.03259
236,-5.8017,-4.95005,-6.32108,-1.2548,-0.55383
237,-5.78985,-5.13158,-4.60908,-2.22221,-3.73666
238,-5.77378,-4.41029,-3.71703,-1.26105,-5.6397
239,-5.77245,-7.69538,-0.28091,-0.2847,-2.70183
240,-5.74367,-3.26519,-6.18464,-2.45898,-3.47166
241,-5.74217,-5.45767,-4.22003,-4.30374,-0.95416
242,-5.7334,-4.59044,-1.63629,-0.05632,-6.586
243,-5.72208,-5.54178,-2.49477,-5.24995,-1.6615
244,-5.70713,-2.50292,-1.41999,-1.16848,-7.60147
245,-5.68898,-4.26405,-1.45187,-3.67362,-5.81808
246,-5.67725,-0.00585,-0.17267,-5.8303,-5.80918
247,-5.6708,-7.05341,-0.04923,-1.13643,-4.09848
248,-5.66516,-3.6503,-1.04717,-3.28492,-6.53407
249,-5.65968,-6.54309,-3.38265,-0.53204,-3.66477
250,-5.65036,-0.37479,-2.75945,-7.37763,-2.42672
251,-5.6436,-3.95101,-1.17908,-4.48095,-5.57406
252,-5.63772,-2.42278,-0.73374,-0.05122,-7.86163
253,-5.62775,-6.43767,-0.92627,-5.02771,-0.86543
254,-5.62047,-6.87802,-2.36326,-0.81954,-3.85311
255,-5.61516,-4.79095,-0.10511,-6.54227,-1.64454
256,-5.60346,-1.49202,-4.54951,-6.63103,-1.30633
257,-5.58074,-2.75569,-1.32881,-4.89986,-5.95711
258,-5.56831,-3.37258,-5.49065,-1.79741,-4.92358
259,-5.56707,-5.00097,-1.44311,-5.63247,-3.19229
260,-5.56638,-6.9082,-2.06827,-3.74114,-1.73735
261,-5.5579,-2.94692,-7.41666,-2.17602,-0.82673
262,-5.54988,-3.73171,-6.39083,-2.17557,-3.11407
263,-5.54071,-4.00252,-0.54503,-7.27896,-0.00534
264,-5.52996,-3.13503,-0.66008,-6.66342,-3.84111
265,-5.52853,-2.27813,-5.32797,-0.6257,-5.95538
266,-5.52214,-6.84194,-1.33648,-4.25536,-1.67321
267,-5.49504,-1.44474,-2.51889,-5.19847,-5.86075
268,-5.48884,-3.46087,-5.7233,-0.69336,-4.96569
269,-5.48598,-2.87777,-4.2066,-3.94946,-5.32248
270,-5.47683,-3.51958,-7.02518,-2.80406,-0.63327
271,-5.46953,-3.64265,-4.55617,-1.8948,-5.69793
272,-5.46887,-4.36322,-1.08307,-5.4067,-4.54404
273,-5.46858,-3.64733,-2.97831,-5.05525,-4.72925
274,-5.45685,-3.73421,-0.4166,-7.44665,-0.80768
275,-5.44488,-5.27309,-1.43303,-5.5988,-3.02451
276,-5.44201,-3.16647,-6.16459,-1.16543,-4.58232
277,-5.44039,-0.40632,-2.77621,-7.27357,-3.1024
278,-5.42746,-4.9838,-1.19498,-5.38978,-3.90215
279,-5.38772,-0.73571,-2.60487,-7.27385,-3.27672
280,-5.37688,-1.75899,-7.28018,-2.57362,-2.89319
281,-5.37444,-2.41031,-4.96944,-3.72903,-5.16767
282,-5.37441,-1.10359,-4.75475,-5.75297,-3.76742
283,-5.36064,-0.99222,-1.02546,-7.16214,-4.23453
284,-5.35856,-3.33166,-3.52842,-4.20623,-5.48122
285,-5.34941,-0.70413,-1.6332,-0.89434,-8.21102
286,-5.3473,-2.5387,-1.72451,-0.51658,-7.85624
287,-5.34707,-0.25286,-0.33283,-6.86303,-4.91253
288,-5.33681,-6.93508,-1.25836,-4.64197,-0.54002
289,-5.33496,-2.45482,-6.40311,-4.81383,-1.15728
290,-5.33313,-3.61067,-6.70119,-1.59206,-3.3287
291,-5.3214,-4.50624,-7.00789,-1.07393,-1.05482
292,-5.32116,-4.97341,-2.08088,-5.58926,-3.37351
293,-5.32053,-5.55238,-2.19991,-3.58679,-4.81232
294,-5.3007,-3.83295,-2.52107,-2.35107,-6.73259
295,-5.28808,-2.5192,-5.57706,-3.56706,-4.67572
296,-5.28635,-4.66292,-3.0847,-5.60246,-3.06737
297,-5.28547,-4.00146,-0.95678,-7.32611,-1.21028
298,-5.2705,-5.04126,-5.0892,-2.08725,-4.06829
299,-5.26311,-1.21381,-2.85082,-7.59185,-2.2501
300,-5.24241,-2.98864,-2.12403,-2.04298,-7.40944
301,-5.23999,-8.18664,-0.85565,-1.71474,-1.35977
302,-5.2384,-4.04859,-6.08648,-0.11119,-4.37155
303,-5.21797,-2.99089,-7.75547,-0.73993,-1.76992
304,-5.21544,-1.95729,-2.15678,-5.76674,-5.57325
305,-5.18709,-1.43486,-4.69386,-4.01116,-5.73704
306,-5.16019,-0.63337,-2.85381,-6.89561,-4.15664
307,-5.10868,-5.85537,-0.29531,-3.2394,-5.38843
308,-5.10812,-0.363,-6.27421,-3.72409,-4.5322
309,-5.10141,-3.03044,-4.53072,-3.1752,-5.8466
310,-5.09882,-2.80951,-4.30846,-1.57224,-6.71371
311,-5.09641,-4.73328,-3.68497,-2.50285,-5.63732
312,-5.09285,-2.82279,-5.60869,-4.43236,-3.87187
313,-5.08415,-6.35284,-2.99164,-4.2704,-2.57033
314,-5.0813,-5.64234,-2.9326,-4.27569,-3.93226
315,-5.05505,-2.1254,-4.97861,-3.30647,-5.84891
316,-5.04708,-1.07984,-0.79681,-7.60639,-3.85602
317,-5.0446,-1.1287,-3.76127,-6.9404,-3.31086
318,-5.04329,-3.39075,-7.52376,-0.83624,-2.40037
319,-5.02956,-7.79623,-0.74361,-1.8494,-3.15422
320,-4.99333,-1.41686,-0.03454,-7.43353,-4.21909
321,-4.98936,-2.72952,-2.55069,-7.80473,-0.48603
322,-4.97931,-2.07296,-1.0753,-4.75047,-6.86921
323,-4.97505,-6.48038,-0.42546,-4.89594,-3.01701
324,-4.96243,-8.07773,-1.90464,-2.52962,-0.31291
325,-4.95292,-1.02787,-6.15919,-0.74645,-5.99327
326,-4.95017,-1.91901,-3.82033,-2.77527,-7.03678
327,-4.94744,-3.41067,-3.13382,-7.20817,-1.45314
328,-4.94625,-0.77488,-4.05618,-7.63661,-0.40473
329,-4.94169,-7.00388,-4.67005,-0.88775,-1.9819
330,-4.91057,-1.89222,-8.12223,-0.603,-2.4437
331,-4.89729,-1.68448,-0.34079,-4.10725,-7.49623
332,-4.89643,-1.03743,-8.3108,-0.63214,-2.34089
333,-4.8913,-1.85204,-5.50355,-0.03773,-6.50805
334,-4.88683,-2.41971,-3.32648,-6.4725,-4.15995
335,-4.86531,-2.40891,-2.44831,-7.42506,-3.06597
336,-4.8626,-6.27904,-2.32048,-5.4653,-1.29409
337,-4.85909,-2.27465,-6.21746,-4.79657,-3.09051
338,-4.85447,-2.1408,-6.31397,-3.71809,-4.26154
339,-4.84388,-6.65498,-1.70471,-5.3493,-0.85268
340,-4.83319,-0.8317,-7.04827,-4.90572,-1.48469
341,-4.80771,-7.57821,-4.08903,-1.24023,-1.09468
342,-4.79397,-4.38019,-7.46247,-0.34386,-1.42307
343,-4.78501,-0.86461,-5.41482,-5.33038,-4.31542
344,-4.78002,-8.31921,-1.19614,-1.46941,-2.08621
345,-4.77853,-2.35981,-6.63275,-1.93902,-4.88302
346,-4.77146,-8.44667,-1.39316,-1.1723,-1.60366
347,-4.7593,-1.85314,-0.1894,-8.15431,-2.71779
348,-4.75427,-7.08993,-5.18883,-0.36117,-0.27464
349,-4.75212,-1.03274,-0.14098,-5.33007,-6.92252
350,-4.74782,-8.20655,-2.2949,-0.09809,-2.19875
351,-4.74764,-7.96427,-2.23021,-2.88699,-0.84949
352,-4.74727,-0.61389,-3.14154,-0.22257,-8.1956
353,-4.7418,-1.85735,-2.65874,-4.94591,-6.52186
354,-4.73181,-5.85453,-5.34099,-1.81387,-3.39385
355,-4.72022,-6.0254,-4.00522,-1.82225,-4.69592
356,-4.71996,-6.94651,-1.40904,-1.86516,-4.89937
357,-4.71655,-3.34174,-5.97719,-5.0965,-2.21041
358,-4.70472,-2.88544,-2.43467,-2.67454,-7.51392
359,-4.69521,-1.81418,-8.40177,-0.9939,-1.75672
360,-4.68497,-0.19675,-0.23715,-6.78175,-5.65367
361,-4.68199,-2.77095,-8.15814,-1.95958,-0.07422
362,-4.68142,-5.75344,-4.82591,-3.66823,-2.86999
363,-4.67787,-1.75065,-1.04978,-3.47815,-7.86468
364,-4.66503,-6.67507,-2.12201,-0.78186,-5.34478
365,-4.61868,-1.60978,-0.98629,-8.23663,-2.69474
366,-4.61591,-4.01961,-7.11673,-3.05132,-1.60552
367,-4.61532,-7.17758,-3.81759,-2.60161,-2.41635
368,-4.59627,-1.8473,-1.59089,-6.65357,-5.35358
369,-4.5932,-1.9691,-5.1227,-2.97798,-6.31781
370,-4.58687,-0.3292,-5.18997,-0.45007,-7.19124
371,-4.54888,-4.68914,-0.94548,-0.35087,-7.50351
372,-4.53354,-0.67335,-5.06691,-6.68992,-2.92661
373,-4.52525,-2.06575,-7.11519,-4.81474,-1.20299
374,-4.52036,-8.12036,-0.67826,-3.00371,-2.03563
375,-4.50169,-3.686,-3.47144,-3.01428,-6.70906
376,-4.49548,-3.10593,-4.93469,-4.92614,-4.63958
377,-4.46109,-2.03128,-6.70941,-4.28558,-3.54827
378,-4.45876,-6.83972,-4.92971,-1.17218,-2.76796
379,-4.44512,-2.00391,-2.72112,-5.57532,-6.14302
380,-4.44131,-3.37936,-3.72602,-6.11412,-4.19392
381,-4.4338,-3.29691,-0.78825,-7.3089,-3.92815
382,-4.43233,-4.53079,-2.24265,-7.38069,-0.56777
383,-4.42129,-6.27794,-1.06262,-0.33406,-6.30864
384,-4.42088,-1.45809,-0.39467,-7.35953,-4.90014
385,-4.4203,-3.52707,-7.94664,-1.31176,-1.7751
386,-4.40467,-0.22595,-8.12203,-3.65041,-1.12024
387,-4.39798,-8.56766,-1.07156,-2.01316,-1.43247
388,-4.36722,-5.25342,-5.68551,-3.56689,-2.87772
389,-4.36128,-2.92203,-3.82957,-0.38015,-7.5915
390,-4.35635,-3.4308,-0.54197,-3.60822,-7.47923
391,-4.35493,-2.47255,-5.09716,-6.89589,-1.17761
392,-4.35055,-2.19755,-2.97468,-2.76783,-7.72877
393,-4.34003,-5.80684,-0.69343,-6.64576,-1.67264
394,-4.31607,-4.38825,-3.58044,-7.01286,-0.33912
395,-4.31479,-3.33915,-0.69153,-7.96744,-2.50486
396,-4.31396,-3.8239,-4.67455,-6.70152,-0.07582
397,-4.30675,-1.48645,-6.10011,-6.2095,-1.86366
398,-4.28739,-5.43298,-4.13904,-3.5807,-4.70615
399,-4.28359,-2.45871,-1.42331,-2.51018,-8.20236
400,-4.28352,-1.7769,-0.45197,-8.17727,-3.37965
401,-4.28003,-0.21352,-7.92057,-0.41407,-4.32768
402,-4.27556,-0.60404,-1.64909,-7.62859,-4.52104
403,-4.26437,-1.11828,-8.40467,-0.66019,-3.08062
404,-4.26343,-4.83469,-7.21504,-0.8193,-2.39184
405,-4.25094,-0.66605,-8.98295,-0.88673,-0.07874
406,-4.23431,-0.51621,-5.47195,-3.82036,-6.10465
407,-4.23131,-6.4664,-4.92638,-3.37762,-2.14573
408,-4.2307,-7.83014,-0.69355,-4.00689,-2.06249
409,-4.22357,-4.077,-1.14077,-4.93333,-6.31668
410,-4.2152,-3.28455,-5.1335,-2.95496,-6.02986
411,-4.20702,-4.53392,-5.47294,-2.24616,-5.17167
412,-4.20174,-8.48183,-2.05103,-2.48723,-0.10436
413,-4.19644,-6.41559,-5.94793,-1.04397,-2.18227
414,-4.19297,-3.57163,-2.96972,-5.31609,-5.7081
415,-4.19059,-1.53793,-3.93522,-1.02618,-7.97087
416,-4.16349,-7.38916,-0.51318,-4.03561,-3.39354
417,-4.15851,-3.4367,-4.25741,-6.68519,-2.84229
418,-4.15058,-8.32465,-2.75391,-1.88728,-1.52546
419,-4.13706,-2.30388,-4.03132,-6.27677,-4.68268
420,-4.12206,-5.72181,-6.39359,-2.56443,-1.67788
421,-4.11452,-3.63598,-4.77684,-0.01519,-6.85799
422,-4.11329,-2.03284,-5.88184,-4.71737,-4.70094
423,-4.10878,-2.24037,-1.24506,-2.75675,-8.30354
424,-4.10585,-6.51859,-4.15701,-3.2285,-3.59806
425,-4.08647,-8.11469,-0.0941,-1.41581,-3.92926
426,-4.06109,-0.4517,-5.69212,-4.10033,-5.83872
427,-4.0542,-5.84973,-3.3899,-0.35756,-6.14206
428,-4.05227,-0.62923,-1.24912,-7.37444,-5.21924
429,-4.04119,-7.20386,-1.94074,-5.27883,-0.37508
430,-4.0391,-0.24592,-1.57119,-8.06146,-4.02113
431,-4.0277,-4.04699,-5.02987,-6.47323,-0.44417
432,-4.02747,-3.12019,-1.10596,-6.02628,-6.04191
433,-3.98501,-8.99813,-0.23669,-1.66386,-0.57347
434,-3.98374,-5.29399,-4.61439,-1.41872,-5.72696
435,-3.98146,-7.51502,-3.22666,-0.78816,-4.07922
