leaf_index,r0,r1
90,-8.171220534605316,-5.764646994816285
91,-4.781390806918396,-8.782841337034174
92,-8.172874598803379,-5.762301692226338
93,-5.988922908456318,-8.008295848466583
94,-9.152047635506946,-4.02989132327557
95,-4.195572407325151,-9.077288811913602
96,-1.137246808611496,-9.935123033777838
97,-6.966833938306639,-7.173787345332924
98,-9.951675854710045,-0.9819102213446502
99,-4.234852384501395,-9.059030040875395
100,-6.793406737843145,-7.338230365301117
101,-3.0350884077787783,-9.528286223501416
102,-8.18550307907882,-5.744348469791081
103,-4.062709509534694,-9.137526549408015
104,-2.9552808590896418,-9.553340517530945
105,-8.285582276055797,-5.599029053926229
106,-8.21782384500348,-5.698014676401968
107,-7.905468780463279,-6.124015297263751
108,-3.3053032061039604,-9.437953735620813
109,-8.014181920086473,-5.981044068702309
110,-8.54860860521452,-5.188573109714486
111,-5.366123901588695,-8.438288586721749
112,-6.962862864627476,-7.177641724716528
113,-9.051378926268956,-4.251180957462789
114,-6.827033054516698,-7.306956936545911
115,-4.351670524797359,-9.003497300694317
116,-8.901593837554623,-4.556492856486175
117,-4.143402166278941,-9.101220714194056
118,-4.005037999119829,-9.162950978020467
119,-3.608273745854007,-9.326326209981115
120,-1.9372412032479482,-9.810560459037927
121,-7.803578767620997,-6.253331785339295
122,-5.842785611067698,-8.115531794226442
123,-0.8296713937384571,-9.96552283517589
124,-7.019825274768481,-7.121941667250697
125,-9.820394395079209,-1.8867575162423122
126,-7.982028069321943,-6.023888104916674
127,-0.8837890175221967,-9.960869287994253
128,-9.263655853922737,-3.7662554639964387
129,-9.576361880105596,-2.8798078306130765
130,-8.442368770061696,-5.359702375159183
131,-9.82348008588967,-1.8706252970942856
132,-5.8044888332016615,-8.142966866274062
133,-9.564586046048172,-2.9186801413893604
134,-9.91438976425387,-1.3057088505704708
135,-7.026704954430284,-7.115154073060182
136,-9.762921692640932,-2.164569246608003
137,-9.774785995148797,-2.1103456468178265
138,-9.99963054826752,-0.08595870028706794
139,-6.500610732851114,-7.598819651757824
140,-3.8186977849433457,-9.24216139370379
141,-2.5075185304780008,-9.680513974955536
142,-4.157588312218121,-9.094749002919613
143,-8.809523553397456,-4.732049742145095
144,-2.4716933576019633,-9.689723006669817
145,-9.641642141278368,-2.653061782078412
146,-3.1072260265431177,-9.505006387161089
147,-3.1431908620164455,-9.49317392682428
148,-9.939981214603112,-1.0939714134003955
149,-4.733600666381581,-8.808690296021984
150,-0.7475675795099957,-9.972017986048039
151,-9.535223698688458,-3.0132223641759333
152,-8.466597521308323,-5.3213462969605505
153,-8.25436138178698,-5.644955108666828
154,-8.851121456699598,-4.6537779232309715
155,-7.341582585184141,-6.789783880575354
156,-3.492210824308401,-9.370403596355029
157,-8.826332426998432,-4.700622925540397
158,-9.04407334052848,-4.266700998563416
159,-9.948673743526186,-1.0118748662125614
160,-7.56728147965266,-6.537296919041223
161,-2.3549452169323413,-9.718756763354431
162,-8.407813612358527,-5.413748263434368
163,-3.9118651564162854,-9.203114201074339
164,-9.67172176943297,-2.5412197887385424
165,-4.049647328944833,-9.143323056261874
166,-5.868194677870678,-8.097177978938728
167,-1.5180839588158113,-9.884099407330245
168,-3.3872671437952473,-9.408848032387663
169,-9.248337733516241,-3.8037151795080115
170,-6.048538525452889,-7.963364973810517
171,-8.786111158875867,-4.775379639764463
172,-4.542967906505936,-8.908503948500954
173,-6.49090430146976,-7.607112550052177
174,-9.232204274752329,-3.842707929214089
175,-7.093901986393137,-7.048159661035461
176,-3.6651679530934715,-9.304114352028174
177,-9.582516303179258,-2.859262369791157
178,-6.205029864768257,-7.842040829869099
179,-9.964074676928295,-0.8468859619785409
180,-9.959453856612573,-0.8995992874635579
181,-4.718143822267206,-8.816979010545609
182,-9.615492606620673,-2.7463251686614223
183,-3.5558950511850584,-9.346422330761522
184,-6.402996831674331,-7.681251953527397
185,-1.4543441127379533,-9.893678951822949
186,-6.931707511448778,-7.207734108284281
187,-7.82831330877885,-6.222339651577688
188,-6.955024450861234,-7.185237288212712
189,-9.74834486184886,-2.2292986463156823
190,-7.987441429404591,-6.0167083535626995
191,-5.7048910170001,-8.213051715662795
192,-9.835538200406926,-1.8061529028119638
193,-6.7386459555870095,-7.388548618318137
194,-7.1844323027102375,-6.955855985266922
195,-1.6769220648088166,-9.858394006558944
196,-8.587604506666457,-5.123772910373954
197,-1.2600787952666344,-9.920292406462593
198,-2.9543191700090827,-9.553637958480364
199,-6.765058040258713,-7.364373001955493
200,-1.3587791300006438,-9.907255890299528
201,-5.569185474549791,-8.30567114386692
202,-9.996112685883382,-0.278803104576225
203,-9.432548417030661,-3.3206972702088287
204,-9.241094918938165,-3.8212778882430465
205,-0.6029039485460439,-9.981808795445222
206,-9.799042723789487,-1.9946833576656522
207,-3.6244695498560704,-9.320044017179647
208,-6.9762330474545395,-7.164647407067786
209,-9.885064086504652,-1.511789669794041
210,-9.999940379527422,-0.03453123074778853
211,-4.03117692530031,-9.151481442746107
212,-8.688228538644115,-4.951230640991182
213,-8.570860277668611,-5.151733116212673
214,-0.3352367820743396,-9.994379235347457
215,-6.84098668954488,-7.2938947835480725
216,-6.173364773917837,-7.866992269485867
217,-8.194647220158988,-5.731296270228976
218,-5.869434746304448,-8.096279130494084
219,-9.587995126359058,-2.8408360489326014
220,-7.32162704922237,-6.8112977729721464
221,-8.39465768704635,-5.434125717842168
222,-9.343844644862962,-3.562662944016139
223,-7.040787100720895,-7.101219402491537
224,-2.3861466590881184,-9.711143296302584
225,-9.999941371249172,-0.03424283252299816
226,-0.5111236736874342,-9.986929087071573
227,-0.5590720207404583,-9.984359692820826
228,-8.74222553157262,-4.855254139086834
229,-9.957936523936565,-0.9162424271174971
230,-1.0033288783188643,-9.94953924370025
231,-9.999958857405423,-0.02868536558714136
232,-9.30682786783883,-3.658272138376057
233,-8.988247271636826,-4.383082361068881
234,-1.4743879469096126,-9.890711813717335
235,-7.848022016343876,-6.197463225464254
236,-2.6070222394221636,-9.654192614774072
237,-9.936570302652433,-1.124531289224864
238,-5.198284264075551,-8.54270687252375
239,-2.5512552643570823,-9.669079406856179
240,-8.261037902591639,-5.6351799236532205
241,-9.362260212797914,-3.5139840221408525
242,-9.12185424029515,-4.097776862984288
243,-9.984027313226395,-0.5649766444281697
244,-9.211941601684092,-3.89103224442588
245,-8.19211640755244,-5.734913143641331
246,-8.28518541519646,-5.599616293623685
247,-9.206427584862373,-3.9040608505356555
248,-4.106457297134157,-9.117949795146584
249,-1.7810098549422595,-9.840122148459262
250,-9.064212789062095,-4.223747922710725
251,-9.836462310039478,-1.8011133287977243
252,-1.3507920226006365,-9.908348041509162
253,-9.525387935982856,-3.0441722469387744
254,-4.834539227252245,-8.753698101954354
255,-8.261791423336506,-5.634075121728799
256,-5.875833949942391,-8.09163613818024
257,-4.257091188345299,-9.048600699230397
258,-9.374042688533493,-3.4824307133885335
259,-2.996782154205398,-9.540403383517704
260,-1.0989618374433436,-9.93943071206008
261,-9.689640795130183,-2.4720156272460985
262,-9.780778896845458,-2.082393855883786
263,-1.5589581846988974,-9.877735032807891
264,-8.887880388545602,-4.583184722319895
265,-9.993061280480346,-0.3724597220700499
266,-3.423231566291902,-9.395822776294937
267,-7.088979603550928,-7.053110532271482
268,-2.0872917773488595,-9.779734814206968
269,-9.136054382635416,-4.066018976533214
270,-1.3830783378439184,-9.903892886708078
271,-4.319760158687183,-9.01885093409459
272,-1.293642429381992,-9.915971423158837
273,-5.207296485193299,-8.537216368072997
274,-9.971243602793248,-0.7578265063685306
275,-6.788217034034455,-7.343031356248212
276,-8.225519449774993,-5.6868998392246475
277,-4.47526325323998,-8.942707577361563
278,-6.020209513530533,-7.984802903841551
279,-1.0867570019811494,-9.940772566488228
280,-8.902663658054838,-4.554402243055576
281,-9.98274509682066,-0.5871970128526455
282,-7.60842454657179,-6.48936637269956
283,-4.511277189845766,-8.924594002887597
284,-7.270959151514558,-6.8653589139248
285,-9.114752660656105,-4.113548824927509
286,-2.9268366416173834,-9.562093247468667
287,-9.603111229550972,-2.7893107953170144
288,-1.6330120741377476,-9.865762594230633
289,-9.521426804844953,-3.0565391540073596
290,-1.7897706578974675,-9.838532461303833
291,-9.99514779457786,-0.31148124268614047
292,-4.565664279438019,-8.896893260428818
293,-6.548722750774754,-7.557395737519979
294,-9.61528234936785,-2.747061219182252
295,-1.509078078063556,-9.88547840796327
296,-6.233332030303221,-7.819563402134158
297,-7.075040117207317,-7.067093273751739
298,-7.647703075068097,-6.443030162555034
299,-2.868021224098871,-9.579898447171473
300,-9.981461464981919,-0.6086271626217579
301,-8.73476039651023,-4.868671360397664
302,-8.60048165193634,-5.102128512170813
303,-7.438701412474659,-6.683241825345505
304,-8.840632490454137,-4.673672770822394
305,-9.941689671329966,-1.0783350494957766
306,-4.401440829928342,-8.979271608579378
307,-4.611995427828094,-8.872964452407818
308,-7.762822318240304,-6.3038551423260225
309,-8.390610664715146,-5.440372475591029
310,-4.6910514649550645,-8.831423223532148
311,-7.991114357690342,-6.011829282532503
312,-7.854407712365102,-6.189368262427077
313,-1.3229627262222983,-9.912102179912516
314,-8.66184830723988,-4.997237627166193
315,-1.5361477384864928,-9.881308118136122
316,-9.5894163761627,-2.83603483134158
317,-3.292597388982605,-9.442393893185399
318,-9.202495577872686,-3.913320219357685
319,-8.253052214743473,-5.6468689679076025
320,-3.2278471485565703,-9.464724126225509
321,-0.15136529686425623,-9.998854361720905
322,-8.403584228879064,-5.420311071159577
323,-2.3305628688878604,-9.724632471932356
324,-8.548636170242599,-5.188527693750893
325,-5.550342219203107,-8.318275136693394
326,-0.2534964938046006,-9.996786460039486
327,-9.601737990910536,-2.794034279300326
328,-9.998458121748188,-0.17559950924680895
329,-0.21611792003274216,-9.997664379475875
330,-0.08713068955978681,-9.99962040494222
331,-7.0686954477669985,-7.073439380295707
332,-7.385866672837737,-6.741585384096594
333,-4.2287515047439825,-9.061879535235807
334,-0.8591511491635409,-9.963024606157056
335,-1.2973028018919015,-9.915493202065312
336,-8.140020591412014,-5.808619868039944
337,-9.534078215246915,-3.016844806342249
338,-6.622663208402898,-7.492685234818463
339,-2.22357752302069,-9.749651429621327
340,-9.674880930981223,-2.5291656670403935
341,-8.180226001893784,-5.7518607909041775
342,-2.1259625124662334,-9.771401301532359
343,-1.7811636893224703,-9.840094304011478
344,-4.777950359626991,-8.7847134478559
345,-3.470381227399246,-9.378510230122636
346,-8.446862049141014,-5.352618193256574
347,-0.2789881748337545,-9.996107522346032
348,-0.34210744818731953,-9.994146411469805
349,-4.601387125613419,-8.878470393048516
350,-8.671873252808203,-4.979820708341784
351,-9.563217237824652,-2.92316199725117
352,-6.361269108345881,-7.715844434098215
353,-6.087966377351615,-7.933263224439
354,-7.703275228212285,-6.3764842004360816
355,-2.4111521862885033,-9.70496497338121
356,-5.915877069364598,-8.062406495592127
357,-0.8066538912159471,-9.967412377331751
358,-7.599697025116388,-6.499584996477631
359,-1.6791513944333636,-9.858014536131122
360,-4.388128919294426,-8.98578458386645
361,-1.2336861787132511,-9.923609142466862
362,-7.713530912988057,-6.3640742338833265
363,-4.726829499040946,-8.81232562306888
364,-2.7173464773619047,-9.623722155276973
365,-8.348654241854309,-5.504541066244128
366,-8.286276241798703,-5.598001968970927
367,-9.41327910688925,-3.374933548353552
368,-9.848679121562789,-1.7330665193503756
369,-4.026479105348467,-9.153549367004704
370,-2.5232221844439753,-9.676432700532247
371,-6.25097116441224,-7.805469845030899
372,-1.3295431805299236,-9.911221666934221
373,-7.637926122555446,-6.454617304409699
374,-5.409962163501728,-8.410250257244412
375,-9.628465013937468,-2.70049282083514
376,-9.407382706635973,-3.3913346356392546
377,-9.472567111289651,-3.204757763406411
378,-5.508796555767258,-8.345846901733028
379,-9.808698631692316,-1.9466461292790982
380,-9.768848660588697,-2.137661303039942
381,-9.247591597515205,-3.8055288260064675
382,-8.677689449675254,-4.969678643030632
383,-3.826369085788302,-9.23898801922178
384,-8.681640730239973,-4.962772836936862
385,-8.941748870740023,-4.477178478977527
386,-7.528487156022012,-6.581935972159831
387,-9.90051114636968,-1.4070817462428078
388,-8.19415165395606,-5.732004769011376
389,-8.011060447674494,-5.985224348652718
390,-6.659778241221649,-7.459715395224586
391,-3.6389157753374186,-9.314413131271367
392,-1.0926164576622952,-9.940130244440738
393,-7.801799634517797,-6.255551331644394
394,-2.4021700602581895,-9.707192127572172
395,-3.6572511429539425,-9.30722912994851
396,-5.001888785677201,-8.659163272263473
397,-5.997127852840334,-8.002153304997767
398,-6.981813429070591,-7.1592095402809335
399,-9.973049764648641,-0.7336745817061424
400,-9.623128103472812,-2.7194494854936635
401,-0.08496791080538474,-9.999639016191201
402,-6.902423085065955,-7.235782995277607
403,-9.9306244209092,-1.1758820565183399
404,-3.771856249738615,-9.261376810782927
405,-3.978163475335262,-9.174650694359347
406,-9.202068546173432,-3.9143242675493273
407,-8.837933472678934,-4.678774618690376
408,-3.5679402225744066,-9.34183079316553
409,-4.404593134263207,-8.977725732144052
410,-8.67156036811651,-4.980365526957944
411,-2.4804710398269894,-9.687479724911924
412,-7.292801360297215,-6.842152316285214
413,-2.780843521025326,-9.60556657941485
414,-4.197873073294508,-9.07622507766907
415,-8.571614441125947,-5.15047821786299
416,-3.143740655360163,-9.492991872525524
417,-9.21707884156277,-3.8788474613492974
418,-8.965019384993488,-4.4303981115347835
419,-9.001053865783122,-4.3567223121597625
420,-9.107565379869552,-4.129437352884967
421,-7.298948075801085,-6.8355948524440535
422,-9.841650158228255,-1.7725468013696453
423,-8.832049879305602,-4.689871525901096
424,-8.710557979548648,-4.911840763392212
425,-2.018821141233497,-9.794098284156059
426,-4.520000848085033,-8.920178940655315
427,-6.148963056028216,-7.886079719074627
428,-3.630533869122148,-9.317683393695935
429,-3.02428055437971,-9.531722149139721
430,-6.637462878720378,-7.479577964939531
431,-7.59427453838417,-6.505919937691358
432,-4.505372679284418,-8.927576211982597
433,-2.303488119605118,-9.731081259697612
434,-9.776162599123099,-2.103959323634065
435,-2.5003214755023464,-9.682375355208132
436,-9.883793837133984,-1.520072164415983
437,-6.0945553568841255,-7.928202507622708
438,-3.2190262811707653,-9.46772780561059
439,-9.822310881958044,-1.8767548956026672
440,-9.948979135574325,-1.0088677613576484
441,-2.605219699740865,-9.654679192810194
442,-9.721347944971015,-2.344225700057017
443,-9.444614746730288,-3.2862215819759855
444,-6.055858225198892,-7.957800019873012
445,-9.922419002450198,-1.2432220798454374
446,-4.782701919245581,-8.782127438818264
447,-9.931029801373624,-1.1724534465081973
448,-9.533180188070675,-3.019681357656268
449,-9.978844013551111,-0.6501324120632344
450,-9.862198262975209,-1.654401832013248
451,-6.198819479292456,-7.846950813095771
452,-9.627377898330831,-2.704365878118389
453,-5.010001026145204,-8.654472237983317
454,-1.485104772097511,-9.889108342812975
455,-9.927238959080691,-1.2041290002780194
456,-6.211696387158312,-7.836761320454029
457,-4.068368515654441,-9.135008353626814
458,-1.4436591982492888,-9.895243711971435
459,-5.947500696269489,-8.0391066336922
460,-9.596209737695794,-2.8129626144249418
461,-7.9714850779443704,-6.037832860564313
462,-1.4253401346091057,-9.897899044780791
463,-3.826421131667458,-9.238966464011476
464,-6.898708982386492,-7.239324165717401
465,-9.258944099002923,-3.777823999545103
466,-7.297630658043104,-6.8370013001892405
467,-1.2869733897096522,-9.916839188682008
468,-3.0555546442164476,-9.521742793008395
469,-6.0726681547235,-7.944979640163155
470,-5.791517027830993,-8.152197894822208
471,-8.315350218175716,-5.554723282854427
472,-9.919329775810299,-1.2676343316284973
473,-9.51978162439332,-3.061659325245589
474,-8.159439369125757,-5.781310334306634
475,-4.322791680922266,-9.017398299030008
476,-1.9108836519691077,-9.815728381971313
477,-9.364231332043262,-3.5087279119332218
478,-8.785192379687965,-4.777069693009776
479,-9.977527907690732,-0.6700275003703888
480,-7.711312578280911,-6.36676199649764
481,-0.3951412046055611,-9.992190121711197
482,-8.7890617456063,-4.7699469212895815
483,-9.186294779612062,-3.951200858229324
484,-7.820365508007496,-6.232325675152627
485,-6.847598233631013,-7.2876881403345894
486,-5.235658958021755,-8.519851834115812
487,-1.6139964869935286,-9.868891292337379
488,-0.6874752650724267,-9.976340900345859
489,-7.476762970319876,-6.640633665972962
490,-9.988656446340928,-0.4761747546561373
491,-3.913127273111738,-9.20257762501513
492,-5.783266177600778,-8.15805321869249
493,-7.885301533837016,-6.149960952759587
494,-9.840602031477081,-1.7783564485471204
495,-7.02248560456249,-7.119318502055697
496,-2.7181065274095504,-9.62350751574776
497,-9.395474678450668,-3.4241868475000468
498,-9.975447651388329,-0.7003171812907872
499,-9.033119972724872,-4.2898419036555415
500,-8.645723358112736,-5.025083841587507
501,-9.773709741440781,-2.1153245354000894
502,-9.702623424464772,-2.4205575149183036
503,-8.888741568515137,-4.581514305134391
504,-5.512775637783372,-8.34321908902446
505,-2.6352622287502965,-9.646522325984739
506,-0.7083591265845974,-9.974879816207526
507,-9.78239799569811,-2.074774554924364
508,-9.054309588972346,-4.24493555511075
509,-9.082238482218214,-4.184846968780892
510,-7.3970202219069385,-6.729345572691287
511,-9.912721950225563,-1.3183108652803708
512,-4.341211337202409,-9.008545061537143
513,-3.1930700524057167,-9.476513263876633
514,-0.22269523359024837,-9.997520034135274
515,-8.281493745793085,-5.605074605961101
516,-8.021367378186842,-5.971403970940163
517,-9.443563140591952,-3.2892423458378834
518,-0.8408153732909242,-9.964588777668531
519,-8.756066607474516,-4.830248188806631
520,-6.424470256140956,-7.66330098116733
521,-9.022907895068816,-4.31127975398313
522,-2.3351101026443146,-9.723541577456666
523,-6.432827095385406,-7.656287322251912
524,-2.8669609332816566,-9.580215812132666
525,-3.5383635633733777,-9.353073467764041
526,-2.863622338910776,-9.581214281086254
527,-9.39225385084376,-3.4330114478851597
528,-7.39509228793016,-6.731464183444481
529,-9.877802237605223,-1.5585323078977882
530,-1.8991809364679821,-9.817999377192718
531,-5.0562876537891475,-8.627511527789425
532,-8.92114471695493,-4.518094392456531
533,-9.99457450878759,-0.32936361106425927
534,-9.31933784869072,-3.6262848842804107
535,-6.376415218532126,-7.703332328341541
536,-5.446492037315157,-8.386639642160773
537,-8.89484141359125,-4.569660406098252
538,-7.238270233100804,-6.899814782485602
539,-5.240822118264491,-8.516676788789727
540,-0.18103769589170818,-9.998361133339115
541,-6.213537012322536,-7.835302023310775
542,-9.99271797789325,-0.3815591884479309
543,-3.626667102985719,-9.319189113014136
544,-2.692616295088518,-9.630670666543622
545,-7.955268686479878,-6.059183123648989
546,-8.030307630704257,-5.9593757522288335
547,-1.5495460292207746,-9.879215915411816
548,-2.1571567932637388,-9.764562180112128
549,-9.334666630282346,-3.586641730294965
550,-3.9376341154177497,-9.192118231022611
551,-4.363687387110783,-8.99767927787884
552,-7.698382143525508,-6.382390803785648
553,-1.077620802363706,-9.941767116881838
554,-2.5666362847714224,-9.665007924554162
555,-7.995645809587594,-6.005801202805863
556,-5.24525948225925,-8.513944618317025
557,-9.939225704716868,-1.100814421551363
558,-3.6293333117290336,-9.318151088728598
559,-4.096530924474505,-9.12241384639088
560,-2.9231066267532273,-9.563234162595382
561,-0.936093401966904,-9.95609005296728
562,-3.904494379536581,-9.206243731303621
563,-7.747203685092243,-6.323040017404063
564,-9.100379091433906,-4.145250341317469
565,-2.381459071540116,-9.71229389436807
566,-7.941419864255205,-6.077322645673245
567,-4.609600369844567,-8.874208946735976
568,-2.260375182902732,-9.74118596642716
569,-8.446468405196201,-5.353239344548527
570,-9.95159717286209,-0.9827073364350376
571,-6.39004786199231,-7.692027581947917
572,-4.010034156944325,-9.16076558264318
573,-8.995110818564292,-4.368979441671436
574,-9.756863587278009,-2.191714611724917
575,-9.293755649696116,-3.6913555672329235
576,-0.9125450805594058,-9.958276029310838
577,-8.44215057354316,-5.360046053311942
578,-8.8994131082577,-4.560750632140617
579,-0.9312958884574454,-9.95653995965176
580,-2.783129797444708,-9.604904399866527
581,-9.087138369695428,-4.174196479564554
582,-9.7560341517648,-2.1954037509303057
583,-9.913152903581558,-1.3150663520189725
584,-9.84890996921209,-1.7317541448931824
585,-7.045615930524939,-7.09642840868089
586,-3.126600569094279,-9.498650897961213
587,-4.393056839797095,-8.983376403241266
588,-2.9806442547975056,-9.545457549344746
589,-7.142049179998578,-6.999366650667876
590,-2.923572703898454,-9.563091688623501
591,-1.3700094311223345,-9.905709169899744
592,-6.446579731484016,-7.644711228399635
593,-7.314798016059049,-6.818631093134354
594,-3.379512998196319,-9.411635983983981
595,-6.823248321396859,-7.310491251930676
596,-9.012559369436913,-4.3328712896155706
597,-3.984252549117077,-9.17200804757901
598,-4.866045208047962,-8.736223671199902
599,-8.149261979561395,-5.795647434797521
600,-9.599103737845624,-2.803071071178568
601,-2.7962980794601218,-9.601078952430692
602,-9.978631929893417,-0.6533795280781036
603,-5.6458027838250855,-8.253781613669757
604,-9.596932273297368,-2.810496564976269
605,-7.940739078764667,-6.078212145275918
606,-4.7898479415756805,-8.778231980107567
607,-9.92630894347139,-1.2117717436711863
608,-4.719614169910672,-8.816192040057793
609,-9.241925283094805,-3.81926917900441
610,-7.664880477589256,-6.422585714824763
611,-2.3841716604348817,-9.711628364675986
612,-8.387100082186162,-5.445782975054447
613,-9.64787509857283,-2.6303053211249647
614,-9.662274070670229,-2.5769089590541934
615,-3.27964096220261,-9.446901881518762
616,-4.777674847548192,-8.78486329154332
617,-5.977203869418021,-8.017046457606082
618,-9.756810296286071,-2.191951833933879
619,-9.847800915364736,-1.7380498069219483
620,-6.0598137016995945,-7.954788363036057
621,-6.324203032416906,-7.746254320945627
622,-3.012396664220271,-9.53548458849337
623,-2.300286790185127,-9.731838504768756
624,-9.991959162267019,-0.4009390222816595
625,-3.7686426041048477,-9.262684973727966
626,-9.654119842100123,-2.607291712557054
627,-9.120420302195114,-4.100967387252329
628,-2.433010876592307,-9.699508135693456
629,-0.20805986593197862,-9.997835320317511
630,-0.542813348483905,-9.985256815360719
631,-2.869379049579094,-9.579491837766582
632,-3.4779110750922024,-9.375720481848367
633,-5.9589901457578875,-8.030593778965562
634,-9.907272802291809,-1.3586558140195093
635,-5.69818419701586,-8.217706301449251
636,-9.489021644546856,-3.155704078224271
637,-6.299322609743015,-7.766500798839875
638,-2.1129857331734354,-9.77421563561013
639,-4.099807333521062,-9.1209418279039
640,-9.986891826460528,-0.5118511957355196
641,-9.925296233058924,-1.2200388051313449
642,-7.633348976824507,-6.460029674700593
643,-9.959864624230127,-0.8950400365398445
644,-9.999974705492361,-0.02249198775070717
645,-8.254239986996284,-5.645132614657655
646,-1.306976702310147,-9.914222707787962
647,-3.031920824849979,-9.529294628241958
648,-9.947486874357317,-1.023476860749117
649,-1.915888530712765,-9.814752729329623
650,-9.955492810207243,-0.9424239523228878
651,-1.9487364387019188,-9.808283554856851
652,-2.3057024369630477,-9.730556832585822
653,-2.2177371454734214,-9.750981589234359
654,-6.493697653139778,-7.604728186438154
655,-8.554421957812757,-5.17898300515564
656,-2.1230516904494685,-9.772034154651713
657,-4.918231807795055,-8.706951009669973
658,-8.435928508855952,-5.369833348761521
659,-9.291073387163424,-3.6981015824803403
660,-2.7036792971744354,-9.62757073503126
661,-9.788281411743698,-2.0468382946663812
662,-4.831457231261433,-8.755399535286303
663,-5.00375573786377,-8.658084575458675
664,-6.31423588825751,-7.754381029291824
665,-9.186449657490986,-3.9508407574064215
666,-9.912561343841467,-1.3195179440158644
667,-9.966459936676358,-0.8183375407648488
668,-6.21525392305297,-7.833940175414584
669,-5.671734971634439,-8.23598339067891
670,-7.084296776524118,-7.057814051257655
671,-0.42439190313984637,-9.99099051708835
672,-6.176225913826649,-7.864746242656287
673,-9.336291132488952,-3.5824109046015558
674,-2.597501576084809,-9.65675854322955
675,-8.399951674152351,-5.425938800973073
676,-9.837118974294736,-1.7975233755282511
677,-9.995482094535923,-0.3005623027123576
678,-7.097554331322883,-7.044481706550156
679,-4.297754470575515,-9.029358034248514
680,-9.90754287715242,-1.3566849808951078
681,-6.170216630570842,-7.869461654511508
682,-0.7324601233234479,-9.97313903280913
