leaf_index,r0,r1
157,-9.99483,-0.32166
158,-9.99474,-0.32417
159,-9.99473,-0.32471
160,-9.99471,-0.32514
161,-9.99454,-0.33034
162,-9.99446,-0.3327
163,-9.99443,-0.33377
164,-9.99431,-0.3372
165,-9.99423,-0.33957
166,-9.99421,-0.34022
167,-9.99416,-0.34168
168,-9.99398,-0.34695
169,-9.99395,-0.34777
170,-9.99393,-0.34834
171,-9.99388,-0.34985
172,-9.99388,-0.34976
173,-9.99385,-0.35065
174,-9.99374,-0.35368
175,-9.99372,-0.35442
176,-9.9936,-0.35765
177,-9.99342,-0.36269
178,-9.99335,-0.36463
179,-9.99335,-0.36458
180,-9.99329,-0.36615
181,-9.99325,-0.36727
182,-9.99313,-0.37068
183,-9.9931,-0.37133
184,-9.99308,-0.37206
185,-9.99299,-0.37431
186,-9.99292,-0.37635
187,-9.99291,-0.37646
188,-9.99284,-0.37846
189,-9.99284,-0.37825
190,-9.99271,-0.38188
191,-9.99268,-0.38259
192,-9.99265,-0.38339
193,-9.99262,-0.3841
194,-9.99245,-0.38841
195,-9.99239,-0.38993
196,-9.99222,-0.39445
197,-9.99218,-0.39528
198,-9.99209,-0.39765
199,-9.99205,-0.39865
200,-9.99201,-0.39974
201,-9.99185,-0.40356
202,-9.99178,-0.40544
203,-9.99177,-0.40557
204,-9.99164,-0.40885
205,-9.99163,-0.40894
206,-9.9916,-0.4099
207,-9.99159,-0.41016
208,-9.99158,-0.41034
209,-9.99155,-0.41096
210,-9.99139,-0.4148
211,-9.99136,-0.41557
212,-9.99134,-0.41616
213,-9.99121,-0.41923
214,-9.99094,-0.42556
215,-9.99088,-0.42704
216,-9.99084,-0.42792
217,-9.99069,-0.43136
218,-9.99062,-0.43309
219,-9.99045,-0.43695
220,-9.99042,-0.43769
221,-9.99037,-0.43877
222,-9.99007,-0.44543
223,-9.99006,-0.4458
224,-9.99004,-0.44631
225,-9.98999,-0.44728
226,-9.98989,-0.44963
227,-9.9897,-0.45372
228,-9.9895,-0.45812
229,-9.9894,-0.4603
230,-9.98934,-0.46167
231,-9.98932,-0.46213
232,-9.98932,-0.46206
233,-9.98931,-0.46231
234,-9.98927,-0.46315
235,-9.98926,-0.46344
236,-9.98925,-0.46364
237,-9.98912,-0.46638
238,-9.9891,-0.46679
239,-9.98897,-0.46956
240,-9.98884,-0.47223
241,-9.98878,-0.47362
242,-9.9887,-0.47517
243,-9.98869,-0.47551
244,-9.98868,-0.47558
245,-9.98863,-0.47673
246,-9.98851,-0.4793
247,-9.98851,-0.47925
248,-9.98836,-0.48226
249,-9.98835,-0.48261
250,-9.98798,-0.49015
251,-9.98787,-0.49231
252,-9.98785,-0.49278
253,-9.98773,-0.49521
254,-9.98771,-0.49566
255,-9.98767,-0.49651
256,-9.98758,-0.49827
257,-9.98757,-0.4984
258,-9.98751,-0.49965
259,-9.98732,-0.50335
260,-9.98731,-0.5037
261,-9.9873,-0.50385
262,-9.9872,-0.50586
263,-9.9872,-0.50577
264,-9.98711,-0.50761
265,-9.98701,-0.50952
266,-9.98696,-0.5105
267,-9.98691,-0.51155
268,-9.9869,-0.51169
269,-9.9868,-0.51361
270,-9.98673,-0.51501
271,-9.9866,-0.51759
272,-9.98645,-0.52048
273,-9.98636,-0.52207
274,-9.98627,-0.52392
275,-9.98621,-0.52493
276,-9.98608,-0.52752
277,-9.98602,-0.52852
278,-9.98601,-0.52872
279,-9.98599,-0.52925
280,-9.98581,-0.53257
281,-9.98581,-0.53251
282,-9.98562,-0.53617
283,-9.98501,-0.54742
284,-9.98482,-0.55078
285,-9.98478,-0.55154
286,-9.98478,-0.55152
287,-9.98472,-0.55259
288,-9.9847,-0.55296
289,-9.98466,-0.55369
290,-9.98455,-0.55573
291,-9.98442,-0.55795
292,-9.98437,-0.55883
293,-9.98434,-0.55945
294,-9.98373,-0.57013
295,-9.98371,-0.57054
296,-9.98356,-0.5731
297,-9.98352,-0.57392
298,-9.98342,-0.57566
299,-9.98334,-0.57706
300,-9.98271,-0.58774
301,-9.9827,-0.588
302,-9.9821,-0.59809
303,-9.98205,-0.59887
304,-9.98202,-0.59937
305,-9.98197,-0.60022
306,-9.98194,-0.60077
307,-9.98193,-0.60092
308,-9.98173,-0.60424
309,-9.98168,-0.60504
310,-9.98157,-0.60685
311,-9.98148,-0.6083
312,-9.98137,-0.61007
313,-9.9813,-0.61129
314,-9.98126,-0.61193
315,-9.98121,-0.61281
316,-9.98111,-0.6143
317,-9.98104,-0.61545
318,-9.98093,-0.61727
319,-9.98075,-0.62021
320,-9.98062,-0.62227
321,-9.98014,-0.62998
322,-9.97995,-0.63291
323,-9.97992,-0.63345
324,-9.97931,-0.64292
325,-9.97912,-0.64581
326,-9.9791,-0.64621
327,-9.979,-0.64773
328,-9.97894,-0.64861
329,-9.9788,-0.65087
330,-9.97864,-0.65322
331,-9.97852,-0.65513
332,-9.97846,-0.65594
333,-9.97846,-0.65593
334,-9.97834,-0.65789
335,-9.97818,-0.66025
336,-9.97818,-0.66022
337,-9.97817,-0.66033
338,-9.97795,-0.66364
339,-9.97762,-0.66872
340,-9.97735,-0.6726
341,-9.97712,-0.67604
342,-9.97706,-0.67699
343,-9.97683,-0.68028
344,-9.97647,-0.68556
345,-9.97641,-0.68648
346,-9.9764,-0.68666
347,-9.97634,-0.68755
348,-9.97597,-0.69283
349,-9.97597,-0.69277
350,-9.9759,-0.6939
351,-9.97589,-0.69404
352,-9.97586,-0.69438
353,-9.97536,-0.7016
354,-9.97533,-0.70205
355,-9.97526,-0.70295
356,-9.9751,-0.70523
357,-9.975,-0.70672
358,-9.97499,-0.70684
359,-9.97484,-0.70885
360,-9.97456,-0.71278
361,-9.97453,-0.71327
362,-9.97318,-0.73195
363,-9.97311,-0.73291
364,-9.97285,-0.73637
365,-9.97276,-0.73754
366,-9.97252,-0.7409
367,-9.97247,-0.74153
368,-9.97233,-0.74341
369,-9.97228,-0.74405
370,-9.97223,-0.74478
371,-9.97214,-0.74592
372,-9.97213,-0.74603
373,-9.97181,-0.75028
374,-9.9718,-0.75044
375,-9.97171,-0.75169
376,-9.97168,-0.75203
377,-9.97156,-0.7536
378,-9.97141,-0.75567
379,-9.9714,-0.75572
380,-9.97073,-0.76455
381,-9.97055,-0.76691
382,-9.97054,-0.767
383,-9.97048,-0.76782
384,-9.97048,-0.76776
385,-9.97032,-0.76989
386,-9.97024,-0.77093
387,-9.96999,-0.77411
388,-9.96979,-0.77665
389,-9.96939,-0.78178
390,-9.96925,-0.78361
391,-9.96923,-0.78386
392,-9.96886,-0.78851
393,-9.96876,-0.78986
394,-9.96833,-0.79528
395,-9.96826,-0.79617
396,-9.96776,-0.80235
397,-9.96771,-0.80294
398,-9.96769,-0.80322
399,-9.96699,-0.81188
400,-9.96678,-0.81441
401,-9.96654,-0.81738
402,-9.96649,-0.81795
403,-9.96635,-0.81969
404,-9.9663,-0.82027
405,-9.96628,-0.82052
406,-9.96618,-0.82177
407,-9.9659,-0.82508
408,-9.96586,-0.82561
409,-9.96577,-0.82668
410,-9.96551,-0.82988
411,-9.96541,-0.83097
412,-9.96535,-0.83176
413,-9.9653,-0.83236
414,-9.96465,-0.84013
415,-9.96459,-0.84077
416,-9.96459,-0.84075
417,-9.96441,-0.84298
418,-9.96435,-0.84365
419,-9.96434,-0.84374
420,-9.96326,-0.85636
421,-9.96322,-0.85686
422,-9.96306,-0.85878
423,-9.96298,-0.85971
424,-9.96287,-0.86091
425,-9.96268,-0.86315
426,-9.96234,-0.86703
427,-9.96231,-0.86735
428,-9.96221,-0.86855
429,-9.96199,-0.87108
430,-9.96198,-0.87118
431,-9.9617,-0.87438
432,-9.96123,-0.87969
433,-9.9612,-0.8801
434,-9.961,-0.88229
435,-9.9608,-0.88452
436,-9.96078,-0.88485
437,-9.96068,-0.88595
438,-9.96063,-0.88646
439,-9.9606,-0.88682
440,-9.96042,-0.88889
441,-9.96034,-0.88968
442,-9.96014,-0.89202
443,-9.95996,-0.89401
444,-9.95995,-0.89404
445,-9.95982,-0.89552
446,-9.95969,-0.89695
447,-9.95907,-0.90387
448,-9.95875,-0.90741
449,-9.95866,-0.90837
450,-9.95864,-0.90858
451,-9.95851,-0.91
452,-9.95848,-0.91036
453,-9.95817,-0.91365
454,-9.95815,-0.91387
455,-9.95789,-0.91678
456,-9.9576,-0.91984
457,-9.95745,-0.9215
458,-9.95703,-0.92604
459,-9.95683,-0.92824
460,-9.95668,-0.92983
461,-9.95652,-0.93154
462,-9.95602,-0.93681
463,-9.956,-0.93701
464,-9.95588,-0.93833
465,-9.95532,-0.9443
466,-9.95516,-0.94597
467,-9.95509,-0.94667
468,-9.95506,-0.94697
469,-9.95499,-0.94768
470,-9.95493,-0.94831
471,-9.9548,-0.94976
472,-9.95417,-0.95628
473,-9.95404,-0.95762
474,-9.95404,-0.95761
475,-9.95393,-0.95874
476,-9.95344,-0.96386
477,-9.95338,-0.9645
478,-9.9533,-0.96534
479,-9.95282,-0.97021
480,-9.95273,-0.97113
481,-9.95266,-0.97191
482,-9.95219,-0.97665
483,-9.95159,-0.98283
484,-9.95109,-0.98781
485,-9.95044,-0.99431
486,-9.95035,-0.99526
487,-9.95007,-0.99802
488,-9.94996,-0.99917
489,-9.94965,-1.00221
490,-9.94964,-1.00232
491,-9.94957,-1.00301
492,-9.94934,-1.00535
493,-9.94932,-1.00553
494,-9.94909,-1.00779
495,-9.949,-1.00863
496,-9.94863,-1.01234
497,-9.94849,-1.01371
498,-9.94818,-1.01675
499,-9.94815,-1.01699
500,-9.94807,-1.01777
501,-9.94784,-1.02007
502,-9.9478,-1.02046
503,-9.94757,-1.02272
504,-9.94742,-1.02412
505,-9.94716,-1.02668
506,-9.94713,-1.02696
507,-9.9471,-1.02721
508,-9.94702,-1.02801
509,-9.94679,-1.03026
510,-9.94611,-1.03678
511,-9.9461,-1.03688
512,-9.94593,-1.03848
513,-9.94592,-1.03856
514,-9.94578,-1.03997
515,-9.9457,-1.04071
516,-9.94541,-1.04351
517,-9.94537,-1.04388
518,-9.94483,-1.04895
519,-9.94478,-1.04944
520,-9.94466,-1.05056
521,-9.94444,-1.05266
522,-9.9443,-1.054
523,-9.94424,-1.05452
524,-9.94411,-1.05579
525,-9.94398,-1.05705
526,-9.94335,-1.06288
527,-9.94257,-1.07019
528,-9.94228,-1.07289
529,-9.9422,-1.07358
530,-9.94191,-1.07632
531,-9.94187,-1.07665
532,-9.94169,-1.0783
533,-9.9415,-1.08007
534,-9.94134,-1.08156
535,-9.94124,-1.08246
536,-9.94084,-1.08615
537,-9.94075,-1.08695
538,-9.94067,-1.08773
539,-9.94045,-1.08967
540,-9.9404,-1.09018
541,-9.94037,-1.09042
542,-9.94026,-1.09148
543,-9.93994,-1.09437
544,-9.93993,-1.09446
545,-9.93975,-1.09607
546,-9.93914,-1.10163
547,-9.93895,-1.1033
548,-9.9388,-1.10467
549,-9.93846,-1.10769
550,-9.93834,-1.10876
551,-9.93758,-1.11559
552,-9.9375,-1.11626
553,-9.93749,-1.11641
554,-9.93711,-1.11979
555,-9.93699,-1.12083
556,-9.93681,-1.12244
557,-9.93679,-1.1226
558,-9.93668,-1.12358
559,-9.93657,-1.12454
560,-9.93635,-1.12645
561,-9.93615,-1.12826
562,-9.9357,-1.13218
563,-9.93527,-1.13594
564,-9.93519,-1.13666
565,-9.93465,-1.14139
566,-9.93457,-1.14204
567,-9.93453,-1.14239
568,-9.9345,-1.14266
569,-9.93425,-1.14489
570,-9.93412,-1.146
571,-9.93398,-1.1472
572,-9.93345,-1.15176
573,-9.93329,-1.15313
574,-9.93328,-1.15324
575,-9.9332,-1.15391
576,-9.93302,-1.15547
577,-9.9329,-1.15653
578,-9.93284,-1.15702
579,-9.93281,-1.15727
580,-9.93257,-1.15935
581,-9.93254,-1.15957
582,-9.93195,-1.16461
583,-9.93167,-1.167
584,-9.93148,-1.16866
585,-9.9312,-1.17102
586,-9.93083,-1.17417
587,-9.93072,-1.17505
588,-9.93068,-1.17541
589,-9.93064,-1.17571
590,-9.93051,-1.17682
591,-9.93011,-1.18023
592,-9.93007,-1.18056
593,-9.92978,-1.183
594,-9.92974,-1.18333
595,-9.92966,-1.18396
596,-9.92945,-1.18574
597,-9.92939,-1.18625
598,-9.9286,-1.19286
599,-9.92832,-1.19519
600,-9.92804,-1.19748
601,-9.92776,-1.1998
602,-9.92754,-1.20162
603,-9.92742,-1.20267
604,-9.92725,-1.20403
605,-9.92696,-1.20639
606,-9.92686,-1.20721
607,-9.92643,-1.21078
608,-9.92631,-1.21176
609,-9.92592,-1.21491
610,-9.92585,-1.21549
611,-9.92531,-1.21993
612,-9.92498,-1.22261
613,-9.92491,-1.22321
614,-9.92414,-1.22945
615,-9.92405,-1.23017
616,-9.92405,-1.2301
617,-9.92378,-1.2323
618,-9.92372,-1.2328
619,-9.92329,-1.23627
620,-9.92298,-1.23871
621,-9.92293,-1.23913
622,-9.9227,-1.24099
623,-9.92262,-1.24163
624,-9.92243,-1.24317
625,-9.92224,-1.24462
626,-9.922,-1.24658
627,-9.92171,-1.24889
628,-9.9216,-1.24974
629,-9.92157,-1.24999
630,-9.92154,-1.25019
631,-9.92115,-1.25329
632,-9.92093,-1.25503
633,-9.92088,-1.25547
634,-9.92062,-1.25752
635,-9.92047,-1.2587
636,-9.92044,-1.25893
637,-9.9204,-1.2592
638,-9.92027,-1.26029
639,-9.92004,-1.26209
640,-9.91953,-1.26609
641,-9.91886,-1.27131
642,-9.91865,-1.27295
643,-9.91851,-1.27407
644,-9.91819,-1.27649
645,-9.91761,-1.28103
646,-9.91757,-1.28132
647,-9.91752,-1.28171
648,-9.91742,-1.28246
649,-9.91704,-1.28542
650,-9.91699,-1.28584
651,-9.91637,-1.29058
652,-9.91557,-1.29675
653,-9.91507,-1.30054
654,-9.91497,-1.30132
655,-9.91488,-1.30194
656,-9.91464,-1.30384
657,-9.91464,-1.3038
658,-9.91448,-1.30503
659,-9.91323,-1.31452
660,-9.91299,-1.3163
661,-9.91289,-1.31707
662,-9.91285,-1.31736
663,-9.91221,-1.32217
664,-9.91216,-1.32251
665,-9.91147,-1.32771
666,-9.91111,-1.33039
667,-9.91093,-1.3317
668,-9.91082,-1.33252
669,-9.91077,-1.33294
670,-9.91009,-1.33799
671,-9.90965,-1.34123
672,-9.90878,-1.3476
673,-9.90855,-1.34927
674,-9.90843,-1.35016
675,-9.90825,-1.35149
676,-9.90824,-1.35159
677,-9.90823,-1.35165
678,-9.90805,-1.35298
679,-9.90752,-1.35688
680,-9.90741,-1.35767
681,-9.9073,-1.35847
682,-9.90716,-1.35946
683,-9.90685,-1.36176
684,-9.90684,-1.36177
685,-9.90639,-1.3651
686,-9.90622,-1.3663
687,-9.90605,-1.36758
688,-9.90456,-1.37829
689,-9.90453,-1.37848
690,-9.90431,-1.3801
691,-9.9043,-1.38014
692,-9.90417,-1.38107
693,-9.90404,-1.38201
694,-9.90385,-1.38336
695,-9.90338,-1.38671
696,-9.90318,-1.38819
697,-9.90265,-1.39192
698,-9.90216,-1.39545
699,-9.90208,-1.39602
700,-9.90199,-1.39666
701,-9.90195,-1.39693
702,-9.90178,-1.39811
703,-9.90174,-1.39842
704,-9.90167,-1.39889
705,-9.90155,-1.39979
706,-9.90147,-1.4003
707,-9.90125,-1.40188
708,-9.90077,-1.40524
709,-9.90073,-1.40554
710,-9.90055,-1.4068
711,-9.90049,-1.4072
712,-9.89937,-1.41507
713,-9.89926,-1.41584
714,-9.89918,-1.41645
715,-9.89896,-1.41799
716,-9.89839,-1.42192
717,-9.8981,-1.42392
718,-9.89745,-1.42844
719,-9.89713,-1.43067
720,-9.89688,-1.43238
721,-9.8967,-1.43361
722,-9.89626,-1.43669
723,-9.89613,-1.4376
724,-9.89613,-1.43755
725,-9.89605,-1.43814
726,-9.89589,-1.43924
727,-9.89549,-1.44195
728,-9.89548,-1.44202
729,-9.89519,-1.44405
730,-9.89503,-1.44515
731,-9.89488,-1.44618
732,-9.89428,-1.45024
733,-9.89407,-1.45166
734,-9.89401,-1.45206
735,-9.89367,-1.45441
736,-9.89308,-1.45839
737,-9.89272,-1.46084
738,-9.89268,-1.46109
739,-9.8924,-1.46302
740,-9.89149,-1.46915
741,-9.88988,-1.47997
742,-9.88976,-1.48074
743,-9.88949,-1.48254
744,-9.88906,-1.48542
745,-9.8886,-1.48851
746,-9.88823,-1.49095
747,-9.8875,-1.49577
748,-9.88722,-1.49761
749,-9.88718,-1.49787
750,-9.88709,-1.49847
751,-9.88659,-1.50178
752,-9.8863,-1.50368
753,-9.88609,-1.50506
754,-9.88583,-1.50678
755,-9.88521,-1.51086
756,-9.88517,-1.51108
757,-9.88429,-1.51687
758,-9.8842,-1.51745
759,-9.88391,-1.51933
760,-9.88364,-1.52109
761,-9.88307,-1.52477
762,-9.88306,-1.52484
763,-9.88289,-1.52595
764,-9.88285,-1.52622
765,-9.88255,-1.52811
766,-9.8825,-1.52847
767,-9.88158,-1.5344
768,-9.88109,-1.53758
769,-9.88085,-1.53908
770,-9.88043,-1.54178
771,-9.88022,-1.54312
772,-9.87935,-1.54866
773,-9.87928,-1.54912
774,-9.87908,-1.55042
775,-9.87904,-1.55069
776,-9.87858,-1.55356
777,-9.87856,-1.55375
778,-9.87832,-1.55524
779,-9.87822,-1.55589
780,-9.87758,-1.55997
781,-9.87755,-1.56012
782,-9.87716,-1.5626
783,-9.87695,-1.56392
784,-9.87677,-1.56504
785,-9.8765,-1.56678
786,-9.87616,-1.5689
787,-9.87571,-1.5717
788,-9.87526,-1.57454
789,-9.87479,-1.57748
790,-9.87469,-1.57814
791,-9.87459,-1.57876
792,-9.87426,-1.58079
793,-9.87402,-1.58229
794,-9.87383,-1.58351
795,-9.87374,-1.58406
796,-9.87346,-1.58578
797,-9.87313,-1.58788
798,-9.87306,-1.58831
799,-9.87228,-1.59314
800,-9.87178,-1.59622
801,-9.87133,-1.59902
802,-9.87121,-1.59974
803,-9.87091,-1.60159
804,-9.8707,-1.60289
805,-9.87055,-1.60382
806,-9.87031,-1.60529
807,-9.86943,-1.61068
808,-9.86923,-1.61191
809,-9.86898,-1.61343
810,-9.86896,-1.61359
811,-9.86873,-1.61501
812,-9.86833,-1.61741
813,-9.86829,-1.61769
814,-9.8674,-1.6231
815,-9.86688,-1.62626
816,-9.86684,-1.62647
817,-9.86648,-1.62867
818,-9.86633,-1.62955
819,-9.86627,-1.62992
820,-9.86576,-1.63304
821,-9.86541,-1.63514
822,-9.86447,-1.6408
823,-9.86406,-1.64329
824,-9.86376,-1.64504
825,-9.86303,-1.64946
826,-9.86295,-1.6499
827,-9.86268,-1.6515
828,-9.86256,-1.65227
829,-9.86157,-1.65816
830,-9.86149,-1.65864
831,-9.86038,-1.66522
832,-9.85976,-1.66889
833,-9.85954,-1.67018
834,-9.85938,-1.67114
835,-9.85931,-1.67154
836,-9.85913,-1.6726
837,-9.85877,-1.67471
838,-9.85876,-1.67474
839,-9.8583,-1.67749
840,-9.8583,-1.67745
841,-9.85829,-1.67754
842,-9.85792,-1.67973
843,-9.85792,-1.67973
844,-9.85786,-1.68004
845,-9.85775,-1.68069
846,-9.85707,-1.68469
847,-9.85705,-1.68482
848,-9.85601,-1.69087
849,-9.85601,-1.69086
850,-9.85581,-1.69207
851,-9.85563,-1.6931
852,-9.85525,-1.69531
853,-9.85495,-1.69707
854,-9.85475,-1.69821
855,-9.85472,-1.69836
856,-9.8543,-1.70079
857,-9.85426,-1.70104
858,-9.85401,-1.70249
859,-9.85293,-1.70875
860,-9.85277,-1.70966
861,-9.85276,-1.70969
862,-9.85231,-1.71233
863,-9.85225,-1.71266
864,-9.8514,-1.71753
865,-9.85124,-1.71847
866,-9.85008,-1.72508
867,-9.85007,-1.72515
868,-9.85005,-1.72526
869,-9.84975,-1.72695
870,-9.84944,-1.72876
871,-9.84933,-1.72934
872,-9.84924,-1.72985
873,-9.84895,-1.73152
874,-9.84895,-1.73151
875,-9.84878,-1.73249
876,-9.84874,-1.73271
877,-9.84828,-1.73535
878,-9.84807,-1.73652
879,-9.84794,-1.73726
880,-9.84735,-1.74059
881,-9.84733,-1.74073
882,-9.84719,-1.74148
883,-9.84699,-1.74266
884,-9.84679,-1.74377
885,-9.84666,-1.74451
886,-9.84603,-1.74807
887,-9.84567,-1.75007
888,-9.845,-1.75382
889,-9.8447,-1.75552
890,-9.84467,-1.7557
891,-9.84373,-1.76096
892,-9.84254,-1.76758
893,-9.84166,-1.7725
894,-9.84099,-1.77623
895,-9.84065,-1.77811
896,-9.84047,-1.7791
897,-9.83951,-1.78437
898,-9.83878,-1.78841
899,-9.83706,-1.79786
900,-9.83665,-1.8001
901,-9.83464,-1.81102
902,-9.83442,-1.81221
903,-9.83438,-1.81243
904,-9.83412,-1.81387
905,-9.83376,-1.81583
906,-9.83362,-1.81655
907,-9.83209,-1.82484
908,-9.83187,-1.82601
909,-9.83048,-1.83351
910,-9.82866,-1.84323
911,-9.82841,-1.84453
912,-9.82836,-1.84484
913,-9.82805,-1.84645
914,-9.82798,-1.84684
915,-9.82785,-1.84751
916,-9.82766,-1.84854
917,-9.82756,-1.84906
918,-9.82737,-1.85006
919,-9.82681,-1.85304
920,-9.82481,-1.8636
921,-9.8243,-1.86631
922,-9.82411,-1.86734
923,-9.82408,-1.86747
924,-9.82398,-1.86798
925,-9.82389,-1.86845
926,-9.82356,-1.87019
927,-9.82341,-1.87101
928,-9.82283,-1.87404
929,-9.82232,-1.87672
930,-9.82226,-1.87704
931,-9.82221,-1.87728
932,-9.82191,-1.87884
933,-9.82168,-1.88003
934,-9.82104,-1.88341
935,-9.81984,-1.88962
936,-9.81859,-1.89614
937,-9.8185,-1.89659
938,-9.81842,-1.897
939,-9.8184,-1.8971
940,-9.81797,-1.89932
941,-9.81769,-1.90077
942,-9.81755,-1.90149
943,-9.81743,-1.9021
944,-9.81715,-1.90356
945,-9.81654,-1.90669
946,-9.81601,-1.90944
947,-9.81601,-1.90942
948,-9.81573,-1.91087
949,-9.81544,-1.91234
950,-9.8154,-1.91256
951,-9.81525,-1.91336
952,-9.81497,-1.91479
953,-9.81429,-1.91825
954,-9.81375,-1.92104
955,-9.81375,-1.921
956,-9.81361,-1.92175
957,-9.81361,-1.92173
958,-9.81339,-1.92285
959,-9.81269,-1.9264
960,-9.81246,-1.92758
961,-9.81175,-1.9312
962,-9.81121,-1.93395
963,-9.81116,-1.93418
964,-9.81065,-1.93681
965,-9.80969,-1.94166
966,-9.80906,-1.94484
967,-9.80891,-1.94559
968,-9.80855,-1.9474
969,-9.80692,-1.9556
970,-9.80686,-1.95587
971,-9.8068,-1.95621
972,-9.80679,-1.95625
973,-9.80647,-1.95786
974,-9.80607,-1.95987
975,-9.80569,-1.96175
976,-9.80525,-1.96394
977,-9.80449,-1.96774
978,-9.80432,-1.9686
979,-9.80311,-1.97462
980,-9.80272,-1.97654
981,-9.80202,-1.97999
982,-9.80179,-1.98113
983,-9.80143,-1.98293
984,-9.80052,-1.98742
985,-9.80042,-1.98793
986,-9.80038,-1.9881
987,-9.80038,-1.98809
988,-9.79916,-1.99409
989,-9.79895,-1.99513
990,-9.79882,-1.99578
991,-9.79848,-1.99744
992,-9.79761,-2.0017
993,-9.79743,-2.00257
994,-9.79703,-2.00456
995,-9.79683,-2.00553
996,-9.79658,-2.00676
997,-9.79586,-2.01026
998,-9.79568,-2.01113
999,-9.79547,-2.01215
