leaf_index,r0,r1,r2,r3,r4,r5,is_dominated,ground_truth_pareto
93,7.24175,3.65909,4.31483,1.45067,0.67384,3.60442,0,1
94,7.19358,3.90276,2.04399,5.3049,0.33016,0.76946,0,1
95,7.19311,2.47538,3.64682,5.35612,0.21692,0.31187,0,1
96,7.17793,0.6792,3.75103,3.77922,0.8284,4.35626,0,1
97,7.17514,1.8004,4.67795,4.27098,1.40333,1.78382,0,1
98,7.13523,1.52274,4.44369,4.24599,1.23123,2.73476,0,1
99,7.13275,5.09419,0.40511,1.91603,0.29312,4.3877,0,1
100,7.12168,0.14578,6.751,0.44729,0.22953,1.85251,0,1
101,7.11453,5.44737,1.65806,1.64979,3.09917,2.15262,0,1
102,7.10635,4.1106,3.44193,1.05328,0.73824,4.37052,0,1
103,7.10519,5.1983,0.66514,1.37442,4.39792,0.90594,0,1
104,7.09638,0.94271,3.75888,0.70556,5.51767,1.91859,0,1
105,7.05891,4.7175,2.66613,3.94833,0.70004,2.17472,0,1
106,7.02735,3.25696,6.11418,0.96763,1.06868,0.73953,0,1
107,7.00246,6.34009,0.73716,2.47822,2.01409,0.16488,0,1
108,7.00103,3.50919,3.30815,0.92613,1.00301,5.08562,0,1
109,6.97828,3.73886,2.46674,2.43487,3.96833,3.09248,0,1
110,6.96743,4.75247,2.46636,0.72521,1.95821,4.2925,0,1
111,6.94259,0.07506,6.21021,1.55662,2.57729,2.04026,0,1
112,6.94202,3.69607,4.82773,3.16003,0.61725,2.11509,0,1
113,6.93236,0.96722,0.21228,3.49171,2.89153,5.51441,0,1
114,6.9251,6.02407,2.17715,2.54889,1.78052,1.1604,0,1
115,6.91117,4.68877,1.10571,3.17756,3.59628,2.44917,0,1
116,6.88688,0.55809,4.26936,0.46737,0.15168,5.81295,0,1
117,6.8851,5.14724,3.92279,1.03893,1.91902,2.43944,0,1
118,6.88369,0.0,0.78491,0.0,0.0,0.0,1,0
119,6.87413,2.19058,2.13458,5.99459,2.73052,0.01885,0,1
120,6.86047,2.76915,1.93663,3.4153,3.12326,4.48287,0,1
121,6.85835,3.7084,1.06238,5.15044,3.18695,1.18257,0,1
122,6.83258,0.40632,2.59808,6.09614,1.79653,2.45159,0,1
123,6.82562,2.12925,4.38927,0.48102,5.05378,1.95944,0,1
124,6.82064,4.05115,0.08763,0.73963,1.96626,5.71368,0,1
125,6.81005,4.41731,4.87414,1.97275,0.11588,2.53933,0,1
126,6.8034,3.10707,3.60272,3.81496,4.00082,0.72098,0,1
127,6.80277,2.72074,4.65034,4.82896,1.16325,0.14926,0,1
128,6.79798,3.32246,0.80615,3.01541,0.97117,5.66242,0,1
129,6.79687,2.49163,5.61085,2.40236,2.87135,1.448,0,1
130,6.79552,2.8583,3.35272,2.32865,1.36845,5.20721,0,1
131,6.79441,1.21552,3.57535,6.046,1.01009,1.41456,0,1
132,6.78766,0.10166,4.31235,0.13333,1.05745,5.84679,0,1
133,6.78721,0.49788,3.60462,2.36837,5.04764,3.09916,0,1
134,6.77918,3.7503,1.53023,2.8457,3.6974,3.98341,0,1
135,6.77781,0.75605,3.04138,4.12729,4.35968,2.86327,0,1
136,6.77518,2.67125,2.72451,2.80766,0.18375,5.62332,0,1
137,6.76388,2.98044,3.86803,2.1941,3.4852,3.66668,0,1
138,6.7561,1.59379,4.86035,1.22904,3.51696,3.78317,0,1
139,6.74305,0.19314,3.00166,4.25546,2.32882,4.68526,0,1
140,6.73768,3.57407,1.48289,1.28256,5.1747,3.34787,0,1
141,6.72687,4.32293,0.10826,3.06344,1.40208,4.96983,0,1
142,6.7092,2.9815,1.48716,2.8767,4.91481,3.38449,0,1
143,6.70551,0.18007,2.62132,6.83394,1.16159,0.28342,0,1
144,6.6961,1.10647,3.66699,4.42401,0.42073,4.55436,0,1
145,6.69478,4.28631,2.80106,0.29827,0.42478,5.35651,0,1
146,6.6865,3.3161,1.8358,2.18887,1.15365,5.89932,0,1
147,6.6794,1.0558,2.35297,0.0,0.41007,1.46952,1,0
148,6.67049,2.9074,2.71746,2.80578,3.52062,4.40452,0,1
149,6.66956,2.06586,1.48627,2.57421,0.98915,6.43701,0,1
150,6.66067,0.62981,4.77031,4.15283,3.12463,2.33959,0,1
151,6.66003,1.98065,2.53716,5.89279,3.24147,0.22735,0,1
152,6.65863,1.94484,1.93175,4.61821,2.38082,4.59918,0,1
153,6.64123,3.65366,2.5547,5.78478,0.49649,1.51922,0,1
154,6.59562,4.58527,1.22937,5.36792,1.41598,1.77261,0,1
155,6.59143,1.68286,0.3314,4.69683,0.64588,5.57977,0,1
156,6.57544,3.67234,1.22783,4.48525,2.58962,3.86604,0,1
157,6.55981,1.39432,3.75424,0.00957,0.67095,6.3624,0,1
158,6.55224,4.42318,4.3833,0.44109,1.04434,4.12372,0,1
159,6.54462,3.85139,0.46963,4.91078,4.16224,0.82108,0,1
160,6.53508,0.79323,3.38971,3.08365,4.81664,3.53052,0,1
161,6.5315,0.0678,3.48363,1.32154,0.31495,6.58434,0,1
162,6.51995,2.43069,0.19777,1.35792,4.64362,5.30431,0,1
163,6.51902,3.24219,1.42809,1.41779,4.23887,4.9973,0,1
164,6.50027,3.9694,4.28665,4.28205,0.99372,2.07162,0,1
165,6.47684,4.8032,0.18219,3.66063,3.80479,2.65895,0,1
166,6.46674,5.76152,3.0867,0.1527,2.53176,3.0042,0,1
167,6.45709,5.07369,1.99831,0.15517,1.88335,4.99994,0,1
168,6.45036,2.58906,5.56957,0.23721,4.1523,1.83621,0,1
169,6.4479,4.21604,5.56247,0.1615,3.10985,0.10624,0,1
170,6.41593,0.88118,5.68591,4.32153,0.52991,2.60256,0,1
171,6.39663,4.68905,4.52858,3.08526,0.99068,2.4673,0,1
172,6.39217,0.30007,1.15665,3.97134,0.83799,6.42172,0,1
173,6.39205,1.73557,5.61193,1.77652,4.02399,2.29939,0,1
174,6.39192,5.67593,3.19652,1.21568,0.22693,3.89616,0,1
175,6.38492,0.0,3.08464,0.0,0.0,0.20241,1,0
176,6.37539,0.8094,0.0,0.0,0.18865,3.25816,1,0
177,6.37508,3.77988,3.42651,0.19686,1.48325,5.57594,0,1
178,6.36985,1.79098,6.45044,0.84061,0.45429,3.70083,0,1
179,6.36442,0.33697,2.61271,0.0,0.0,0.0,1,0
180,6.36237,0.12342,4.35556,2.02879,3.11934,5.16602,0,1
181,6.36018,4.91617,2.07057,1.04495,5.45795,0.45943,0,1
182,6.35949,0.40081,0.89238,5.82645,3.08527,3.89017,0,1
183,6.35319,0.33006,0.70126,7.67118,0.43313,0.0414,0,1
184,6.35031,3.21496,3.37356,4.48258,3.99451,1.38096,0,1
185,6.34836,6.20258,0.31694,1.66357,2.04616,3.76452,0,1
186,6.33795,0.61719,4.27355,1.31653,6.25752,0.54447,0,1
187,6.3368,2.67327,2.93072,4.25067,0.13746,5.10121,0,1
188,6.32972,2.35236,6.40463,2.84589,2.29809,0.03791,0,1
189,6.31481,6.42197,0.79178,3.323,1.72154,2.06117,0,1
190,6.31065,1.97831,3.57522,5.68523,3.16398,1.07108,0,1
191,6.30968,0.06284,0.44157,1.69814,7.29002,1.99018,0,1
192,6.3049,5.04905,1.85407,4.87425,2.70886,0.47079,0,1
193,6.30361,3.65697,0.51973,0.85387,6.48184,1.96917,0,1
194,6.28381,4.84923,1.92827,4.65903,2.46374,2.34603,0,1
195,6.28068,3.38471,0.91768,1.43033,0.79553,6.751,0,1
196,6.28035,4.10331,2.97636,2.22365,2.90522,4.63427,0,1
197,6.27164,1.3791,4.89191,5.52303,1.50924,1.43257,0,1
198,6.26614,3.99013,1.52428,6.07796,1.15057,2.05562,0,1
199,6.25068,1.88484,4.35879,5.79462,1.47697,1.61812,0,1
200,6.24593,6.55846,2.82229,2.96261,0.96201,0.55424,0,1
201,6.24553,0.30446,0.55155,1.2688,0.0,0.0,1,0
202,6.24195,1.64809,2.83232,4.56145,4.56303,2.9448,0,1
203,6.23862,0.59992,1.06165,3.7181,1.89772,6.49361,0,1
204,6.22676,4.83792,0.43767,2.08338,5.76868,0.11107,0,1
205,6.22016,6.448,1.28258,2.34368,0.93165,3.42448,0,1
206,6.19379,5.78007,1.44255,3.31537,2.23591,3.18684,0,1
207,6.19315,2.20743,1.37378,2.72684,6.88824,0.0373,0,1
208,6.19232,1.29534,4.46319,4.18499,3.85528,2.77127,0,1
209,6.18409,0.98466,0.97407,3.92671,5.60719,3.60265,0,1
210,6.17873,0.83445,7.63478,0.77355,0.57361,1.38195,0,1
211,6.16742,4.21421,2.21028,5.04853,2.62822,2.63113,0,1
212,6.16066,5.61603,1.24425,1.5994,2.73782,4.34794,0,1
213,6.15491,5.43244,3.11007,2.63519,1.77857,3.58129,0,1
214,6.14955,2.49663,4.05446,2.65572,3.88351,4.16853,0,1
215,6.14895,5.97055,1.87433,4.1262,0.48382,2.40211,0,1
216,6.14642,5.04868,1.09007,4.45808,3.74464,1.28348,0,1
217,6.14182,1.64642,1.57599,0.0,0.0,0.0,1,0
218,6.13337,6.77173,2.86572,1.21386,2.61498,0.03731,0,1
219,6.12214,1.9177,2.00221,6.61418,0.99158,3.17843,0,1
220,6.1007,6.77122,0.93661,2.17362,3.35813,0.23039,0,1
221,6.09993,0.50725,6.68304,2.363,2.95221,1.88978,0,1
222,6.09399,5.86412,2.76272,2.57597,3.23788,1.92959,0,1
223,6.08685,1.9197,3.77764,0.2458,1.49009,6.53556,0,1
224,6.08624,1.09701,2.9481,3.19206,5.80546,3.02827,0,1
225,6.07912,6.23693,3.08979,0.67358,3.47228,1.44491,0,1
226,6.07312,0.44594,2.18802,2.56193,4.56659,5.54199,0,1
227,6.06597,0.391,1.56653,7.53239,1.40544,1.37293,0,1
228,6.06392,0.0,1.51616,0.0,1.01468,2.66785,1,0
229,6.06221,6.06769,0.74172,0.40173,0.10537,5.07052,0,1
230,6.04712,6.18901,2.38735,2.10164,1.10583,3.7134,0,1
231,6.04411,1.51726,4.27258,4.33921,1.30056,4.73197,0,1
232,6.03784,5.11155,0.66462,4.30777,4.27003,0.42978,0,1
233,6.02715,2.35979,0.34212,7.43743,0.57864,1.52893,0,1
234,6.02248,2.49103,2.3315,1.7438,4.18297,5.61699,0,1
235,6.01711,2.09609,1.52765,5.93332,2.33575,4.05056,0,1
236,6.01417,5.1389,0.61775,5.8127,1.49081,1.01486,0,1
237,6.01368,2.02833,2.68359,2.40916,6.31161,2.62285,0,1
238,6.00731,1.3976,0.84517,3.10137,1.93986,6.91831,0,1
239,6.00165,0.04642,3.80384,1.07596,6.51085,2.44133,0,1
240,5.99629,2.8774,3.8086,1.94271,0.85898,6.06199,0,1
241,5.99478,2.75191,2.22277,0.0,0.0,0.0,1,0
242,5.99259,4.88324,5.59729,0.73671,1.07669,2.68535,0,1
243,5.98338,2.63073,1.17619,5.15388,0.44798,5.39739,0,1
244,5.98261,2.47454,1.68343,2.18638,1.35872,6.97314,0,1
245,5.98094,0.22592,6.25269,1.12277,3.73199,3.14527,0,1
246,5.97364,6.12614,0.81426,1.59519,3.43999,3.42708,0,1
247,5.97007,2.12963,4.4588,0.52684,6.03024,1.81678,0,1
248,5.96362,4.96506,2.20966,5.25298,1.08707,2.47494,0,1
249,5.96275,1.17156,4.28056,4.89709,1.9179,4.13399,0,1
250,5.95555,0.43367,6.0361,0.72207,5.05332,1.36069,0,1
251,5.95455,5.20579,0.03951,5.1568,2.58249,2.04446,0,1
252,5.94695,2.22907,0.0,0.0,0.0,1.0289,1,0
253,5.94267,4.777,4.8575,1.68835,1.34897,3.68773,0,1
254,5.93948,2.93307,2.14706,1.39662,6.61166,2.41768,0,1
255,5.93729,2.97911,0.16292,7.18878,1.85843,0.84541,0,1
256,5.93214,0.0,0.3982,0.0,1.84399,0.0,1,0
257,5.93157,0.81587,2.12987,0.59855,5.22055,5.65704,0,1
258,5.931,6.28064,1.71244,1.11292,3.45544,3.04396,0,1
259,5.92568,0.19037,4.55981,2.86344,5.87806,1.1434,0,1
260,5.91745,1.60966,3.72232,5.57138,2.74381,3.15727,0,1
261,5.91695,0.31673,0.80613,4.56371,0.93882,6.52156,0,1
262,5.90716,2.64204,2.09873,0.15291,5.19054,5.17256,0,1
263,5.90635,0.45099,4.82566,4.44424,1.086,4.54906,0,1
264,5.89929,3.00365,3.94426,5.9281,2.33544,0.15048,0,1
265,5.88774,4.20986,1.95824,6.12698,2.21006,1.16304,0,1
266,5.88456,0.0,0.53411,4.09942,1.12897,0.0,1,0
267,5.87231,0.0,0.0,2.10289,0.55798,0.0,1,0
268,5.86275,3.14966,0.8032,2.19705,7.00961,1.0493,0,1
269,5.86013,1.82851,0.01705,5.48762,4.81282,3.00631,0,1
270,5.85297,5.85449,3.38086,0.26011,3.81738,2.32323,0,1
271,5.85141,6.13149,0.69334,4.42314,2.18714,1.82685,0,1
272,5.84103,7.05985,2.48227,0.14686,2.7806,1.45808,0,1
273,5.83962,0.89108,1.18649,2.29174,0.8163,7.60123,0,1
274,5.83638,4.38301,3.99838,2.62438,2.10927,4.40483,0,1
275,5.82777,5.42347,2.65865,3.66015,2.00202,3.48566,0,1
276,5.8211,5.68678,0.93569,0.31217,4.92645,2.92104,0,1
277,5.80175,2.83891,4.09664,2.9689,0.69639,5.67437,0,1
278,5.79991,4.03371,0.29516,3.17491,3.42779,5.30785,0,1
279,5.79006,1.48687,2.38126,0.37842,0.0,0.15071,1,0
280,5.78033,0.34255,0.6018,4.93657,0.71404,6.42096,0,1
281,5.77917,5.52497,2.1788,1.66615,3.65991,3.89329,0,1
282,5.77638,0.66996,5.32496,4.72193,1.15012,3.76962,0,1
283,5.77255,0.14328,6.36531,1.0033,3.80575,3.26339,0,1
284,5.75856,0.0,0.85938,1.29306,1.76755,1.13951,1,0
285,5.75801,2.82127,6.89412,2.92747,1.63729,0.32574,0,1
286,5.74937,0.0,2.10413,1.78592,0.0,1.87464,1,0
287,5.74838,0.0,0.0,4.8184,0.0,0.0,1,0
288,5.73743,2.52034,4.92711,3.0902,0.94703,5.09972,0,1
289,5.73407,0.34349,5.28623,2.17505,0.78021,5.80677,0,1
290,5.73016,0.21736,4.72029,6.05337,1.92491,2.1186,0,1
291,5.7256,0.14306,2.24898,5.71707,5.04824,1.99236,0,1
292,5.72413,4.40547,2.06771,1.09237,5.31507,3.756,0,1
293,5.72384,2.72317,1.61755,1.16895,0.90663,7.41735,0,1
294,5.71013,0.19663,2.4081,1.25414,2.15084,7.44028,0,1
295,5.70231,3.26099,0.39567,4.00844,5.75274,2.74435,0,1
296,5.69077,1.98521,0.99778,1.87,7.45158,1.91196,0,1
297,5.68292,0.91932,4.09358,2.01381,4.29294,5.25521,0,1
298,5.67476,4.48735,1.66282,6.64597,0.09547,0.84717,0,1
299,5.67457,4.80335,3.69901,4.52146,2.48268,2.10645,0,1
300,5.66829,1.8414,6.41995,1.64351,4.4631,0.8022,0,1
301,5.66273,0.89486,0.96565,6.08314,0.43778,5.38554,0,1
302,5.66186,5.13478,1.51861,3.54908,4.75173,2.02393,0,1
303,5.65457,3.99395,2.23889,6.07081,0.99798,3.03494,0,1
304,5.64582,2.40153,1.7599,6.85532,2.12981,2.78004,0,1
305,5.64063,0.61588,0.0,0.0,1.63874,1.57996,1,0
306,5.64041,1.78665,4.81137,4.81285,3.66104,2.2973,0,1
307,5.63926,0.06835,1.80082,5.09218,0.81735,0.0,1,0
308,5.6376,1.301,3.11481,3.63064,4.91857,4.41009,0,1
309,5.63561,4.83773,6.0888,1.31165,0.34578,2.43369,0,1
310,5.63415,3.50308,2.05017,5.09397,0.996,4.98408,0,1
311,5.63308,4.99641,4.33847,1.85149,3.90445,2.41025,0,1
312,5.6259,2.70122,2.86385,2.52764,5.75484,3.65293,0,1
313,5.61353,3.26658,3.01957,6.63079,2.15818,0.27346,0,1
314,5.61215,4.23127,1.69622,3.8419,1.60452,5.51256,0,1
315,5.60511,3.25987,4.53384,3.58773,3.48129,3.52265,0,1
316,5.60503,4.47942,0.37583,4.43255,4.74317,2.49641,0,1
317,5.605,3.85375,1.47736,1.3642,2.58262,6.55889,0,1
318,5.59138,5.42633,3.61612,1.25168,0.593,4.92916,0,1
319,5.58307,4.53559,2.4409,3.53525,1.48728,5.25259,0,1
320,5.55052,2.35758,7.67106,1.33643,1.67222,0.45389,0,1
321,5.53614,0.86596,4.60973,6.01113,3.32626,0.39231,0,1
322,5.5331,0.0,0.72811,1.64008,2.63306,1.64627,1,0
323,5.52907,3.13822,1.08156,5.67066,4.7425,1.93997,0,1
324,5.52246,6.73263,4.23651,0.00422,2.04299,1.43256,0,1
325,5.51068,5.36243,4.45149,4.33662,0.89029,1.20918,0,1
326,5.5037,5.37538,0.4829,1.88699,2.55563,5.52172,0,1
327,5.49908,6.26677,2.71884,1.94189,4.2788,1.00825,0,1
328,5.498,2.25071,0.48099,4.57341,0.55545,6.5765,0,1
329,5.49671,0.76563,3.44747,7.49808,0.11872,1.03906,0,1
330,5.49398,0.64381,3.56615,1.55995,0.44711,7.35193,0,1
331,5.49237,2.69773,0.90439,2.26235,0.06804,7.52431,0,1
332,5.49198,4.74984,3.44241,3.57497,3.14622,3.57041,0,1
333,5.47689,6.36322,3.54403,3.17006,2.50919,0.77949,0,1
334,5.47558,0.91979,1.72287,4.63826,1.79762,6.43886,0,1
335,5.45667,1.55681,0.36694,4.45427,5.44988,4.25732,0,1
336,5.45665,4.64039,5.4974,0.24273,1.78718,3.90095,0,1
337,5.45594,5.80574,4.13853,0.57015,4.13067,1.41819,0,1
338,5.44904,2.46029,0.63439,2.72277,4.59772,5.94138,0,1
339,5.44149,3.03871,5.72196,0.15873,1.41315,5.13746,0,1
340,5.4354,0.0,0.58482,0.0,0.0,0.0,1,0
341,5.42698,2.6622,4.3787,2.96091,0.03086,5.95983,0,1
342,5.42277,6.34099,0.82412,2.50579,4.67901,1.23858,0,1
343,5.41806,3.57017,5.89169,1.156,4.17684,2.09861,0,1
344,5.41258,5.70601,3.81545,1.6955,1.30433,4.36024,0,1
345,5.4073,1.41928,0.08355,5.80348,5.91398,0.2903,0,1
346,5.40204,1.57178,4.83267,6.32331,2.23045,0.1836,0,1
347,5.40062,5.14999,3.72543,2.12098,2.1099,4.63486,0,1
348,5.39874,0.77334,5.67372,1.78856,5.88075,0.53142,0,1
349,5.38915,1.39778,6.76911,1.90577,4.38791,0.54473,0,1
350,5.36958,1.71795,0.24179,0.2839,3.71166,7.36891,0,1
351,5.35898,4.67678,3.40202,0.46574,3.31877,5.15793,0,1
352,5.3498,6.3821,0.47627,1.10099,4.77966,2.52276,0,1
353,5.33923,0.54278,0.0,2.1908,3.31906,1.3626,1,0
354,5.31441,3.37396,4.52566,0.47402,6.29019,0.31721,0,1
355,5.31315,3.01419,1.15747,4.88728,6.1201,0.06512,0,1
356,5.31122,7.32662,1.2384,3.37741,0.46444,2.22607,0,1
357,5.30765,5.3809,3.37047,2.54304,4.07563,2.90464,0,1
358,5.30563,3.52004,2.94642,1.43303,1.53394,2.61572,1,0
359,5.29351,1.19064,5.12243,0.09016,4.65868,4.75503,0,1
360,5.28374,0.0673,0.07364,7.71245,3.0437,1.82377,0,1
361,5.28319,5.55841,2.64537,0.9533,0.14213,5.76758,0,1
362,5.26829,2.40894,1.11891,6.18095,4.75948,2.0817,0,1
363,5.26822,1.08976,6.04278,4.54022,0.48432,3.70067,0,1
364,5.26729,3.42634,3.91714,6.16732,1.79253,1.98062,0,1
365,5.26585,2.60389,3.84486,5.5717,3.05597,3.21324,0,1
366,5.26127,1.25009,7.08529,2.0008,3.74224,1.59607,0,1
367,5.26033,0.0,0.0,0.57093,2.01862,1.08972,1,0
368,5.25974,2.68737,3.96027,0.91092,6.8969,1.01611,0,1
369,5.25868,0.29887,1.10664,4.07626,7.31852,0.92506,0,1
370,5.25746,1.32461,1.5613,5.77719,4.91863,3.25547,0,1
371,5.25026,0.91964,1.12852,6.97226,4.28389,1.83065,0,1
372,5.24711,1.73504,2.13227,3.32832,0.98981,7.27004,0,1
373,5.22727,0.0,0.0,2.88556,0.0,0.0,1,0
374,5.22464,5.96052,2.657,5.21283,1.67447,0.37186,0,1
375,5.2243,5.87385,1.29046,5.61092,2.09907,0.80671,0,1
376,5.21107,5.43349,0.63973,4.91922,2.90779,3.20293,0,1
377,5.20501,1.79839,1.72939,5.27949,2.00121,5.89957,0,1
378,5.20466,6.40146,3.73484,4.22204,0.15813,0.36477,0,1
379,5.20409,0.66859,7.22774,0.66336,2.85533,3.41133,0,1
380,5.20215,5.60292,3.01336,2.40373,1.53986,4.93107,0,1
381,5.1965,3.53753,0.35337,4.50432,2.44636,5.83814,0,1
382,5.19614,1.3371,0.35129,7.18564,4.41066,0.03967,0,1
383,5.19461,5.23407,3.55034,1.41516,2.00619,5.19501,0,1
384,5.19117,0.0,1.53511,0.0,0.3246,0.0,1,0
385,5.1862,1.81029,6.77843,4.00464,0.00801,2.80034,0,1
386,5.1687,4.25918,3.5146,0.58753,1.46222,6.34887,0,1
387,5.14436,2.41023,4.77136,4.12273,1.51446,5.06656,0,1
388,5.14425,1.79776,6.80894,3.54291,1.96667,2.7428,0,1
