leaf_index,r0,r1,r2,r3,r4,r5,is_dominated,ground_truth_pareto
342,3.80774,2.6393,5.68135,0.53989,6.71753,0.91699,0,1
343,3.80647,1.40208,0.30431,6.96959,5.90545,0.05333,0,1
344,3.78944,6.06817,4.24502,3.98235,3.85147,0.32299,0,1
345,3.76118,0.0,0.0,0.42843,6.47267,0.0,1,0
346,3.73546,1.605,1.98236,8.6519,1.56008,1.50046,0,1
347,3.72044,3.49311,6.53617,3.84036,0.18743,4.05604,0,1
348,3.71606,4.45298,7.19187,2.18055,3.13397,0.24963,0,1
349,3.71577,1.25563,5.06155,3.31841,5.73799,3.88082,0,1
350,3.69791,2.85404,5.15728,2.01857,5.49066,4.16659,0,1
351,3.68806,2.57188,3.18804,0.51305,0.0,0.0,1,0
352,3.68376,2.00354,3.1395,5.70032,4.94476,3.95158,0,1
353,3.68247,6.49258,4.87567,4.2693,0.72028,1.32962,0,1
354,3.67424,8.22059,1.16322,2.60616,3.25974,0.38844,0,1
355,3.66504,5.60545,0.02647,3.00836,5.92528,3.31459,0,1
356,3.6572,2.6966,0.10699,7.51574,1.10013,4.65244,0,1
357,3.65322,0.51106,7.63277,0.59437,4.76251,2.25806,0,1
358,3.63995,0.59818,0.32141,7.16739,4.03731,4.3149,0,1
359,3.63641,3.63474,4.18315,3.5606,5.26246,3.96171,0,1
360,3.62485,2.24921,6.43313,0.92076,1.6417,6.07234,0,1
361,3.6219,1.28471,3.5082,2.79387,7.74706,2.25861,0,1
362,3.6192,2.76667,4.0163,7.61639,0.94113,2.05454,0,1
363,3.60388,1.54486,5.22081,0.83009,5.73155,4.88149,0,1
364,3.59696,5.89173,3.23039,0.62972,0.84843,6.38731,0,1
365,3.59619,4.86433,2.12948,0.0,0.0,0.0,1,0
366,3.5673,3.7467,1.33317,5.59875,3.69596,5.14326,0,1
367,3.56105,1.13713,7.03219,5.87467,0.03028,1.4358,0,1
368,3.54534,4.3238,4.12088,2.17553,5.59832,3.95973,0,1
369,3.5198,0.83383,5.34599,6.17515,0.25407,4.48766,0,1
370,3.51036,4.88544,1.5147,1.07427,2.87756,7.21672,0,1
371,3.50464,1.9137,0.04275,1.11922,8.62384,2.90347,0,1
372,3.50414,1.90584,5.18555,1.05851,7.23503,1.93205,0,1
373,3.49909,0.75801,0.36489,5.06399,1.12761,7.75456,0,1
374,3.49637,3.39015,3.68892,0.00973,6.89081,3.89753,0,1
375,3.48823,2.31744,1.94205,0.0,0.0,0.0,1,0
376,3.48445,1.28044,8.30493,4.02891,0.99411,0.16379,0,1
377,3.46877,0.72291,4.24018,0.0,2.91164,0.43405,1,0
378,3.46797,8.1968,2.48897,0.18136,1.51892,3.5001,0,1
379,3.46722,7.86137,3.85232,0.79056,2.79905,1.6962,0,1
380,3.46277,2.98029,1.59467,8.3461,0.39129,2.6026,0,1
381,3.44095,0.78073,2.83981,5.30815,6.83568,2.14074,0,1
382,3.42075,4.29939,0.0,1.05468,0.0,0.63497,1,0
383,3.41662,7.52112,1.11412,4.39375,3.17348,1.06874,0,1
384,3.41257,2.14639,0.27695,0.0,0.0,2.37153,1,0
385,3.40963,7.97335,0.8828,0.4579,4.87263,0.26193,0,1
386,3.40361,5.3532,2.90752,3.17947,4.02643,4.99839,0,1
387,3.39878,1.99625,7.5092,2.3969,4.60776,1.04814,0,1
388,3.37822,1.52579,1.83741,5.7255,5.93785,3.85281,0,1
