leaf_index,r0,r1,is_dominated,ground_truth_pareto
227,0.98242,7.68452,1,0
228,0.98045,7.30488,1,0
229,0.96875,9.95297,0,1
230,0.94985,9.95479,0,1
231,0.84084,9.96459,0,1
232,0.82102,9.96624,0,1
233,0.82011,7.57015,1,0
234,0.6326,7.34154,1,0
235,0.6314,9.98005,0,1
236,0.58477,9.98289,0,1
237,0.58278,8.84618,1,0
238,0.58145,9.98308,0,1
239,0.46428,9.98922,0,1
240,0.34281,6.10099,1,0
241,0.31322,9.99509,0,1
242,0.30407,9.99538,0,1
243,0.26937,9.99637,0,1
244,0.19692,9.99806,0,1
245,0.17056,6.28885,1,0
246,0.08597,9.99963,0,1
247,0.0,8.97067,1,0
248,0.0,7.64999,1,0
249,0.0,7.47622,1,0
250,0.0,7.45328,1,0
251,0.0,7.31484,1,0
252,0.0,7.22074,1,0
253,0.0,6.85041,1,0
254,0.0,6.22513,1,0
255,0.0,5.95802,1,0
