leaf_index,r0,r1,r2,r3,r4,r5
202,-7.976418314082182,-9.079883765071758,-8.619770133931283,-0.6831201422188418,-2.105747969847993,-7.9958914925115865
203,-9.841102701640112,-3.6218098832702674,-6.780931199092316,-7.72045386267454,-8.00444362706192,-5.277746364195904
204,-6.577485460096203,-0.5978270811052973,-4.341125226050635,-0.9987385530211981,-0.753613347354344,-0.9986750994514999
205,-5.016545094712668,-4.167104353080938,-4.657410982763014,-9.797365192626712,-0.5358994230994352,-8.489096468971995
206,-4.4654408941418655,-3.1735214321116203,-2.1369388683791426,-4.577768203891547,-3.6088912096986023,-1.7289064050073346
207,-3.5647164314038458,-3.331581844615032,-1.4594794394955617,-9.265883330844673,-4.81478949190842,-9.734479762387581
208,-8.486138286568705,-9.714935857830403,-1.337585034821121,-6.702617819972609,-4.788687926536737,-2.1274206201090955
209,-3.11103175250215,-0.7368543950439221,-5.101963112770084,-2.9756218496560596,-1.3224533110899586,-8.928029769614517
210,-5.301448411252783,-9.120057415955,-4.430356378657461,-6.866466535663529,-1.595017268480177,-5.316191304971581
211,-8.371046993122599,-1.2662086485296538,-5.741345033114442,-9.802887578125542,-7.313111414129904,-6.169005781899985
212,-9.737556792651777,-8.598884648084677,-7.034911312126231,-6.6241670484158846,-5.6242053557835145,-7.0238218559312005
213,-6.793317587305961,-5.3792122517534455,-6.480672536897124,-2.5021405223335886,-2.18929185084202,-9.823340361529432
214,-8.379077880871794,-8.981808561071254,-6.471312993414254,-6.437394466321431,-2.507069045539975,-2.70479874325673
215,-1.1758526743860767,-3.1700197969103066,-4.044658596991047,-0.056667985099103646,-3.5803328493129802,-6.1052824179334975
216,-6.952328549450602,-9.642486641089034,-0.5586161789806532,-2.4736039661456513,-6.229255259614859,-1.2497359116122748
217,-2.3707646974214107,-5.348266335393086,-0.4421665518675848,-1.0760047490392513,-5.539537773521866,-5.729900644820209
218,-8.483041499711861,-8.975928717823455,-6.427894141673885,-7.854036777345779,-9.31395124640755,-2.6452025764243263
219,-0.3882437327692685,-3.126116188579564,-0.9256752192745505,-1.2963305870532889,-3.5394563082997585,-4.773870884753028
220,-6.420986075321794,-5.050238244277051,-6.7874804849850126,-8.279333226819933,-5.0467299486170525,-3.3884249170533343
221,-4.146848799460761,-2.621772069616785,-6.640297366510727,-9.999039594400044,-7.8734047629040695,-7.103046252288584
222,-4.468951329896091,-6.105484846524069,-3.4232811975724555,-7.760570814179337,-5.319827153708976,-9.977538554601267
223,-3.136996021769174,-1.3464123490882596,-1.4134237903106737,-1.253166009153654,-8.03868010058564,-0.185787113699579
224,-4.48629944462084,-8.14420209517117,-9.089459375450836,-9.290243228510343,-3.630326640101778,-3.7141205445379715
225,-2.132421846953976,-3.413851220639936,-4.805963935977342,-8.371783541946838,-2.6552615295425275,-9.959392208247404
226,-3.3969436737743033,-8.34689359364868,-8.41187499505888,-0.9390801767798269,-0.7273120126943446,-2.7971458562353373
227,-7.713867250482139,-5.306236275814885,-6.538017389260028,-8.823954519104277,-7.631838563400004,-9.4203112782682
228,-0.2770106088265365,-7.637048168336444,-6.128696966699501,-7.5338696152049565,-3.4874390410198606,-4.374706758834543
229,-2.343342049013951,-9.885830175133934,-7.95324648786084,-4.012622715103702,-4.234330698519781,-1.755614435745807
230,-9.194531354246418,-6.288475069009097,-5.962438605979998,-4.869730782214913,-6.4857078077104715,-2.65330208552761
231,-8.956873305567703,-9.393734512267285,-6.865030343056312,-9.1063164164398,-6.075886892547868,-4.2156956372383645
232,-9.15810366413618,-5.402041107250364,-4.446823615720476,-4.354607137904971,-9.697972886156917,-2.267657083778829
233,-2.780055879232669,-7.02988821525201,-5.2865456954635555,-2.6081812055125813,-1.6592526920192334,-7.522835820520556
234,-2.291679036271592,-5.758016304297525,-0.46839511962961744,-1.216345049835855,-6.420084768919269,-6.4016748577752915
235,-5.141641386010982,-0.3935520332730018,-8.560194588020648,-4.510987334876068,-3.522892455566433,-2.799449255754082
236,-9.328851492619853,-4.006846823700986,-5.4955896556312025,-6.605831074634526,-0.2946425460427502,-8.939708781693547
237,-2.9130821752842797,-7.9563953768973,-0.5189771052638115,-4.996854409068623,-5.466124086741468,-7.514983199881273
238,-4.662206076641569,-1.3567104395900653,-9.279267187884727,-3.4177349824631786,-8.534456130388147,-7.749295260111539
239,-1.461475023667317,-9.277284369700855,-2.683291167982013,-9.421468762434207,-4.904567239792521,-3.7649201249887643
