leaf_index,r0,r1,r2,r3,r4,r5,is_dominated,ground_truth_pareto
28,8.83058,4.21068,0.66056,0.3635,0.44513,1.87736,0,1
29,8.80907,2.65934,1.74518,1.93635,1.77365,2.32106,0,1
30,8.80349,3.14801,1.03066,2.61057,1.77432,1.25019,0,1
31,8.79698,2.938,3.54589,0.27407,0.60047,0.98604,0,1
32,8.79562,1.10109,3.10976,0.83138,2.85888,1.69992,0,1
33,8.79398,3.24451,1.29336,1.88324,0.6783,2.54157,0,1
34,8.7592,0.91351,3.66005,0.55057,2.73953,1.11255,0,1
35,8.75591,4.28967,1.28585,0.93052,1.3155,0.82647,0,1
36,8.75582,3.51095,1.53763,0.34205,1.93152,2.19016,0,1
37,8.7541,1.10997,3.84107,2.38545,1.20782,0.48028,0,1
38,8.74694,1.00195,4.15285,0.6789,0.46912,2.13541,0,1
39,8.72891,1.16282,1.39978,1.16349,2.11826,3.82803,0,1
40,8.68963,0.07785,3.89675,2.15077,2.1298,0.37116,0,1
41,8.66127,3.6314,1.46667,2.61769,1.32419,1.01906,0,1
42,8.64473,4.40451,0.05675,0.18978,1.82357,1.58248,0,1
43,8.63824,3.27382,1.60359,0.81988,3.2763,0.82773,0,1
44,8.63429,3.13997,2.63023,2.53131,1.01824,1.10777,0,1
45,8.61048,1.64008,0.54873,0.47494,4.36221,1.90111,0,1
46,8.60819,1.91494,3.43402,1.31461,0.33882,2.932,0,1
47,8.59141,0.50014,1.7953,1.2467,0.2868,4.59107,0,1
48,8.57662,0.64853,1.21645,3.84982,1.64878,2.64606,0,1
49,8.57442,1.07265,3.64213,2.48335,2.08377,1.24682,0,1
50,8.56981,0.53683,2.00485,4.1846,2.10763,0.54566,0,1
51,8.56439,1.27263,2.40934,1.44153,3.90922,1.36623,0,1
52,8.55411,1.12679,0.21344,1.34147,1.46719,4.64324,0,1
53,8.53932,1.56891,0.4073,0.82965,4.26179,2.36672,0,1
54,8.52243,2.01729,4.6463,0.30172,0.55268,1.14633,0,1
55,8.50045,1.7913,0.75613,2.06276,3.40591,2.84723,0,1
56,8.48721,1.36397,2.07216,3.02005,3.15211,1.66026,0,1
57,8.45663,1.68723,3.21781,3.363,1.23237,1.56715,0,1
58,8.45308,1.23245,2.24921,2.17038,2.94697,2.92786,0,1
59,8.45204,1.72841,1.58054,3.8156,0.92002,2.76989,0,1
60,8.42851,3.76378,3.67172,0.10595,0.8213,0.79174,0,1
61,8.40497,0.37405,3.32322,1.20391,3.52389,2.07498,0,1
62,8.3988,0.82825,4.58009,2.19489,0.16211,1.71847,0,1
63,8.3523,4.10102,0.80355,0.8565,2.90824,1.89303,0,1
64,8.34662,0.43276,0.2496,4.74165,0.96715,2.58179,0,1
65,8.3464,1.81886,4.48247,2.3742,0.57428,0.98495,0,1
66,8.34111,1.29398,1.43203,4.90598,1.53381,0.52869,0,1
67,8.34002,3.28409,1.71218,0.63129,1.61943,3.70218,0,1
68,8.33623,1.78024,0.28623,2.61575,1.98319,4.05966,0,1
69,8.32902,0.41558,0.69229,0.1222,1.76655,5.18072,0,1
70,8.31287,3.11457,2.34271,0.05668,2.7419,2.86112,0,1
71,8.30056,0.28398,2.54494,0.12776,3.07487,3.88229,0,1
72,8.29507,0.6928,1.1094,1.40596,3.28214,4.09046,0,1
73,8.26769,0.69966,0.78841,3.78518,0.78953,3.94757,0,1
74,8.25339,2.82809,0.26278,4.82941,0.5456,0.43987,0,1
75,8.24181,0.81678,0.21607,4.16268,1.27662,3.52151,0,1
76,8.22623,2.80331,4.12059,0.88515,0.00611,2.58993,0,1
77,8.2256,1.31735,0.85821,0.0,0.0,0.32547,1,0
78,8.22248,2.06981,3.90388,1.3983,0.31376,3.28828,0,1
79,8.21887,1.28331,4.41577,0.56802,2.0423,2.60973,0,1
80,8.19951,2.76471,3.11581,2.83883,1.05945,2.49693,0,1
81,8.17094,4.7171,1.50873,1.22614,0.87615,2.53719,0,1
82,8.16164,0.44433,1.70059,3.93018,3.72232,0.99811,0,1
83,8.15367,0.21734,3.05617,2.35098,4.18021,1.06251,0,1
84,8.15332,1.43317,1.2054,4.58493,2.27615,1.95295,0,1
85,8.14133,2.80245,2.40198,3.19766,2.41515,2.00935,0,1
86,8.12578,1.91787,0.92922,0.58323,4.09706,3.50771,0,1
87,8.10367,2.88063,3.95802,0.89357,2.96922,0.86705,0,1
88,8.08642,0.42052,0.87259,2.97629,2.48353,4.31802,0,1
89,8.08589,1.0021,1.74187,4.82214,2.63324,0.62695,0,1
90,8.06967,0.13347,0.01715,3.86986,4.39582,0.75054,0,1
91,8.06861,3.59452,3.37822,0.27136,1.4905,2.87564,0,1
92,8.06643,2.41633,3.12126,0.70053,2.43844,3.59375,0,1
93,8.06201,0.07543,0.35508,1.76748,5.1482,2.29005,0,1
94,8.05649,3.18444,0.04516,3.3173,3.40982,1.52283,0,1
95,8.04343,3.85454,0.8752,1.76037,3.88354,1.22436,0,1
96,8.03939,1.22115,1.79015,4.93594,1.86659,1.68068,0,1
97,8.03836,4.04853,2.33558,2.85096,2.14551,0.89893,0,1
98,8.0282,0.50595,0.40252,1.08904,0.51426,5.80341,0,1
99,8.02216,4.50752,2.19968,0.77072,0.50641,3.10454,0,1
100,8.01739,5.5317,0.88018,1.77959,0.5098,0.95929,0,1
101,8.00757,1.4843,2.37527,2.69862,0.55466,4.52146,0,1
102,8.00469,3.74519,0.52223,2.51448,3.0221,2.48396,0,1
103,8.00259,2.75933,0.61348,0.08757,0.15542,5.2855,0,1
104,7.99,0.38008,0.78914,3.84583,4.43594,0.96162,0,1
105,7.97794,1.58758,0.77156,2.77909,3.37169,3.761,0,1
106,7.96766,5.19502,1.05023,2.03225,1.11525,1.74681,0,1
107,7.96489,0.7197,2.71824,1.4382,1.64722,4.8859,0,1
108,7.96374,3.30732,3.14093,0.69022,3.81983,0.84108,0,1
109,7.96124,2.3066,2.34276,1.88597,1.03916,4.60142,0,1
110,7.95574,2.71971,0.31935,0.80907,1.56866,5.10805,0,1
111,7.93238,2.09372,3.98918,3.39305,0.82198,2.14281,0,1
112,7.92197,0.0,0.38781,0.0,1.60642,0.0,1,0
113,7.91011,1.50108,1.89195,3.00564,2.2751,4.16982,0,1
114,7.90799,0.45925,5.54053,0.6422,0.92086,2.30107,0,1
115,7.89685,2.15089,1.92518,4.6862,2.49411,1.06117,0,1
116,7.89139,1.6911,0.26539,0.0,0.0,0.0,1,0
117,7.87814,1.73289,4.51231,0.08084,3.20149,2.07726,0,1
118,7.87695,0.0,1.96218,1.20887,0.0,1.06383,1,0
119,7.86941,1.49508,3.19548,2.45279,2.69145,3.51653,0,1
120,7.85431,3.9976,0.34701,2.75459,3.76732,0.65428,0,1
121,7.85416,3.19839,3.08299,0.08206,3.1575,2.93277,0,1
122,7.85044,1.3995,0.99129,5.39335,2.23122,1.16738,0,1
123,7.83126,0.62214,1.28996,5.91109,0.26877,1.26772,0,1
124,7.829,0.43112,2.98674,1.67457,4.94292,1.53739,0,1
125,7.82065,5.21812,0.22265,0.12746,1.94783,2.78366,0,1
126,7.81105,2.88527,1.81542,1.31026,4.43897,2.43839,0,1
127,7.78807,3.46044,3.61877,2.75014,0.29677,2.5738,0,1
128,7.78285,5.99427,0.11584,1.39013,0.62589,1.07629,0,1
129,7.78166,5.30035,2.5912,1.73484,1.27031,0.12001,0,1
130,7.77394,3.90069,0.72556,3.60888,0.88754,3.16422,0,1
131,7.77152,0.15096,1.55741,4.16441,1.55775,4.16968,0,1
132,7.77124,0.4858,3.00057,2.99174,3.12524,3.41332,0,1
133,7.7673,2.78215,1.25411,0.87485,2.78083,4.6752,0,1
134,7.76426,4.43236,1.10164,3.49133,1.95271,1.68947,0,1
135,7.75067,3.90104,2.90219,1.49703,2.26948,2.9824,0,1
136,7.74916,3.50063,2.79033,3.1752,3.12707,0.22279,0,1
137,7.74883,3.0833,3.94982,1.30342,3.61875,0.23157,0,1
138,7.74685,4.80135,1.23783,2.98924,0.7856,2.41833,0,1
139,7.74487,1.41461,5.99975,1.25195,0.53128,0.41129,0,1
140,7.73598,2.46592,2.33131,2.18365,4.00491,2.79843,0,1
141,7.73449,3.91179,2.6387,1.17251,3.62271,1.84771,0,1
142,7.73442,2.66539,4.19096,0.50002,3.33661,2.03157,0,1
143,7.73035,3.10041,0.32131,3.02115,1.65477,4.31977,0,1
144,7.72108,4.26616,1.61884,1.26758,0.86305,4.1488,0,1
145,7.71629,5.5054,1.88789,0.80339,1.67231,1.7729,0,1
146,7.70643,1.49512,3.3811,5.15785,0.04588,0.58154,0,1
147,7.70161,0.14134,0.06911,2.28904,1.11927,5.84534,0,1
148,7.69537,1.05131,0.09053,1.2975,3.34598,5.17579,0,1
149,7.69349,0.0,0.0,0.0,1.1362,0.0,1,0
150,7.69164,0.00923,2.81307,0.66516,5.68669,0.38008,0,1
151,7.683,0.14013,1.94642,5.34399,2.77727,0.94435,0,1
152,7.67912,5.52881,1.84592,2.56334,0.36078,0.5959,0,1
153,7.67003,1.54688,0.2992,5.03048,2.68201,2.48784,0,1
154,7.65091,2.95252,3.014,3.24563,3.3486,1.38373,0,1
155,7.64909,0.2284,2.30075,3.4853,1.36836,4.70383,0,1
156,7.63549,2.84801,3.1877,2.43221,4.1641,0.41389,0,1
157,7.62492,5.00445,1.61158,0.46996,1.56837,3.3968,0,1
158,7.62442,0.01242,3.2017,2.9024,4.03133,2.6347,0,1
159,7.615,4.62758,1.99909,1.66824,2.30352,2.91746,0,1
160,7.59588,0.1805,3.12417,4.5157,3.25355,1.23793,0,1
161,7.59512,3.45909,3.89107,0.86849,1.79943,3.34907,0,1
162,7.59182,4.04328,1.35033,1.18814,1.4474,4.5482,0,1
163,7.58439,0.24002,5.00088,1.3423,2.67362,2.9087,0,1
164,7.57993,1.26232,2.60441,0.79386,4.84854,3.16697,0,1
165,7.57239,2.78377,2.40606,0.58629,3.72489,3.86029,0,1
166,7.56829,5.68489,1.85154,0.42966,2.20278,1.39212,0,1
167,7.55413,1.07831,5.87207,0.09582,2.00096,1.81055,0,1
168,7.55193,0.69384,4.38398,0.21597,0.97419,4.71933,0,1
169,7.54267,0.98787,4.49041,2.42469,1.95841,3.50057,0,1
170,7.53767,4.80301,3.70411,1.98788,1.52588,0.33798,0,1
171,7.50357,0.63071,1.03219,1.7598,5.99052,1.80278,0,1
172,7.50106,1.33925,1.28188,0.29922,4.02481,4.89986,0,1
173,7.4976,1.76121,1.8523,5.99302,1.08031,0.41206,0,1
174,7.49653,4.38231,3.31434,1.14817,2.615,2.33582,0,1
175,7.4965,0.12074,0.36878,4.35554,4.93069,0.60783,0,1
176,7.49409,4.11567,5.05284,0.0989,0.23735,1.14132,0,1
177,7.49315,6.50795,0.60591,0.7059,0.59276,0.53151,0,1
178,7.49212,0.3053,6.19365,2.00109,0.90665,0.76632,0,1
179,7.49116,1.37338,6.11622,1.09892,1.414,1.17523,0,1
180,7.48951,4.80833,0.3842,4.26195,1.27146,0.92677,0,1
181,7.48864,2.63589,4.52805,2.02401,2.06833,2.84509,0,1
182,7.47288,1.49565,4.0307,3.03303,3.57361,1.92421,0,1
183,7.46579,2.75173,3.30577,2.59123,3.93356,1.89061,0,1
184,7.46184,1.39142,3.59962,2.29703,4.85608,0.75487,0,1
185,7.45986,2.10207,0.0,0.0,0.0,0.0,1,0
186,7.45575,3.43657,2.77854,1.84372,4.34753,1.60662,0,1
187,7.43746,1.81418,2.5872,2.82961,3.47905,3.81954,0,1
188,7.43589,1.48783,0.05126,5.93707,2.49122,1.01798,0,1
189,7.4249,6.02716,0.18804,2.56326,1.36001,0.2983,0,1
190,7.41355,1.82888,1.67183,4.37844,2.53474,3.64745,0,1
191,7.41206,2.6481,0.0,0.20432,0.0,0.0,1,0
192,7.40198,3.9312,3.17706,2.04832,3.31372,2.11809,0,1
193,7.39778,2.40702,4.939,3.75272,0.61177,0.79266,0,1
194,7.39186,5.30134,1.56588,0.19002,1.51803,3.53039,0,1
195,7.38896,1.61046,1.62099,1.86955,5.97042,1.02023,0,1
196,7.38625,0.70394,2.34108,1.37232,4.76743,3.85429,0,1
197,7.37482,2.29077,0.53728,1.65848,5.87198,1.68673,0,1
198,7.37308,0.61767,1.21164,0.51006,2.20995,6.21643,0,1
199,7.37062,1.07152,4.65875,1.5574,2.45375,3.79151,0,1
200,7.36793,2.10066,4.88734,2.08298,3.58054,0.50559,0,1
201,7.3644,0.17004,1.29473,0.54849,1.1112,6.5211,0,1
202,7.36259,2.50837,5.04218,1.68409,3.35168,0.08346,0,1
203,7.35762,0.10823,3.982,0.25433,4.82976,2.57022,0,1
204,7.35261,3.13841,2.14852,5.02928,1.55305,1.94108,0,1
205,7.34662,0.26321,0.58675,5.7584,0.87964,3.4177,0,1
206,7.34639,1.21361,1.37571,3.79972,4.28102,3.14646,0,1
207,7.34033,0.22469,1.57479,1.70616,2.05962,6.03623,0,1
208,7.33655,2.12357,0.92097,3.2754,3.05693,4.55459,0,1
209,7.33634,1.56679,0.03559,4.24216,5.06593,0.24997,0,1
210,7.33385,3.23059,1.93541,4.29803,2.85616,2.3241,0,1
211,7.33307,0.71481,5.83937,3.28122,0.36366,0.84752,0,1
212,7.31978,5.04328,3.53634,1.41221,2.4528,0.68556,0,1
213,7.31798,0.40816,0.52907,0.0,0.0,0.0,1,0
214,7.3149,0.96083,4.15282,0.01534,3.19593,4.25546,0,1
215,7.29935,2.23312,3.71277,0.00131,5.02933,1.62908,0,1
216,7.2903,3.15958,4.82857,2.93106,0.97066,2.00502,0,1
217,7.2875,2.26631,0.66105,2.1802,2.72623,5.39755,0,1
218,7.27844,5.08149,0.17775,1.39705,1.80081,3.99705,0,1
219,7.27069,0.13578,6.69299,0.35608,0.50018,1.39484,0,1
220,7.26922,0.15577,1.74015,2.47651,0.11181,6.1612,0,1
221,7.2572,2.15292,2.21926,0.23587,6.06404,0.97195,0,1
222,7.25662,2.34909,0.45154,1.29287,0.31968,6.31234,0,1
223,7.25588,3.02578,3.16325,4.90754,2.01814,0.18429,0,1
224,7.24175,3.65909,4.31483,1.45067,0.67384,3.60442,0,1
225,7.23981,4.25036,1.7993,1.6154,0.60264,4.82798,0,1
226,7.22313,2.67083,3.77053,1.72613,4.1846,2.44659,0,1
227,7.20969,1.37624,0.2994,1.64578,5.84171,3.03357,0,1
228,7.20874,2.16725,1.01377,3.92855,0.70363,5.13622,0,1
229,7.19544,0.0,0.0,0.19211,0.0,1.08203,1,0
230,7.19365,1.52403,1.0906,3.78032,5.44216,0.91183,0,1
231,7.19358,3.90276,2.04399,5.3049,0.33016,0.76946,0,1
232,7.19311,2.47538,3.64682,5.35612,0.21692,0.31187,0,1
233,7.18763,1.30881,1.61018,4.4921,0.17184,4.88096,0,1
234,7.17905,0.80892,1.42992,3.26867,4.54933,3.7923,0,1
235,7.17793,0.6792,3.75103,3.77922,0.8284,4.35626,0,1
236,7.1777,0.0,0.0,0.0,0.20228,0.96738,1,0
237,7.17514,1.8004,4.67795,4.27098,1.40333,1.78382,0,1
238,7.16266,5.13049,0.09037,1.9394,4.28101,0.52717,0,1
239,7.16128,2.70437,3.13672,5.03954,2.11838,1.29573,0,1
240,7.15047,2.50712,2.30112,3.55057,4.58348,1.91709,0,1
241,7.13523,1.52274,4.44369,4.24599,1.23123,2.73476,0,1
242,7.13447,1.51211,0.10476,6.69015,0.42185,1.36593,0,1
243,7.13275,5.09419,0.40511,1.91603,0.29312,4.3877,0,1
244,7.1277,3.6468,1.25498,0.0617,1.98549,5.51142,0,1
245,7.12168,0.14578,6.751,0.44729,0.22953,1.85251,0,1
246,7.11453,5.44737,1.65806,1.64979,3.09917,2.15262,0,1
247,7.10772,0.25989,0.0,0.0,0.0,1.77195,1,0
248,7.10635,4.1106,3.44193,1.05328,0.73824,4.37052,0,1
249,7.10519,5.1983,0.66514,1.37442,4.39792,0.90594,0,1
250,7.09638,0.94271,3.75888,0.70556,5.51767,1.91859,0,1
251,7.07409,4.43851,3.43074,3.16441,2.72723,1.0177,0,1
252,7.07204,3.71646,4.74838,0.24408,3.55325,0.9705,0,1
253,7.06737,1.94579,1.80743,3.42001,2.54212,4.98402,0,1
254,7.06526,3.34455,4.53094,3.96518,1.17325,1.12588,0,1
255,7.06387,1.93761,4.0872,0.91662,4.49915,2.92569,0,1
256,7.06138,1.21629,2.46384,3.92786,0.87949,5.13668,0,1
257,7.05891,4.7175,2.66613,3.94833,0.70004,2.17472,0,1
258,7.04367,0.9051,0.16944,2.98165,6.3754,0.05356,0,1
259,7.04352,2.41141,0.80512,3.26261,1.29454,5.62185,0,1
260,7.02747,0.69334,5.90724,3.44148,1.15992,1.43152,0,1
261,7.02735,3.25696,6.11418,0.96763,1.06868,0.73953,0,1
262,7.00246,6.34009,0.73716,2.47822,2.01409,0.16488,0,1
263,7.00103,3.50919,3.30815,0.92613,1.00301,5.08562,0,1
264,7.00099,2.02403,1.83877,0.41925,5.77761,3.15466,0,1
265,6.99228,4.634,4.92566,1.55153,1.51879,0.81115,0,1
266,6.98262,4.60289,1.52232,2.62945,1.53467,4.29765,0,1
267,6.97828,3.73886,2.46674,2.43487,3.96833,3.09248,0,1
268,6.97768,0.31859,1.75702,5.12153,0.41092,4.66094,0,1
269,6.96743,4.75247,2.46636,0.72521,1.95821,4.2925,0,1
270,6.96327,1.94781,5.06926,2.26981,2.6619,3.12789,0,1
271,6.95447,2.78076,0.0,0.0,0.0,0.0,1,0
272,6.95395,0.0,0.0,0.0,0.0,3.70966,1,0
273,6.9461,5.82054,2.24718,3.23055,1.36632,0.721,0,1
274,6.94503,1.0113,6.57406,0.50952,2.4863,1.04128,0,1
275,6.94444,6.8007,0.28948,0.75234,2.20674,0.07618,0,1
276,6.94259,0.07506,6.21021,1.55662,2.57729,2.04026,0,1
277,6.94202,3.69607,4.82773,3.16003,0.61725,2.11509,0,1
278,6.93236,0.96722,0.21228,3.49171,2.89153,5.51441,0,1
279,6.9251,6.02407,2.17715,2.54889,1.78052,1.1604,0,1
280,6.91117,4.68877,1.10571,3.17756,3.59628,2.44917,0,1
281,6.89694,5.12993,3.94914,2.77818,1.24403,1.11997,0,1
282,6.88688,0.55809,4.26936,0.46737,0.15168,5.81295,0,1
283,6.8851,5.14724,3.92279,1.03893,1.91902,2.43944,0,1
284,6.88128,0.96407,0.0,0.0,0.0,0.0,1,0
285,6.87941,3.26611,4.06319,1.10213,0.3271,4.91681,0,1
286,6.87413,2.19058,2.13458,5.99459,2.73052,0.01885,0,1
287,6.86581,2.45862,1.47145,0.06455,3.28363,5.8193,0,1
288,6.86508,0.91124,2.63082,4.59746,4.89588,0.11288,0,1
289,6.86379,0.68775,1.67038,2.93862,5.86683,2.5632,0,1
290,6.86047,2.76915,1.93663,3.4153,3.12326,4.48287,0,1
291,6.85835,3.7084,1.06238,5.15044,3.18695,1.18257,0,1
292,6.85224,2.06401,1.34218,3.71474,5.34297,2.15372,0,1
293,6.8333,1.86454,1.64726,5.21796,1.35045,4.25032,0,1
294,6.83258,0.40632,2.59808,6.09614,1.79653,2.45159,0,1
295,6.83159,0.35836,2.19993,5.3145,3.41548,2.9072,0,1
296,6.83034,0.0,0.0,0.0,1.28399,1.11715,1,0
297,6.82836,0.01795,0.09313,0.0,2.53025,0.18339,1,0
298,6.82717,4.51499,4.46644,1.20862,1.14051,3.20843,0,1
299,6.82562,2.12925,4.38927,0.48102,5.05378,1.95944,0,1
300,6.8208,0.96631,1.38868,1.84586,5.62708,3.9425,0,1
301,6.82064,4.05115,0.08763,0.73963,1.96626,5.71368,0,1
302,6.81776,3.66558,2.57904,4.37379,3.25338,1.9276,0,1
303,6.81715,4.98824,1.04183,4.40514,1.01398,2.66928,0,1
304,6.81005,4.41731,4.87414,1.97275,0.11588,2.53933,0,1
305,6.8034,3.10707,3.60272,3.81496,4.00082,0.72098,0,1
306,6.8034,2.06284,2.25345,6.09181,0.81822,2.56918,0,1
307,6.80277,2.72074,4.65034,4.82896,1.16325,0.14926,0,1
308,6.79798,3.32246,0.80615,3.01541,0.97117,5.66242,0,1
309,6.79687,2.49163,5.61085,2.40236,2.87135,1.448,0,1
310,6.79552,2.8583,3.35272,2.32865,1.36845,5.20721,0,1
311,6.79441,1.21552,3.57535,6.046,1.01009,1.41456,0,1
312,6.78766,0.10166,4.31235,0.13333,1.05745,5.84679,0,1
313,6.78721,0.49788,3.60462,2.36837,5.04764,3.09916,0,1
314,6.78411,0.06835,1.70508,3.198,5.83761,2.59981,0,1
315,6.77918,3.7503,1.53023,2.8457,3.6974,3.98341,0,1
316,6.77914,0.40691,4.96117,4.09824,3.27538,1.31936,0,1
317,6.77819,1.01816,7.08599,1.25799,0.54058,0.96613,0,1
318,6.77781,0.75605,3.04138,4.12729,4.35968,2.86327,0,1
319,6.77518,2.67125,2.72451,2.80766,0.18375,5.62332,0,1
320,6.77158,1.77787,3.27009,1.85483,0.57371,6.04332,0,1
321,6.76565,0.52404,0.0,0.0,0.0,0.0,1,0
322,6.76388,2.98044,3.86803,2.1941,3.4852,3.66668,0,1
323,6.76313,0.95688,1.45243,2.20959,3.01225,6.10566,0,1
324,6.76286,0.11983,4.25254,4.09488,4.21342,1.28236,0,1
325,6.76076,1.02544,1.43715,0.54336,1.11382,7.04552,0,1
326,6.75875,1.43671,0.09777,2.97865,6.53867,0.78672,0,1
327,6.7561,1.59379,4.86035,1.22904,3.51696,3.78317,0,1
328,6.75221,4.05279,2.51762,1.72374,4.68778,2.58798,0,1
329,6.74805,0.0,0.0,4.58056,1.09258,0.0,1,0
330,6.74305,0.19314,3.00166,4.25546,2.32882,4.68526,0,1
331,6.73768,3.57407,1.48289,1.28256,5.1747,3.34787,0,1
332,6.72687,4.32293,0.10826,3.06344,1.40208,4.96983,0,1
333,6.72581,1.37402,0.95138,5.15927,3.78642,3.31894,0,1
334,6.72468,2.23224,0.29907,0.0,0.0,0.0,1,0
335,6.72156,0.0,2.35912,1.31711,1.98473,0.0,1,0
336,6.71514,5.43225,3.43549,0.22427,1.16678,3.49046,0,1
337,6.7092,2.9815,1.48716,2.8767,4.91481,3.38449,0,1
338,6.70652,3.2143,5.82895,2.86317,0.01141,1.58631,0,1
339,6.70551,0.18007,2.62132,6.83394,1.16159,0.28342,0,1
340,6.70504,1.22774,1.8652,4.20454,4.80077,3.0546,0,1
341,6.70078,0.17925,6.00826,1.13316,4.17033,0.54087,0,1
342,6.6961,1.10647,3.66699,4.42401,0.42073,4.55436,0,1
343,6.69596,1.00934,2.15197,0.76238,6.68174,2.07064,0,1
344,6.69478,4.28631,2.80106,0.29827,0.42478,5.35651,0,1
345,6.69249,1.95775,5.68975,2.91142,3.17787,0.65526,0,1
346,6.6865,3.3161,1.8358,2.18887,1.15365,5.89932,0,1
347,6.68568,1.97102,6.04747,1.50397,3.42113,0.93743,0,1
348,6.67049,2.9074,2.71746,2.80578,3.52062,4.40452,0,1
349,6.66956,2.06586,1.48627,2.57421,0.98915,6.43701,0,1
350,6.66927,3.60364,2.00241,5.18608,0.39796,3.38691,0,1
351,6.66855,0.2501,0.69202,6.56836,0.99257,3.29553,0,1
352,6.66646,3.77704,5.00625,1.29858,3.81329,0.04752,0,1
353,6.66509,0.52922,2.10481,1.37406,1.60954,6.81085,0,1
354,6.66416,2.97597,4.76841,0.21929,3.9059,2.948,0,1
355,6.6631,3.85186,1.20624,2.29113,5.14429,2.75648,0,1
356,6.66067,0.62981,4.77031,4.15283,3.12463,2.33959,0,1
357,6.66003,1.98065,2.53716,5.89279,3.24147,0.22735,0,1
358,6.65863,1.94484,1.93175,4.61821,2.38082,4.59918,0,1
359,6.64123,3.65366,2.5547,5.78478,0.49649,1.51922,0,1
360,6.63831,0.38083,3.90345,4.86102,1.28048,3.90918,0,1
361,6.61269,0.81518,6.54339,2.51938,1.57636,1.98992,0,1
362,6.606,2.03454,3.33051,5.54294,0.79542,3.12606,0,1
363,6.60333,0.26649,1.48643,5.87082,4.08014,1.73247,0,1
364,6.60055,0.00932,0.99139,3.45411,2.26284,6.19664,0,1
365,6.59706,5.57191,0.06253,3.48746,3.57169,0.71369,0,1
366,6.59562,4.58527,1.22937,5.36792,1.41598,1.77261,0,1
367,6.59511,4.38312,2.86865,5.2207,0.12927,1.33835,0,1
368,6.59143,1.68286,0.3314,4.69683,0.64588,5.57977,0,1
369,6.58066,1.39044,0.06434,1.52665,1.49003,7.08566,0,1
370,6.57629,0.54713,1.68704,7.26645,0.75596,0.48396,0,1
371,6.57544,3.67234,1.22783,4.48525,2.58962,3.86604,0,1
372,6.56368,2.16557,4.24298,5.01548,2.37389,1.85342,0,1
373,6.55981,1.39432,3.75424,0.00957,0.67095,6.3624,0,1
374,6.55224,4.42318,4.3833,0.44109,1.04434,4.12372,0,1
375,6.54883,3.32333,3.38944,1.53035,5.12999,2.43337,0,1
376,6.54818,2.01424,0.97231,5.78543,4.08296,1.40606,0,1
377,6.54783,2.77783,0.0,0.0,0.0,4.31509,1,0
378,6.54462,3.85139,0.46963,4.91078,4.16224,0.82108,0,1
379,6.54446,6.21917,2.11525,2.68862,1.12721,2.34916,0,1
380,6.54036,2.6479,0.26098,6.67507,2.00207,1.25672,0,1
381,6.53836,3.36397,4.18702,5.0675,1.62226,0.30182,0,1
382,6.53508,0.79323,3.38971,3.08365,4.81664,3.53052,0,1
383,6.5315,0.0678,3.48363,1.32154,0.31495,6.58434,0,1
384,6.51995,2.43069,0.19777,1.35792,4.64362,5.30431,0,1
385,6.51902,3.24219,1.42809,1.41779,4.23887,4.9973,0,1
386,6.51024,1.48313,1.34785,0.67891,0.11257,7.28881,0,1
387,6.50948,4.10615,0.65557,5.79092,2.52252,0.66222,0,1
388,6.50717,1.20596,6.93609,2.60876,0.00817,1.13466,0,1
