leaf_index,r0,r1,is_dominated,ground_truth_pareto
167,9.44197,3.29381,0,1
168,9.43895,3.30244,0,1
169,9.43215,3.32182,0,1
170,9.42616,3.33879,0,1
171,9.41824,3.36107,0,1
172,9.41431,3.37204,0,1
173,9.39969,3.41261,0,1
174,9.38586,3.45044,0,1
175,9.3829,3.45849,0,1
176,9.37536,3.47889,0,1
177,9.36967,3.49419,0,1
178,9.36863,3.49697,0,1
179,9.36184,3.51511,0,1
180,9.35116,3.5434,0,1
181,9.34983,3.54693,0,1
182,9.34686,3.55474,0,1
183,9.34633,3.55613,0,1
184,9.32942,3.60027,0,1
185,9.30029,3.67485,0,1
186,9.28034,3.72496,0,1
187,9.27478,3.73877,0,1
188,9.27423,3.74015,0,1
189,9.27307,3.743,0,1
190,9.26825,0.0,1,0
191,9.26181,3.77078,0,1
192,9.26152,3.7715,0,1
193,9.25093,3.79742,0,1
194,9.24804,3.80444,0,1
195,9.24202,3.81905,0,1
196,9.23525,3.83538,0,1
197,9.23137,3.84471,0,1
198,9.22646,3.85647,0,1
199,9.22054,3.87062,0,1
200,9.21663,3.87991,0,1
201,9.21368,3.88692,0,1
202,9.20802,3.90031,0,1
203,9.20504,3.90733,0,1
204,9.20453,3.90854,0,1
205,9.19557,3.92957,0,1
206,9.18484,3.95459,0,1
207,9.16724,3.99522,0,1
208,9.15785,4.01668,0,1
209,9.15778,4.01684,0,1
210,9.1477,0.0,1,0
211,9.14566,4.04436,0,1
212,9.13095,4.07746,0,1
213,9.12179,0.0,1,0
214,9.09798,4.15051,0,1
215,9.09239,4.16275,0,1
216,9.06798,4.21565,0,1
217,9.05763,4.23785,0,1
218,9.02358,4.30987,0,1
219,9.01584,4.32605,0,1
220,9.01571,4.32631,0,1
221,8.99418,0.0,1,0
222,8.9802,4.39955,0,1
223,8.98,4.39996,0,1
224,8.97124,4.41779,0,1
225,8.96395,4.43256,0,1
226,8.95895,4.44267,0,1
227,8.95878,4.44301,0,1
228,8.95377,4.4531,0,1
229,8.95335,4.45393,0,1
230,8.95022,4.46022,0,1
231,8.94087,4.47893,0,1
232,8.93601,0.0,1,0
233,8.914,4.53217,0,1
234,8.90805,4.54385,0,1
235,8.90499,4.54984,0,1
236,8.87694,4.60435,0,1
237,8.87337,4.61121,0,1
238,8.84696,4.66168,0,1
239,8.84252,4.6701,0,1
240,8.81315,4.7253,0,1
241,8.80476,4.74091,0,1
242,8.79643,4.75635,0,1
243,8.78967,4.76882,0,1
244,8.78652,4.77462,0,1
245,8.78475,4.77788,0,1
246,8.7831,4.78092,0,1
247,8.77235,4.80061,0,1
248,8.77191,4.80142,0,1
249,8.77089,0.0,1,0
250,8.76984,4.8052,0,1
251,8.75648,4.82949,0,1
252,8.75463,4.83286,0,1
253,8.74263,0.29272,1,0
254,8.73584,4.86674,0,1
255,8.7273,4.88204,0,1
256,8.72455,0.54397,1,0
257,8.71794,4.89872,0,1
258,8.70415,4.92318,0,1
259,8.69345,4.94205,0,1
260,8.68453,4.95771,0,1
261,8.67919,4.96707,0,1
262,8.65616,5.00708,0,1
263,8.64435,5.02745,0,1
264,8.6275,5.0563,0,1
265,8.62743,0.0,1,0
266,8.6227,5.06448,0,1
267,8.58117,5.13454,0,1
268,8.5769,5.14167,0,1
269,8.56304,0.70661,1,0
270,8.56235,5.16586,0,1
271,8.55737,5.17411,0,1
272,8.55425,5.17927,0,1
273,8.54752,5.19036,0,1
274,8.5396,0.0,1,0
275,8.53054,2.20305,1,0
276,8.52539,0.0,1,0
277,8.52419,5.22859,0,1
278,8.52412,5.22871,0,1
279,8.50318,5.26269,0,1
280,8.49714,5.27245,0,1
281,8.48774,5.28756,0,1
282,8.46759,5.31977,0,1
283,8.43655,5.36886,0,1
284,8.42819,5.38196,0,1
285,8.4202,2.42634,1,0
286,8.41856,5.39702,0,1
287,8.40528,5.41767,0,1
288,8.39497,5.43364,0,1
289,8.38255,5.45279,0,1
290,8.37784,5.46001,0,1
291,8.3778,5.46008,0,1
292,8.37672,5.46174,0,1
293,8.36917,5.4733,0,1
294,8.36064,5.48632,0,1
295,8.36006,5.48721,0,1
296,8.35477,5.49526,0,1
297,8.33934,5.51864,0,1
298,8.31757,5.5514,0,1
299,8.3169,1.88757,1,0
300,8.30957,5.56337,0,1
301,8.30386,0.0,1,0
302,8.2867,0.06357,1,0
303,8.28276,0.31746,1,0
304,8.26639,5.62733,0,1
305,8.2649,5.62951,0,1
306,8.26447,5.63015,0,1
307,8.26219,5.63348,0,1
308,8.25701,0.0,1,0
309,8.24417,5.65983,0,1
310,8.23545,0.0,1,0
311,8.22891,5.68199,0,1
312,8.22356,5.68973,0,1
313,8.21432,5.70306,0,1
314,8.2128,0.11192,1,0
315,8.21079,5.70814,0,1
316,8.1774,0.1713,1,0
317,8.14707,5.79873,0,1
318,8.14349,5.80375,0,1
319,8.14323,0.0,1,0
320,8.13768,5.8119,0,1
321,8.10125,5.86257,0,1
322,8.09256,3.42322,1,0
323,8.07388,5.90022,0,1
324,8.06633,5.91053,0,1
325,8.06463,5.91285,0,1
326,8.04864,5.93459,0,1
327,8.01825,5.97559,0,1
328,8.01718,5.97702,0,1
329,7.99624,6.00502,0,1
330,7.99448,6.00736,0,1
331,7.99047,6.01269,0,1
332,7.98484,6.02016,0,1
333,7.9827,6.023,0,1
334,7.97795,2.80583,1,0
335,7.97599,0.19713,1,0
336,7.94127,6.07752,0,1
337,7.9411,6.07774,0,1
338,7.9219,6.10274,0,1
339,7.90891,2.16611,1,0
340,7.90736,6.12157,0,1
341,7.90554,2.06049,1,0
342,7.88053,6.15608,0,1
343,7.8788,6.15829,0,1
344,7.87551,6.16249,0,1
345,7.86932,6.1704,0,1
346,7.86303,6.17841,0,1
347,7.86158,6.18025,0,1
348,7.85028,6.1946,0,1
349,7.84352,6.20315,0,1
350,7.84178,6.20537,0,1
351,7.83953,6.2082,0,1
352,7.8257,3.9965,1,0
353,7.80261,6.25454,0,1
354,7.79268,6.26691,0,1
355,7.79107,6.26892,0,1
356,7.78745,1.4771,1,0
357,7.77744,6.28581,0,1
358,7.76429,2.0517,1,0
359,7.76224,6.30457,0,1
360,7.76158,6.30538,0,1
361,7.73532,0.85022,1,0
362,7.72737,6.34727,0,1
363,7.72467,6.35055,0,1
364,7.69052,6.39186,0,1
365,7.67961,6.40497,0,1
366,7.67733,6.4077,0,1
367,7.65409,6.43544,0,1
368,7.61934,6.47654,0,1
369,7.6122,6.48494,0,1
370,7.60654,6.49158,0,1
371,7.60262,6.49617,0,1
372,7.59258,0.0,1,0
373,7.59073,6.51006,0,1
374,7.57935,6.5233,0,1
375,7.56241,6.54293,0,1
376,7.5613,3.30438,1,0
377,7.56115,6.54439,0,1
378,7.55786,6.54819,0,1
379,7.55006,6.55718,0,1
380,7.54485,6.56318,0,1
381,7.54399,6.56417,0,1
382,7.53148,3.53705,1,0
383,7.5302,6.57997,0,1
384,7.52837,2.27391,1,0
385,7.49589,6.61903,0,1
386,7.49114,0.0,1,0
387,7.49054,6.62508,0,1
388,7.47745,6.63986,0,1
389,7.476,6.64149,0,1
390,7.46448,1.50629,1,0
391,7.4572,0.0,1,0
392,7.44323,6.6782,0,1
393,7.43811,6.6839,0,1
394,7.43465,1.40416,1,0
395,7.41445,6.71014,0,1
396,7.41362,2.69362,1,0
397,7.40743,6.71789,0,1
398,7.38858,0.77907,1,0
399,7.38571,6.74176,0,1
400,7.37763,6.7506,0,1
401,7.35579,6.77439,0,1
402,7.35249,6.77797,0,1
403,7.33823,6.7934,0,1
404,7.3318,6.80034,0,1
405,7.32816,6.80427,0,1
406,7.327,6.80552,0,1
407,7.32311,6.80971,0,1
408,7.32193,6.81098,0,1
409,7.32076,0.04184,1,0
410,7.31103,6.82267,0,1
411,7.30825,6.82565,0,1
412,7.29555,4.5834,1,0
413,7.2954,6.83938,0,1
414,7.27541,6.86064,0,1
415,7.26294,6.87384,0,1
416,7.26179,0.61762,1,0
417,7.19942,6.94034,0,1
418,7.17927,6.96118,0,1
419,7.17003,2.13369,1,0
420,7.16452,6.97636,0,1
421,7.15272,6.98846,0,1
422,7.13531,7.00624,0,1
423,7.13312,7.00846,0,1
424,7.12049,1.09906,1,0
425,7.09662,7.04543,0,1
426,7.08893,7.05316,0,1
427,7.0879,7.05419,0,1
428,7.07225,7.06989,0,1
429,7.05947,5.00937,1,0
430,7.04142,7.10059,0,1
431,7.03871,7.10328,0,1
432,7.03685,2.48108,1,0
433,7.03248,7.10944,0,1
434,7.02919,7.1127,0,1
435,7.02639,0.0,1,0
436,7.02244,7.11937,0,1
437,7.00069,7.14075,0,1
438,6.96583,7.17477,0,1
439,6.9554,0.0,1,0
440,6.95006,7.19004,0,1
441,6.94764,7.19238,0,1
442,6.94373,7.19615,0,1
443,6.94227,0.0,1,0
444,6.93942,7.20031,0,1
445,6.92765,7.21164,0,1
446,6.92455,7.21461,0,1
447,6.91785,7.22103,0,1
448,6.90384,0.0,1,0
449,6.89741,0.0,1,0
450,6.89151,7.24617,0,1
451,6.88011,7.257,0,1
452,6.87105,7.26558,0,1
453,6.86658,7.2698,0,1
454,6.84921,7.28617,0,1
455,6.84659,7.28864,0,1
456,6.83228,7.30205,0,1
457,6.81648,7.31681,0,1
458,6.81405,1.8629,1,0
459,6.80476,7.3277,0,1
460,6.7851,3.71182,1,0
461,6.78306,7.3478,0,1
462,6.77693,0.0,1,0
463,6.74159,7.38586,0,1
464,6.73166,2.22523,1,0
465,6.72554,7.40048,0,1
466,6.72464,7.4013,0,1
467,6.71759,1.7858,1,0
468,6.71681,7.40841,0,1
469,6.71308,7.41178,0,1
470,6.71025,7.41435,0,1
471,6.70739,7.41694,0,1
472,6.69986,0.57409,1,0
473,6.69862,7.42486,0,1
474,6.67519,7.44593,0,1
475,6.67316,3.01061,1,0
476,6.66902,7.45145,0,1
477,6.66571,7.45441,0,1
478,6.66526,7.45482,0,1
479,6.66066,7.45893,0,1
480,6.65837,7.46098,0,1
481,6.63675,7.48021,0,1
482,6.62367,0.0,1,0
483,6.61972,7.49529,0,1
484,6.60906,0.0,1,0
485,6.60565,1.46258,1,0
486,6.60173,0.0,1,0
487,6.5987,3.00785,1,0
488,6.59844,7.51403,0,1
489,6.59444,7.51754,0,1
490,6.55096,7.55546,0,1
491,6.54398,7.56151,0,1
492,6.50352,7.59633,0,1
493,6.49481,7.60378,0,1
494,6.48992,7.60795,0,1
495,6.47528,1.04692,1,0
496,6.46866,7.62604,0,1
497,6.45778,0.0,1,0
498,6.44721,7.64418,0,1
499,6.44355,7.64726,0,1
500,6.44015,7.65013,0,1
501,6.43119,7.65766,0,1
502,6.42608,7.66195,0,1
503,6.4133,7.67265,0,1
504,6.40718,7.67776,0,1
505,6.40237,7.68177,0,1
506,6.38086,7.69965,0,1
507,6.36444,0.0,1,0
508,6.36398,4.24955,1,0
509,6.35989,0.0,1,0
510,6.352,5.82239,1,0
511,6.34259,7.73121,0,1
512,6.31684,7.75226,0,1
513,6.31058,7.75736,0,1
514,6.29387,7.77092,0,1
515,6.28571,7.77752,0,1
516,6.28188,7.78061,0,1
517,6.27425,1.13279,1,0
518,6.27137,2.04106,1,0
519,6.26971,7.79043,0,1
520,6.26503,0.0,1,0
521,6.24524,0.0,1,0
522,6.24126,7.81323,0,1
523,6.23681,7.81679,0,1
524,6.2272,7.82444,0,1
525,6.22576,0.0,1,0
526,6.20875,7.8391,0,1
527,6.202,1.70865,1,0
528,6.17511,0.0,1,0
529,6.16974,7.86983,0,1
530,6.16964,7.86991,0,1
531,6.16663,7.87227,0,1
532,6.14923,7.88587,0,1
533,6.14889,0.0,1,0
534,6.11889,0.0,1,0
535,6.10025,3.29062,1,0
536,6.08499,7.93555,0,1
537,6.0585,3.99081,1,0
538,6.05581,7.95784,0,1
539,6.05013,3.08244,1,0
540,6.03069,1.85737,1,0
541,6.02165,7.98372,0,1
542,6.02065,0.0,1,0
543,6.01131,7.9915,0,1
544,6.00382,3.3188,1,0
545,5.98455,2.68346,1,0
546,5.95819,8.03119,0,1
547,5.95354,8.03464,0,1
548,5.94225,8.04299,0,1
549,5.92889,8.05284,0,1
550,5.90247,5.13907,1,0
551,5.89599,8.07696,0,1
552,5.89555,8.07728,0,1
553,5.88789,3.30424,1,0
554,5.86925,8.09641,0,1
555,5.84742,8.1122,0,1
556,5.80117,8.14533,0,1
557,5.77832,4.13498,1,0
558,5.7749,8.16398,0,1
559,5.76322,3.61696,1,0
560,5.75307,2.14355,1,0
561,5.74346,8.18613,0,1
562,5.73345,2.57136,1,0
563,5.70996,8.20953,0,1
564,5.70923,5.1905,1,0
565,5.70576,8.21245,0,1
566,5.70498,4.62622,1,0
567,5.68956,8.22368,0,1
568,5.68953,8.2237,0,1
569,5.68216,8.2288,0,1
570,5.68174,8.22908,0,1
571,5.67964,8.23053,0,1
572,5.67631,8.23283,0,1
573,5.66943,2.72867,1,0
574,5.66882,3.3392,1,0
575,5.65945,1.51315,1,0
576,5.6566,8.24639,0,1
577,5.65269,8.24907,0,1
578,5.64003,6.17689,1,0
579,5.63293,8.26257,0,1
580,5.62802,8.26592,0,1
581,5.55438,5.39566,1,0
582,5.55259,2.01831,1,0
583,5.53832,8.32629,0,1
584,5.53056,6.47547,1,0
585,5.52505,3.22086,1,0
586,5.47243,8.36974,0,1
587,5.44958,4.91272,1,0
588,5.43181,6.36455,1,0
589,5.41325,2.73309,1,0
590,5.40327,8.41455,0,1
591,5.39439,8.42025,0,1
592,5.38765,8.42456,0,1
593,5.38127,8.42864,0,1
594,5.37693,8.43141,0,1
595,5.36143,8.44127,0,1
596,5.34191,8.45364,0,1
597,5.34008,8.45479,0,1
598,5.33605,5.68345,1,0
599,5.33372,8.45881,0,1
600,5.32714,8.46295,0,1
601,5.32347,8.46526,0,1
602,5.31104,8.47307,0,1
603,5.27584,3.77639,1,0
604,5.27049,4.72856,1,0
605,5.25409,2.02869,1,0
606,5.20376,4.13403,1,0
607,5.19196,3.05568,1,0
608,5.1877,2.5525,1,0
609,5.17054,4.11265,1,0
610,5.16978,3.83247,1,0
611,5.16142,8.56503,0,1
612,5.15923,8.56635,0,1
613,5.12652,8.58597,0,1
614,5.12428,8.5873,0,1
615,5.09991,2.16121,1,0
616,5.0968,8.60364,0,1
617,5.09149,4.91903,1,0
618,5.07191,8.61834,0,1
619,5.03024,5.21389,1,0
620,5.02294,8.64697,0,1
621,4.98994,8.66606,0,1
622,4.98873,4.27877,1,0
623,4.97561,3.6338,1,0
624,4.97369,8.67539,0,1
625,4.92944,3.30925,1,0
626,4.90669,4.88194,1,0
627,4.84573,6.02026,1,0
628,4.82703,8.75784,0,1
629,4.82635,6.10725,1,0
630,4.81851,8.76253,0,1
631,4.81257,8.76579,0,1
632,4.81091,8.76671,0,1
633,4.78958,8.77838,0,1
634,4.78598,5.5583,1,0
635,4.78453,8.78113,0,1
636,4.7791,8.78409,0,1
637,4.77554,8.78602,0,1
638,4.76589,8.79126,0,1
639,4.74928,8.80025,0,1
640,4.74572,5.43862,1,0
641,4.71725,8.81746,0,1
642,4.70751,8.82266,0,1
643,4.68883,8.8326,0,1
644,4.66755,8.84386,0,1
645,4.65805,4.07342,1,0
646,4.64961,8.85331,0,1
647,4.64957,8.85333,0,1
648,4.64697,3.60671,1,0
649,4.62164,5.60831,1,0
650,4.61057,8.8737,0,1
651,4.59101,8.88384,0,1
652,4.55473,5.21001,1,0
653,4.49525,4.36579,1,0
654,4.48927,4.13643,1,0
655,4.48499,8.93784,0,1
656,4.47644,6.73934,1,0
657,4.4656,8.94753,0,1
658,4.4476,8.9565,0,1
659,4.44618,8.9572,0,1
660,4.43953,8.9605,0,1
661,4.42134,7.29632,1,0
662,4.39626,8.98181,0,1
663,4.38204,6.0818,1,0
664,4.37462,8.99237,0,1
665,4.36807,8.99555,0,1
666,4.34969,9.00446,0,1
667,4.34469,6.12393,1,0
668,4.33352,3.32518,1,0
669,4.31891,9.01926,0,1
670,4.25335,6.71742,1,0
671,4.25014,9.05187,0,1
672,4.24909,9.05236,0,1
673,4.23787,5.66133,1,0
674,4.23127,9.0607,0,1
675,4.22105,9.06547,0,1
676,4.20576,6.04448,1,0
677,4.18768,9.08093,0,1
678,4.17336,4.29861,1,0
679,4.16392,9.09185,0,1
680,4.15666,4.85053,1,0
681,4.13992,9.10281,0,1
682,4.13595,9.10461,0,1
683,4.10174,9.12007,0,1
684,4.09128,9.12477,0,1
685,4.08052,9.12959,0,1
686,4.07578,9.1317,0,1
687,4.04168,9.14685,0,1
688,4.03892,9.14807,0,1
689,3.98978,9.1696,0,1
690,3.98095,9.17344,0,1
691,3.97744,5.1908,1,0
692,3.9744,9.17628,0,1
693,3.97008,4.3531,1,0
694,3.9602,9.18242,0,1
695,3.94318,9.18974,0,1
696,3.93187,9.19459,0,1
697,3.90794,9.20478,0,1
698,3.89649,9.20963,0,1
699,3.89424,9.21058,0,1
700,3.89397,3.67564,1,0
701,3.88303,9.21532,0,1
702,3.88027,9.21648,0,1
703,3.86284,9.2238,0,1
704,3.85724,9.22614,0,1
705,3.84244,9.23231,0,1
706,3.8336,9.23599,0,1
707,3.83355,9.23601,0,1
708,3.81424,9.244,0,1
709,3.81183,9.245,0,1
710,3.80451,4.55871,1,0
711,3.80047,9.24967,0,1
712,3.79989,9.24991,0,1
713,3.79478,9.25201,0,1
714,3.78858,7.2294,1,0
715,3.78456,9.25619,0,1
716,3.78311,9.25679,0,1
717,3.77959,9.25822,0,1
718,3.74783,9.27112,0,1
719,3.73915,9.27463,0,1
720,3.73277,9.2772,0,1
721,3.73036,3.94301,1,0
722,3.72571,9.28004,0,1
723,3.70068,9.29004,0,1
724,3.69645,9.29173,0,1
725,3.69003,5.45522,1,0
726,3.68855,5.35499,1,0
727,3.68574,9.29598,0,1
728,3.66114,9.3057,0,1
729,3.65483,9.30818,0,1
730,3.60533,9.32747,0,1
731,3.58936,9.33362,0,1
732,3.58807,9.33412,0,1
733,3.55857,6.45014,1,0
734,3.52496,9.35813,0,1
735,3.52003,6.41183,1,0
736,3.51939,9.36023,0,1
737,3.51474,7.12039,1,0
738,3.51391,5.24809,1,0
739,3.50356,9.36617,0,1
740,3.48201,9.3742,0,1
741,3.48024,9.37486,0,1
742,3.47919,5.56013,1,0
743,3.47174,9.37801,0,1
744,3.46286,7.2359,1,0
745,3.45588,9.38386,0,1
746,3.44796,9.38678,0,1
747,3.44259,9.38875,0,1
748,3.424,9.39554,0,1
749,3.40162,9.40367,0,1
750,3.4004,4.52271,1,0
751,3.3938,6.56327,1,0
752,3.3755,9.41308,0,1
753,3.36786,9.41581,0,1
754,3.35452,9.42057,0,1
755,3.34965,9.42231,0,1
756,3.3343,4.45693,1,0
757,3.30089,9.4395,0,1
758,3.28065,9.44655,0,1
759,3.25881,9.45411,0,1
760,3.24702,9.45816,0,1
761,3.23726,9.46151,0,1
762,3.23725,9.46151,0,0
763,3.18796,9.47823,0,1
764,3.17404,9.4829,0,1
765,3.16131,9.48716,0,1
766,3.13325,9.49646,0,1
767,3.11472,5.341,1,0
768,3.10609,9.50538,0,1
769,3.0504,9.52339,0,1
770,3.00911,9.53652,0,1
771,2.97816,9.54623,0,1
772,2.97701,9.54659,0,1
773,2.97064,9.54858,0,1
774,2.94308,9.55711,0,1
775,2.91492,9.56573,0,1
776,2.89731,9.57108,0,1
777,2.89584,9.57153,0,1
778,2.89181,9.57274,0,1
779,2.89103,9.57298,0,1
780,2.87578,6.17114,1,0
781,2.84786,9.58591,0,1
782,2.8118,9.59655,0,1
783,2.79974,9.60008,0,1
784,2.79695,3.60491,1,0
785,2.79631,9.60108,0,1
786,2.79469,9.60155,0,1
787,2.79447,5.15564,1,0
788,2.79053,6.24578,1,0
789,2.78446,7.35314,1,0
790,2.75344,6.25512,1,0
791,2.72856,9.62055,0,1
792,2.7244,9.62173,0,1
793,2.7023,9.62796,0,1
794,2.689,9.63168,0,1
795,2.68481,9.63285,0,1
796,2.67512,9.63555,0,1
797,2.66662,9.6379,0,1
798,2.65848,5.34152,1,0
799,2.65353,9.64151,0,1
800,2.64301,9.6444,0,1
801,2.64272,9.64448,0,1
802,2.62002,9.65067,0,1
803,2.60987,9.65342,0,1
804,2.57265,9.66341,0,1
805,2.57164,9.66368,0,1
806,2.5424,9.67141,0,1
807,2.53625,9.67303,0,1
808,2.53199,9.67414,0,1
809,2.52183,9.67679,0,1
810,2.50164,4.78285,1,0
811,2.49152,9.68464,0,1
812,2.48552,5.40604,1,0
813,2.45791,9.69323,0,1
814,2.44546,9.69638,0,1
815,2.37526,7.79558,1,0
816,2.37518,9.71383,0,1
817,2.34699,9.72068,0,1
818,2.34073,8.12289,1,0
819,2.33229,9.72422,0,1
820,2.33164,9.72437,0,1
821,2.32996,9.72478,0,1
822,2.32793,5.39519,1,0
823,2.32206,9.72667,0,1
824,2.31586,9.72814,0,1
825,2.31552,9.72823,0,1
826,2.3119,6.37908,1,0
827,2.30117,9.73163,0,1
828,2.26095,9.74105,0,1
829,2.23242,9.74763,0,1
830,2.22812,9.74862,0,1
831,2.22292,9.7498,0,1
832,2.18467,7.30612,1,0
833,2.16875,6.83623,1,0
834,2.16732,9.76231,0,1
835,2.16305,9.76326,0,1
836,2.1473,5.11925,1,0
837,2.12892,9.77076,0,1
838,2.12006,5.40712,1,0
839,2.11556,7.80503,1,0
840,2.10947,9.77497,0,1
841,2.06858,9.78371,0,1
842,2.04807,9.78802,0,1
843,2.0424,9.78921,0,1
844,2.02773,5.81656,1,0
845,2.02016,9.79382,0,1
846,1.99704,9.79856,0,1
847,1.99606,6.51393,1,0
848,1.97687,9.80265,0,1
849,1.97295,7.70432,1,0
850,1.95108,9.80782,0,1
851,1.93881,9.81025,0,1
852,1.9192,9.81411,0,1
853,1.87796,9.82208,0,1
854,1.87673,9.82232,0,1
855,1.87151,9.82331,0,1
856,1.85674,9.82611,0,1
857,1.84618,9.8281,0,1
858,1.83541,6.98794,1,0
859,1.82213,9.83259,0,1
860,1.81307,9.83426,0,1
861,1.81181,6.27041,1,0
862,1.81009,9.83482,0,1
863,1.77763,5.87015,1,0
864,1.73947,9.84755,0,1
865,1.73842,9.84774,0,1
866,1.71882,6.23025,1,0
867,1.71463,9.85191,0,1
868,1.70736,9.85317,0,1
869,1.68153,9.85761,0,1
870,1.66554,9.86032,0,1
871,1.64577,9.86364,0,1
872,1.6283,9.86654,0,1
873,1.62443,7.61809,1,0
