leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
49,-5.73076,-0.66511,-3.24392,-0.17827,-3.92802,-1.87682,-0.31999,-0.58666,-2.37777,-4.6922,-3.01536
50,-5.7235,-0.80833,-3.04746,-3.77038,-1.12294,-3.26448,-1.95039,-1.97342,-1.27076,-2.64128,-3.85719
51,-5.72116,-2.58069,-2.85191,-2.48664,-0.22069,-1.29626,-1.01361,-1.77918,-2.79789,-3.98539,-4.08144
52,-5.70848,-0.44323,-2.52758,-0.77815,-1.17037,-4.49602,-2.62498,-1.46325,-0.05297,-2.6875,-4.73092
53,-5.69164,-6.51387,-3.28441,-2.50467,-1.29657,-0.82885,-1.37185,-0.7194,-1.32362,-1.26254,-0.02016
54,-5.69001,-2.73064,-1.26723,-4.86918,-0.77492,-2.6912,-4.6517,-1.30081,-0.0556,-1.24631,-1.45695
55,-5.67089,-0.61915,-0.45417,-2.25491,-1.90957,-3.05145,-4.98203,-0.2598,-2.51891,-2.30297,-3.55982
56,-5.67051,-3.32884,-0.00913,-3.41813,-2.73135,-0.20197,-1.17344,-3.53521,-3.17649,-2.55467,-2.66237
57,-5.64214,-0.33477,-0.51568,-6.81724,-1.04917,-1.42612,-1.25873,-1.74112,-2.01494,-2.10076,-2.25605
58,-5.64201,-1.64079,-1.35751,-3.75149,-1.2402,-0.04868,-5.78532,-2.34827,-0.04844,-1.23147,-2.74141
59,-5.6306,-1.34352,-3.47542,-0.4098,-0.77423,-3.28071,-2.97667,-1.72746,-2.47975,-3.82971,-3.19717
60,-5.61806,-2.08514,-2.10288,-0.27226,-0.56987,-2.04017,-0.46052,-5.99085,-4.28366,-0.07178,-0.8056
61,-5.6109,-2.88639,-4.05389,-2.60126,-0.04665,-1.15559,-1.89793,-3.03374,-1.57216,-1.94299,-4.07379
62,-5.58479,-3.73591,-0.07953,-0.55353,-2.46203,-0.26568,-1.3373,-2.52596,-3.51409,-1.26704,-5.12691
63,-5.5699,-1.12401,-3.46851,-3.9592,-1.22224,-1.4807,-4.06784,-1.89463,-1.81687,-3.53684,-0.61106
64,-5.54767,-0.71919,-0.46575,-2.36465,-5.09392,-2.63002,-3.09136,-2.38824,-3.16704,-0.99762,-1.93572
65,-5.53947,-4.41289,-1.87592,-0.0094,-0.58011,-2.27024,-0.47261,-5.37912,-2.22687,-2.30598,-1.18159
66,-5.52395,-1.52274,-0.05286,-4.20562,-4.68129,-0.28127,-2.60623,-4.26307,-0.21792,-0.26939,-1.54831
67,-5.50727,-2.73964,-1.06644,-0.30403,-3.26626,-1.65948,-5.35002,-3.95932,-0.1183,-1.51329,-0.95355
68,-5.49166,-0.05032,-2.99133,-2.61273,-4.48073,-2.07515,-2.24268,-1.45199,-2.04776,-3.57901,-2.35393
69,-5.45842,-0.31758,-2.51705,-3.5615,-1.50731,-0.87467,-4.09541,-3.60642,-0.73389,-2.04194,-3.68255
70,-5.409,-3.94795,-1.22238,-1.3493,-3.63677,-2.42372,-1.00644,-4.90226,-2.21963,-1.48012,-0.7606
71,-5.40005,-2.12036,-0.9386,-5.90039,-2.50905,-1.10953,-0.32294,-0.45757,-0.73577,-3.18799,-3.47898
72,-5.33648,-0.43723,-4.69953,-1.01063,-2.18587,-0.65075,-3.97058,-4.38325,-2.22518,-1.72203,-0.35663
73,-5.33019,-1.46677,-4.42429,-1.85141,-2.37888,-2.27142,-4.33862,-2.14433,-0.23517,-3.32597,-1.03827
74,-5.311,-1.80797,-2.58791,-2.15336,-1.96887,-5.01524,-0.18061,-3.51208,-3.5981,-1.49794,-0.77703
75,-5.27564,-3.57061,-1.77417,-2.86516,-3.07169,-1.00157,-1.93456,-2.03415,-4.19529,-3.41508,-0.69253
76,-5.27509,-0.43909,-0.25116,-3.96945,-3.90216,-2.47892,-1.90904,-1.18628,-0.37621,-4.82081,-2.52104
77,-5.27109,-3.10842,-5.92869,-2.50943,-1.64509,-2.1089,-0.54251,-0.05398,-2.90138,-1.21275,-1.94086
78,-5.26951,-2.93584,-3.51007,-1.93163,-2.47932,-4.19544,-0.60098,-4.07532,-2.36275,-0.27623,-1.08826
79,-5.25663,-1.09093,-5.06857,-0.53329,-2.38812,-3.69581,-1.79437,-0.68628,-2.81441,-0.7427,-3.69831
80,-5.25275,-3.57545,-3.85488,-5.55553,-0.32908,-1.8842,-0.10486,-0.28465,-2.28442,-2.15617,-0.53169
81,-5.25118,-0.70487,-0.81014,-0.33371,-1.1784,-3.57447,-1.80377,-2.03113,-5.84845,-3.55395,-1.66768
82,-5.24239,-0.79632,-3.61429,-0.39686,-2.40842,-4.51959,-3.13834,-1.34134,-2.90363,-3.33746,-1.10327
83,-5.22045,-0.25637,-4.01702,-2.37573,-2.06766,-3.99824,-2.66121,-4.19477,-2.2634,-0.68651,-0.60594
84,-5.19826,-3.1086,-1.87784,-5.61234,-1.34211,-0.84255,-3.22737,-3.23389,-1.3535,-1.35115,-1.11685
85,-5.19803,-1.41586,-1.76498,-5.80539,-0.03299,-0.36213,-1.11565,-0.23829,-3.32845,-0.13279,-4.65062
86,-5.18663,-3.86939,-1.85962,-2.74075,-4.20779,-5.32529,-0.42533,-0.09452,-0.08162,-0.93881,-0.12129
87,-5.18441,-0.79804,-0.45718,-3.79178,-3.7537,-2.94083,-4.96536,-0.91313,-0.37768,-1.65309,-2.60687
88,-5.17656,-1.67733,-2.3583,-2.39966,-5.32448,-1.74973,-2.58308,-3.13989,-0.66948,-1.27079,-3.01063
89,-5.15562,-0.70651,-0.73529,-2.94992,-0.59821,-3.48084,-4.4738,-3.95612,-3.68698,-1.3913,-0.09111
90,-5.14743,-2.86102,-3.24608,-0.69971,-2.91217,-1.14082,-1.81506,-0.86741,-4.46006,-1.94328,-4.09809
91,-5.14632,-0.24192,-4.58443,-3.57603,-1.58582,-3.23459,-3.25516,-1.58035,-1.95865,-2.99192,-0.89057
92,-5.08593,-3.77706,-0.02867,-4.32134,-0.14058,-0.98574,-0.34473,-5.41689,-3.21654,-0.59883,-0.18628
93,-5.08536,-0.30844,-2.76703,-1.83995,-1.8693,-1.66697,-3.36716,-1.78757,-4.09196,-1.49286,-4.81904
94,-5.0845,-0.85155,-2.15408,-0.00203,-7.21525,-2.0845,-0.71411,-0.03038,-1.2648,-2.84062,-1.48259
95,-5.07193,-4.19141,-2.97103,-1.91848,-2.35452,-0.33005,-0.48104,-4.7057,-2.45911,-3.00932,-1.03399
96,-5.06945,-1.64758,-1.71891,-1.18348,-0.00391,-4.22301,-6.12622,-0.7502,-0.12133,-0.32363,-3.34428
97,-5.05116,-3.47513,-2.00562,-2.16967,-5.79237,-1.72591,-1.49898,-2.4286,-2.23071,-1.12589,-1.6614
98,-5.04395,-5.04013,-0.46037,-4.49073,-3.33954,-0.22382,-2.23662,-0.56906,-2.38847,-2.30932,-1.10014
99,-5.03257,-0.51371,-1.31881,-5.15167,-1.90763,-2.73335,-0.25992,-3.8755,-4.21885,-0.20264,-1.44684
100,-5.01705,-2.11137,-2.34575,-2.5395,-1.92352,-6.42602,-1.31932,-0.59113,-2.29088,-2.43503,-0.39809
101,-5.00883,-3.16378,-2.04337,-0.75439,-2.10233,-3.25801,-2.97532,-2.56709,-3.20245,-3.695,-2.4025
102,-4.99906,-0.37113,-1.50405,-2.61563,-0.65324,-5.50183,-4.032,-2.98155,-2.29326,-2.15993,-0.00354
103,-4.98388,-1.32081,-1.04453,-2.7759,-0.44556,-2.33771,-5.21787,-4.65956,-0.61917,-2.29285,-2.09239
104,-4.98065,-1.98964,-3.08465,-0.11023,-0.84409,-0.62904,-4.59957,-1.75191,-1.52416,-4.19377,-4.05748
105,-4.9664,-3.99052,-1.95825,-1.91389,-0.46844,-2.78494,-3.88989,-1.01948,-1.8428,-4.93038,-0.24973
106,-4.94736,-2.43208,-1.45246,-0.27854,-3.46196,-1.97111,-1.22762,-0.28319,-2.91104,-0.94679,-6.37128
107,-4.8957,-6.3191,-2.36451,-1.69119,-1.40743,-0.3593,-2.01392,-4.54741,-0.11962,-0.84087,-0.28982
108,-4.89082,-3.96886,-0.57547,-1.05078,-3.40398,-2.03586,-1.42094,-5.64812,-0.61336,-0.83081,-2.85905
109,-4.87686,-2.43262,-0.5282,-2.99552,-3.30185,-1.79877,-4.21631,-1.63847,-3.90209,-1.98958,-2.69482
110,-4.87393,-1.22963,-1.8996,-0.86366,-1.82996,-3.78476,-1.17527,-3.13701,-5.65812,-0.57575,-3.0228
111,-4.86451,-1.89601,-0.39429,-4.81903,-1.80785,-3.15339,-3.8755,-3.25072,-2.47091,-1.93322,-0.84947
112,-4.8444,-7.46173,-0.19471,-2.02667,-0.28292,-0.48292,-0.36828,-2.10067,-0.59126,-0.26384,-3.38055
113,-4.83853,-1.22866,-3.04151,-2.9134,-2.8505,-4.9006,-1.245,-0.87489,-4.2019,-1.3174,-1.86873
114,-4.80713,-0.54222,-0.87779,-3.45826,-1.88452,-0.76039,-4.16435,-1.85689,-5.45767,-2.8247,-1.08764
115,-4.80505,-4.86456,-0.55921,-0.72134,-0.66308,-0.99433,-2.16238,-4.96339,-2.947,-0.4584,-3.57492
116,-4.80429,-0.57947,-1.03836,-3.37824,-2.47254,-2.164,-2.99895,-3.38987,-1.0285,-3.29853,-4.56869
117,-4.78551,-0.28343,-1.18354,-2.31344,-5.8133,-2.49338,-0.12439,-4.61421,-0.24122,-2.52114,-1.59177
118,-4.74549,-0.05782,-0.7883,-3.60422,-1.30835,-5.55639,-3.62588,-0.02854,-3.59167,-0.32765,-2.26377
119,-4.7252,-0.65924,-1.27826,-3.65275,-4.23076,-4.16145,-4.64459,-0.52567,-1.31611,-0.30253,-1.83633
120,-4.72236,-2.30311,-1.94456,-0.54149,-0.62109,-1.18898,-2.83357,-1.51371,-5.35816,-4.29257,-3.01074
121,-4.71106,-0.17957,-3.39423,-2.98752,-1.03243,-0.73012,-3.33542,-0.01585,-1.92729,-2.71771,-5.78817
122,-4.71076,-0.08142,-1.46095,-0.87533,-1.56266,-1.07353,-7.07863,-0.30123,-3.06482,-2.51449,-2.32241
123,-4.69726,-0.49285,-4.18631,-2.23556,-2.8092,-1.00731,-2.01049,-1.55145,-4.20326,-2.07158,-4.2256
124,-4.69721,-2.30174,-1.11152,-5.03475,-4.10181,-1.65497,-1.47998,-0.95124,-1.91579,-4.42403,-0.39087
125,-4.67972,-1.36637,-4.29564,-1.61078,-4.32155,-1.13956,-2.20825,-1.38196,-0.68661,-5.26485,-0.48527
126,-4.67921,-0.30966,-1.0744,-1.79697,-5.50149,-0.51377,-4.16773,-2.67755,-0.9596,-4.05895,-1.07706
127,-4.67476,-1.35047,-0.43043,-3.39613,-1.13065,-5.17966,-0.4911,-2.38629,-0.69794,-3.41496,-4.29092
128,-4.65702,-0.85717,-1.09483,-2.49888,-3.33264,-2.8299,-1.87226,-2.04742,-4.89372,-2.36358,-3.71311
129,-4.65478,-0.31468,-1.89285,-1.46014,-2.35582,-1.71152,-0.76646,-2.26845,-7.27593,-0.45641,-2.27137
130,-4.65319,-2.27851,-0.7897,-3.7399,-5.05184,-1.89273,-0.05447,-2.45853,-4.27883,-2.25266,-0.10916
131,-4.65171,-1.20198,-4.09741,-1.65304,-3.20251,-0.03899,-1.07198,-0.94544,-5.79358,-0.19547,-3.38986
132,-4.63757,-2.34265,-3.74738,-1.23094,-1.77263,-3.89732,-3.51089,-0.65254,-4.58549,-2.29257,-0.28417
133,-4.63606,-4.08893,-1.45668,-0.01818,-3.07413,-1.92019,-1.89753,-1.75602,-5.31897,-0.13333,-3.39625
134,-4.59934,-4.16115,-3.95498,-3.05811,-3.11876,-0.69145,-0.09779,-0.75386,-2.53558,-1.23975,-4.21761
135,-4.58206,-3.08849,-0.43412,-1.44175,-3.43087,-2.1742,-1.54218,-4.51995,-2.86553,-0.77494,-4.36815
136,-4.57428,-2.96786,-0.0036,-1.28561,-2.26273,-1.43957,-0.88899,-1.16297,-6.32309,-4.39218,-0.08512
137,-4.57036,-0.9918,-1.14306,-0.72107,-4.87702,-0.69236,-3.26597,-1.75785,-5.35932,-2.76691,-1.37923
138,-4.56272,-1.49188,-3.98439,-1.9689,-2.4019,-0.58083,-1.28853,-1.56124,-1.22185,-5.39792,-4.04589
139,-4.53883,-2.1928,-6.06089,-0.69918,-0.49849,-1.06449,-1.36243,-3.26247,-1.56041,-4.00198,-2.24392
140,-4.53311,-1.43496,-0.79921,-4.79833,-1.8272,-2.68848,-2.63896,-1.7411,-4.17583,-1.97641,-3.43848
141,-4.51157,-3.89478,-2.23245,-5.78882,-0.55229,-1.3211,-3.11904,-1.30945,-1.82178,-0.32225,-3.01098
142,-4.51147,-1.98113,-3.17865,-0.4371,-5.71216,-0.21374,-3.9088,-0.05954,-1.33302,-3.48407,-1.88533
143,-4.51114,-0.32714,-2.48211,-0.76514,-1.80868,-2.73007,-3.63878,-1.53927,-1.74337,-6.49619,-1.10539
144,-4.50846,-1.81691,-2.74963,-1.71853,-1.90345,-0.34157,-5.42386,-5.02533,-2.32725,-0.08945,-1.42222
145,-4.50629,-5.92748,-1.36465,-0.14256,-0.89345,-2.16416,-4.52254,-3.84132,-1.20525,-0.21968,-0.69558
146,-4.48763,-2.66219,-0.21053,-1.46938,-0.74449,-1.39828,-0.46244,-5.77908,-1.40333,-2.56745,-5.08805
147,-4.46811,-0.54043,-0.62576,-1.74467,-2.0299,-3.19889,-2.14449,-3.81852,-6.28489,-0.42406,-1.7594
148,-4.46521,-1.26152,-1.69626,-1.54242,-5.55736,-3.10788,-1.15872,-3.03532,-2.63461,-3.54253,-1.61999
149,-4.45579,-2.49032,-6.04527,-1.40168,-1.79708,-1.19194,-0.80747,-3.6838,-1.4403,-3.77946,-0.45056
150,-4.4155,-0.78808,-2.66315,-1.66471,-0.18872,-3.97857,-2.50843,-0.1791,-4.16067,-0.41018,-5.50911
151,-4.41159,-3.90498,-1.68342,-3.31555,-2.17697,-1.75845,-0.38076,-4.94447,-0.00494,-3.22387,-2.94021
152,-4.40047,-0.01399,-6.31765,-1.40689,-1.97294,-2.5542,-3.64629,-1.1975,-0.83162,-0.18517,-3.58773
153,-4.39343,-0.93999,-0.69362,-6.62128,-3.35663,-2.67787,-1.55814,-3.03343,-0.57348,-2.25484,-0.10568
154,-4.38581,-4.8822,-0.12826,-3.5455,-1.33881,-1.05247,-2.36073,-1.66284,-5.342,-2.13309,-0.12865
155,-4.36781,-1.2058,-2.36693,-1.17951,-5.68935,-2.02886,-3.88493,-0.40962,-0.05465,-3.00507,-3.41992
156,-4.36278,-2.28055,-0.63305,-0.58073,-0.65283,-6.20366,-3.50689,-0.99881,-2.3224,-1.65706,-3.83151
157,-4.36183,-1.53907,-6.07329,-2.15587,-0.82694,-0.65239,-4.33232,-1.82021,-1.46745,-1.90369,-2.84676
158,-4.36098,-0.88334,-2.15988,-1.98902,-2.72756,-4.50953,-2.94444,-0.28489,-4.6483,-3.58341,-0.77875
159,-4.36,-1.55601,-1.71386,-1.25403,-0.77176,-4.68467,-0.65396,-6.03,-0.24389,-3.14271,-2.18928
160,-4.35962,-4.15067,-1.74308,-2.79773,-1.32475,-1.40084,-6.30976,-1.8999,-2.03627,-1.1103,-0.61704
161,-4.35887,-3.06067,-3.64496,-0.3432,-0.77235,-5.1932,-0.70628,-1.45262,-2.46655,-3.55631,-3.05337
162,-4.35668,-2.27343,-0.21392,-2.15985,-2.44778,-1.12216,-6.15475,-1.33521,-2.85805,-3.1005,-2.53851
163,-4.34154,-1.41251,-2.08396,-1.87497,-4.87076,-2.21298,-1.9271,-3.41193,-1.46287,-0.76973,-4.95866
164,-4.32382,-6.25227,-2.76866,-0.95231,-0.19266,-2.32202,-4.23796,-3.00084,-0.395,-0.91617,-0.5017
165,-4.31759,-7.22669,-3.72273,-1.04021,-0.53988,-1.30109,-0.8954,-1.35399,-2.50323,-0.90421,-1.57781
166,-4.3151,-3.68172,-0.08078,-5.02756,-1.26378,-0.21782,-1.09828,-3.95437,-4.45837,-0.80354,-1.87917
167,-4.30911,-2.97062,-2.72948,-6.27815,-1.26565,-0.64381,-2.91438,-1.3407,-0.06929,-0.61344,-3.61292
168,-4.30375,-1.36911,-2.7279,-0.56506,-5.78426,-4.65563,-2.08534,-1.23878,-1.85206,-1.29795,-2.38996
169,-4.27935,-1.31933,-4.57286,-1.27235,-4.51801,-4.91707,-2.90311,-1.07768,-1.51301,-0.50108,-0.83476
170,-4.27849,-1.33466,-1.57893,-3.63611,-1.08185,-4.56233,-2.46652,-2.03503,-5.47177,-1.11543,-0.89671
171,-4.27626,-0.03643,-4.26217,-2.08797,-2.4848,-2.23726,-1.84882,-0.50077,-0.15892,-5.87023,-3.13899
172,-4.26657,-0.75009,-3.91879,-3.20199,-2.63189,-0.04149,-4.86909,-3.31754,-2.37155,-1.89641,-2.18194
173,-4.26507,-3.76044,-0.05858,-1.43414,-4.51136,-2.82076,-0.27681,-2.92447,-0.41316,-1.12797,-5.21794
174,-4.25651,-3.25991,-3.0705,-0.32502,-1.76712,-0.29186,-0.4625,-1.87547,-3.4093,-0.68008,-6.53425
175,-4.24458,-3.39054,-3.17929,-2.79569,-2.2704,-1.41803,-0.9013,-3.5013,-3.45308,-4.51616,-0.08648
176,-4.24243,-2.31633,-2.60753,-2.93195,-2.36874,-1.93458,-6.0632,-3.15413,-0.08346,-0.5854,-2.19698
177,-4.23337,-3.6581,-4.61407,-0.17898,-2.41572,-0.42605,-4.64541,-1.46069,-0.41286,-3.03364,-2.87596
178,-4.20477,-3.54381,-1.20228,-5.37689,-2.84038,-4.62351,-1.09017,-1.4479,-0.1791,-0.95914,-2.39235
179,-4.1933,-0.55727,-2.16441,-1.82005,-3.17838,-4.70107,-5.04739,-2.68022,-2.09664,-1.96885,-0.98707
180,-4.18919,-3.69458,-3.31666,-0.0893,-4.70039,-0.24001,-2.17946,-4.4271,-2.30868,-0.44659,-2.40055
181,-4.1879,-3.69655,-2.48384,-3.9098,-3.12583,-3.60065,-2.05945,-2.76151,-2.56888,-0.69785,-2.37742
182,-4.18269,-2.63218,-2.7505,-1.65707,-1.71584,-3.11753,-0.18768,-2.7903,-6.29418,-2.2322,-0.42663
183,-4.18139,-5.22412,-2.48964,-0.29007,-3.76105,-1.66141,-2.25701,-4.85799,-1.74097,-0.46214,-0.31246
184,-4.17389,-0.86984,-3.34853,-3.62901,-2.55188,-1.67591,-2.86714,-4.53698,-4.08088,-1.60177,-0.30823
185,-4.16799,-1.63649,-4.18853,-1.35954,-1.29982,-2.85538,-2.45774,-5.96382,-2.04066,-1.7032,-1.42905
186,-4.15224,-2.70816,-1.30463,-0.10429,-2.18126,-3.6966,-3.95531,-1.98397,-1.709,-5.65361,-0.90803
187,-4.13173,-3.12803,-0.63326,-1.1519,-4.09614,-3.48934,-1.93195,-0.10304,-5.51999,-1.55672,-2.41366
188,-4.12644,-5.02651,-3.14568,-1.13983,-4.42895,-1.0436,-1.11324,-3.35126,-1.27966,-1.73669,-2.94679
189,-4.1237,-1.29643,-0.61843,-2.69432,-2.05918,-3.01881,-6.30612,-3.01729,-2.00949,-2.51344,-1.04528
190,-4.09524,-2.11716,-0.333,-2.29373,-1.62706,-1.16548,-1.29892,-0.9978,-3.2185,-0.59588,-7.48146
191,-4.08301,-1.13969,-0.76385,-7.36761,-3.06537,-1.07816,-1.01034,-1.44089,-3.12555,-1.93116,-0.10272
192,-4.07243,-1.04406,-3.25753,-1.96168,-1.71851,-0.6773,-0.06179,-6.827,-0.29241,-3.37832,-2.51857
193,-4.05452,-5.26351,-1.68821,-4.6389,-1.81904,-0.55481,-1.04245,-2.7868,-0.65302,-3.63805,-2.31418
194,-4.05272,-0.69578,-4.57921,-2.23604,-1.89354,-0.5302,-4.84606,-0.37159,-2.69765,-3.88325,-2.69746
195,-4.04369,-1.84037,-2.0491,-3.06032,-2.26301,-1.38479,-3.77185,-3.86947,-4.43961,-3.20638,-0.6839
196,-4.04019,-0.13449,-3.55101,-2.47537,-3.17991,-1.86152,-2.44637,-1.6402,-5.19567,-3.82819,-1.00967
197,-4.03553,-4.26678,-5.97454,-1.58419,-2.29502,-1.13406,-0.20408,-3.38041,-1.72987,-0.8451,-2.3613
198,-4.03488,-0.98662,-4.56793,-5.29487,-1.99925,-0.65245,-0.30691,-2.79825,-4.50519,-0.08786,-1.09231
199,-4.02043,-5.44414,-5.28241,-1.50057,-0.89824,-1.86494,-3.53923,-0.68807,-0.83402,-2.09373,-1.29548
200,-4.01697,-0.13369,-1.25671,-2.88312,-1.3074,-2.73889,-3.45741,-2.37155,-0.31107,-5.10215,-4.58661
201,-4.00453,-2.53225,-0.00261,-0.07701,-2.60051,-2.5911,-4.28015,-2.03205,-1.38036,-0.41349,-6.28838
202,-4.00011,-4.17442,-1.65395,-2.69664,-3.61802,-2.41316,-2.05892,-2.62919,-0.52192,-0.23036,-5.11617
203,-3.99123,-0.33885,-3.68201,-0.31915,-5.28232,-1.90179,-2.05309,-4.3045,-1.88224,-0.14636,-3.53105
