leaf_index,r0,r1,r2,r3,r4,r5,r6,r7
144,-6.98139,-5.35284,-0.10722,-0.71509,-1.01915,-1.5056,-3.80946,-2.06566
145,-6.97464,-0.39037,-0.80972,-3.57015,-4.71304,-1.76949,-3.52553,-0.1646
146,-6.97026,-1.00875,-2.24602,-1.23511,-6.37951,-1.56347,-0.26173,-0.78535
147,-6.96271,-1.66565,-4.05961,-3.76651,-1.42767,-3.59818,-1.55873,-0.81515
148,-6.96105,-1.39264,-3.71374,-2.07239,-2.81717,-4.85505,-0.09203,-0.03523
149,-6.93576,-2.96548,-3.14512,-0.96121,-3.43869,-0.92115,-4.14394,-1.56209
150,-6.92763,-3.17209,-5.74713,-0.42217,-1.95749,-0.46884,-2.10664,-0.49857
151,-6.9183,-3.85119,-0.40609,-5.32535,-0.55393,-0.53822,-0.20059,-2.85385
152,-6.91368,-0.38739,-3.86236,-3.11135,-2.98786,-0.408,-1.44458,-4.03385
153,-6.90374,-5.34676,-0.14635,-4.46737,-1.86725,-0.2681,-0.31735,-0.33551
154,-6.90003,-0.61408,-0.13585,-1.9056,-1.75661,-0.45839,-0.98553,-6.64046
155,-6.89979,-2.31485,-0.16832,-2.37465,-3.45535,-0.29699,-2.25627,-4.9243
156,-6.89787,-0.07926,-0.6718,-1.02004,-0.44341,-4.84857,-2.75611,-4.42943
157,-6.89689,-4.18832,-1.53004,-1.1723,-0.99241,-5.44348,-0.2805,-0.69317
158,-6.8926,-0.6966,-0.76703,-2.65913,-2.31836,-0.1935,-4.36396,-4.45996
159,-6.8913,-0.47395,-5.2398,-2.76424,-0.11384,-1.65532,-1.20832,-3.60217
160,-6.88853,-3.33056,-0.78793,-1.10359,-3.45501,-4.11725,-0.3286,-3.25883
161,-6.8875,-2.98744,-1.94536,-0.14743,-5.74081,-1.77819,-0.18578,-1.91784
162,-6.88614,-2.11895,-4.62705,-1.81507,-1.22503,-3.18974,-2.72503,-2.07033
163,-6.85898,-0.97461,-0.16219,-2.06812,-3.00647,-3.6759,-4.9134,-1.00429
164,-6.85875,-4.63964,-0.49317,-3.31858,-3.0077,-1.90789,-0.41303,-2.7052
165,-6.82622,-2.88321,-1.32722,-1.86267,-4.28807,-0.87308,-4.50556,-0.63948
166,-6.82289,-2.79645,-3.12978,-1.93895,-2.30114,-4.2812,-0.88229,-2.76958
167,-6.81825,-1.09078,-0.41785,-5.11489,-2.61623,-2.54808,-3.24383,-1.45781
168,-6.81745,-0.02025,-3.38747,-1.29554,-2.1906,-3.18141,-3.72704,-3.39965
169,-6.81517,-1.8155,-4.48097,-1.62046,-1.21189,-2.07879,-3.59708,-2.97043
170,-6.81026,-1.41491,-1.79162,-4.08183,-0.61127,-1.39213,-2.36167,-4.88446
171,-6.80898,-2.78994,-1.08498,-5.43182,-2.24375,-0.54837,-2.61496,-1.7318
172,-6.80386,-0.52828,-3.01259,-0.92746,-1.39495,-5.35875,-3.12868,-1.74404
173,-6.79877,-2.17979,-4.73739,-4.23814,-1.33053,-0.48943,-2.54501,-0.36559
174,-6.7926,-4.27303,-4.91566,-0.82711,-0.07168,-0.72324,-2.51558,-1.97423
175,-6.7846,-0.15436,-2.37701,-1.45954,-6.04416,-1.32805,-0.62136,-2.73555
176,-6.7803,-1.61784,-4.18506,-0.49347,-0.93231,-3.95059,-3.58447,-2.08018
177,-6.77893,-0.21328,-1.7061,-2.0644,-1.7444,-5.87813,-0.80548,-2.92984
178,-6.77709,-2.70492,-1.52136,-4.95235,-4.19368,-1.42284,-0.21076,-0.50822
179,-6.77519,-3.75617,-3.43033,-2.69516,-2.7712,-2.69667,-1.65879,-1.80381
180,-6.77085,-3.78038,-2.55357,-1.16747,-2.55567,-2.29436,-4.30473,-1.28624
181,-6.77077,-1.11611,-2.38819,-0.34564,-0.03164,-2.4143,-6.38266,-0.72097
182,-6.75004,-0.88215,-3.56768,-0.68262,-0.98138,-0.75135,-3.48362,-5.17699
183,-6.74784,-2.75658,-2.73766,-1.76289,-1.0287,-2.92775,-4.24046,-2.94174
184,-6.74445,-0.9068,-0.26937,-3.81463,-5.83808,-1.79526,-0.32624,-1.2859
185,-6.74258,-4.65918,-0.59001,-2.44704,-0.49984,-1.87635,-3.8679,-2.78611
186,-6.73673,-1.44871,-1.00642,-4.83785,-2.5183,-0.39104,-0.77627,-4.58287
187,-6.73581,-0.78622,-1.4394,-2.06991,-0.19218,-1.97426,-2.86657,-5.95839
188,-6.729,-0.55949,-3.41695,-3.09291,-3.54803,-3.35857,-2.62063,-1.55874
189,-6.72498,-1.26421,-1.57471,-2.06655,-0.3049,-2.41429,-1.68143,-6.13816
190,-6.72312,-4.58881,-4.59034,-0.14636,-2.59169,-0.95687,-2.23989,-0.0127
191,-6.71978,-5.25538,-0.11189,-3.55071,-2.75723,-1.89347,-1.3117,-1.30283
192,-6.71584,-2.98044,-3.25392,-1.01557,-3.69218,-3.43745,-2.85973,-0.87679
193,-6.70684,-1.13809,-4.87314,-3.31219,-1.37373,-3.90887,-0.94428,-0.97305
194,-6.70407,-2.67286,-2.53609,-1.13531,-5.2944,-3.115,-1.02951,-1.18184
195,-6.69008,-2.32987,-2.06495,-1.47783,-2.63663,-1.83417,-2.2042,-5.30962
196,-6.68818,-0.31978,-0.82776,-3.486,-4.48587,-2.42745,-3.72786,-1.55437
197,-6.68432,-1.90537,-2.18076,-3.27846,-1.39227,-4.1728,-3.98517,-0.97627
198,-6.68104,-2.6895,-1.68122,-2.13225,-3.69663,-0.8716,-4.16173,-3.00209
199,-6.68033,-4.06212,-1.75395,-0.2809,-3.98556,-0.97002,-4.23544,-0.97598
200,-6.67949,-2.4051,-0.68187,-0.64794,-2.76075,-3.50244,-1.07151,-5.26101
201,-6.6728,-1.01369,-1.41718,-0.24005,-1.28992,-4.93313,-3.88638,-3.35805
202,-6.67158,-0.04656,-1.07491,-3.87662,-4.54956,-2.16467,-3.72027,-0.28196
203,-6.66894,-3.44304,-1.71626,-1.59104,-1.02838,-0.43826,-2.2052,-5.66403
204,-6.65202,-5.52996,-2.08773,-0.76052,-2.1558,-3.43629,-0.67828,-1.82143
205,-6.62406,-5.55259,-3.67337,-1.33733,-0.32079,-2.59555,-1.77051,-0.1845
206,-6.61714,-0.83709,-1.54762,-2.41242,-4.6808,-4.53034,-1.63527,-1.47982
207,-6.61346,-0.14267,-1.65297,-4.58065,-3.55023,-4.44314,-0.36984,-0.21155
208,-6.60769,-5.76441,-1.26444,-3.4402,-1.97963,-0.20381,-1.42865,-1.91697
209,-6.60255,-3.52185,-0.87828,-0.0933,-2.21547,-1.41737,-2.38098,-5.53503
210,-6.58925,-6.27185,-0.63396,-2.88508,-0.97047,-2.31014,-0.50314,-1.41009
211,-6.58766,-1.05491,-5.09181,-0.66527,-2.29376,-4.83705,-0.32446,-0.59759
212,-6.58673,-4.58933,-0.42461,-1.02571,-0.51904,-0.52798,-5.14526,-2.70164
213,-6.58315,-4.65957,-2.12134,-2.44548,-1.89302,-4.28978,-1.23246,-0.98253
214,-6.58123,-0.84,-0.41694,-4.58751,-3.7783,-1.79576,-3.24271,-2.59755
215,-6.57959,-4.85849,-2.36659,-0.89457,-2.67776,-1.19439,-0.72117,-4.19358
216,-6.57876,-1.06616,-4.13705,-4.73244,-0.68092,-3.69596,-0.63619,-1.24241
217,-6.57161,-2.31298,-2.98241,-0.08826,-1.46399,-1.46735,-0.44214,-6.17007
218,-6.56436,-5.31471,-3.15552,-1.33008,-0.59246,-3.18099,-2.04641,-1.50968
219,-6.56029,-0.2641,-3.22751,-5.61579,-1.52942,-2.44992,-0.29897,-2.55115
220,-6.55635,-4.4718,-1.52473,-0.83705,-3.54327,-2.29731,-0.0587,-4.01946
221,-6.54604,-4.99197,-2.58415,-1.65195,-2.73418,-1.43382,-2.63806,-2.51633
222,-6.5457,-3.22161,-1.67802,-0.82282,-5.91432,-0.06368,-0.06875,-2.87998
223,-6.53694,-1.82952,-3.95523,-3.0833,-1.93638,-4.2971,-0.25013,-2.54823
224,-6.5361,-4.81943,-1.93342,-1.33728,-0.04085,-2.02259,-4.70212,-1.52433
225,-6.53603,-5.44635,-0.35265,-3.4171,-1.79981,-1.43509,-3.23267,-0.26021
226,-6.53571,-4.45308,-3.18329,-2.54552,-2.92879,-2.19516,-1.0812,-2.50521
227,-6.5236,-4.03465,-2.1273,-1.39858,-2.61733,-4.992,-0.10797,-1.70312
228,-6.51277,-4.72549,-2.23608,-0.41738,-1.64836,-1.32069,-3.3646,-3.7812
229,-6.51073,-3.34656,-4.19002,-3.04683,-3.92222,-1.84266,-0.61494,-0.64353
230,-6.50776,-2.99046,-1.77932,-6.46736,-0.86752,-1.28861,-0.63708,-0.94575
231,-6.48904,-0.48538,-1.72322,-2.52334,-3.50951,-5.79968,-0.04516,-1.53786
232,-6.47492,-0.09575,-1.88945,-0.87129,-3.66566,-2.52704,-2.32191,-5.34068
233,-6.46218,-1.46217,-3.50843,-3.80224,-1.39648,-4.92638,-0.01703,-1.76536
234,-6.45958,-5.45438,-0.88742,-0.80185,-0.20778,-2.11248,-3.6023,-3.10013
235,-6.45479,-1.12284,-1.48122,-1.15054,-2.50023,-6.577,-1.83259,-0.83114
236,-6.44522,-3.32963,-5.0281,-0.07634,-2.24545,-2.37715,-3.29774,-0.71912
237,-6.43596,-1.11879,-0.86342,-4.4286,-0.26758,-1.19868,-2.89855,-5.20179
238,-6.43287,-0.9345,-1.35868,-2.72582,-0.71024,-3.2319,-5.03713,-3.48518
239,-6.43119,-0.26412,-0.76451,-0.91426,-3.21824,-1.74943,-4.56391,-4.78568
240,-6.42833,-3.48213,-1.20898,-4.30896,-0.45796,-3.61465,-0.72204,-3.56732
241,-6.42729,-4.82609,-0.71597,-5.24495,-0.57467,-0.21694,-2.09851,-1.61107
242,-6.42445,-2.6528,-2.18203,-1.0443,-3.73918,-5.47008,-1.3706,-0.23577
243,-6.42263,-1.35667,-3.30803,-1.30371,-3.59398,-5.05918,-1.11371,-2.12467
244,-6.41529,-0.69914,-5.10275,-2.90781,-2.42999,-3.12569,-1.70321,-2.29917
245,-6.4127,-2.73158,-0.85797,-1.57821,-5.0043,-0.63664,-3.70631,-3.00064
246,-6.41207,-0.26019,-4.94311,-2.4703,-1.76243,-2.39256,-3.18346,-3.05222
247,-6.40975,-2.86692,-0.09351,-5.69837,-1.19828,-0.51526,-3.76955,-1.5182
248,-6.37967,-4.01522,-3.77506,-4.15308,-1.14598,-2.81796,-1.23876,-0.94338
249,-6.37052,-4.36172,-1.54955,-3.59802,-3.02938,-0.9623,-0.58305,-3.82125
250,-6.3642,-3.89451,-4.84,-3.45295,-0.23035,-1.08904,-2.43287,-1.35034
251,-6.36138,-3.0258,-5.7112,-2.45217,-0.59898,-3.10009,-1.33176,-0.05943
252,-6.35344,-3.40524,-0.07145,-1.19864,-2.94619,-3.27257,-5.08604,-1.15704
253,-6.35293,-3.30736,-2.91249,-3.28742,-4.45651,-1.87222,-1.8729,-1.59327
254,-6.34788,-0.81699,-0.3272,-1.69089,-3.85034,-1.60377,-1.27276,-6.08717
255,-6.3455,-6.47184,-1.27914,-0.62035,-1.75316,-3.26776,-1.02846,-1.00963
256,-6.33739,-1.7262,-2.15184,-7.07787,-0.04022,-0.44151,-1.36018,-0.29052
257,-6.33152,-0.52796,-2.96133,-1.87754,-1.61935,-3.35865,-5.36574,-2.15511
258,-6.327,-2.62074,-4.82647,-2.91214,-0.52976,-3.54082,-1.66755,-2.39306
259,-6.30791,-3.53832,-4.15785,-1.55508,-0.60706,-0.66511,-4.88896,-1.8088
260,-6.306,-1.67762,-0.16423,-1.39306,-4.37433,-5.87668,-1.13644,-0.70047
261,-6.29769,-0.2986,-2.07873,-0.39536,-6.47839,-1.72316,-2.9146,-1.52931
262,-6.29406,-4.95844,-0.13255,-0.54485,-5.58577,-0.52261,-0.15254,-1.99677
263,-6.28764,-2.37016,-4.92669,-2.76893,-1.03685,-2.10745,-0.03575,-4.17026
264,-6.28522,-3.63894,-0.10871,-0.38947,-3.07107,-5.84876,-0.06295,-1.85667
265,-6.28458,-0.33274,-6.13152,-1.9857,-0.26499,-3.98865,-0.2695,-1.67409
266,-6.26592,-1.74032,-3.81533,-2.59376,-3.06342,-1.3717,-4.50481,-2.20585
267,-6.26083,-3.98891,-0.55444,-2.40115,-2.04737,-2.78709,-1.65368,-4.91157
268,-6.25355,-1.30414,-0.63601,-1.3421,-4.35947,-3.31258,-4.34794,-2.84672
269,-6.25284,-2.00509,-2.65933,-6.01219,-1.968,-1.00813,-2.96021,-0.10437
270,-6.23323,-4.2737,-0.05971,-0.85341,-6.2742,-1.37338,-0.22117,-0.92179
271,-6.23294,-3.31516,-2.25921,-2.09834,-3.19915,-0.52354,-4.67197,-2.88395
272,-6.22629,-3.69684,-0.57503,-4.48453,-4.4029,-0.62244,-0.49396,-2.66609
273,-6.22257,-1.55865,-0.87014,-2.35574,-2.38466,-2.66225,-2.49787,-5.79052
274,-6.20491,-0.10956,-1.37823,-2.22369,-2.82364,-1.0356,-6.73148,-0.53336
275,-6.19497,-2.51962,-3.28868,-2.38405,-3.79731,-2.54902,-4.2006,-0.46114
276,-6.19427,-3.85017,-1.76037,-0.62034,-2.46565,-2.87563,-1.31798,-5.21899
277,-6.18748,-2.02337,-1.80262,-0.65124,-0.73426,-2.5407,-6.84213,-0.37206
278,-6.18633,-1.57866,-2.67214,-1.7933,-0.36738,-0.67376,-6.08369,-3.35869
