leaf_index,r0,r1,r2,r3,r4,r5,r6,r7
118,-8.19114,-2.62078,-2.3509,-1.55935,-3.74675,-0.09677,-1.8147,-0.8589
119,-8.1848,-0.13171,-3.30774,-1.9189,-1.4627,-3.67249,-1.63951,-0.23167
120,-8.17599,-0.4769,-1.27891,-4.43932,-1.37526,-2.27216,-1.55534,-1.45239
121,-8.17438,-2.05227,-1.90464,-1.03589,-0.77945,-0.40011,-4.80117,-0.66943
122,-8.1701,-0.15933,-0.53223,-2.13798,-3.00111,-4.03745,-1.7474,-0.09311
123,-8.16459,-2.13698,-2.82202,-2.05118,-2.14239,-0.22119,-2.8874,-1.90416
124,-8.16015,-2.53201,-2.41204,-0.40941,-1.62396,-1.89709,-3.75282,-0.83391
125,-8.15541,-4.45803,-2.90597,-0.18058,-2.0379,-0.9228,-0.22128,-0.29079
126,-8.1544,-1.55541,-0.20268,-1.54324,-4.68217,-0.3398,-2.56941,-0.15391
127,-8.15061,-1.3053,-1.05177,-2.62069,-1.71876,-2.56363,-0.04139,-3.78965
128,-8.14859,-4.03879,-1.11299,-0.30637,-0.31312,-1.93256,-3.35661,-0.92545
129,-8.14609,-1.44865,-1.70067,-4.09131,-0.69195,-2.25046,-1.66189,-1.89901
130,-8.14538,-1.98825,-0.49124,-2.80152,-2.37666,-2.95055,-2.67773,-0.29217
131,-8.14472,-2.11722,-0.39188,-0.40501,-2.82873,-1.67245,-4.23573,-0.35091
132,-8.14136,-2.22752,-2.33639,-2.02191,-1.81783,-2.63953,-2.9841,-0.18189
133,-8.1359,-0.07333,-1.37091,-1.54424,-2.02986,-4.56359,-1.87205,-1.04233
134,-8.12812,-1.18796,-2.10368,-1.42686,-1.61982,-3.08378,-2.7532,-2.5194
135,-8.12639,-3.93275,-0.98245,-1.61703,-1.37455,-1.11454,-0.63657,-3.37321
136,-8.12063,-3.05964,-1.59107,-1.57359,-1.30927,-2.52147,-0.55182,-3.363
137,-8.10785,-2.28352,-0.06943,-2.18844,-1.2371,-1.69254,-1.65807,-4.13641
138,-8.10686,-2.73075,-2.52078,-1.46957,-3.40849,-0.80882,-1.92627,-1.52493
139,-8.10199,-3.4198,-2.21023,-0.01833,-1.66947,-2.71871,-1.81008,-2.07903
140,-8.09112,-1.8112,-2.55881,-4.02234,-0.33628,-1.69451,-2.34809,-0.16957
141,-8.09003,-2.43227,-1.20265,-0.68707,-2.95252,-4.19242,-0.64928,-0.04093
142,-8.08482,-0.80927,-2.88237,-0.09368,-2.29353,-0.92721,-4.05945,-1.75066
143,-8.0844,-1.74616,-0.5778,-0.74977,-3.46302,-2.43231,-3.57349,-0.13783
144,-8.0829,-1.83293,-1.88813,-0.26995,-3.04851,-2.35585,-3.47337,-0.87262
145,-8.07797,-4.0483,-0.08795,-3.59316,-0.07416,-0.23288,-1.81212,-1.44762
146,-8.07709,-2.35441,-1.00584,-0.00747,-2.47454,-3.14552,-1.05425,-3.32814
147,-8.07269,-2.38432,-0.77626,-0.0806,-3.34939,-3.75151,-0.64673,-1.68141
148,-8.06607,-2.74112,-3.19462,-3.77935,-0.88063,-1.28541,-0.69855,-0.14113
149,-8.06315,-0.89218,-1.68268,-0.18197,-2.45204,-1.98034,-4.27657,-1.76118
150,-8.0588,-0.2157,-2.3034,-3.83262,-1.30453,-1.10947,-1.45154,-3.15831
151,-8.05871,-4.42102,-2.58084,-1.31081,-0.71379,-0.21328,-2.07534,-1.50693
152,-8.05349,-2.64111,-2.43156,-0.21884,-1.83131,-1.04719,-0.24878,-4.20633
153,-8.05213,-1.65986,-2.33811,-3.07619,-0.87986,-0.88225,-3.96638,-0.44009
154,-8.04976,-2.16174,-0.31726,-3.55196,-1.57822,-1.20352,-3.71151,-0.31082
155,-8.04178,-3.93542,-0.54373,-1.72451,-2.32386,-1.67776,-2.6401,-1.17784
156,-8.03285,-2.28978,-2.55187,-0.0551,-2.68508,-3.44319,-1.98951,-0.83172
157,-8.03017,-1.64791,-0.42336,-0.42378,-2.04249,-4.24183,-2.87091,-1.4265
158,-8.02711,-1.19922,-3.47771,-0.87419,-2.53633,-2.97568,-1.06794,-2.20013
159,-8.02337,-5.18316,-0.49346,-0.09922,-1.12499,-1.57543,-2.16394,-0.27733
160,-8.02182,-2.6864,-2.62343,-0.23997,-2.63717,-1.95546,-3.20794,-0.65143
161,-8.02156,-3.01167,-1.76082,-2.53465,-2.62555,-2.3412,-2.12379,-0.41742
162,-8.01771,-2.40542,-2.24907,-2.28222,-2.80761,-2.66304,-2.02489,-0.76732
163,-8.01215,-0.02405,-0.49921,-1.78649,-0.27777,-3.74616,-4.06171,-1.32501
164,-8.00793,-0.31828,-3.56438,-3.9175,-1.3804,-0.91815,-0.77614,-2.09028
165,-7.99954,-3.46289,-0.27559,-2.09369,-1.50294,-1.25324,-3.8499,-0.95135
166,-7.99295,-0.37208,-1.43986,-3.6201,-1.63618,-0.84819,-4.16996,-0.10433
167,-7.992,-0.86977,-1.08376,-3.44594,-2.33998,-3.98914,-0.31312,-0.9141
168,-7.99155,-0.0994,-0.68011,-1.99168,-0.36765,-2.82092,-4.80622,-0.70954
169,-7.99046,-1.35933,-1.91256,-0.94151,-4.33398,-2.02774,-2.49857,-0.78895
170,-7.98766,-5.20374,-0.33328,-1.63647,-1.51456,-0.41896,-0.64176,-1.85687
171,-7.98097,-4.17853,-0.9987,-3.25496,-2.6651,-0.33314,-0.18929,-0.04904
172,-7.98036,-1.02406,-3.28869,-1.80042,-2.29196,-1.77655,-3.35578,-1.23999
173,-7.97976,-0.96783,-2.56335,-3.56158,-0.18184,-1.83687,-2.89191,-2.08828
174,-7.97238,-0.9019,-1.5617,-2.62992,-2.10534,-3.79867,-0.96557,-2.54513
175,-7.97021,-1.23204,-0.33028,-4.82298,-0.65927,-2.22024,-2.49016,-0.1507
176,-7.95926,-0.89006,-0.91649,-1.22948,-0.37199,-0.44989,-2.17032,-5.33436
177,-7.95155,-2.0725,-2.76091,-0.02445,-2.03959,-1.19302,-4.25138,-1.09401
178,-7.95052,-2.21967,-0.89423,-2.23706,-3.75129,-0.14608,-3.35088,-0.85808
179,-7.94708,-2.20382,-2.01944,-4.13349,-0.18241,-0.25442,-1.67559,-2.81383
180,-7.94482,-1.09612,-2.53261,-3.18874,-1.14122,-1.2084,-2.25893,-3.35124
181,-7.94402,-3.84688,-2.04167,-2.46313,-1.45467,-0.13091,-0.97179,-2.96328
182,-7.94232,-2.20768,-0.02791,-1.53787,-1.35401,-1.95541,-2.66169,-4.11562
183,-7.93511,-2.03505,-4.44406,-1.73036,-2.77242,-0.64512,-0.75598,-1.21445
184,-7.93403,-1.73601,-2.99881,-1.74389,-2.8572,-0.66558,-0.05808,-3.65972
185,-7.9337,-2.26546,-0.25063,-4.31549,-0.78699,-3.5416,-0.14926,-0.23072
186,-7.92768,-0.10362,-0.6221,-1.11712,-3.19733,-3.59087,-2.51647,-2.46096
187,-7.92444,-4.77192,-0.13426,-1.69745,-3.00866,-1.19993,-0.98544,-0.26403
188,-7.92208,-3.26944,-1.19671,-1.22666,-2.43249,-2.50519,-0.85784,-3.2689
189,-7.92081,-4.63076,-1.61616,-2.73773,-1.3442,-1.22008,-1.2433,-0.9319
190,-7.91798,-1.44822,-2.15077,-0.33285,-2.17004,-0.62463,-4.11229,-2.90887
191,-7.91505,-1.95024,-0.80389,-0.05101,-0.41525,-4.99467,-1.206,-2.51518
192,-7.9114,-3.04544,-1.55863,-1.47246,-2.94858,-1.07528,-2.39592,-2.81901
193,-7.90598,-2.68087,-0.28109,-1.4978,-1.54547,-4.02915,-2.06726,-2.25608
194,-7.9037,-1.96259,-5.07927,-1.05491,-1.76697,-0.86114,-1.70165,-0.09286
195,-7.88922,-1.49927,-3.24915,-3.01386,-0.40362,-2.13221,-1.85742,-2.77721
196,-7.88868,-1.85901,-1.74314,-1.98159,-0.67258,-0.91045,-5.10417,-0.11749
197,-7.87723,-4.55848,-3.16591,-1.10597,-0.51275,-2.3318,-0.39085,-0.26509
198,-7.87498,-2.93489,-1.15862,-0.37866,-4.00774,-3.3577,-0.10323,-0.73388
199,-7.87366,-3.1701,-0.53312,-4.6795,-2.05788,-0.10473,-1.22989,-0.12483
200,-7.87277,-2.48693,-0.56083,-3.18899,-3.11111,-2.02413,-1.87034,-2.01895
201,-7.86635,-2.67569,-2.12763,-2.7516,-2.51591,-0.05272,-0.16889,-3.53581
202,-7.86097,-2.74287,-0.00132,-2.7808,-0.25649,-2.43822,-2.51677,-3.25639
203,-7.8581,-3.35561,-1.30491,-3.25134,-1.13368,-3.6195,-0.16238,-0.55117
204,-7.85342,-1.86325,-3.72062,-1.16173,-1.03879,-2.41191,-3.40025,-1.096
205,-7.8532,-1.4592,-1.36574,-3.26008,-4.18325,-1.79553,-0.82182,-1.51847
206,-7.85084,-2.32774,-1.25611,-2.49478,-1.70769,-1.35739,-2.23623,-3.92234
207,-7.8502,-4.45797,-2.01551,-2.72178,-0.27214,-2.23516,-1.40008,-0.01714
208,-7.84762,-0.5063,-1.3323,-2.35299,-0.06197,-4.93985,-2.31333,-1.0438
209,-7.84121,-0.37211,-2.67441,-1.8259,-3.66874,-1.8872,-3.20253,-0.78308
210,-7.83982,-2.22379,-1.49273,-0.89659,-3.30529,-0.21861,-4.04511,-1.7956
211,-7.83917,-1.13215,-4.16278,-1.32922,-0.50837,-1.40086,-1.66575,-3.62967
212,-7.83367,-0.09722,-1.60451,-4.70118,-0.87421,-1.5101,-2.97185,-1.43946
213,-7.82951,-2.1036,-4.08601,-2.72909,-0.30571,-2.93826,-1.15983,-0.24134
214,-7.82791,-0.27781,-4.05657,-0.89309,-1.19838,-4.28795,-0.98166,-0.77912
215,-7.82089,-2.91053,-1.19208,-3.24568,-0.79886,-3.8586,-1.53054,-0.73317
216,-7.81273,-0.38668,-2.57234,-1.2018,-2.32009,-1.65685,-4.64125,-1.03983
217,-7.81105,-1.70946,-1.25927,-0.15311,-3.23347,-0.55832,-1.37662,-4.6684
218,-7.80833,-2.28499,-1.60866,-3.65389,-3.18544,-2.17972,-0.5999,-1.61616
219,-7.80391,-2.15636,-1.77818,-0.94748,-3.54557,-1.70011,-2.05426,-3.27231
220,-7.80269,-4.22766,-1.81212,-0.02341,-0.52893,-1.52545,-3.40616,-1.93698
221,-7.8011,-4.07159,-0.80153,-2.85901,-3.20486,-1.59445,-0.6973,-0.66999
222,-7.7994,-0.00035,-4.05681,-3.82642,-2.71586,-0.03276,-0.16675,-0.81574
223,-7.78707,-4.83188,-2.43658,-2.60836,-0.37915,-0.79604,-0.24493,-1.56095
224,-7.78621,-1.53498,-4.19225,-3.46872,-1.18107,-0.40715,-2.24446,-0.90198
225,-7.78575,-4.17983,-2.60165,-1.62288,-3.20427,-1.3656,-0.16977,-0.58969
226,-7.78306,-1.86389,-4.61422,-3.16924,-2.05011,-0.59349,-0.05873,-0.23693
227,-7.78194,-4.61039,-3.74668,-0.03119,-1.08846,-0.12331,-1.65448,-0.45807
228,-7.78015,-1.21737,-2.42818,-0.0459,-1.45726,-3.02072,-3.82309,-2.49494
229,-7.77997,-3.0537,-0.58763,-1.5108,-1.90892,-1.04247,-3.62081,-3.11097
230,-7.77595,-5.81429,-0.07808,-0.02095,-0.6184,-0.3924,-2.03138,-1.02922
231,-7.77478,-0.52359,-2.08588,-0.29428,-3.64174,-0.28558,-4.61918,-0.40078
232,-7.77422,-0.95201,-0.15397,-0.41069,-4.24392,-2.94477,-1.42744,-3.12134
233,-7.77341,-0.88466,-2.14816,-1.53694,-0.54812,-0.56303,-4.91756,-2.64856
234,-7.77093,-0.12319,-1.85479,-1.40649,-3.23458,-4.33339,-1.97649,-1.01572
235,-7.76846,-2.05334,-1.01281,-3.33419,-0.43755,-2.79473,-0.67533,-3.85152
236,-7.76803,-1.8397,-1.44973,-2.19292,-3.79694,-2.44391,-2.85674,-0.90121
237,-7.76382,-3.62167,-2.39537,-1.04208,-3.24574,-2.36107,-1.11788,-1.55686
238,-7.76071,-0.48722,-1.24811,-1.20426,-0.19343,-0.41017,-2.74307,-5.36618
239,-7.76066,-1.30221,-2.7055,-1.6997,-2.42097,-3.08666,-2.87664,-2.0504
240,-7.7574,-0.69503,-1.68872,-1.91586,-5.24256,-0.36181,-0.99505,-2.05231
241,-7.75371,-2.92436,-4.82941,-1.91641,-1.4063,-0.5347,-0.86507,-1.14908
242,-7.75198,-0.26445,-3.92975,-0.261,-1.71613,-2.68346,-2.671,-2.65433
243,-7.74859,-2.16717,-4.06858,-1.49701,-0.3505,-3.35707,-1.69948,-1.47896
244,-7.74441,-0.70319,-2.63577,-4.47231,-0.2863,-2.02515,-0.81275,-2.78155
245,-7.74437,-0.40844,-2.44541,-0.53025,-1.42731,-3.27696,-3.65427,-2.73264
246,-7.74176,-2.06339,-0.17601,-5.31367,-1.09339,-0.69162,-2.14278,-1.12968
247,-7.73894,-2.7177,-0.50436,-0.47411,-2.8523,-0.16555,-0.20826,-4.90279
248,-7.73205,-3.99052,-3.45726,-0.3038,-0.79053,-1.7431,-2.15958,-1.97967
249,-7.73055,-1.06579,-3.70447,-1.59613,-0.9576,-0.11729,-2.34426,-4.05039
250,-7.71872,-1.58977,-0.46486,-4.29959,-1.16988,-1.59883,-1.37319,-3.65799
251,-7.71738,-2.04632,-2.9645,-1.46487,-0.26361,-4.36651,-2.2345,-1.09163
252,-7.71684,-0.39084,-2.51035,-3.61797,-1.51514,-3.00714,-2.34657,-2.01521
253,-7.71156,-2.03868,-0.30188,-0.08229,-5.56327,-0.34865,-2.20643,-0.58123
254,-7.71093,-0.67123,-1.93162,-2.10335,-2.3937,-3.27388,-2.84212,-2.72213
255,-7.70704,-0.73135,-1.02197,-0.35809,-5.28032,-2.8742,-1.14412,-1.20086
256,-7.7069,-1.63102,-3.14828,-2.22012,-0.83186,-2.5998,-3.95609,-0.03536
257,-7.70593,-1.02867,-1.36972,-0.82153,-2.24194,-4.97569,-2.68344,-0.15745
258,-7.70563,-1.89414,-0.97272,-3.94202,-1.72882,-1.00219,-2.93078,-2.8226
259,-7.7054,-3.42208,-3.61349,-1.01386,-0.15735,-0.37068,-0.53914,-3.79186
260,-7.70373,-1.70998,-2.81334,-1.83204,-4.05463,-0.14553,-0.22372,-3.15374
261,-7.69588,-1.37702,-2.18566,-2.29822,-3.03529,-2.32329,-3.76888,-0.05758
262,-7.6941,-1.33423,-2.768,-2.45885,-1.37658,-1.70648,-4.52711,-0.10513
263,-7.69409,-2.05739,-1.30754,-2.58532,-3.63665,-1.18488,-3.31578,-1.59721
264,-7.69258,-0.6488,-3.98203,-1.13932,-3.6386,-1.7183,-2.30676,-1.31742
265,-7.69234,-0.12477,-0.86555,-3.8248,-0.31813,-2.17221,-4.30507,-1.44248
266,-7.6865,-5.3215,-0.94481,-2.71291,-1.30562,-0.55263,-1.32627,-0.76016
267,-7.68326,-0.18457,-0.37125,-1.20327,-1.02385,-0.23474,-4.07793,-4.64917
268,-7.68039,-1.84731,-2.78181,-1.93797,-1.09778,-0.32339,-4.81412,-1.27257
269,-7.67954,-0.78044,-4.24156,-0.4039,-0.35388,-2.56688,-0.1893,-3.9385
270,-7.67884,-2.03688,-0.60554,-2.91196,-1.99862,-1.05728,-2.691,-3.96063
271,-7.67351,-3.30938,-3.64763,-1.67731,-2.15406,-1.89868,-1.44344,-1.92826
272,-7.67286,-2.24045,-2.90103,-0.1351,-0.42826,-4.92765,-0.64149,-1.67236
273,-7.67106,-3.9188,-1.65668,-0.92529,-0.64191,-3.23293,-1.51796,-3.00483
274,-7.66341,-3.33962,-0.72967,-0.64086,-2.37742,-2.0221,-4.1719,-1.42488
275,-7.6599,-1.27798,-0.06898,-1.37756,-0.17032,-4.20412,-3.66097,-2.58534
276,-7.65615,-0.77786,-1.57821,-4.85461,-0.40362,-1.8547,-3.17375,-1.02218
277,-7.65483,-2.59523,-0.15678,-2.685,-1.72697,-0.4719,-0.16943,-4.91942
278,-7.65415,-0.32326,-3.4121,-2.73276,-0.2026,-0.20462,-4.58789,-1.03316
