leaf_index,r0,r1,r2,r3,r4,r5,r6,r7
38,-2.25324,-2.87873,-1.3044,-0.40855,-4.99057,-0.12498,-5.93848,-4.95787
39,-2.23674,-4.40532,-2.89251,-2.33642,-0.50591,-6.56964,-0.00657,-4.28351
40,-1.67696,-3.98692,-1.60345,-6.3236,-4.39326,-2.16604,-2.60558,-2.81989
41,-1.62609,-1.70941,-3.19778,-0.93603,-0.34607,-0.94465,-3.85286,-8.21433
42,-1.57996,-3.22502,-1.75318,-3.62134,-1.35534,-0.44303,-2.56268,-7.89396
43,-1.49528,-1.68376,-4.84821,-2.94613,-1.38247,-2.03397,-7.125,-2.43525
44,-1.46686,-5.58431,-0.60756,-0.07354,-3.58287,-5.68828,-3.62751,-2.81727
45,-1.42332,-4.69973,-6.69815,-0.76632,-3.22776,-1.73909,-3.85678,-1.45483
46,-1.35253,-4.0192,-0.02755,-4.75279,-4.62181,-6.16143,-0.22491,-0.22795
47,-1.34651,-6.79545,-1.41516,-0.87351,-4.7531,-2.59237,-2.35942,-3.78997
48,-1.31916,-7.13643,-2.25926,-2.31641,-1.79568,-5.75755,-0.58504,-0.38084
49,-1.24846,-2.03277,-5.79421,-4.58108,-1.46329,-3.63773,-3.69693,-3.27239
50,-1.10373,-4.91368,-0.19564,-0.07928,-4.12046,-2.70766,-5.96155,-3.8397
51,-0.90887,-2.7504,-0.33531,-3.5543,-2.48152,-3.96527,-0.02466,-7.54863
52,-0.8701,-2.03483,-1.02671,-3.31118,-7.18802,-1.10902,-5.33894,-1.29709
53,-0.73398,-1.56875,-3.07621,-1.21258,-7.83835,-0.28052,-3.06938,-3.88939
54,-0.71183,-0.16942,-7.31746,-1.7086,-3.34355,-4.42762,-0.64476,-3.4353
55,-0.7054,-4.32673,-6.23611,-0.85572,-5.8548,-1.43256,-0.91151,-1.99967
56,-0.59802,-1.25892,-6.2266,-0.00087,-1.4017,-4.11979,-1.3015,-6.21736
57,-0.57733,-5.41842,-0.15357,-4.00606,-5.21651,-0.23259,-4.74521,-2.11004
58,-0.53344,-1.2311,-0.92598,-8.09859,-0.9018,-1.1208,-4.13545,-3.54737
59,-0.43841,-3.47468,-4.9165,-2.08078,-1.20745,-5.65356,-4.97852,-1.01311
60,-0.31802,-0.59288,-0.67312,-5.33433,-6.02027,-2.00205,-5.11478,-2.05581
61,-0.21146,-1.55686,-4.16241,-1.36914,-0.04334,-1.46714,-6.88882,-5.3592
62,-0.19749,-6.80089,-0.13988,-0.27414,-4.49079,-4.57099,-3.12751,-1.66483
63,-0.04898,-7.94281,-1.36069,-3.2536,-0.85543,-1.49142,-3.078,-3.47013
