leaf_index,r0,r1,r2,r3,r4
365,-8.73861,-3.08068,-1.728,-1.33131,-3.06394
366,-8.73803,-1.77386,-4.42579,-0.94707,-0.12501
367,-8.73767,-3.20777,-0.02245,-3.64692,-0.25058
368,-8.73716,-1.01704,-3.53946,-3.0482,-0.89911
369,-8.7343,-4.30212,-2.18662,-0.50525,-0.40892
370,-8.73137,-2.89913,-1.321,-1.38579,-3.41947
371,-8.73019,-1.46894,-0.1273,-1.28446,-4.46766
372,-8.73018,-1.93186,-3.14325,-2.32261,-2.18572
373,-8.72886,-2.27224,-3.69817,-0.81162,-2.07573
374,-8.72872,-3.12262,-2.03824,-2.97881,-1.01537
375,-8.7283,-1.06136,-2.06435,-3.49454,-2.49337
376,-8.72217,-0.59427,-1.57062,-3.33395,-3.16046
377,-8.71302,-3.23486,-1.38547,-2.03257,-2.75102
378,-8.71199,-0.3533,-2.97892,-3.83276,-0.64219
379,-8.71172,-1.0566,-2.79848,-3.88827,-0.19852
380,-8.70999,-4.45832,-1.08345,-1.04727,-1.41029
381,-8.70988,-3.23508,-1.40921,-3.41242,-0.20473
382,-8.70971,-3.56181,-0.39568,-1.49182,-3.01203
383,-8.7095,-1.29927,-1.599,-1.62028,-4.15625
384,-8.70934,-2.42527,-3.18816,-0.95574,-2.681
385,-8.70757,-1.2331,-1.0429,-4.63494,-0.29575
386,-8.7035,-3.86049,-2.01926,-2.27265,-0.32149
387,-8.70331,-0.49824,-2.02174,-2.27515,-3.83933
388,-8.703,-2.46754,-3.17518,-2.81633,-0.39446
389,-8.70285,-3.13365,-0.88843,-0.84421,-3.59704
390,-8.70119,-2.87574,-3.30126,-0.70698,-2.14972
391,-8.70066,-1.95778,-3.99926,-1.44431,-1.54451
392,-8.69828,-2.39582,-2.26015,-3.64768,-0.43128
393,-8.69822,-1.12857,-0.87727,-4.70829,-0.36008
394,-8.69804,-0.17353,-3.92514,-0.86531,-2.8563
395,-8.69744,-1.14613,-1.03358,-3.84037,-2.68777
396,-8.69379,-2.01765,-3.73845,-0.80849,-2.39112
397,-8.69345,-3.32626,-0.00793,-3.45659,-1.18819
398,-8.69265,-4.57756,-1.4366,-0.67824,-0.97971
399,-8.68897,-2.14614,-2.34353,-1.92096,-3.27319
400,-8.68835,-0.35266,-0.07678,-4.90123,-0.60025
401,-8.68717,-3.7064,-0.1746,-2.79468,-1.71901
402,-8.68594,-1.34871,-4.74271,-0.46365,-0.16473
403,-8.68467,-0.27787,-2.91334,-1.70968,-3.61783
404,-8.68439,-2.01153,-2.44517,-3.75549,-0.6727
405,-8.68397,-3.80284,-0.15021,-1.91341,-2.53838
406,-8.68269,-2.81535,-3.87691,-0.09611,-1.28259
407,-8.68111,-0.19891,-1.62795,-3.14893,-3.46884
408,-8.67454,-2.18454,-1.61118,-4.06936,-0.90804
409,-8.67299,-1.47084,-1.88826,-3.76696,-2.20462
410,-8.67212,-0.90395,-3.31309,-2.68096,-2.41106
411,-8.67175,-1.64359,-0.66342,-4.64472,-0.29302
412,-8.66979,-1.11475,-0.35058,-1.2694,-4.67522
413,-8.66847,-1.07341,-1.78317,-1.83067,-4.14421
414,-8.66775,-2.67399,-3.19447,-0.31525,-2.72321
415,-8.66524,-1.18919,-3.3779,-0.18917,-3.47181
416,-8.66293,-1.36519,-2.59717,-3.107,-2.58674
417,-8.66052,-4.80357,-0.4403,-0.86559,-0.9889
418,-8.66042,-2.018,-3.23975,-2.12972,-2.4276
419,-8.65003,-0.1452,-4.59302,-1.5736,-1.2585
420,-8.64819,-1.48153,-4.04461,-0.64873,-2.49681
421,-8.64796,-3.41938,-3.07831,-1.701,-1.07298
422,-8.64765,-3.13841,-0.55525,-3.78248,-0.8678
423,-8.64635,-0.05915,-3.03625,-1.50893,-3.70694
424,-8.64617,-0.03644,-0.69546,-2.97552,-3.98811
425,-8.64466,-1.8864,-0.40963,-4.43308,-1.37528
426,-8.64152,-1.83565,-3.40724,-2.87301,-1.4461
427,-8.64012,-0.08439,-4.13436,-1.90486,-2.14937
428,-8.63941,-0.58513,-4.92222,-0.47875,-0.7489
429,-8.63732,-3.60047,-2.45714,-2.5284,-0.05389
430,-8.62699,-2.98093,-3.01535,-1.58724,-2.25332
431,-8.62346,-4.00058,-1.4005,-1.11557,-2.53485
432,-8.61979,-1.55017,-3.52581,-3.29463,-0.10152
433,-8.61671,-2.23696,-2.96969,-1.40748,-3.15409
434,-8.61474,-3.09002,-0.76943,-2.38738,-3.15379
435,-8.61267,-2.58033,-3.45022,-2.66022,-0.42776
