leaf_index,r0,r1
123,-9.99995,-0.03217
124,-9.99995,-0.03192
125,-9.99995,-0.03187
126,-9.99995,-0.03178
127,-9.99995,-0.03132
128,-9.99995,-0.0311
129,-9.99995,-0.03092
130,-9.99995,-0.03001
131,-9.99994,-0.03603
132,-9.99994,-0.03557
133,-9.99994,-0.03545
134,-9.99994,-0.03543
135,-9.99994,-0.03529
136,-9.99994,-0.03529
137,-9.99994,-0.03516
138,-9.99994,-0.03378
139,-9.99994,-0.03378
140,-9.99994,-0.03319
141,-9.99993,-0.03824
142,-9.99993,-0.03779
143,-9.99993,-0.03769
144,-9.99993,-0.03768
145,-9.99993,-0.03761
146,-9.99993,-0.0376
147,-9.99993,-0.03731
148,-9.99993,-0.03723
149,-9.99993,-0.03722
150,-9.99993,-0.03718
151,-9.99993,-0.03695
152,-9.99993,-0.03656
153,-9.99993,-0.03624
154,-9.99992,-0.04059
155,-9.99992,-0.04047
156,-9.99992,-0.04021
157,-9.99992,-0.0402
158,-9.99992,-0.04013
159,-9.99992,-0.03989
160,-9.99992,-0.03953
161,-9.99992,-0.03922
162,-9.99992,-0.03902
163,-9.99992,-0.03898
164,-9.99992,-0.03892
165,-9.99992,-0.03878
166,-9.99991,-0.04342
167,-9.99991,-0.0434
168,-9.99991,-0.04232
169,-9.99991,-0.0423
170,-9.99991,-0.04202
171,-9.99991,-0.0414
172,-9.99991,-0.04129
173,-9.9999,-0.04549
174,-9.9999,-0.04541
175,-9.9999,-0.04531
176,-9.9999,-0.04507
177,-9.9999,-0.04496
178,-9.9999,-0.04439
179,-9.9999,-0.0442
180,-9.9999,-0.04417
181,-9.9999,-0.04385
182,-9.9999,-0.04385
183,-9.9999,-0.04365
184,-9.99989,-0.04727
185,-9.99989,-0.04709
186,-9.99989,-0.04692
187,-9.99989,-0.04674
188,-9.99989,-0.04669
189,-9.99989,-0.0466
190,-9.99989,-0.04653
191,-9.99989,-0.04608
192,-9.99989,-0.04601
193,-9.99989,-0.04585
194,-9.99988,-0.04977
195,-9.99988,-0.04932
196,-9.99988,-0.04923
197,-9.99988,-0.04886
198,-9.99988,-0.04882
199,-9.99988,-0.04876
200,-9.99988,-0.04859
201,-9.99988,-0.0485
202,-9.99988,-0.04834
203,-9.99988,-0.04801
204,-9.99987,-0.05187
205,-9.99987,-0.05157
206,-9.99987,-0.05109
207,-9.99987,-0.05085
208,-9.99987,-0.0505
209,-9.99987,-0.05039
210,-9.99987,-0.05026
211,-9.99987,-0.05022
212,-9.99987,-0.05022
213,-9.99986,-0.05324
214,-9.99986,-0.05318
215,-9.99986,-0.05282
216,-9.99986,-0.0528
217,-9.99986,-0.05271
218,-9.99986,-0.05271
219,-9.99986,-0.0521
220,-9.99986,-0.05197
221,-9.99985,-0.05557
222,-9.99985,-0.05554
223,-9.99985,-0.05531
224,-9.99985,-0.05521
225,-9.99985,-0.05516
226,-9.99985,-0.05497
227,-9.99985,-0.05486
228,-9.99985,-0.05468
229,-9.99985,-0.05464
230,-9.99985,-0.05411
231,-9.99985,-0.05409
232,-9.99984,-0.05738
233,-9.99984,-0.05717
234,-9.99984,-0.05668
235,-9.99984,-0.05646
236,-9.99984,-0.05602
237,-9.99984,-0.05596
238,-9.99984,-0.05596
239,-9.99983,-0.05909
240,-9.99983,-0.05853
241,-9.99983,-0.05831
242,-9.99983,-0.05813
243,-9.99983,-0.05805
244,-9.99983,-0.058
245,-9.99983,-0.05786
246,-9.99983,-0.05772
247,-9.99982,-0.06062
248,-9.99982,-0.06031
249,-9.99982,-0.06027
250,-9.99982,-0.06009
251,-9.99982,-0.05994
252,-9.99982,-0.05982
253,-9.99982,-0.0597
254,-9.99982,-0.05926
255,-9.99982,-0.05924
256,-9.99981,-0.06228
257,-9.99981,-0.06193
258,-9.99981,-0.06181
259,-9.99981,-0.06144
260,-9.99981,-0.06097
261,-9.99981,-0.06091
262,-9.9998,-0.06342
263,-9.9998,-0.06327
264,-9.9998,-0.06317
265,-9.9998,-0.06284
266,-9.9998,-0.06278
267,-9.9998,-0.06251
268,-9.99979,-0.06515
269,-9.99979,-0.06502
270,-9.99978,-0.0669
271,-9.99978,-0.06687
272,-9.99978,-0.06672
273,-9.99978,-0.0666
274,-9.99978,-0.06656
275,-9.99978,-0.06639
276,-9.99978,-0.06623
277,-9.99978,-0.0662
278,-9.99978,-0.06611
279,-9.99978,-0.06609
280,-9.99978,-0.06603
281,-9.99978,-0.06601
282,-9.99977,-0.06832
283,-9.99977,-0.06803
284,-9.99977,-0.06715
285,-9.99976,-0.06998
286,-9.99976,-0.06993
287,-9.99976,-0.06979
288,-9.99976,-0.0697
289,-9.99976,-0.06931
290,-9.99976,-0.06896
291,-9.99976,-0.06878
292,-9.99976,-0.0687
293,-9.99975,-0.07128
294,-9.99975,-0.07127
295,-9.99975,-0.07118
296,-9.99975,-0.07067
297,-9.99975,-0.0705
298,-9.99975,-0.0702
299,-9.99974,-0.07225
300,-9.99974,-0.07175
301,-9.99974,-0.07153
302,-9.99973,-0.07388
303,-9.99973,-0.07376
304,-9.99973,-0.07372
305,-9.99973,-0.07334
306,-9.99973,-0.073
307,-9.99972,-0.07491
308,-9.99972,-0.07485
309,-9.99972,-0.0748
310,-9.99972,-0.07477
311,-9.99972,-0.07477
312,-9.99972,-0.0745
313,-9.99972,-0.07441
314,-9.99972,-0.07423
315,-9.99971,-0.07678
316,-9.99971,-0.07658
317,-9.99971,-0.07625
318,-9.99971,-0.07625
319,-9.99971,-0.07619
320,-9.99971,-0.07597
321,-9.99971,-0.07591
322,-9.99971,-0.07576
323,-9.9997,-0.07808
324,-9.9997,-0.07806
325,-9.9997,-0.07741
326,-9.9997,-0.07712
327,-9.99969,-0.07841
328,-9.99969,-0.07838
329,-9.99969,-0.07827
330,-9.99969,-0.07822
331,-9.99968,-0.08059
332,-9.99968,-0.07997
333,-9.99967,-0.08183
334,-9.99967,-0.08124
335,-9.99967,-0.08095
336,-9.99966,-0.08302
337,-9.99966,-0.08291
338,-9.99966,-0.0829
339,-9.99966,-0.08245
340,-9.99966,-0.08238
341,-9.99966,-0.08216
342,-9.99966,-0.08215
343,-9.99966,-0.08207
344,-9.99965,-0.08376
345,-9.99965,-0.08349
346,-9.99965,-0.08324
347,-9.99965,-0.08308
348,-9.99964,-0.08467
349,-9.99964,-0.08451
350,-9.99964,-0.0845
351,-9.99964,-0.08444
352,-9.99964,-0.08427
353,-9.99963,-0.08627
354,-9.99963,-0.08623
355,-9.99963,-0.08617
356,-9.99963,-0.08599
357,-9.99962,-0.08756
358,-9.99962,-0.08756
359,-9.99962,-0.08729
360,-9.99962,-0.08725
361,-9.99961,-0.08856
362,-9.99961,-0.08817
363,-9.99961,-0.08802
364,-9.99961,-0.08796
365,-9.99961,-0.08791
366,-9.9996,-0.08968
367,-9.9996,-0.08966
368,-9.9996,-0.08966
369,-9.9996,-0.08937
370,-9.9996,-0.08921
371,-9.9996,-0.08909
372,-9.99959,-0.09086
373,-9.99959,-0.09026
374,-9.99959,-0.09013
375,-9.99958,-0.09163
376,-9.99958,-0.09147
377,-9.99958,-0.09138
378,-9.99957,-0.09255
379,-9.99957,-0.09238
380,-9.99957,-0.0922
381,-9.99956,-0.0942
382,-9.99956,-0.09406
383,-9.99956,-0.09399
384,-9.99956,-0.09365
385,-9.99956,-0.09346
386,-9.99956,-0.09338
387,-9.99955,-0.09538
388,-9.99955,-0.09504
389,-9.99955,-0.09501
390,-9.99955,-0.09475
391,-9.99955,-0.09437
392,-9.99954,-0.09634
393,-9.99954,-0.09618
394,-9.99954,-0.09606
395,-9.99954,-0.09581
396,-9.99954,-0.0957
397,-9.99953,-0.09746
398,-9.99953,-0.09733
399,-9.99953,-0.0968
400,-9.99952,-0.09779
401,-9.99952,-0.09772
402,-9.99951,-0.09919
403,-9.99951,-0.09889
404,-9.99951,-0.09877
405,-9.9995,-0.1001
406,-9.9995,-0.09994
407,-9.9995,-0.09982
408,-9.9995,-0.09954
409,-9.99949,-0.1013
410,-9.99949,-0.10084
411,-9.99948,-0.10241
412,-9.99948,-0.10184
413,-9.99948,-0.10173
414,-9.99947,-0.1029
415,-9.99947,-0.10266
416,-9.99947,-0.10262
417,-9.99946,-0.10426
418,-9.99946,-0.10406
419,-9.99946,-0.10385
420,-9.99946,-0.10379
421,-9.99946,-0.10368
422,-9.99945,-0.10533
423,-9.99945,-0.10509
424,-9.99945,-0.10475
425,-9.99945,-0.10473
426,-9.99945,-0.10455
427,-9.99944,-0.10619
428,-9.99943,-0.10711
429,-9.99943,-0.10683
430,-9.99943,-0.10658
431,-9.99943,-0.10647
432,-9.99943,-0.10644
433,-9.99943,-0.10639
434,-9.99942,-0.10792
435,-9.99942,-0.10783
436,-9.99942,-0.10767
437,-9.99942,-0.10753
438,-9.99942,-0.10751
439,-9.99942,-0.1074
440,-9.99941,-0.10908
441,-9.9994,-0.10962
442,-9.99939,-0.1108
443,-9.99939,-0.11052
444,-9.99938,-0.11154
445,-9.99938,-0.11137
446,-9.99938,-0.1113
447,-9.99938,-0.11127
448,-9.99938,-0.11122
449,-9.99938,-0.11094
450,-9.99938,-0.11092
451,-9.99937,-0.11256
452,-9.99937,-0.11237
453,-9.99937,-0.11203
454,-9.99936,-0.11312
455,-9.99936,-0.11281
456,-9.99935,-0.11419
457,-9.99935,-0.11414
458,-9.99935,-0.11406
459,-9.99934,-0.11489
460,-9.99934,-0.11476
461,-9.99934,-0.11471
462,-9.99934,-0.11448
463,-9.99934,-0.11446
464,-9.99933,-0.11601
465,-9.99933,-0.11573
466,-9.99933,-0.11565
467,-9.99933,-0.11553
468,-9.99933,-0.11551
469,-9.99933,-0.1155
470,-9.99933,-0.11541
471,-9.99933,-0.1154
472,-9.99932,-0.11702
473,-9.99932,-0.1166
474,-9.99932,-0.11645
475,-9.99932,-0.11636
476,-9.99932,-0.11627
477,-9.99932,-0.11624
478,-9.99931,-0.11764
479,-9.9993,-0.11862
480,-9.99929,-0.1192
481,-9.99929,-0.1191
482,-9.99928,-0.12034
483,-9.99928,-0.1203
484,-9.99928,-0.12021
485,-9.99928,-0.11995
486,-9.99928,-0.11978
487,-9.99928,-0.11964
488,-9.99927,-0.12063
489,-9.99926,-0.12198
490,-9.99926,-0.12175
491,-9.99926,-0.12171
492,-9.99926,-0.1217
493,-9.99926,-0.12136
494,-9.99925,-0.12286
495,-9.99925,-0.12251
496,-9.99925,-0.12242
497,-9.99923,-0.12437
498,-9.99923,-0.1241
499,-9.99923,-0.12374
500,-9.99923,-0.12369
501,-9.99922,-0.12521
502,-9.99922,-0.12519
503,-9.99921,-0.12577
504,-9.99921,-0.1255
505,-9.99921,-0.12532
506,-9.99918,-0.12835
507,-9.99918,-0.12826
508,-9.99918,-0.12817
509,-9.99918,-0.12811
510,-9.99918,-0.12795
511,-9.99917,-0.12918
512,-9.99917,-0.12914
513,-9.99917,-0.12893
514,-9.99916,-0.12995
515,-9.99916,-0.12983
516,-9.99916,-0.12971
517,-9.99915,-0.1307
518,-9.99915,-0.13031
519,-9.99914,-0.13147
520,-9.99914,-0.13118
521,-9.99914,-0.13083
522,-9.99913,-0.1319
523,-9.99913,-0.13172
524,-9.99913,-0.13161
525,-9.99913,-0.13155
526,-9.99912,-0.13284
527,-9.99912,-0.13281
528,-9.99912,-0.13267
529,-9.99912,-0.13248
530,-9.99911,-0.13367
531,-9.99911,-0.13358
532,-9.99911,-0.13307
533,-9.9991,-0.13421
534,-9.9991,-0.13414
535,-9.99909,-0.13494
536,-9.99908,-0.1358
537,-9.99908,-0.13558
538,-9.99908,-0.1355
539,-9.99907,-0.13635
540,-9.99906,-0.13724
541,-9.99906,-0.13715
542,-9.99906,-0.13698
543,-9.99905,-0.13802
544,-9.99905,-0.13795
545,-9.99905,-0.13782
546,-9.99905,-0.13755
547,-9.99904,-0.13866
548,-9.99904,-0.13866
549,-9.99904,-0.13826
550,-9.99904,-0.13825
551,-9.99903,-0.13953
552,-9.99902,-0.13978
553,-9.99902,-0.13977
554,-9.99901,-0.14079
555,-9.99901,-0.14041
556,-9.999,-0.14164
557,-9.999,-0.14123
558,-9.99899,-0.14237
559,-9.99899,-0.14205
560,-9.99898,-0.14305
561,-9.99898,-0.14252
562,-9.99897,-0.14377
563,-9.99897,-0.1436
564,-9.99897,-0.14347
565,-9.99897,-0.14344
566,-9.99897,-0.14337
567,-9.99897,-0.14328
568,-9.99897,-0.14327
569,-9.99896,-0.1445
570,-9.99896,-0.14433
571,-9.99896,-0.14429
572,-9.99896,-0.14394
573,-9.99896,-0.14388
574,-9.99895,-0.14482
575,-9.99895,-0.14464
576,-9.99895,-0.14461
577,-9.99894,-0.14594
578,-9.99894,-0.14579
579,-9.99894,-0.14552
580,-9.99894,-0.14544
581,-9.99893,-0.1465
582,-9.99892,-0.14686
583,-9.99892,-0.14681
584,-9.99891,-0.14787
585,-9.99891,-0.14787
586,-9.99891,-0.14786
587,-9.99891,-0.14784
588,-9.99891,-0.14779
589,-9.99891,-0.14746
590,-9.99891,-0.14736
591,-9.99891,-0.14733
592,-9.9989,-0.14838
593,-9.99889,-0.14932
594,-9.99889,-0.14918
595,-9.99889,-0.14918
596,-9.99889,-0.1491
597,-9.99889,-0.14899
598,-9.99888,-0.14989
599,-9.99888,-0.14943
600,-9.99887,-0.15023
601,-9.99886,-0.15097
602,-9.99886,-0.15072
603,-9.99885,-0.15182
604,-9.99885,-0.1517
605,-9.99885,-0.15138
606,-9.99884,-0.15243
607,-9.99883,-0.15321
608,-9.99883,-0.15316
609,-9.99883,-0.15311
610,-9.99883,-0.15308
611,-9.99883,-0.15297
612,-9.99883,-0.15297
613,-9.99883,-0.15297
614,-9.99883,-0.15275
615,-9.99882,-0.15364
616,-9.99882,-0.15362
617,-9.99881,-0.15451
618,-9.99881,-0.15413
619,-9.9988,-0.15511
620,-9.9988,-0.15474
621,-9.9988,-0.15466
622,-9.99879,-0.15578
623,-9.99879,-0.15559
624,-9.99879,-0.15525
625,-9.99878,-0.1563
626,-9.99878,-0.15627
627,-9.99878,-0.15623
628,-9.99878,-0.15599
629,-9.99878,-0.15593
630,-9.99877,-0.15702
631,-9.99877,-0.15693
632,-9.99877,-0.15683
633,-9.99877,-0.1568
634,-9.99877,-0.15661
635,-9.99876,-0.15762
636,-9.99876,-0.15755
637,-9.99876,-0.15743
638,-9.99875,-0.15828
639,-9.99874,-0.1588
640,-9.99874,-0.15874
641,-9.99874,-0.15872
642,-9.99874,-0.1585
643,-9.99873,-0.15951
644,-9.99873,-0.1595
645,-9.99872,-0.16015
646,-9.99872,-0.16015
647,-9.99872,-0.16011
648,-9.99872,-0.16001
649,-9.99872,-0.15999
650,-9.99871,-0.16092
651,-9.99871,-0.1609
652,-9.99871,-0.1609
653,-9.99871,-0.16065
654,-9.99871,-0.16063
655,-9.99871,-0.16062
656,-9.9987,-0.161
657,-9.99869,-0.16192
658,-9.99869,-0.16181
659,-9.99869,-0.1618
660,-9.99868,-0.16258
661,-9.99868,-0.16244
662,-9.99868,-0.16244
663,-9.99868,-0.16238
664,-9.99868,-0.16218
665,-9.99867,-0.16281
666,-9.99866,-0.16385
667,-9.99866,-0.16358
668,-9.99865,-0.16435
669,-9.99864,-0.16509
670,-9.99864,-0.16502
671,-9.99864,-0.16489
672,-9.99864,-0.16473
673,-9.99864,-0.16462
674,-9.99863,-0.16549
675,-9.99863,-0.16528
676,-9.99862,-0.16621
677,-9.99862,-0.16609
678,-9.99862,-0.1659
679,-9.99861,-0.16694
680,-9.99861,-0.16689
681,-9.99861,-0.16671
682,-9.9986,-0.1675
683,-9.9986,-0.16738
684,-9.99858,-0.16881
685,-9.99858,-0.16874
686,-9.99858,-0.16861
687,-9.99858,-0.1686
688,-9.99858,-0.16851
689,-9.99858,-0.1685
690,-9.99858,-0.16846
691,-9.99857,-0.16936
692,-9.99857,-0.16913
693,-9.99857,-0.16895
694,-9.99856,-0.16977
695,-9.99856,-0.16968
696,-9.99856,-0.16963
697,-9.99856,-0.16958
698,-9.99856,-0.16953
699,-9.99855,-0.17043
700,-9.99855,-0.17014
701,-9.99854,-0.17116
702,-9.99854,-0.17083
703,-9.99854,-0.1706
704,-9.99853,-0.17128
705,-9.99853,-0.17127
706,-9.99852,-0.17223
707,-9.99852,-0.17222
708,-9.99852,-0.1722
709,-9.99851,-0.17279
710,-9.99851,-0.1725
711,-9.9985,-0.17316
712,-9.9985,-0.17314
713,-9.99849,-0.17393
714,-9.99849,-0.17384
715,-9.99849,-0.17367
716,-9.99849,-0.17364
717,-9.99848,-0.17447
718,-9.99848,-0.17444
719,-9.99848,-0.17441
720,-9.99848,-0.17407
721,-9.99847,-0.17517
722,-9.99847,-0.17499
723,-9.99846,-0.17574
724,-9.99846,-0.17562
725,-9.99846,-0.17558
726,-9.99846,-0.17536
727,-9.99845,-0.17605
728,-9.99844,-0.17655
729,-9.99844,-0.17643
730,-9.99844,-0.17643
731,-9.99843,-0.17711
732,-9.99843,-0.17698
733,-9.99843,-0.17694
734,-9.99842,-0.17788
735,-9.99842,-0.17777
736,-9.99842,-0.17774
737,-9.99842,-0.17757
738,-9.99842,-0.17752
739,-9.99841,-0.17849
740,-9.9984,-0.17878
741,-9.99839,-0.17942
742,-9.99838,-0.18016
743,-9.99838,-0.17992
744,-9.99838,-0.17983
745,-9.99837,-0.18081
746,-9.99836,-0.18117
747,-9.99835,-0.18181
748,-9.99835,-0.18178
749,-9.99835,-0.18162
750,-9.99835,-0.18142
751,-9.99834,-0.18206
752,-9.99833,-0.18278
753,-9.99833,-0.18276
754,-9.99833,-0.18265
755,-9.99833,-0.18263
756,-9.99833,-0.18262
757,-9.99832,-0.18336
758,-9.99832,-0.18331
759,-9.99832,-0.18326
760,-9.99832,-0.18311
761,-9.99831,-0.18368
762,-9.99829,-0.18496
763,-9.99829,-0.18489
764,-9.99828,-0.18568
765,-9.99827,-0.18614
766,-9.99827,-0.18592
767,-9.99827,-0.18583
768,-9.99826,-0.18674
769,-9.99826,-0.18673
770,-9.99826,-0.18659
771,-9.99824,-0.18783
772,-9.99824,-0.18768
773,-9.99823,-0.18833
774,-9.99823,-0.18789
775,-9.99822,-0.18888
776,-9.99822,-0.18881
777,-9.99822,-0.18855
778,-9.99822,-0.18852
779,-9.99821,-0.18913
780,-9.99821,-0.18907
781,-9.99821,-0.18901
782,-9.9982,-0.18987
783,-9.9982,-0.18975
784,-9.9982,-0.18971
785,-9.9982,-0.18971
786,-9.9982,-0.18966
787,-9.9982,-0.18956
788,-9.99819,-0.19015
789,-9.99819,-0.19005
790,-9.99818,-0.1908
791,-9.99818,-0.19063
792,-9.99818,-0.19059
793,-9.99818,-0.19055
794,-9.99818,-0.19055
795,-9.99817,-0.19155
796,-9.99817,-0.19133
797,-9.99816,-0.19199
798,-9.99816,-0.19174
799,-9.99816,-0.19168
800,-9.99815,-0.19258
801,-9.99815,-0.19219
802,-9.99814,-0.193
803,-9.99814,-0.19299
804,-9.99814,-0.19268
805,-9.99813,-0.19335
806,-9.99813,-0.19323
807,-9.99812,-0.19392
808,-9.99812,-0.19376
809,-9.99812,-0.19372
810,-9.99811,-0.19435
811,-9.9981,-0.19499
812,-9.9981,-0.19498
813,-9.99807,-0.19633
814,-9.99806,-0.19714
815,-9.99806,-0.19686
816,-9.99804,-0.19818
817,-9.99804,-0.19785
818,-9.99804,-0.19781
819,-9.99803,-0.19868
820,-9.99803,-0.19848
821,-9.99803,-0.19829
822,-9.99802,-0.19907
823,-9.99802,-0.19903
824,-9.99802,-0.19896
825,-9.99802,-0.19895
826,-9.99802,-0.19881
827,-9.99801,-0.19946
828,-9.99801,-0.19938
829,-9.99801,-0.19936
830,-9.99801,-0.19927
831,-9.998,-0.20023
832,-9.99799,-0.2007
833,-9.99799,-0.20035
834,-9.99798,-0.20116
835,-9.99798,-0.20115
836,-9.99798,-0.20111
837,-9.99797,-0.20126
838,-9.99796,-0.20222
839,-9.99796,-0.20206
840,-9.99795,-0.2023
841,-9.99795,-0.20227
842,-9.99794,-0.20303
843,-9.99793,-0.20363
844,-9.99792,-0.20408
845,-9.99791,-0.20421
846,-9.9979,-0.20495
847,-9.99789,-0.20566
848,-9.99789,-0.20531
849,-9.99788,-0.2059
850,-9.99788,-0.20582
851,-9.99788,-0.20581
852,-9.99787,-0.20625
853,-9.99787,-0.20624
854,-9.99786,-0.20691
855,-9.99786,-0.20678
856,-9.99786,-0.20664
857,-9.99785,-0.20732
858,-9.99784,-0.20805
859,-9.99784,-0.20787
860,-9.99784,-0.20775
861,-9.99784,-0.2076
862,-9.99783,-0.20848
863,-9.99783,-0.2082
864,-9.99783,-0.20808
865,-9.99782,-0.20897
866,-9.99781,-0.2095
867,-9.99781,-0.2094
868,-9.99781,-0.20925
869,-9.99779,-0.21042
870,-9.99779,-0.21017
871,-9.99778,-0.21067
872,-9.99777,-0.21118
873,-9.99777,-0.21099
874,-9.99776,-0.21155
875,-9.99776,-0.21147
876,-9.99775,-0.21233
877,-9.99775,-0.21232
878,-9.99774,-0.21279
879,-9.99774,-0.21269
880,-9.99773,-0.21319
881,-9.99773,-0.21302
882,-9.99773,-0.21289
883,-9.99771,-0.21402
884,-9.99769,-0.21506
885,-9.99769,-0.21503
886,-9.99769,-0.21472
887,-9.99768,-0.21547
888,-9.99767,-0.21594
889,-9.99767,-0.2159
890,-9.99767,-0.21589
891,-9.99767,-0.21582
892,-9.99767,-0.21568
893,-9.99765,-0.21666
894,-9.99764,-0.21735
895,-9.99763,-0.21777
896,-9.99763,-0.21749
897,-9.99762,-0.21823
898,-9.99762,-0.21805
899,-9.99761,-0.21857
900,-9.9976,-0.21924
901,-9.9976,-0.21902
902,-9.99759,-0.21954
903,-9.99759,-0.21936
904,-9.99759,-0.21935
905,-9.99758,-0.22009
906,-9.99757,-0.22064
907,-9.99757,-0.22052
908,-9.99756,-0.22067
909,-9.99755,-0.22154
910,-9.99755,-0.22141
911,-9.99755,-0.22135
912,-9.99755,-0.22129
913,-9.99755,-0.22128
914,-9.99755,-0.22116
915,-9.99755,-0.22113
916,-9.99753,-0.22206
917,-9.99752,-0.22288
918,-9.99752,-0.22269
919,-9.99751,-0.22316
920,-9.99751,-0.22315
921,-9.9975,-0.22363
922,-9.9975,-0.22359
923,-9.9975,-0.22345
924,-9.99749,-0.22419
925,-9.99748,-0.22443
926,-9.99747,-0.22501
927,-9.99747,-0.225
928,-9.99746,-0.22521
929,-9.99746,-0.22516
930,-9.99745,-0.22589
931,-9.99744,-0.22611
932,-9.99742,-0.22735
933,-9.99742,-0.22734
934,-9.99742,-0.22722
935,-9.99742,-0.22715
936,-9.99741,-0.22771
937,-9.99741,-0.22746
938,-9.99741,-0.22737
939,-9.9974,-0.22821
940,-9.99739,-0.2283
941,-9.99739,-0.22827
942,-9.99738,-0.22902
943,-9.99738,-0.22892
944,-9.99738,-0.2289
945,-9.99738,-0.22876
946,-9.99737,-0.22944
947,-9.99737,-0.22933
948,-9.99737,-0.22926
949,-9.99736,-0.22963
950,-9.99736,-0.22962
951,-9.99735,-0.23029
952,-9.99735,-0.23013
953,-9.99734,-0.23054
954,-9.99733,-0.23096
955,-9.99732,-0.23163
956,-9.99732,-0.23163
957,-9.99732,-0.23155
958,-9.99732,-0.23146
959,-9.99732,-0.23137
960,-9.99731,-0.23203
961,-9.9973,-0.23243
962,-9.9973,-0.23217
963,-9.99729,-0.23262
964,-9.99728,-0.23326
965,-9.99728,-0.2331
966,-9.99727,-0.2337
967,-9.99725,-0.23452
968,-9.99724,-0.23509
969,-9.99724,-0.23503
970,-9.99724,-0.23488
971,-9.99723,-0.23523
972,-9.99722,-0.23577
973,-9.99722,-0.23568
974,-9.99722,-0.23565
975,-9.99722,-0.23559
976,-9.99721,-0.23601
977,-9.9972,-0.23668
978,-9.9972,-0.23665
979,-9.9972,-0.23642
980,-9.99719,-0.23716
981,-9.99719,-0.23713
982,-9.99719,-0.23691
983,-9.99718,-0.23737
984,-9.99718,-0.23729
985,-9.99717,-0.238
986,-9.99716,-0.23825
987,-9.99716,-0.23818
988,-9.99713,-0.23975
989,-9.99713,-0.23951
990,-9.99713,-0.23945
991,-9.99713,-0.23943
992,-9.99713,-0.23937
993,-9.99712,-0.24015
994,-9.99711,-0.24047
995,-9.9971,-0.24069
996,-9.99709,-0.24134
997,-9.99709,-0.24105
998,-9.99708,-0.24173
999,-9.99707,-0.24217
1000,-9.99707,-0.24198
1001,-9.99707,-0.2419
