leaf_index,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
44,-7.08465,-0.46394,-1.91376,-0.0385,-0.49659,-1.55479,-2.25695,-0.78226,-2.67712,-3.82788,-3.96727
45,-7.08069,-1.41814,-4.0074,-2.89269,-1.14448,-2.20306,-1.49498,-1.92942,-2.72335,-1.96685,-0.14051
46,-7.08057,-3.45255,-2.83414,-1.6981,-1.05935,-2.22025,-2.3898,-2.15168,-1.59661,-2.46262,-1.42241
47,-7.03975,-1.24143,-5.09761,-0.34287,-1.18207,-0.89186,-0.83509,-1.89141,-2.42321,-1.52977,-2.84921
48,-6.99721,-0.30127,-1.01477,-3.88189,-1.48975,-1.01306,-2.7194,-2.20259,-0.96588,-4.22833,-0.7386
49,-6.97648,-0.7423,-3.10525,-0.71697,-3.11912,-0.86448,-0.82486,-2.95036,-1.50317,-1.38488,-4.07215
50,-6.9544,-0.91427,-0.14487,-2.80924,-4.0964,-4.03432,-1.68404,-0.40454,-1.45291,-1.07647,-1.88733
51,-6.93404,-4.50639,-2.50059,-1.80067,-1.36496,-2.33179,-0.73087,-0.93306,-1.552,-1.61589,-2.89677
52,-6.93348,-0.48797,-1.12218,-1.72814,-5.36456,-0.65239,-0.16854,-0.19058,-2.16596,-2.04937,-3.04677
53,-6.92163,-0.22879,-2.63299,-0.1864,-0.05299,-1.38407,-5.85645,-1.80467,-0.50178,-2.23468,-0.59363
54,-6.90893,-1.76806,-2.86725,-1.78072,-3.01816,-2.83878,-2.80639,-0.85068,-0.7068,-3.29678,-0.78287
55,-6.90342,-0.71955,-0.60881,-0.48284,-2.5513,-1.472,-0.85077,-5.1065,-1.80761,-3.49563,-0.50823
56,-6.89604,-1.38229,-0.39565,-1.70717,-0.17293,-1.88008,-4.36424,-1.27774,-3.55291,-2.98834,-1.29066
57,-6.87749,-3.36451,-1.35435,-2.3243,-1.27738,-4.07707,-0.47147,-2.88862,-0.61832,-2.62172,-0.25925
58,-6.87432,-1.27132,-3.04344,-3.96989,-1.39451,-0.50717,-1.40361,-1.24501,-0.82657,-2.1929,-3.85887
59,-6.86481,-0.05108,-0.80571,-0.29979,-0.13423,-5.21676,-0.1891,-0.94697,-1.58131,-1.94676,-4.20442
60,-6.86135,-3.17992,-2.38991,-0.43442,-2.35611,-5.32085,-0.03641,-0.52061,-1.56509,-0.31749,-0.4735
61,-6.85006,-1.49297,-2.87223,-2.14259,-1.74414,-3.61065,-1.6613,-2.58045,-2.97682,-1.53059,-1.14266
62,-6.83674,-2.34679,-2.42099,-2.8574,-4.49443,-0.16399,-0.42745,-1.77413,-1.57181,-0.81622,-2.65173
63,-6.82753,-0.10716,-0.22323,-0.82504,-1.31267,-6.2173,-0.13927,-3.09464,-1.62287,-0.18345,-0.03642
64,-6.82654,-4.19904,-2.89916,-2.23804,-1.99429,-1.30597,-3.00883,-0.57477,-0.85414,-1.90445,-1.71167
65,-6.81731,-0.86714,-0.57318,-4.29793,-0.97677,-2.46467,-0.59565,-2.67036,-2.79887,-1.92493,-2.81395
66,-6.79772,-3.62551,-0.41691,-3.64379,-0.1238,-1.24632,-1.31414,-4.50625,-1.68505,-0.3256,-0.8052
67,-6.78124,-0.96413,-4.69421,-0.96263,-3.50948,-1.2529,-1.4077,-2.0701,-3.0431,-0.73698,-0.40771
68,-6.7554,-2.39574,-2.16848,-1.12776,-3.74159,-0.02474,-2.87468,-0.92376,-1.80957,-0.61824,-3.98458
69,-6.71582,-0.55493,-4.26421,-2.21969,-2.60328,-1.57216,-2.5033,-0.54949,-1.65836,-3.14909,-1.73067
70,-6.71242,-1.66312,-0.28581,-4.36726,-1.15157,-1.53663,-2.18675,-0.53095,-3.53715,-2.89488,-1.83845
71,-6.70998,-2.47004,-3.03408,-1.90327,-2.64119,-3.60031,-2.04271,-1.52419,-0.09246,-0.1251,-3.09658
72,-6.70741,-1.14905,-2.74754,-0.72238,-1.25945,-2.59926,-2.9304,-1.05324,-2.25109,-4.41425,-1.74
73,-6.70584,-4.70213,-1.4198,-1.33904,-0.37568,-0.9577,-0.32345,-1.01213,-3.33001,-2.34785,-3.2131
74,-6.70012,-0.22355,-1.15704,-0.13834,-2.50183,-1.79321,-1.6728,-5.76924,-0.9151,-2.66795,-0.43366
75,-6.7,-3.23355,-2.6337,-0.01308,-0.20852,-2.75821,-3.33693,-2.81762,-0.40009,-2.70608,-1.87335
76,-6.6964,-0.70358,-0.74642,-1.65708,-5.81785,-1.29137,-2.12463,-1.38356,-3.06206,-0.1099,-0.16895
77,-6.68888,-1.66589,-1.57924,-2.09876,-4.28615,-3.57442,-1.6526,-1.51236,-1.24054,-1.28908,-2.49367
78,-6.68115,-0.02604,-1.00396,-0.3977,-1.45119,-0.70498,-0.24436,-6.18236,-1.48658,-3.04707,-1.34782
79,-6.66891,-1.1296,-2.42413,-0.92553,-4.62673,-0.83744,-3.10166,-0.58013,-1.19489,-3.32261,-1.72752
80,-6.63155,-3.39083,-0.59821,-0.57858,-1.89764,-3.23663,-2.05797,-2.40843,-0.15697,-3.11577,-3.16022
81,-6.60706,-1.91669,-1.57064,-1.66243,-1.49861,-1.56255,-5.30915,-0.91103,-2.65444,-0.57145,-2.52299
82,-6.60181,-1.51361,-1.27431,-1.86986,-1.31418,-0.90519,-2.87126,-4.4431,-0.43087,-4.207,-0.76724
83,-6.59688,-3.53281,-1.03389,-1.69135,-2.80306,-1.20622,-0.92045,-1.35694,-4.14998,-1.83875,-2.73256
84,-6.58187,-3.22228,-0.79451,-3.75614,-3.59459,-0.82861,-3.41188,-0.59858,-0.0946,-1.6597,-1.78482
85,-6.58002,-4.49113,-4.49264,-0.14325,-2.53653,-0.93651,-2.19221,-0.01242,-1.50442,-0.70368,-1.20557
86,-6.5763,-3.11776,-2.47798,-0.36448,-2.27317,-3.54956,-0.52824,-2.20152,-1.03407,-1.21616,-3.9138
87,-6.56125,-0.09632,-1.83907,-3.01991,-0.01743,-5.24717,-1.84515,-1.23789,-3.18108,-0.6527,-1.19305
88,-6.55852,-0.10675,-6.72297,-0.66015,-2.41329,-1.25929,-0.57,-0.21335,-1.00092,-1.48725,-0.58843
89,-6.53193,-0.46506,-2.76321,-0.63627,-1.05936,-1.18826,-4.85567,-2.38764,-3.97665,-0.6972,-0.98237
90,-6.52778,-1.93034,-3.45021,-0.15233,-1.29154,-4.09955,-0.37613,-2.58521,-2.1507,-1.28477,-3.18738
91,-6.52544,-1.51155,-2.69334,-1.10124,-0.8031,-1.88935,-0.71657,-1.6713,-2.48604,-2.97975,-4.90779
92,-6.52348,-2.54115,-4.72511,-2.43845,-0.43439,-0.32575,-1.25626,-2.74358,-1.0745,-3.24461,-1.27738
93,-6.51584,-5.67502,-0.74241,-1.70301,-2.66027,-0.72426,-0.63735,-0.0353,-0.20702,-1.68199,-3.31745
94,-6.50931,-1.04134,-0.67056,-1.1242,-2.48149,-1.59815,-1.44596,-3.0874,-1.73578,-4.60457,-3.20645
95,-6.50892,-0.95565,-0.75408,-1.53842,-0.83102,-3.46732,-2.97154,-4.22556,-3.05162,-0.14789,-2.24784
96,-6.50592,-1.70237,-2.83667,-3.9946,-1.09864,-0.47354,-3.18796,-1.61872,-1.00323,-3.93719,-0.22096
97,-6.50495,-4.13008,-1.81754,-2.21425,-1.25634,-0.81481,-0.82425,-0.65632,-3.71136,-3.757,-1.08632
98,-6.50263,-0.01519,-1.32728,-1.63651,-0.73099,-3.21504,-1.38898,-2.90667,-2.71944,-4.57198,-1.93095
99,-6.49742,-1.74666,-2.10411,-1.10509,-0.34166,-2.48764,-3.31545,-3.28474,-2.71305,-1.52318,-3.36402
100,-6.47916,-5.95808,-0.91586,-0.60418,-2.25865,-0.50801,-0.75384,-1.69983,-1.86909,-1.29481,-2.7075
101,-6.47561,-0.58663,-2.50627,-3.90597,-1.52541,-1.28932,-2.98783,-1.81964,-2.22618,-0.10109,-3.87181
102,-6.47184,-1.41284,-0.07012,-3.3377,-0.86598,-1.16831,-1.39025,-1.87538,-0.78494,-6.06379,-0.15358
103,-6.47179,-3.61844,-1.70386,-1.88387,-0.79823,-0.31156,-4.28257,-0.37014,-3.93043,-1.25998,-1.52425
104,-6.45574,-2.73213,-0.83695,-2.12854,-2.21548,-3.43046,-1.15633,-3.38024,-0.36779,-0.23027,-3.99997
105,-6.45148,-3.94278,-1.13287,-3.28758,-1.41991,-3.23185,-1.03791,-0.84327,-1.52109,-1.99242,-3.19509
106,-6.44494,-0.88319,-4.2353,-1.9977,-1.0612,-0.38986,-0.72515,-1.66337,-4.02638,-3.71325,-1.08779
107,-6.42675,-0.17882,-0.01441,-4.0341,-0.24453,-2.29657,-0.20513,-2.95518,-1.27658,-4.0558,-3.19411
108,-6.42595,-2.88492,-1.96221,-0.94156,-0.845,-4.03177,-2.85068,-0.61208,-3.62762,-0.86043,-2.50547
109,-6.41672,-1.68384,-0.77676,-6.14123,-0.02858,-0.35328,-0.54842,-1.36572,-0.40706,-3.12246,-2.3378
110,-6.39011,-1.93796,-3.65044,-1.55558,-4.3971,-2.11724,-3.20625,-0.21477,-2.30887,-0.1768,-0.39964
111,-6.3856,-5.61843,-1.63191,-3.01563,-2.31206,-2.30287,-0.62986,-1.6468,-1.2835,-0.29065,-0.641
112,-6.38534,-2.09666,-3.02346,-0.12375,-1.85897,-0.73451,-1.85372,-0.94009,-1.19177,-2.70079,-5.35209
113,-6.38506,-4.45537,-1.17943,-2.29828,-3.13029,-2.33421,-1.90053,-0.36494,-2.68578,-1.93414,-1.66156
114,-6.37489,-1.27277,-4.54018,-0.67884,-0.53339,-2.51728,-0.37367,-3.35715,-3.92427,-0.47798,-1.73409
115,-6.36145,-4.58726,-0.70372,-2.21086,-0.77494,-1.37262,-0.7214,-1.68635,-2.51244,-2.14284,-4.04387
116,-6.35846,-3.72298,-1.31449,-0.11939,-2.73724,-2.44299,-4.62668,-0.34181,-1.81942,-2.14548,-1.03454
117,-6.34683,-2.81518,-1.4725,-1.65728,-0.23444,-3.31656,-1.31892,-0.16648,-3.45164,-3.44244,-3.20805
118,-6.33876,-0.38302,-0.61198,-0.28515,-0.98138,-4.35758,-5.3169,-0.98222,-1.86601,-1.4923,-2.07915
119,-6.32873,-0.18913,-1.97558,-1.53268,-5.82276,-1.15252,-2.35579,-2.23751,-2.29925,-0.06393,-1.60615
120,-6.32697,-1.79374,-1.26913,-0.78324,-2.0626,-3.91077,-3.73551,-3.95309,-1.6377,-0.36557,-1.60707
121,-6.31377,-1.42774,-1.22978,-1.28217,-2.30392,-3.46993,-2.8403,-1.22172,-2.52367,-4.15614,-2.09541
122,-6.31161,-4.23705,-3.10095,-1.19684,-3.31066,-2.60118,-0.89582,-0.91238,-2.5867,-0.81782,-2.10744
123,-6.30988,-0.02665,-4.97304,-2.15764,-3.29222,-0.15778,-0.48143,-0.92717,-2.00816,-1.07422,-3.69546
124,-6.30081,-1.24534,-0.60396,-1.70682,-3.1814,-1.00128,-0.98294,-3.89859,-4.12692,-0.81709,-3.2377
125,-6.29605,-0.81211,-3.01652,-0.12813,-0.74813,-0.46224,-2.17808,-4.49582,-1.18983,-2.28686,-4.26722
126,-6.26529,-1.61198,-2.0267,-4.3746,-2.38116,-3.93528,-1.21352,-0.64042,-0.72438,-1.45782,-3.03545
127,-6.2339,-0.12157,-0.4061,-1.63131,-2.28989,-3.08063,-1.33329,-0.07105,-0.40015,-0.8195,-6.39916
128,-6.22671,-4.88941,-2.39056,-0.50919,-0.84244,-4.16089,-2.04426,-2.58667,-0.55969,-0.72799,-1.26961
129,-6.21092,-2.68095,-0.06106,-4.45073,-3.59126,-2.12516,-0.92061,-1.32592,-2.9712,-1.82042,-1.50441
130,-6.21035,-3.54765,-0.51696,-1.53962,-2.80961,-2.32996,-3.78056,-3.74345,-1.52752,-0.87339,-1.21786
131,-6.20918,-2.89041,-3.8961,-0.98965,-1.95804,-4.3309,-1.87244,-2.24238,-0.08871,-0.08619,-2.40675
132,-6.20553,-2.5624,-2.10767,-1.00871,-3.61176,-5.28368,-1.32389,-0.22774,-1.78502,-1.37177,-1.27714
133,-6.1966,-0.62226,-3.25676,-2.02488,-2.14446,-2.55641,-3.3313,-2.66771,-3.92615,-0.79638,-1.05418
134,-6.18128,-0.45473,-2.821,-1.08107,-1.29292,-1.68274,-2.69791,-0.87576,-6.08428,-0.55382,-1.6075
135,-6.18114,-1.95683,-2.00634,-1.55531,-4.98684,-0.50672,-0.32986,-3.71379,-2.06735,-0.21799,-2.85868
136,-6.17504,-2.63941,-1.42769,-3.94594,-0.65925,-3.63072,-0.08313,-0.8519,-4.21878,-1.41322,-1.77454
137,-6.16824,-0.73051,-2.37526,-0.43442,-1.66625,-2.01917,-3.00227,-3.04219,-3.68265,-3.1813,-2.60462
138,-6.16456,-2.19487,-4.85616,-0.27121,-1.66947,-0.75323,-0.54184,-1.10444,-2.5002,-2.66037,-3.91516
139,-6.16198,-2.99498,-2.2005,-3.77133,-0.99515,-4.13052,-2.5084,-0.1535,-0.661,-0.28685,-3.01805
140,-6.15476,-1.68499,-0.35315,-1.35347,-3.40613,-3.65558,-1.81935,-3.18866,-4.05339,-1.54799,-0.23302
141,-6.15022,-4.15199,-0.48343,-0.7417,-3.80884,-4.24418,-1.01758,-2.14255,-2.05543,-1.07454,-0.7913
142,-6.14644,-0.75091,-3.95144,-0.39318,-0.99043,-2.12616,-2.17563,-3.34373,-3.44523,-1.16199,-3.35465
143,-6.14437,-1.39631,-0.96765,-1.08156,-2.32715,-1.9709,-4.78336,-3.58225,-2.43487,-0.82941,-2.56151
144,-6.13864,-4.08769,-3.57389,-1.14481,-2.98849,-2.38768,-1.45715,-0.56688,-3.61897,-0.61513,-0.98623
145,-6.13233,-1.4722,-2.42539,-3.58583,-3.21897,-2.83955,-1.99821,-0.02232,-2.60461,-3.4717,-0.48131
146,-6.12856,-4.51893,-1.81287,-1.25389,-0.0383,-1.89648,-4.40894,-1.42929,-2.71869,-0.95229,-1.94509
147,-6.12331,-0.70978,-4.80937,-2.75964,-2.16812,-0.39964,-1.67629,-2.11656,-4.18522,-1.24217,-0.21516
148,-6.09335,-1.06231,-3.90521,-1.87901,-0.19916,-4.13322,-2.35643,-3.73807,-2.50229,-0.22386,-0.0245
149,-6.08221,-2.69455,-1.8521,-0.66827,-0.44221,-0.74058,-3.91175,-0.45234,-5.01216,-1.60237,-2.81596
150,-6.08093,-3.96922,-0.50916,-2.08459,-0.60306,-5.20736,-1.84989,-0.55527,-1.95121,-2.60585,-0.92435
151,-6.07838,-1.33807,-2.5527,-2.89713,-1.34241,-4.94989,-3.32093,-1.62727,-2.4793,-0.23626,-0.41294
152,-6.06885,-4.2392,-0.40569,-0.34852,-1.95899,-1.37973,-0.67833,-5.37238,-1.90716,-2.02842,-1.44796
153,-6.06483,-0.88894,-1.187,-3.67165,-0.39138,-0.54914,-5.89073,-2.38591,-0.11805,-0.9245,-2.41265
154,-6.06117,-1.55026,-5.42878,-1.24619,-0.19933,-0.77359,-0.52199,-3.2489,-1.89166,-3.71047,-1.01106
155,-6.06089,-2.41203,-1.13456,-3.17162,-3.25935,-3.30004,-2.19575,-3.00356,-2.0497,-1.44928,-2.10791
156,-6.05533,-1.16506,-2.28439,-3.3913,-3.10893,-0.28265,-3.15138,-1.18183,-4.50649,-0.57756,-1.88174
157,-6.04775,-0.04115,-6.70366,-0.41336,-0.24525,-1.98648,-0.75128,-0.28241,-2.19123,-2.97538,-0.09113
158,-6.03107,-4.08329,-0.11151,-0.56238,-0.7976,-4.45363,-1.48932,-0.61932,-2.3046,-1.32806,-4.05914
159,-6.03087,-2.5643,-2.4446,-5.33644,-0.88547,-1.81573,-1.05011,-0.89441,-3.52082,-0.9843,-1.80296
160,-6.02389,-0.05195,-0.64252,-1.16949,-2.44113,-0.84544,-0.52974,-4.34404,-5.40773,-1.17016,-2.34338
161,-6.01346,-2.72236,-0.76546,-3.73668,-2.45714,-2.65657,-2.73403,-1.32645,-1.17488,-0.78831,-4.18896
162,-6.01295,-1.94343,-1.19646,-0.19327,-3.24598,-1.83647,-2.8482,-0.30372,-2.74897,-5.27696,-1.04016
163,-6.00713,-2.70081,-0.52861,-1.38154,-0.82764,-1.28678,-5.47332,-1.23843,-2.97156,-3.22041,-1.18279
164,-6.00316,-2.35482,-2.81891,-0.88612,-2.2639,-1.27488,-2.60494,-1.92346,-2.92937,-4.13925,-2.59517
165,-5.99943,-0.75812,-1.85017,-4.16257,-2.33175,-1.44287,-0.62782,-2.40875,-4.7389,-0.24772,-2.53935
166,-5.99755,-3.79482,-2.80403,-0.50206,-3.03769,-4.17756,-2.11649,-0.65055,-0.87122,-1.83259,-2.41131
167,-5.99745,-0.36985,-2.69944,-3.69107,-3.08379,-1.22485,-2.22317,-1.21986,-1.55525,-3.9066,-2.80393
168,-5.99296,-1.34349,-3.71952,-0.13344,-1.59985,-2.3867,-1.96138,-0.95287,-3.927,-3.10312,-3.21952
169,-5.98885,-1.35227,-5.27455,-3.84758,-0.76797,-1.04889,-2.58379,-1.02831,-1.33355,-0.10049,-2.91007
170,-5.98313,-1.13551,-0.37388,-2.26746,-3.51396,-0.4084,-2.52497,-1.40403,-5.51215,-0.10889,-2.52476
171,-5.98231,-2.5703,-0.20086,-1.42257,-2.31274,-5.65885,-3.0337,-1.89351,-1.73279,-0.50691,-1.45668
172,-5.97535,-3.14711,-0.44849,-1.39389,-0.38462,-0.60228,-0.55567,-0.25744,-0.78688,-5.83276,-4.08911
173,-5.9643,-0.70555,-1.24707,-0.457,-1.25873,-2.92153,-2.6718,-0.56887,-4.42957,-4.07562,-2.88992
174,-5.9626,-1.44546,-1.83086,-0.81068,-1.71833,-4.63786,-2.40498,-2.06242,-3.98951,-2.81395,-0.1199
175,-5.96119,-5.10699,-1.75225,-0.83717,-0.58779,-2.75966,-2.36793,-0.16995,-2.67927,-0.23234,-3.71241
176,-5.95562,-3.18904,-2.91844,-1.57792,-2.56417,-1.82211,-2.03609,-2.68853,-3.80011,-0.04992,-2.76426
177,-5.95366,-2.30572,-1.12528,-1.91313,-1.65769,-0.27844,-1.35779,-1.41921,-6.83142,-0.83088,-0.51907
178,-5.95219,-0.68768,-3.00383,-1.02018,-2.20987,-1.20787,-2.90513,-0.47932,-6.19165,-0.81634,-0.14078
179,-5.94332,-3.10322,-1.80325,-3.46918,-2.2183,-0.77526,-5.53184,-0.91591,-0.93075,-0.15898,-1.38074
180,-5.94275,-4.982,-0.89763,-0.10798,-1.09392,-2.20742,-0.57833,-1.87009,-3.45316,-1.47113,-3.88025
181,-5.94066,-3.14999,-3.07916,-3.04388,-0.71724,-4.494,-0.99851,-0.26867,-2.43239,-2.09631,-1.98722
182,-5.92674,-0.16224,-0.91533,-3.91148,-4.31631,-2.5087,-2.15009,-1.15325,-3.7705,-1.89703,-0.13227
183,-5.92323,-0.90867,-3.8618,-0.70359,-1.78232,-3.48429,-1.45502,-0.40485,-3.52627,-3.95083,-1.74345
184,-5.92305,-1.35748,-1.91811,-0.33443,-3.52334,-3.12342,-0.86365,-2.33254,-4.36522,-3.42288,-0.39528
185,-5.91937,-2.18516,-0.36608,-2.30526,-2.8304,-0.87047,-4.52469,-3.21297,-3.85277,-0.3116,-0.48185
186,-5.91779,-1.84725,-2.10787,-2.98744,-1.61173,-2.95521,-1.13655,-3.93637,-3.66997,-0.73621,-2.46397
187,-5.9115,-0.92918,-1.17471,-2.90205,-4.58013,-3.84637,-0.13332,-0.4162,-0.3687,-0.36041,-4.26146
188,-5.90419,-3.10881,-3.12236,-0.37677,-2.89258,-3.14721,-1.07255,-1.9957,-3.99804,-2.43477,-0.51689
189,-5.90263,-4.07877,-0.51651,-2.1422,-0.43758,-1.6426,-3.38606,-2.43903,-3.16002,-1.65957,-3.2593
190,-5.88994,-3.49864,-2.10459,-0.82662,-4.36968,-1.56494,-2.6654,-1.63832,-0.34674,-4.02343,-0.56199
191,-5.88876,-0.38965,-1.71114,-2.12218,-0.07118,-4.61155,-4.45419,-3.65073,-1.75675,-0.43574,-0.1546
192,-5.87604,-3.74768,-0.15318,-0.85128,-2.45157,-3.44652,-2.5698,-2.48272,-3.17387,-0.86479,-3.03332
193,-5.87205,-1.76159,-2.95019,-4.48431,-0.26926,-2.41247,-2.33442,-2.26514,-2.9397,-0.5285,-2.86516
194,-5.86721,-4.99859,-2.59294,-2.53108,-0.07625,-2.8105,-1.89126,-0.31466,-1.59581,-1.23481,-3.43632
195,-5.86628,-4.08892,-0.91726,-1.15739,-1.64369,-0.91866,-4.46836,-2.60149,-1.41072,-2.49156,-2.86511
196,-5.86025,-1.92746,-0.02065,-4.0483,-1.0991,-1.06702,-0.56885,-1.71036,-0.82587,-4.73744,-4.10272
197,-5.85425,-0.05697,-2.64774,-1.4389,-2.59355,-1.91076,-0.74336,-5.32539,-3.40854,-0.68388,-2.29516
198,-5.85422,-0.46047,-0.66989,-2.62496,-5.06996,-4.0563,-1.70619,-0.22199,-3.50469,-0.31741,-0.82152
199,-5.8259,-5.10711,-1.36118,-0.11611,-3.50533,-0.72129,-0.45625,-1.41355,-0.74523,-4.23036,-2.15518
200,-5.82538,-0.96552,-3.83373,-0.75311,-0.64284,-5.09626,-2.60466,-2.87359,-0.79095,-2.70841,-0.69291
201,-5.82208,-1.83174,-3.67731,-1.3009,-0.88147,-1.22516,-1.64489,-2.8377,-3.48943,-4.61243,-1.0229
202,-5.8068,-3.58116,-0.74158,-1.93776,-2.76342,-2.02831,-2.32745,-0.0026,-2.70718,-4.93377,-0.55955
203,-5.80596,-2.31741,-0.52337,-0.31663,-1.75329,-2.90556,-2.58358,-5.14325,-3.31239,-2.13431,-0.61227
204,-5.80317,-1.10417,-0.75262,-2.83749,-0.60603,-3.58083,-1.23154,-2.4596,-2.81331,-1.60341,-5.02441
