leaf_index,r0,r1,r2,r3,r4
71,-8.82921,-0.49794,-1.44054,-4.18349,-1.49008
72,-8.82725,-2.01057,-1.69227,-2.76258,-2.74622
73,-8.82053,-3.26427,-2.45921,-0.20349,-2.3353
74,-8.8195,-4.25173,-0.17009,-1.49116,-1.37358
75,-8.81676,-2.46897,-2.31608,-3.13039,-1.00271
76,-8.80962,-0.32144,-0.83786,-3.47751,-3.08094
77,-8.80282,-3.26716,-3.29496,-0.42659,-0.89292
78,-8.7888,-2.46279,-3.90559,-0.92647,-0.76132
79,-8.76046,-1.66685,-1.13616,-4.28347,-0.91486
80,-8.75605,-2.38586,-2.20222,-1.41913,-3.28262
81,-8.7429,-4.65773,-0.35052,-0.54117,-1.20482
82,-8.72886,-2.27224,-3.69817,-0.81162,-2.07573
83,-8.7283,-1.06136,-2.06435,-3.49454,-2.49337
84,-8.71302,-3.23486,-1.38547,-2.03257,-2.75102
85,-8.71172,-1.0566,-2.79848,-3.88827,-0.19852
86,-8.70999,-4.45832,-1.08345,-1.04727,-1.41029
87,-8.7095,-1.29927,-1.599,-1.62028,-4.15625
88,-8.69828,-2.39582,-2.26015,-3.64768,-0.43128
89,-8.69345,-3.32626,-0.00793,-3.45659,-1.18819
90,-8.68897,-2.14614,-2.34353,-1.92096,-3.27319
91,-8.68835,-0.35266,-0.07678,-4.90123,-0.60025
92,-8.68439,-2.01153,-2.44517,-3.75549,-0.6727
93,-8.68111,-0.19891,-1.62795,-3.14893,-3.46884
94,-8.64765,-3.13841,-0.55525,-3.78248,-0.8678
95,-8.64012,-0.08439,-4.13436,-1.90486,-2.14937
96,-8.63732,-3.60047,-2.45714,-2.5284,-0.05389
97,-8.62346,-4.00058,-1.4005,-1.11557,-2.53485
98,-8.61267,-2.58033,-3.45022,-2.66022,-0.42776
99,-8.6102,-2.14295,-3.35705,-3.13423,-0.42316
100,-8.59858,-4.30139,-1.87875,-1.86597,-0.74231
101,-8.59754,-1.71413,-1.71767,-0.79281,-4.42325
102,-8.5946,-0.09941,-5.09746,-0.05433,-0.36877
103,-8.58277,-3.81957,-1.98606,-2.35311,-1.50514
104,-8.57917,-2.06523,-4.56445,-0.84772,-0.76144
105,-8.57783,-4.386,-0.77378,-0.74839,-2.45458
106,-8.56589,-1.32741,-0.61234,-0.41367,-4.93127
107,-8.54573,-3.78724,-1.28046,-3.31477,-0.00505
108,-8.54253,-4.77424,-1.61628,-1.1742,-0.49062
109,-8.53553,-0.65611,-2.52084,-0.95344,-4.41028
110,-8.53282,-0.1462,-2.04891,-1.72657,-4.47107
111,-8.53211,-4.39387,-2.10454,-0.04056,-1.86181
112,-8.52352,-0.70612,-0.64495,-5.00006,-1.19766
113,-8.52117,-3.16374,-2.72823,-2.62408,-1.74681
114,-8.51833,-2.73073,-3.30347,-2.19412,-2.06254
115,-8.51624,-4.52594,-0.57448,-2.2734,-1.2211
116,-8.5161,-2.77441,-1.57883,-3.25336,-2.58873
117,-8.51282,-4.68038,-2.07644,-0.65892,-0.9382
118,-8.49963,-1.03541,-0.40999,-3.98103,-3.26613
119,-8.49556,-1.31396,-2.81828,-0.29088,-4.25109
120,-8.49332,-0.02523,-4.22018,-1.61401,-2.7291
121,-8.4909,-0.88578,-0.40382,-5.01569,-1.34156
122,-8.48824,-2.14148,-3.30827,-1.50412,-3.18699
123,-8.48665,-4.20227,-0.90368,-0.62779,-3.01778
124,-8.48248,-0.72951,-0.02542,-4.84906,-2.00031
125,-8.47675,-0.20556,-0.66033,-3.86563,-3.56699
126,-8.47061,-0.90752,-3.54723,-3.16746,-2.19306
127,-8.45201,-3.96545,-0.3958,-3.16432,-1.63378
128,-8.44595,-2.55112,-0.28457,-0.41912,-4.67985
129,-8.44118,-3.02999,-3.29608,-2.94942,-0.04875
130,-8.43653,-1.23572,-5.00424,-1.43573,-0.44074
131,-8.43092,-0.82238,-3.81749,-3.67167,-0.4347
132,-8.41807,-0.08867,-2.74015,-2.80013,-3.71201
133,-8.41757,-4.73818,-0.89915,-2.35852,-0.56834
134,-8.41563,-1.44375,-2.36282,-4.59483,-0.63035
135,-8.40728,-0.36009,-4.16031,-3.10156,-1.50339
136,-8.40452,-2.23686,-0.19281,-4.66291,-1.60645
137,-8.39245,-2.82695,-2.60958,-1.52135,-3.52857
138,-8.3882,-4.00649,-0.31484,-2.10699,-3.00794
139,-8.38268,-0.35672,-3.62943,-2.97771,-2.75026
140,-8.37157,-0.5157,-0.12274,-5.30128,-1.23783
141,-8.36106,-1.22551,-1.63641,-5.06179,-0.53957
142,-8.35409,-3.54416,-2.79166,-2.81136,-1.39677
143,-8.33945,-1.59526,-3.44954,-2.44774,-3.16512
144,-8.33326,-1.69055,-0.13654,-2.27212,-4.74527
145,-8.32882,-5.0827,-1.54106,-0.33056,-1.52079
146,-8.32717,-0.35684,-3.10785,-4.40049,-1.22791
147,-8.30739,-2.38292,-3.08227,-0.31679,-3.96337
148,-8.30501,-2.84951,-1.36141,-0.95587,-4.48777
149,-8.30339,-3.76469,-4.06531,-0.24929,-0.54034
150,-8.3008,-3.4364,-3.55848,-1.82337,-1.81668
151,-8.28475,-2.20362,-3.72728,-1.95573,-2.9647
152,-8.28438,-0.48102,-5.14381,-2.03492,-0.73348
153,-8.28016,-0.23198,-5.51232,-0.43678,-0.89928
154,-8.26842,-1.31036,-1.39599,-4.58581,-2.63397
155,-8.26611,-4.79194,-2.8006,-0.1323,-0.92077
156,-8.26604,-2.24992,-3.87481,-2.66686,-2.11756
157,-8.25244,-0.02291,-2.57289,-4.30353,-2.59933
158,-8.24857,-2.7451,-4.62471,-1.40235,-1.03486
159,-8.24798,-2.4839,-1.07433,-4.85883,-1.01916
160,-8.24764,-3.85449,-0.30488,-4.10262,-0.44159
161,-8.24452,-0.95593,-0.88889,-3.81811,-3.96813
162,-8.24301,-0.15746,-1.64053,-1.55324,-5.18884
163,-8.23653,-4.32344,-0.74503,-3.37681,-1.22864
164,-8.23251,-1.25001,-4.52096,-3.19533,-0.11853
165,-8.2317,-3.9613,-1.07099,-3.91099,-0.32304
166,-8.23125,-0.28643,-4.14101,-3.01841,-2.43015
167,-8.22767,-3.10476,-0.20332,-4.32818,-1.97265
168,-8.22549,-1.54304,-3.30851,-3.4491,-2.66793
169,-8.22429,-5.37866,-1.38245,-0.82306,-0.91781
170,-8.2084,-0.91403,-1.136,-4.19152,-3.59547
171,-8.20757,-3.16627,-4.40515,-1.38641,-1.13277
172,-8.20348,-1.97217,-4.15881,-3.3897,-0.16635
173,-8.19927,-4.15559,-3.65839,-1.31234,-0.62997
174,-8.19328,-3.28757,-3.06162,-1.75855,-3.09775
175,-8.17923,-4.72345,-2.10921,-1.99585,-1.53524
176,-8.17515,-4.49844,-1.76722,-2.10103,-2.3224
177,-8.16615,-4.77221,-2.57641,-1.19352,-1.57406
178,-8.16458,-4.53068,-1.89733,-0.00753,-3.03523
179,-8.14303,-1.97592,-3.96623,-2.65542,-2.64661
180,-8.13058,-3.41464,-2.54845,-2.71118,-2.89633
181,-8.13045,-5.5351,-1.39076,-0.03434,-1.1502
182,-8.12122,-1.80265,-2.9658,-1.93133,-4.27437
183,-8.10202,-5.54505,-0.41808,-1.67267,-0.79818
184,-8.10066,-1.34504,-0.13828,-5.69812,-0.28718
185,-8.09916,-0.54753,-3.29349,-2.54059,-4.09905
186,-8.09874,-1.37657,-4.64656,-1.76506,-2.79456
187,-8.09804,-0.65494,-1.01278,-3.86976,-4.24171
188,-8.08697,-3.07868,-0.76532,-2.08496,-4.49331
189,-8.08284,-2.92921,-2.13915,-4.6288,-0.29272
190,-8.07435,-4.13865,-2.22707,-0.91409,-3.44689
191,-8.07184,-4.91629,-1.16637,-0.91207,-2.9126
192,-8.06736,-4.02294,-3.03246,-1.55873,-2.66611
193,-8.05928,-1.43843,-4.86086,-3.03848,-0.34446
194,-8.04633,-2.03851,-0.36035,-1.03596,-5.4679
195,-8.04195,-1.70246,-4.31027,-3.68592,-0.51398
196,-8.03995,-2.75346,-2.17296,-0.48259,-4.77734
197,-8.03861,-0.37311,-5.52333,-1.34216,-1.7126
198,-8.03739,-1.65474,-3.83585,-4.08608,-1.11913
199,-8.0355,-3.04022,-4.67546,-2.07064,-0.20082
200,-8.03305,-1.01825,-1.01381,-2.69756,-5.11161
201,-8.01561,-4.58111,-3.49626,-0.43319,-1.53363
202,-8.01554,-2.92927,-0.04937,-4.05596,-3.27373
203,-8.00634,-1.30053,-0.39705,-5.3628,-2.29995
204,-8.00306,-5.02559,-2.78765,-1.0837,-1.32253
205,-7.9958,-4.69969,-1.99694,-2.94093,-1.15901
206,-7.9935,-2.90828,-4.21425,-3.14326,-0.07636
207,-7.98115,-4.73919,-0.8823,-0.27446,-3.60383
208,-7.97261,-4.98867,-0.64794,-2.55223,-2.14871
209,-7.9708,-1.62034,-1.58756,-0.47923,-5.57591
210,-7.96434,-2.95597,-1.84691,-4.44022,-2.16909
211,-7.96296,-1.59309,-4.24827,-2.37067,-3.22265
212,-7.96154,-5.12239,-2.3294,-2.04013,-0.88699
213,-7.95778,-0.68764,-2.30609,-0.25702,-5.55129
214,-7.95002,-4.16503,-0.67213,-4.2325,-1.04113
215,-7.94772,-4.54426,-3.84724,-0.21092,-1.15661
216,-7.94611,-5.48348,-1.92088,-0.67691,-1.62568
217,-7.94564,-0.00237,-2.91646,-3.37909,-4.11616
218,-7.94098,-2.58453,-0.60363,-4.92662,-2.37174
219,-7.93351,-0.52493,-2.87422,-1.48757,-5.12931
220,-7.93143,-3.6114,-2.07282,-2.76282,-3.48145
221,-7.92658,-1.9367,-3.53235,-3.19242,-3.27864
222,-7.92249,-3.14166,-2.90899,-4.04751,-1.5873
223,-7.91633,-0.38226,-3.77586,-1.87375,-4.40653
224,-7.91217,-5.06682,-0.1195,-2.56989,-2.25971
225,-7.90924,-5.33906,-2.60596,-1.39491,-0.44893
226,-7.90737,-1.83494,-1.58993,-5.51025,-1.10262
227,-7.90657,-5.2927,-0.47349,-0.05181,-3.04081
228,-7.90398,-2.74888,-0.12485,-2.86255,-4.66487
229,-7.89919,-5.46825,-2.07404,-0.01476,-1.84367
230,-7.89658,-4.19514,-2.07443,-3.55429,-1.76311
231,-7.89271,-1.9816,-5.08222,-1.68388,-2.2614
232,-7.86997,-4.30702,-2.30276,-2.12287,-3.11511
233,-7.86944,-1.7108,-5.82292,-0.4758,-1.00614
234,-7.86643,-2.67844,-0.92335,-5.09003,-2.04553
235,-7.86057,-1.03754,-0.00155,-5.01854,-3.45675
236,-7.85707,-1.133,-0.53249,-1.20514,-5.93691
237,-7.85617,-2.72696,-3.44264,-2.35663,-3.66589
238,-7.85534,-1.80926,-3.07956,-3.94209,-3.16171
239,-7.85462,-1.53733,-4.01787,-2.40699,-3.74228
240,-7.85342,-1.97074,-5.54194,-0.32961,-1.90215
241,-7.84786,-3.74973,-0.63931,-1.17209,-4.75059
242,-7.84417,-5.26727,-3.26289,-0.19638,-0.19938
243,-7.83956,-3.28615,-3.88787,-0.62731,-3.49763
244,-7.83784,-0.02709,-2.80867,-5.1472,-2.0458
245,-7.83573,-4.84374,-2.49085,-2.93033,-0.59025
246,-7.82714,-2.51475,-5.0766,-1.83169,-1.81244
247,-7.82522,-0.73229,-4.68039,-0.02529,-4.04017
248,-7.82451,-3.14981,-1.96897,-2.49719,-4.32932
249,-7.82262,-4.88545,-0.3225,-3.649,-1.23283
250,-7.82229,-0.66095,-4.64353,-3.77318,-1.60487
251,-7.82131,-6.11333,-0.34752,-1.14702,-0.13405
252,-7.81567,-1.24533,-5.05361,-2.1022,-2.72145
253,-7.81473,-3.54635,-1.3886,-3.10005,-3.849
254,-7.80965,-3.40469,-1.54253,-4.93745,-0.81221
255,-7.80639,-4.12372,-1.5981,-1.61205,-4.11128
256,-7.80505,-2.01092,-1.16739,-4.65632,-3.46313
257,-7.8,-1.62762,-5.05618,-2.70892,-1.89939
258,-7.79759,-1.20419,-5.21007,-1.95694,-2.6025
259,-7.79699,-4.14029,-3.23879,-3.0414,-1.52479
260,-7.79477,-5.8222,-1.09267,-1.53168,-1.34293
261,-7.79135,-2.39749,-5.23529,-2.05366,-1.38606
262,-7.79093,-4.19694,-3.5892,-2.30398,-1.86989
263,-7.78852,-0.18039,-5.2907,-2.7439,-1.94575
264,-7.78842,-2.66647,-3.93724,-2.32384,-3.36577
265,-7.7861,-1.24649,-3.14354,-2.45929,-4.679
266,-7.7842,-0.94812,-3.43974,-3.52335,-3.77645
267,-7.77966,-3.40153,-3.46976,-3.64315,-1.6108
268,-7.77264,-5.13702,-2.89057,-2.17462,-0.33577
269,-7.77083,-3.10068,-3.65422,-3.00874,-2.75574
270,-7.76634,-5.84646,-2.11388,-0.13073,-1.00858
271,-7.75857,-1.82416,-4.8567,-3.41691,-1.10198
272,-7.75692,-3.46238,-3.05776,-4.22302,-0.81135
273,-7.74998,-2.75106,-1.05524,-0.8325,-5.52837
274,-7.73562,-5.19433,-3.36645,-0.22038,-1.34073
275,-7.73205,-5.30985,-1.2554,-1.68704,-2.75659
276,-7.73107,-5.70055,-2.2869,-1.58177,-0.04832
277,-7.72741,-3.64207,-1.68834,-4.48803,-2.00738
278,-7.72467,-2.5977,-4.05102,-1.10572,-3.99349
279,-7.72434,-4.84339,-3.57176,-2.01915,-0.2041
280,-7.71379,-0.09398,-1.28138,-5.85865,-2.12672
281,-7.71336,-1.75347,-1.49534,-5.22694,-2.80578
282,-7.70746,-3.96881,-4.19469,-2.4037,-1.21263
283,-7.70557,-0.10123,-5.60516,-1.65296,-2.54241
284,-7.70476,-4.63979,-4.06465,-1.60195,-0.14616
285,-7.70224,-0.25023,-1.51359,-4.34767,-4.40679
286,-7.70175,-0.99861,-4.45475,-4.12675,-1.6766
287,-7.70174,-5.28988,-3.4219,-0.99061,-0.09803
288,-7.70039,-2.2709,-4.45615,-2.90118,-2.69683
289,-7.7001,-1.67045,-3.57566,-3.87898,-3.17588
290,-7.69772,-3.14829,-3.93117,-3.90963,-0.30659
291,-7.69094,-2.14842,-1.16376,-5.35991,-2.48006
292,-7.68938,-0.22664,-4.44503,-3.53613,-2.92568
293,-7.68796,-0.54107,-1.2443,-1.91619,-5.94832
294,-7.68758,-1.11896,-0.50476,-1.62846,-6.06155
295,-7.68663,-2.57952,-1.55418,-1.18176,-5.51813
296,-7.68071,-2.19531,-5.5347,-1.31687,-1.95454
297,-7.67878,-6.0044,-2.09003,-0.71706,-0.31802
298,-7.67597,-0.95022,-1.33772,-6.1726,-0.53478
299,-7.67114,-4.65457,-2.8557,-1.71986,-2.89407
300,-7.67067,-2.89591,-1.05492,-2.99033,-4.76651
301,-7.6629,-3.16145,-1.97407,-3.88582,-3.50552
302,-7.65688,-5.02305,-1.45542,-1.24653,-3.53115
303,-7.65591,-0.59934,-5.60336,-0.7362,-3.01468
304,-7.64926,-3.53588,-2.48747,-2.87627,-3.81129
305,-7.6468,-3.90427,-3.93096,-3.06468,-1.19937
306,-7.63721,-1.49225,-5.19479,-2.49708,-2.49498
307,-7.63189,-6.26773,-0.73172,-0.70452,-1.19918
308,-7.62844,-4.85521,-3.42903,-1.8584,-1.73839
309,-7.6281,-4.2326,-2.03064,-2.04344,-3.94943
310,-7.625,-2.20716,-2.4043,-5.56656,-0.46968
311,-7.61921,-4.33863,-1.53025,-2.93938,-3.48458
312,-7.61778,-2.5347,-5.81457,-1.28673,-0.28261
313,-7.61681,-3.17286,-5.45505,-0.24869,-1.44838
314,-7.61619,-4.20195,-0.02334,-3.50247,-3.47411
315,-7.61363,-5.37743,-0.4169,-3.24823,-1.54629
316,-7.60828,-1.62283,-5.38652,-0.84338,-3.12325
317,-7.60498,-0.7628,-3.54973,-1.16488,-5.25594
318,-7.5988,-1.81781,-4.43048,-4.1106,-1.5581
319,-7.59866,-3.20665,-0.59434,-1.29523,-5.47238
320,-7.5983,-1.29297,-5.4139,-0.03326,-3.35896
321,-7.59747,-1.5529,-3.43873,-4.73494,-2.37114
322,-7.59361,-0.45661,-2.26431,-3.95836,-4.61875
323,-7.58349,-1.71588,-4.11721,-4.46199,-1.6388
324,-7.57973,-2.81036,-2.29729,-0.47945,-5.39835
325,-7.57424,-5.14564,-1.88062,-2.1895,-2.79688
326,-7.57161,-3.18852,-5.24465,-1.72171,-1.42602
327,-7.56713,-4.2505,-4.21695,-2.59308,-0.40639
328,-7.55925,-1.34797,-3.54025,-3.40242,-4.11472
329,-7.55694,-0.89245,-4.59974,-0.8797,-4.49052
330,-7.55379,-1.1324,-4.8235,-4.21406,-0.79585
331,-7.55122,-2.37793,-4.29947,-0.97042,-4.23053
332,-7.54833,-1.50532,-3.09069,-2.84715,-4.80605
333,-7.5468,-1.67037,-4.8683,-1.49984,-3.78229
334,-7.54541,-3.00281,-1.41245,-3.94846,-4.05767
335,-7.54508,-1.4517,-2.8464,-4.22564,-3.8738
336,-7.53808,-3.99586,-3.72527,-3.29342,-1.57678
337,-7.5346,-1.08915,-3.69591,-4.49677,-2.85706
338,-7.52458,-2.94164,-1.47431,-3.06766,-4.81075
339,-7.52428,-1.59585,-1.6318,-4.72485,-3.98139
340,-7.52379,-1.21875,-5.77432,-1.85765,-2.26133
341,-7.52343,-4.71681,-4.03408,-1.75108,-1.34521
342,-7.50733,-0.95976,-5.66281,-0.26024,-3.25326
343,-7.50643,-1.76875,-1.88677,-5.6799,-2.16883
344,-7.50447,-0.14225,-0.05445,-0.76702,-6.56288
345,-7.49655,-0.0026,-0.67217,-4.50626,-4.80037
346,-7.49017,-3.84625,-3.85485,-2.9149,-2.39734
347,-7.48024,-2.48624,-2.35089,-4.17003,-3.86637
348,-7.47748,-2.21056,-0.19618,-1.38904,-6.10187
349,-7.47708,-3.57287,-2.58233,-4.87144,-0.96359
350,-7.47623,-2.42682,-4.28063,-1.0872,-4.32559
351,-7.47138,-1.95063,-0.7634,-5.29713,-3.42507
352,-7.46311,-1.13572,-2.32006,-4.76775,-3.8598
353,-7.45913,-3.36684,-5.71618,-0.5048,-0.31033
354,-7.45266,-1.26989,-3.44733,-4.41509,-3.38645
355,-7.45202,-5.32254,-1.16897,-1.05053,-3.69701
356,-7.4506,-4.99265,-0.09904,-0.22566,-4.41602
357,-7.44089,-1.43214,-2.64584,-1.81275,-5.68292
358,-7.42287,-1.65272,-0.08966,-0.31452,-6.48556
359,-7.41899,-0.40981,-2.19512,-6.2625,-0.8678
360,-7.41842,-0.05158,-6.68924,-0.29267,-0.36438
361,-7.41686,-4.39337,-3.78174,-2.78693,-1.90262
362,-7.41561,-6.29862,-1.97624,-0.36021,-1.14055
363,-7.4146,-3.03166,-2.21089,-5.20127,-1.97267
364,-7.41241,-1.40362,-6.06623,-0.87346,-2.35028
365,-7.40791,-5.34215,-0.36465,-2.49777,-3.1957
366,-7.39763,-3.74608,-4.12452,-0.42986,-3.74772
367,-7.39125,-4.51131,-1.62739,-1.35829,-4.53035
368,-7.38842,-3.44994,-4.6913,-2.18359,-2.59478
369,-7.38492,-4.37553,-1.59019,-4.69017,-1.33841
370,-7.37633,-2.96701,-5.45055,-0.62109,-2.58698
371,-7.36916,-0.8104,-5.68905,-3.28104,-1.38136
372,-7.36772,-2.9724,-5.75857,-0.07011,-1.92756
373,-7.36619,-1.0351,-4.82537,-4.6063,-0.40698
374,-7.36339,-1.40607,-0.09941,-5.80275,-3.18146
375,-7.35776,-4.80138,-0.0378,-4.75608,-0.43388
376,-7.35533,-3.05743,-1.34368,-4.88444,-3.29969
377,-7.3523,-0.68661,-5.56984,-3.57834,-1.28242
378,-7.34553,-0.11153,-3.28037,-3.47276,-4.81765
379,-7.34524,-2.99165,-3.42718,-2.57374,-4.32756
380,-7.34106,-4.14565,-0.63187,-0.77189,-5.28463
381,-7.33974,-1.66791,-0.35623,-1.69097,-6.35295
382,-7.33713,-3.34756,-1.74678,-5.14526,-2.33138
383,-7.33647,-2.9566,-4.47439,-2.7965,-3.09742
384,-7.33495,-3.56872,-3.50426,-3.01107,-3.48086
385,-7.3284,-0.9816,-0.30992,-4.93372,-4.57093
386,-7.32789,-5.29849,-0.99747,-3.63996,-1.99594
387,-7.31933,-0.57094,-5.83225,-2.39658,-2.51847
388,-7.31701,-3.09703,-5.55553,-0.69877,-2.34895
389,-7.31303,-3.61142,-4.9223,-2.40392,-1.86262
390,-7.30964,-5.95167,-3.07422,-1.22726,-0.43556
391,-7.30575,-2.41283,-0.15441,-5.91736,-2.40109
392,-7.3057,-1.58894,-6.22048,-1.76899,-1.50942
393,-7.29442,-1.41673,-2.55593,-5.40321,-3.00947
394,-7.29242,-2.03427,-1.93661,-3.84963,-4.91042
395,-7.28482,-2.58633,-2.86167,-5.65498,-0.27273
396,-7.2841,-5.79889,-2.84295,-0.91279,-2.09743
397,-7.27553,-4.92157,-0.52314,-3.52024,-3.19046
398,-7.27428,-0.14962,-0.29322,-4.80338,-4.88917
399,-7.27194,-2.04789,-4.21614,-3.70041,-3.38469
400,-7.2702,-1.75699,-5.88888,-0.77232,-2.96339
401,-7.26979,-3.59304,-0.39405,-5.573,-1.73972
402,-7.26802,-2.76766,-4.07224,-3.99722,-2.63724
403,-7.26389,-3.6809,-0.55112,-5.76357,-0.40537
404,-7.26384,-2.71043,-2.33614,-0.12544,-5.86659
405,-7.26345,-1.23595,-1.15525,-2.17319,-6.29741
406,-7.2573,-2.40252,-3.71681,-4.55895,-2.63835
407,-7.23674,-3.00686,-0.94613,-4.98399,-3.58511
408,-7.23434,-0.90308,-2.56686,-0.85337,-6.28742
409,-7.23365,-3.68411,-5.58848,-1.53608,-0.71491
410,-7.23149,-4.02554,-0.42448,-5.56643,-0.579
411,-7.23065,-2.57592,-0.03216,-5.43613,-3.39556
412,-7.22921,-3.84078,-4.05498,-2.51587,-3.196
413,-7.22883,-5.76754,-0.22041,-0.70416,-3.73299
414,-7.22604,-5.48565,-3.22127,-1.56488,-2.20602
415,-7.22156,-1.75447,-4.78125,-4.43587,-1.49454
416,-7.21851,-5.88613,-1.01103,-1.11403,-3.31411
417,-7.21606,-5.61693,-0.46775,-3.96804,-0.64383
418,-7.21198,-4.34229,-2.11204,-4.12553,-2.76606
419,-7.20835,-1.59209,-5.74387,-0.383,-3.51657
420,-7.20163,-0.75124,-1.78479,-6.6559,-0.29281
421,-7.20161,-1.75404,-4.87905,-4.54058,-0.79884
422,-7.19667,-3.97195,-2.75916,-4.37877,-2.37594
423,-7.19531,-1.91,-1.29138,-6.37041,-1.52629
424,-7.19339,-3.02573,-0.39368,-6.21517,-0.5629
425,-7.19306,-0.29463,-4.61337,-0.15692,-5.18318
426,-7.18617,-0.60152,-6.37296,-0.54051,-2.66276
427,-7.18125,-3.76582,-1.58574,-0.78869,-5.57778
428,-7.17742,-1.19385,-1.84815,-0.82208,-6.55499
429,-7.16598,-0.145,-2.82876,-4.19524,-4.79852
430,-7.16281,-6.32913,-2.01574,-0.44087,-2.09253
431,-7.15918,-2.1712,-4.08978,-1.74279,-4.9263
432,-7.15238,-5.01268,-0.93723,-1.55509,-4.51882
433,-7.14836,-2.87977,-1.23286,-4.97347,-3.78847
434,-7.14703,-0.6343,-3.72568,-2.91331,-5.11366
435,-7.14507,-1.50138,-5.82315,-2.85439,-2.15342
